Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00879.246160,B1_14,11,0.21072
,,00879.789600,C1_24,5,0.26344
,,00879.703840,B1_22,7,0.27224
,,00879.086880,D4_13,48,1.00168
,,00878.467520,A6_24,120,1.55512
,,00880.090240,B2_12,6,0.18488
,,00880.464480,B1_14,9,0.08256
,,00880.813200,D4_43,23,0.23624
,,00880.854160,D4_32,6,0.06704
,,00880.826320,D4_21,13,0.20264
,,00880.865920,D4_31,5,0.05408
,,00880.849760,A1_21,17,0.51584
,,00881.521280,B1_14,8,0.11312
,,00881.402800,C5_21,9,0.16696
,,00880.434400,A6_24,72,1.40472
,,00881.926640,B2_12,8,0.0808
,,00882.120640,D4_43,6,0.1216
,,00839.155360,A5_34,5515,43.1716
,,00882.384240,C1_24,7,0.10928
,,00880.208880,D4_13,126,2.35616
,,00882.674640,A3_33,19,0.13248
,,00882.699040,D4_13,8,0.11424
,,00882.920880,D4_13,16,0.20528
,,00881.941040,A6_24,89,1.13736
,,00881.686960,A1_21,237,1.55784
,,00883.388400,B4_23,6,0.03704
,,00883.634880,B1_11,12,0.21136
,,00883.243440,A6_24,30,0.57768
,,00883.865520,C5_22,7,0.06624
,,00884.086320,B1_11,22,0.2684
,,00884.090000,B2_12,7,0.08464
,,00884.134320,C5_21,10,0.10648
,,00884.162960,C5_22,11,0.1784
,,00884.609360,B4_23,8,0.03288
,,00884.235440,D4_43,14,0.32168
,,00883.939760,A6_24,21,0.62344
,,00884.368000,C5_21,26,0.28384
,,00884.473120,B1_11,32,0.52016
,,00884.702640,A6_24,19,0.43416
,,00885.160000,C2_21,6,0.0876
,,00883.250480,D4_13,141,2.28608
,,00885.331040,C5_21,14,0.17712
,,00885.269120,A6_24,22,0.53008
,,00885.731040,B4_23,30,0.318
,,00886.079600,A6_24,11,0.3052
,,00886.738880,B2_12,5,0.01672
,,00886.087200,A5_34,22,0.64896
,,00886.699120,A6_24,10,0.1864
,,00886.856880,A5_34,10,0.20472
,,00887.167760,A5_34,20,0.3544
,,00887.552400,B1_14,8,0.12848
,,00887.714800,C3_24,5,0.11424
,,00887.831440,C3_22,9,0.24128
,,00887.701920,A5_34,44,0.6804
,,00887.577680,A6_24,31,0.8156
,,00885.674080,D4_13,364,3.4172
,,00888.904000,B5_12,5,0.07584
,,00889.013760,B5_44,6,0.03328
,,00889.079200,A6_24,23,0.35664
,,00890.030960,C5_21,12,0.09976
,,00889.540000,A6_24,23,0.424
,,00885.218000,B1_11,449,4.93552
,,00890.029760,B1_14,7,0.15992
,,00890.093680,A6_24,12,0.15032
,,00890.465360,C5_21,7,0.10352
,,00890.371680,A6_24,7,0.1336
,,00890.266880,B1_11,25,0.59664
,,00890.622800,A6_24,24,0.46736
,,00890.970000,B1_11,25,0.53216
,,00891.221920,A6_24,37,0.89616
,,00892.294480,A6_24,5,0.05592
,,00891.642720,B1_11,58,1.13728
,,00893.406160,B4_23,6,0.05424
,,00893.083760,A6_24,22,0.54432
,,00893.100480,B1_11,24,0.57936
,,00893.662320,B1_14,7,0.09504
,,00894.007040,B1_31,25,0.14136
,,00893.982400,B1_23,7,0.1472
,,00894.006240,B1_14,7,0.07968
,,00893.999200,B1_33,8,0.12312
,,00893.980800,B1_24,18,0.1444
,,00894.019040,B1_34,7,0.10432
,,00893.990480,B1_43,13,0.06984
,,00893.982320,B1_42,22,0.12784
,,00893.721280,C3_22,8,0.22304
,,00893.976240,B1_41,110,0.3392
,,00893.993280,B1_21,50,0.20528
,,00893.971120,B1_12,113,0.37512
,,00894.021040,B1_13,33,0.22688
,,00893.975680,B1_22,108,0.3212
,,00893.993280,B1_32,45,0.2448
,,00894.006240,B1_44,41,0.20712
,,00893.740800,A6_24,27,0.8352
,,00893.863440,B1_11,132,0.8248
,,00894.580800,B1_22,16,0.15208
,,00894.867440,C1_11,12,0.10768
,,00894.854400,C1_23,6,0.04928
,,00894.898400,B1_12,10,0.092
,,00894.960240,B1_22,6,0.17136
,,00894.798000,C1_24,13,0.57808
,,00892.248160,A5_34,224,2.91672
,,00895.193200,B1_41,21,0.2356
,,00894.798160,B1_11,134,0.69216
,,00895.494880,C1_24,7,0.3356
,,00894.694160,A6_24,36,0.97704
,,00896.505840,B3_22,5,0.02712
,,00895.845440,A6_24,81,1.1364
,,00897.112640,B4_23,7,0.0876
,,00897.642080,B4_23,5,0.07336
,,00897.089120,A6_24,54,0.69048
,,00897.597840,B6_21,7,0.20336
,,00897.915440,A6_24,56,1.00096
,,00898.780320,B1_11,48,0.61448
,,00898.885600,B3_22,9,0.29928
,,00899.107440,A2_31,43,0.44432
,,00899.018160,A6_24,75,1.20856
,,00900.523840,B1_11,13,0.33432
,,00900.448320,A6_24,31,0.62344
,,00901.284080,A6_24,7,0.23568
,,00901.944720,A6_24,9,0.13688
,,00901.814640,A3_33,57,0.42136
,,00889.194080,D4_13,1304,13.23104
,,00902.479280,A3_33,70,0.33376
,,00902.238480,A6_24,66,0.84944
,,00903.024000,B1_11,27,0.4504
,,00903.737920,B1_41,100,0.32528
,,00903.796480,B1_21,13,0.1464
,,00903.692560,B1_11,123,0.40664
,,00903.822960,B1_12,26,0.2028
,,00903.778880,B1_32,23,0.18016
,,00903.783040,B1_44,6,0.16776
,,00903.917520,B2_12,9,0.22792
,,00903.671200,A3_33,87,0.32992
,,00903.224640,A6_24,76,0.85376
,,00904.457520,B1_11,11,0.19224
,,00904.313440,B2_12,16,0.31752
,,00904.508400,B6_21,5,0.11288
,,00904.978640,B1_22,8,0.13256
,,00904.679200,A3_33,128,0.64064
,,00904.223760,A6_24,47,1.03144
,,00905.480160,A3_33,53,0.29184
,,00905.556880,A3_42,18,0.14872
,,00905.996160,A3_33,5,0.02952
,,00906.054720,C3_12,11,0.18888
,,00906.204160,C3_22,6,0.15496
,,00906.211520,C3_14,6,0.0508
,,00906.094960,C3_24,19,0.28656
,,00906.208240,C3_43,7,0.034
,,00905.812000,A6_24,25,0.58488
,,00906.381040,C3_12,10,0.30032
,,00906.784080,A3_33,53,0.19952
,,00906.858320,B5_12,6,0.09312
,,00906.799680,A6_24,7,0.12064
,,00907.063040,A2_31,58,0.41184
,,00907.135600,A3_33,41,0.31544
,,00907.560480,C3_22,8,0.18352
,,00907.584800,C3_14,13,0.16
,,00907.253200,C3_24,35,0.50504
,,00907.530880,C3_43,15,0.28136
,,00907.488880,C3_12,32,0.46024
,,00907.850720,A3_33,75,0.4804
,,00907.066800,A6_24,47,1.13304
,,00908.470160,A6_24,6,0.15544
,,00908.907440,B2_42,5,0.08264
,,00908.907520,A6_24,5,0.21408
,,00909.249920,A6_24,14,0.15712
,,00909.525680,A6_24,8,0.12008
,,00909.710080,B4_23,6,0.04512
,,00910.211040,A3_33,8,0.03344
,,00910.348400,A3_33,48,0.23024
,,00910.652960,B4_23,5,0.06528
,,00902.789840,D4_13,656,7.94816
,,00910.692480,A3_33,20,0.21544
,,00909.940480,B2_42,140,1.4412
,,00910.088480,A6_24,83,1.15072
,,00911.480640,A3_33,67,0.25944
,,00911.859440,A3_33,24,0.13072
,,00911.612320,B2_42,25,0.66
,,00912.321280,B1_11,25,0.14808
,,00912.426720,B2_42,6,0.12952
,,00912.444240,A3_33,78,0.22312
,,00911.523760,A6_24,63,1.32168
,,00912.792320,B2_42,7,0.1488
,,00913.242880,A3_33,27,0.11616
,,00912.945840,A6_24,14,0.41928
,,00913.114240,B2_42,11,0.34088
,,00913.401840,B4_12,11,0.03944
,,00913.917920,B1_22,5,0.0288
,,00913.975840,B6_21,5,0.23328
,,00914.368320,A6_12,14,0.1132
,,00914.390160,A6_13,6,0.05896
,,00914.380560,A6_11,31,0.14232
,,00914.380560,A6_33,29,0.14232
,,00914.349680,A6_23,44,0.19128
,,00914.402000,A6_34,6,0.0812
,,00914.387520,A6_42,39,0.17264
,,00914.388480,A6_43,37,0.15712
,,00914.434640,A6_44,9,0.0552
,,00914.405840,A6_21,26,0.11832
,,00914.417520,A6_41,17,0.08232
,,00914.424800,A6_31,11,0.05656
,,00914.406080,A6_22,21,0.09336
,,00914.599680,A3_33,13,0.06032
,,00913.577600,A6_24,126,1.08608
,,00915.221840,B1_11,6,0.22192
,,00915.612080,B1_12,5,0.0216
,,00914.786880,A6_24,79,0.68048
,,00915.824800,A5_13,11,0.3952
,,00910.890560,D4_13,423,5.74176
,,00916.336000,A5_13,12,0.53736
,,00917.064640,A6_12,9,0.06224
,,00917.027680,A6_23,12,0.08088
,,00917.072960,A6_11,20,0.09784
,,00917.074320,A6_33,13,0.08456
,,00917.068480,A6_42,27,0.12296
,,00917.064080,A6_43,27,0.17432
,,00917.087840,A6_21,17,0.10352
,,00917.045520,A6_22,8,0.11328
,,00917.480080,A3_33,22,0.08208
,,00915.586480,A6_24,203,1.96976
,,00917.477760,D6_23,6,0.06944
,,00917.601600,B1_21,12,0.08584
,,00917.622800,B1_12,7,0.10096
,,00917.592160,B1_22,23,0.086
,,00917.502880,B1_14,29,0.348
,,00917.597360,B1_43,13,0.09656
,,00916.734880,D4_13,70,1.1648
,,00918.077200,D4_13,5,0.10352
,,00918.478000,B1_11,5,0.15048
,,00918.405920,A3_33,16,0.06584
,,00918.437520,B4_23,13,0.10424
,,00917.671040,A6_24,54,0.9752
,,00918.357280,B1_14,8,0.42256
,,00918.464480,D6_23,17,0.33272
,,00918.658080,B1_22,24,0.24768
,,00918.903360,B4_23,16,0.04416
,,00918.310240,D4_13,37,0.68728
,,00919.145600,D4_13,10,0.1744
,,00918.806080,A6_24,21,0.5152
,,00919.335520,A3_33,9,0.1592
,,00919.400240,B5_12,5,0.08712
,,00919.853840,B2_12,5,0.14896
,,00920.205840,A5_13,5,0.162
,,00920.454240,B4_12,9,0.0412
,,00920.333040,B4_23,20,0.12504
,,00920.697040,B4_12,8,0.06592
,,00920.616560,D4_43,5,0.08584
,,00920.859200,A3_33,7,0.07784
,,00920.587600,B4_23,121,0.42064
,,00921.006560,B5_12,6,0.11248
,,00921.229840,B1_11,5,0.06192
,,00921.436400,B4_23,5,0.0232
,,00919.423440,A6_24,230,2.60056
,,00922.505680,D5_43,5,0.18136
,,00923.204080,B1_11,6,0.08424
,,00922.858000,A3_33,82,0.42944
,,00923.348160,C4_23,5,0.13336
,,00919.455040,D4_13,419,4.77312
,,00924.289680,A3_33,7,0.17744
,,00924.574640,A2_22,9,0.0768
,,00925.188080,C1_11,12,0.09872
,,00925.181360,C1_23,6,0.04032
,,00925.149760,C1_42,5,0.05512
,,00925.032000,D1_42,9,0.38632
,,00925.952000,B1_11,5,0.17888
,,00926.473440,B4_12,6,0.022
,,00922.140000,A6_24,316,4.46336
,,00924.615920,D4_13,120,2.10112
,,00926.979680,B4_12,8,0.04176
,,00926.709920,A6_24,7,0.19856
,,00927.173840,B4_23,22,0.14456
,,00926.861920,D4_13,56,0.43496
,,00927.575280,B1_11,5,0.18136
,,00927.733360,D2_34,9,0.15168
,,00927.542240,B2_12,5,0.16856
,,00927.573280,D4_13,10,0.17704
,,00928.166240,B1_11,5,0.06424
,,00928.430400,B1_11,5,0.10128
,,00927.868080,D4_13,51,0.668
,,00928.742080,C1_12,5,0.09496
,,00929.018000,A3_33,6,0.08904
,,00928.932000,D6_33,5,0.09152
,,00929.810320,A3_33,10,0.12104
,,00928.639440,D4_13,134,1.3932
,,00929.392240,B1_11,45,0.7856
,,00930.054160,B4_12,5,0.1136
,,00930.411600,B3_22,5,0.05744
,,00930.400080,B3_42,5,0.0416
,,00930.696800,B4_12,5,0.04808
,,00930.437520,D6_33,7,0.234
,,00931.000160,A5_14,22,0.05952
,,00931.004720,A5_12,12,0.05104
,,00931.001840,A5_13,17,0.05616
,,00931.000960,A5_11,17,0.0564
,,00931.001440,A5_23,21,0.05624
,,00895.305040,A5_34,4575,35.74616
,,00931.004720,A5_24,14,0.05256
,,00931.000640,A5_42,16,0.05488
,,00931.005840,A5_43,18,0.0552
,,00931.005840,A5_32,17,0.05272
,,00931.005600,A5_44,9,0.05
,,00931.003360,A5_21,17,0.05536
,,00931.000000,A5_41,14,0.05728
,,00931.001600,A5_31,21,0.05944
,,00931.000160,A5_22,21,0.05536
,,00931.094560,C5_14,6,0.01496
,,00927.048880,A6_24,305,3.87344
,,00931.078080,B1_11,6,0.20632
,,00931.074960,B5_14,56,0.19808
,,00931.073120,B5_12,54,0.20496
,,00931.093280,B5_11,59,0.27544
,,00931.090880,B5_23,61,0.27784
,,00931.095280,B5_34,51,0.16368
,,00931.092080,B5_42,60,0.16648
,,00931.090640,B5_43,65,0.19488
,,00931.077280,B5_32,58,0.18744
,,00931.092160,B5_44,66,0.2376
,,00931.091360,B5_21,54,0.17232
,,00931.092160,B5_31,63,0.23176
,,00931.066160,B5_22,64,0.30568
,,00931.217040,C5_14,14,0.03248
,,00931.093920,C5_12,59,0.17048
,,00931.087920,C5_13,56,0.19368
,,00931.066160,C5_11,58,0.32904
,,00931.095040,C5_23,55,0.1632
,,00931.097840,C5_34,62,0.2888
,,00931.089200,C5_24,58,0.24792
,,00931.088320,C5_42,60,0.17272
,,00931.090640,C5_43,60,0.22336
,,00931.092080,C5_32,46,0.19344
,,00931.075600,C5_44,56,0.22
,,00931.097920,C5_21,60,0.16296
,,00931.066160,C5_41,61,0.32048
,,00931.095040,C5_31,49,0.18816
,,00931.092160,D5_14,50,0.17648
,,00931.090640,D5_12,51,0.19488
,,00931.087680,D5_13,63,0.28104
,,00931.092080,D5_11,53,0.19336
,,00931.092080,D5_33,59,0.16576
,,00931.097280,D5_23,56,0.1616
,,00931.091440,D5_34,63,0.18168
,,00931.089200,D5_24,58,0.1696
,,00931.092160,D5_42,52,0.19104
,,00931.092000,D5_43,50,0.174
,,00931.090400,D5_32,52,0.18272
,,00931.096000,D5_44,59,0.23376
,,00931.092080,D5_21,60,0.27664
,,00931.090880,D5_41,46,0.17144
,,00931.094080,D5_22,51,0.23184
,,00931.419040,B1_11,5,0.09096
,,00931.258000,A5_33,69,0.25944
,,00931.346320,A5_44,67,0.18232
,,00931.092800,B5_13,68,0.32624
,,00931.092160,B5_33,59,0.358
,,00931.094480,B5_24,51,0.31712
,,00931.089200,B5_41,59,0.43488
,,00931.089200,C5_33,44,0.31832
,,00931.074960,C5_22,71,0.33664
,,00931.089120,D5_31,63,0.35288
,,00931.547440,A2_21,9,0.14256
,,00931.578720,A5_14,63,0.23176
,,00931.493760,A5_12,57,0.22344
,,00931.514560,A5_13,80,0.27176
,,00931.507360,A5_11,77,0.30768
,,00931.522560,A5_23,73,0.28664
,,00931.501600,A5_24,56,0.234
,,00931.555280,A5_42,76,0.2752
,,00931.524880,A5_43,67,0.22832
,,00931.524880,A5_32,70,0.27232
,,00931.505440,A5_21,73,0.24424
,,00931.547200,A5_31,80,0.28808
,,00931.537840,A5_22,70,0.21656
,,00931.684240,A5_41,52,0.24496
,,00931.047920,A6_24,86,1.17032
,,00930.135600,D4_13,139,2.42936
,,00932.494880,C5_21,50,0.44192
,,00932.397600,A6_24,37,0.51928
,,00933.216640,B4_23,13,0.0744
,,00931.755440,A5_34,540,1.63424
,,00932.746160,A5_41,129,0.62792
,,00933.396000,A5_44,5,0.09808
,,00933.356240,A5_12,72,0.45024
,,00933.362480,A5_24,40,0.50944
,,00933.063360,C5_21,40,0.71848
,,00933.019760,A6_24,38,0.75024
,,00933.229600,A5_14,243,0.85864
,,00933.310000,A5_13,125,0.77904
,,00933.196240,A5_11,150,0.91192
,,00933.245120,A5_21,142,0.8744
,,00933.109680,A5_31,218,0.96008
,,00933.903120,C5_21,15,0.23592
,,00933.234960,A5_23,169,0.96056
,,00933.503440,A5_34,223,0.74512
,,00933.237200,A5_42,241,0.9532
,,00933.224080,A5_43,187,1.02128
,,00933.105280,A5_32,225,1.21048
,,00933.307760,A5_22,170,0.87048
,,00934.402560,C5_21,12,0.18568
,,00934.051680,A6_24,32,0.56232
,,00933.711120,A5_41,288,1.1424
,,00935.232800,B1_11,15,0.40688
,,00935.427680,B5_22,5,0.08792
,,00935.760480,B1_11,11,0.2096
,,00935.268160,A6_24,62,0.924
,,00936.325360,A6_24,22,0.2572
,,00936.695920,A6_24,9,0.05752
,,00936.342880,B1_11,27,0.69072
,,00937.165840,B3_22,6,0.0748
,,00936.883680,A6_24,56,1.0016
,,00938.074640,A5_34,8,0.02224
,,00938.075920,A5_42,6,0.012
,,00938.000480,A5_41,15,0.08728
,,00938.076160,A5_31,8,0.01856
,,00937.980080,A3_33,11,0.17952
,,00938.076400,A5_14,28,0.18224
,,00938.078400,A5_12,36,0.13456
,,00938.076400,A5_13,29,0.15912
,,00938.081680,A5_11,26,0.15992
,,00938.076240,A5_33,32,0.10456
,,00938.080320,A5_23,26,0.1588
,,00938.209040,A5_34,19,0.05112
,,00938.078960,A5_24,35,0.12848
,,00938.194960,A5_42,17,0.0652
,,00938.080320,A5_43,21,0.17744
,,00938.078960,A5_32,26,0.17248
,,00938.074800,A5_44,34,0.1336
,,00938.082960,A5_21,24,0.13904
,,00938.227520,A5_41,18,0.08712
,,00938.195280,A5_31,14,0.04008
,,00938.076160,A5_22,27,0.18224
,,00938.400240,A3_33,7,0.15816
,,00938.327360,B4_12,6,0.11888
,,00937.996320,A6_24,43,0.57472
,,00938.864480,A5_11,14,0.12272
,,00938.876560,A5_23,21,0.14
,,00938.861680,A5_42,14,0.1764
,,00938.897280,A5_43,24,0.18248
,,00938.858800,A5_21,10,0.13304
,,00938.870160,A5_31,25,0.1272
,,00938.879440,A5_22,21,0.176
,,00938.713760,A6_24,9,0.32048
,,00938.918320,A5_14,25,0.3276
,,00939.143680,A5_42,7,0.14744
,,00938.874960,A5_32,27,0.37256
,,00938.704880,A5_34,217,0.88272
,,00938.687920,A5_41,183,0.80784
,,00939.144400,A6_24,23,0.35712
,,00932.725840,D4_13,803,7.11472
,,00935.702800,B5_22,1095,4.7916
,,00939.606640,A6_24,63,1.12768
,,00940.628560,A3_33,104,0.32312
,,00941.564800,B3_22,6,0.03472
,,00941.595040,B1_11,9,0.19824
,,00941.769760,B2_12,5,0.15568
,,00941.755760,D5_12,6,0.16376
,,00939.991040,D4_13,274,2.1708
,,00942.275360,D4_13,6,0.09048
,,00942.314720,A3_33,23,0.24584
,,00942.947920,B1_11,11,0.09472
,,00942.912240,D5_12,6,0.16648
,,00941.290720,A6_24,91,1.74168
,,00943.155520,B1_22,13,0.12368
,,00943.175360,B1_43,5,0.0712
,,00943.427680,C1_13,14,0.08152
,,00943.044080,B1_14,24,0.40608
,,00943.281040,B6_21,5,0.15
,,00943.295360,B1_11,9,0.42
,,00943.482640,A3_33,40,0.29352
,,00941.066800,C5_22,300,2.69432
,,00943.406480,A6_24,11,0.27616
,,00943.778720,A5_34,5,0.14616
,,00944.139760,B2_12,5,0.25264
,,00943.979280,A6_24,11,0.29952
,,00943.914400,C5_22,28,0.5364
,,00944.120960,B1_14,22,0.69824
,,00944.616640,A6_24,12,0.21744
,,00944.961120,A6_24,18,0.43536
,,00945.526800,B1_14,5,0.28176
,,00942.471920,D4_13,287,3.4268
,,00944.416480,A5_34,64,1.30824
,,00945.542560,A6_24,6,0.17224
,,00945.782480,A1_21,8,0.12184
,,00945.823680,A6_24,21,0.25296
,,00946.004720,A1_21,44,0.46688
,,00946.003200,D4_13,16,0.46936
,,00946.396000,A6_24,10,0.14432
,,00946.717520,A1_21,8,0.09184
,,00946.712320,A3_42,17,0.11416
,,00946.850160,A6_24,8,0.03784
,,00946.615920,D4_13,24,0.42472
,,00946.980640,A1_21,29,0.52736
,,00947.241600,D4_13,8,0.16352
,,00947.006720,A6_24,28,0.55808
,,00948.388080,B5_23,18,0.23568
,,00947.668720,A6_24,53,0.81112
,,00948.430480,B5_24,10,0.31672
,,00948.435680,B5_44,61,0.3352
,,00948.784880,B6_21,5,0.11
,,00945.844960,A5_34,340,3.15752
,,00948.365840,B5_12,54,0.65712
,,00949.145680,A5_34,7,0.09696
,,00948.957440,A6_24,37,0.57728
,,00949.477040,B5_12,11,0.2548
,,00949.534160,B5_23,5,0.1652
,,00949.648960,A6_24,18,0.35992
,,00949.380640,A5_34,67,0.89488
,,00950.124320,A6_24,24,0.57128
,,00950.409600,A5_34,130,1.05392
,,00951.374640,A3_43,23,0.28288
,,00951.918480,B1_11,23,0.41664
,,00950.807600,A6_24,108,1.46088
,,00947.577520,D4_13,619,5.22344
,,00951.587680,A5_34,129,1.34568
,,00953.126960,A3_33,6,0.05224
,,00953.337840,D2_34,10,0.13952
,,00953.859600,A1_21,5,0.13944
,,00952.419440,A6_24,153,1.9888
,,00954.645760,A6_24,7,0.10112
,,00955.036640,A6_24,15,0.27296
,,00955.894320,A6_24,20,0.22144
,,00956.163920,B1_11,5,0.14816
,,00955.645520,A3_43,29,0.52344
,,00956.414880,A6_24,5,0.26544
,,00956.941120,A1_21,9,0.17576
,,00956.853280,A6_24,5,0.15736
,,00957.676400,A6_24,5,0.156
,,00957.638960,B6_21,5,0.14056
,,00957.927840,B2_12,5,0.1692
,,00953.060640,A5_34,632,5.03464
,,00958.091040,B1_11,28,0.54384
,,00958.154560,A6_24,28,0.46232
,,00958.749200,A6_24,5,0.132
,,00958.889120,C2_21,7,0.0868
,,00958.958320,D3_32,5,0.1468
,,00959.314240,C2_21,5,0.03752
,,00958.802160,B1_11,26,0.6632
,,00959.355520,B1_12,8,0.12208
,,00959.573760,B2_12,5,0.09664
,,00952.929360,D4_13,791,6.99328
,,00960.250160,B1_11,33,0.25088
,,00961.146000,D4_43,11,0.24168
,,00961.101920,B1_11,23,0.3844
,,00961.797920,B1_12,8,0.05712
,,00958.201120,A5_34,309,3.4924
,,00959.036240,A6_24,153,2.84608
,,00961.821840,B2_12,14,0.50096
,,00961.987760,A6_24,13,0.26384
,,00962.614080,A1_21,23,0.32016
,,00962.986640,A2_22,23,0.18128
,,00963.599920,A2_22,14,0.0464
,,00962.378880,A6_24,65,1.0788
,,00963.620560,A6_24,9,0.15712
,,00963.446720,B1_11,13,0.48376
,,00963.870160,A2_22,14,0.05496
,,00963.916960,A6_24,13,0.1944
,,00964.170640,B1_11,17,0.2672
,,00964.403200,B2_12,9,0.19656
,,00964.657280,B1_11,9,0.18472
,,00964.213040,A6_24,34,0.64608
,,00964.957680,B1_11,6,0.09232
,,00964.915120,A1_21,10,0.10672
,,00960.030560,D4_13,377,5.4312
,,00965.094800,A6_24,14,0.41968
,,00965.625040,A1_21,7,0.32776
,,00966.077760,A1_21,23,0.37272
,,00966.603840,A1_21,9,0.08808
,,00967.583360,C1_23,7,0.0596
,,00967.024960,A1_21,33,0.5084
,,00965.863600,A6_24,156,1.68888
,,00967.591600,C1_11,17,0.09184
,,00967.588560,C1_42,8,0.07664
,,00967.671120,A1_21,10,0.13272
,,00965.571040,D4_13,201,2.31312
,,00967.998240,D4_13,75,1.244
,,00961.801360,A5_34,1237,7.56888
,,00969.356000,D4_13,15,0.20672
,,00969.566000,A6_34,6,0.07008
,,00969.552160,A6_44,14,0.08632
,,00969.512800,B6_14,5,0.00992
,,00969.509840,B6_12,18,0.12208
,,00969.510160,B6_13,22,0.11016
,,00969.443840,B6_23,22,0.18912
,,00969.510240,B6_24,19,0.12944
,,00969.514000,B6_42,18,0.12968
,,00969.505280,B6_44,20,0.12616
,,00969.613200,B6_41,11,0.03136
,,00969.514560,B6_22,17,0.1136
,,00969.573600,C6_11,5,0.07264
,,00969.547680,C6_24,13,0.09208
,,00969.547840,C6_44,10,0.09168
,,00969.545280,D6_34,6,0.04768
,,00969.558960,D6_43,6,0.06384
,,00969.557760,D6_44,8,0.054
,,00969.522560,D6_41,7,0.12256
,,00969.557760,D6_22,7,0.08072
,,00969.423920,B1_11,13,0.39016
,,00969.542720,A6_11,8,0.11776
,,00969.547120,A6_33,7,0.10344
,,00969.552480,A6_42,5,0.108
,,00969.559520,A6_41,6,0.11848
,,00969.623200,B6_14,28,0.11904
,,00969.614640,B6_11,14,0.04104
,,00969.513280,B6_33,22,0.15536
,,00969.645040,B6_34,41,0.11896
,,00969.632240,B6_43,20,0.06816
,,00969.657520,B6_32,45,0.12568
,,00969.507440,B6_21,19,0.16664
,,00969.622880,B6_31,14,0.08296
,,00969.538640,C6_42,8,0.14352
,,00969.571440,C6_21,20,0.10184
,,00969.547680,C6_41,7,0.10536
,,00969.520800,D6_13,6,0.13968
,,00969.547680,D6_11,10,0.1128
,,00969.559520,D6_33,5,0.10096
,,00969.548080,D6_23,21,0.15072
,,00969.567680,D6_31,7,0.10512
,,00970.046480,A2_22,6,0.04336
,,00970.191360,B6_32,10,0.15624
,,00970.171840,B6_41,13,0.09464
,,00970.173120,B1_11,33,0.6284
,,00971.008240,B1_11,6,0.21552
,,00969.991200,B5_22,315,1.50056
,,00971.633920,C1_13,7,0.06464
,,00971.853840,A5_34,5,0.18192
,,00971.870720,B5_44,6,0.07664
,,00971.772160,B5_22,7,0.15304
,,00967.656640,A6_24,345,4.40408
,,00971.718000,B1_11,22,0.73952
,,00972.495440,A2_22,5,0.10096
,,00969.679440,D4_13,252,2.76368
,,00972.410880,A5_34,31,0.14464
,,00972.735280,A6_24,19,0.36512
,,00973.230480,A6_24,7,0.05648
,,00973.411840,D5_43,7,0.06592
,,00972.548800,D4_13,107,1.40168
,,00973.598720,A6_24,23,0.34984
,,00974.115440,B4_12,8,0.03912
,,00972.673680,A5_34,189,1.49744
,,00974.072400,B6_21,5,0.11888
,,00973.793280,B1_11,39,0.7732
,,00974.214400,A6_24,8,0.26792
,,00974.593760,A6_24,8,0.12064
,,00974.830720,A6_24,33,0.5012
,,00974.977920,B4_12,33,0.42488
,,00974.301600,A5_34,188,1.90664
,,00975.504400,A6_24,28,0.68128
,,00976.303920,A6_24,14,0.3088
,,00976.780640,A6_24,13,0.26032
,,00977.628000,B1_11,8,0.14352
,,00977.682320,B4_12,5,0.06768
,,00977.887360,A5_23,5,0.01136
,,00976.364080,A5_34,276,1.51736
,,00977.890000,A5_33,43,0.17264
,,00977.890800,A5_44,37,0.18848
,,00977.955840,B5_12,8,0.10272
,,00977.919600,B5_13,10,0.13896
,,00977.944240,B5_24,14,0.13672
,,00977.943600,B5_43,8,0.08272
,,00977.943680,B5_41,19,0.13168
,,00977.959120,C5_12,8,0.14264
,,00977.943760,C5_13,5,0.09968
,,00977.939280,C5_33,14,0.16872
,,00977.951440,C5_34,8,0.09232
,,00977.937360,C5_24,8,0.09312
,,00977.941200,C5_43,6,0.08904
,,00977.934400,C5_32,15,0.11352
,,00977.937360,C5_44,6,0.126
,,00977.936320,C5_41,14,0.11168
,,00977.879840,C5_22,47,0.22144
,,00977.937360,D5_14,12,0.1108
,,00977.934400,D5_12,7,0.04152
,,00977.947680,D5_13,8,0.07312
,,00977.943600,D5_42,11,0.07888
,,00977.930880,D5_43,7,0.05632
,,00977.932960,D5_44,13,0.10088
,,00977.937200,D5_31,24,0.10616
,,00977.955840,D5_22,7,0.07048
,,00977.947600,B1_11,18,0.20288
,,00978.074560,A5_14,61,0.23504
,,00978.006720,A5_12,63,0.22192
,,00978.026400,A5_13,64,0.23488
,,00978.048240,A5_11,58,0.26512
,,00978.053120,A5_23,55,0.2064
,,00978.015680,A5_24,56,0.20392
,,00978.075520,A5_42,53,0.30816
,,00978.076880,A5_43,44,0.27128
,,00978.081040,A5_32,60,0.29416
,,00978.022640,A5_21,62,0.22208
,,00978.100480,A5_31,51,0.24008
,,00978.075680,A5_22,59,0.22608
,,00978.224720,A5_41,52,0.25744
,,00978.742080,B1_11,11,0.248
,,00979.134560,B1_11,11,0.20392
,,00978.864640,B1_22,41,0.33712
,,00979.044640,A5_14,41,0.25496
,,00979.145600,A5_12,21,0.11
,,00979.146800,A5_13,24,0.09992
,,00979.153760,A5_11,28,0.10064
,,00979.138720,A5_33,5,0.07408
