Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
   Actual File Section Run,0s to 10m0s,00011.072880,C3_43,10,0.03632
   Recording Offset from File Start,0s,00011.094160,C3_22,10,0.07448
,,00011.066800,C3_14,23,0.1744
Spike Detector Settings,,00011.014400,C3_24,23,0.16576
   Method,Adaptive Threshold Crossing,00011.314080,A2_44,8,0.36712
   Threshold,6,00011.794080,A2_44,8,0.23584
   Threshold Status,Variable,00011.763840,C3_24,16,0.3308
   Threshold Crossing Only,True,00012.143760,C1_11,23,0.14416
   Pre-Spike Duration,0.84 ms,00012.148400,C1_22,9,0.07032
   Post-Spike Duration,2.16 ms,00012.110720,C1_23,9,0.16288
   Coincident Event Filter,Default (Well),00012.125600,C1_42,27,0.23704
   Coincidence Occurrence Threshold,4 Electrodes,00012.138640,A2_44,5,0.2192
   Coincidence Event Window,160 µs,00012.127440,C3_43,8,0.10512
   Allow Sample Overlap,false,00012.196640,C3_24,16,0.2808
   Spike Count Interval,1 s,00012.662160,A1_41,6,0.06192
,,00012.399360,C3_22,23,0.36104
Burst Detector Settings,,00012.571600,C3_14,7,0.15344
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold,00012.626880,C3_43,14,0.07128
   Maximum Inter-Spike Interval,100 ms,00012.393200,C3_12,21,0.59616
   Minimum Number of Spikes,5,00013.291840,D5_33,9,0.08728
   Enable Network Burst Detection,True,00013.327760,D5_43,6,0.16096
   Maximum Inter-Spike Interval (network bursts),100 ms,00013.332320,A2_44,10,0.36776
   Minimum Number of Spikes (network bursts),50,00013.702880,C3_43,33,0.42104
   Minimum Participating Electrodes (%),35,00014.044720,C3_12,8,0.12504
   Synchrony Window,20 ms,00013.905520,C3_24,16,0.24896
,,00015.697840,C6_33,6,0.13256
,,00015.594080,C6_41,7,0.24424
,,00015.879280,B3_22,9,0.22096
,,00015.924640,B3_32,6,0.16448
,,00017.735040,B1_14,20,0.3228
,,00017.981280,B1_43,8,0.07968
,,00017.988240,B3_22,5,0.10216
,,00018.306160,A2_44,6,0.20584
,,00020.160080,C3_14,6,0.10632
,,00020.143680,C3_24,18,0.16712
,,00020.086400,C3_43,6,0.1088
,,00020.540400,A4_33,20,0.61576
,,00021.263520,A4_33,8,0.20784
,,00021.951440,A1_41,7,0.03736
,,00021.899040,A1_43,8,0.12336
,,00021.896320,A1_44,5,0.12088
,,00021.921360,B2_32,7,0.29312
,,00022.824240,A4_41,6,0.06696
,,00022.936240,D1_22,7,0.05424
,,00022.720160,A4_33,18,0.3428
,,00023.199280,C3_14,6,0.01904
,,00023.165440,C3_24,6,0.05024
,,00023.154160,C3_43,10,0.03904
,,00023.336800,C3_24,10,0.1384
,,00023.339760,C3_43,5,0.1716
,,00024.389200,C3_12,8,0.18528
,,00024.393680,C3_24,16,0.19288
,,00024.589280,B3_22,10,0.10936
,,00025.512000,A4_33,7,0.27936
,,00026.041840,D5_13,5,0.04352
,,00026.034080,D5_33,8,0.094
,,00026.050000,D5_43,5,0.07488
,,00027.123520,B3_42,12,0.14392
,,00026.852800,A1_41,28,0.55744
,,00027.008080,A1_44,11,0.45984
,,00027.185760,A1_43,19,0.58176
,,00027.832960,B1_14,9,0.12072
,,00027.112640,B3_22,43,0.96712
,,00028.434880,C1_11,22,0.13864
,,00028.419440,C1_22,14,0.16704
,,00028.454480,C1_23,7,0.07272
,,00028.422080,C1_43,8,0.19768
,,00028.444960,C1_42,19,0.15256
,,00027.974480,A1_43,12,0.50184
,,00028.375600,D4_32,5,0.11952
,,00028.241120,D4_21,10,0.31264
,,00028.400080,B3_22,9,0.27496
,,00028.835040,B3_42,14,0.51096
,,00029.428880,C3_12,7,0.1168
,,00028.782720,B3_22,59,0.90848
,,00030.647680,D2_21,6,0.16072
,,00030.677760,D2_31,5,0.11416
,,00030.641360,D2_23,13,0.17272
,,00030.124240,B3_22,23,0.7724
,,00030.712480,D2_34,9,0.39896
,,00031.472400,C2_21,13,0.15072
,,00031.428640,C2_33,10,0.17776
,,00031.157920,B3_22,10,0.4744
,,00031.440320,C2_41,29,0.35648
,,00031.523280,C2_22,5,0.15272
,,00031.748640,B3_22,5,0.25408
,,00032.306000,D1_22,7,0.10784
,,00032.549760,B2_32,5,0.25736
,,00032.781200,B3_22,5,0.14048
,,00033.675680,A4_41,5,0.07832
,,00033.790160,B5_12,20,0.21936
,,00033.863520,B5_44,6,0.05088
,,00033.790560,B5_22,14,0.14544
,,00034.069840,D3_42,5,0.18376
,,00034.513440,B6_21,8,0.08248
,,00034.498880,B6_23,10,0.15752
,,00034.522400,B6_41,23,0.8788
,,00035.523680,B5_13,7,0.14664
,,00035.604000,B5_11,6,0.134
,,00035.556000,B5_23,13,0.33272
,,00035.567680,B5_24,12,0.24712
,,00035.668880,B5_42,9,0.14576
,,00035.537680,B5_22,21,0.29208
,,00035.566800,B5_44,93,0.57576
,,00036.125840,A3_34,13,0.14616
,,00036.512480,D4_21,6,0.17152
,,00036.739600,B5_23,8,0.31304
,,00036.644320,B5_22,13,0.32712
,,00037.146480,C3_43,5,0.19944
,,00035.438800,B5_12,193,1.84248
,,00036.741040,B5_44,43,0.53616
,,00037.318080,B6_23,9,0.23224
,,00037.402160,B6_21,8,0.15624
,,00037.741920,B5_12,6,0.26968
,,00038.032640,B6_14,5,0.14608
,,00038.180960,B6_23,5,0.18576
,,00037.832400,B6_41,17,0.74
,,00038.717200,B5_22,5,0.24096
,,00038.344080,B5_12,115,0.96248
,,00038.907040,B5_44,19,0.31472
,,00039.500960,B3_22,11,0.1048
,,00040.674960,B6_41,5,0.21448
,,00042.720560,B6_23,5,0.11824
,,00044.288080,B6_23,8,0.1864
,,00044.346080,B6_41,5,0.286
,,00044.819520,C4_42,8,0.28832
,,00045.094240,D5_44,5,0.03184
,,00045.111440,D5_12,6,0.12712
,,00044.903440,D5_33,27,0.42328
,,00045.091120,D5_34,15,0.12848
,,00045.083360,D5_43,13,0.18872
,,00045.080320,D5_21,12,0.14304
,,00045.059040,D5_41,29,0.23736
,,00046.172880,D5_33,9,0.23784
,,00046.230480,D5_41,14,0.24512
,,00047.374800,B3_22,10,0.12144
,,00047.304400,B3_32,6,0.1448
,,00047.153120,B6_23,11,0.4252
,,00047.278800,B6_41,6,0.30504
,,00048.573120,C4_42,8,0.21728
,,00050.846400,B5_12,18,0.21152
,,00050.907360,B5_22,8,0.09104
,,00052.523280,D5_13,14,0.10144
,,00052.552080,D5_41,5,0.08408
,,00052.490800,D5_12,7,0.17168
,,00052.476800,D5_33,21,0.1968
,,00052.439760,D5_43,15,0.22912
,,00053.927200,D5_13,5,0.1064
,,00054.380960,A1_43,6,0.12672
,,00055.400000,C1_11,5,0.12832
,,00055.365200,C1_22,7,0.20128
,,00055.312560,C1_43,6,0.16584
,,00055.424720,C1_42,10,0.09592
,,00056.777840,B5_14,6,0.09904
,,00056.900080,A1_43,6,0.11544
,,00056.879120,A1_44,5,0.12072
,,00056.803920,B5_12,14,0.17568
,,00056.830080,B5_22,9,0.11744
,,00058.220160,D1_42,5,0.11784
,,00058.073680,C4_42,11,0.47384
,,00058.537120,D6_33,19,0.4184
,,00058.708080,D6_32,18,0.23672
,,00059.368320,A3_34,13,0.21736
,,00060.181360,D6_33,8,0.34552
,,00060.547120,D6_32,7,0.1908
,,00060.902560,B5_12,14,0.16736
,,00064.744720,B6_23,10,0.37976
,,00064.811440,B6_41,7,0.35896
,,00065.376240,D4_43,7,0.1764
,,00065.355840,D4_32,11,0.1468
,,00065.321760,D4_44,8,0.10336
,,00065.289200,D4_21,19,0.23296
,,00066.050560,D5_33,6,0.2556
,,00066.909360,D4_32,5,0.08336
,,00066.778640,D4_21,10,0.21304
,,00068.065360,A1_41,5,0.05464
,,00068.099520,A1_12,5,0.05632
,,00068.005520,A1_43,5,0.164
,,00068.062720,A1_44,5,0.10472
,,00071.854720,A2_44,19,0.20568
,,00072.462880,C3_12,6,0.0944
,,00072.461280,C3_24,10,0.144
,,00072.544720,C3_22,7,0.22064
,,00072.877200,D5_13,6,0.15
,,00072.846720,D5_33,17,0.18632
,,00072.940880,D5_44,5,0.10488
,,00072.870400,D5_41,12,0.1552
,,00073.699680,B3_22,6,0.04456
,,00073.830080,D2_21,5,0.11704
,,00078.672560,B1_21,7,0.0308
,,00078.623040,B1_31,12,0.13472
,,00078.642320,B1_12,11,0.14288
,,00078.626240,B1_13,7,0.11264
,,00078.639360,B1_32,7,0.05256
,,00078.618240,B1_43,32,0.2284
,,00078.596080,B1_14,51,0.44312
,,00078.883360,C3_24,9,0.06064
,,00079.248720,C1_11,6,0.10864
,,00079.274080,C1_22,5,0.08616
,,00079.205120,C1_43,5,0.11888
,,00079.258080,C1_42,9,0.07896
,,00080.417520,D5_33,8,0.0988
,,00082.334560,B4_33,6,0.12784
,,00082.362960,B4_23,18,0.18056
,,00082.284240,B4_43,23,0.41936
,,00082.905440,D2_21,5,0.0672
,,00083.366800,B4_43,6,0.11456
,,00083.581360,A2_44,12,0.33208
,,00084.032880,A3_34,8,0.11968
,,00084.958000,C3_43,10,0.05136
,,00086.310560,C3_12,7,0.0684
,,00086.308400,C3_14,7,0.08472
,,00086.335840,C3_24,5,0.01856
,,00086.310080,C3_43,8,0.06088
,,00086.341520,C3_22,15,0.19776
,,00086.315920,A3_34,12,0.13592
,,00087.338640,C3_43,7,0.23464
,,00088.082560,C3_43,8,0.0352
,,00088.121920,C3_22,7,0.13648
,,00088.123840,C3_24,10,0.09472
,,00088.517840,D2_21,5,0.12472
,,00087.724720,A5_13,35,0.9776
,,00088.791040,D5_33,5,0.06008
,,00089.377280,D1_42,7,0.20384
,,00088.821840,A5_13,16,0.6344
,,00089.383440,D6_33,7,0.25008
,,00089.721200,B1_14,10,0.14912
,,00091.368720,D1_42,6,0.10512
,,00092.120880,C1_11,6,0.12216
,,00092.068800,C2_41,28,0.2408
,,00092.168160,C2_21,6,0.0708
,,00092.125200,C2_31,5,0.13736
,,00092.138080,C2_33,7,0.10992
,,00092.101520,C2_43,5,0.16616
,,00092.040000,A2_44,9,0.17232
,,00092.310480,D5_13,5,0.12872
,,00093.303120,A3_34,16,0.24048
,,00093.408240,B1_14,18,0.24824
,,00094.229040,B2_32,9,0.24912
,,00094.114720,A3_34,23,0.52296
,,00095.980960,B1_14,26,0.29712
,,00096.112960,B1_43,8,0.15928
,,00096.470880,D2_21,8,0.07592
,,00097.245360,D1_22,7,0.082
,,00097.337840,B3_22,5,0.10192
,,00098.314640,D1_42,11,0.20992
,,00098.681600,D1_42,7,0.21712
,,00099.095440,D1_22,8,0.1924
,,00100.463920,B1_14,5,0.08904
,,00100.911200,B1_31,8,0.09128
,,00100.874240,B1_12,12,0.13264
,,00100.888800,B1_43,31,0.20248
,,00101.205360,B6_23,5,0.17528
,,00100.863520,B1_14,55,0.56504
,,00101.269760,B6_41,7,0.29944
,,00101.837760,B1_14,7,0.28128
,,00102.299440,A1_41,6,0.06176
,,00102.304560,A1_43,5,0.064
,,00102.469600,B1_14,5,0.23832
,,00102.864320,B1_14,7,0.15544
,,00103.352080,B1_14,11,0.37464
,,00103.785040,D4_32,10,0.15592
,,00103.726000,D4_21,5,0.21312
,,00104.672880,B1_14,7,0.13936
,,00104.891600,C3_12,15,0.15536
,,00104.929120,C3_24,23,0.18224
,,00104.992000,C3_43,13,0.05976
,,00105.021040,C3_22,10,0.16736
,,00105.012320,C3_14,24,0.17168
,,00106.265680,A3_34,9,0.15736
,,00106.666240,D1_22,6,0.11296
,,00107.288160,A2_44,73,1.20056
,,00108.434080,C3_43,9,0.10152
,,00108.588160,C3_22,9,0.12552
,,00109.113040,A2_44,8,0.25912
,,00110.002480,C3_24,9,0.06128
,,00109.986880,C3_43,9,0.03608
,,00108.836240,A3_34,61,1.10576
,,00110.084400,D1_22,5,0.07368
,,00110.045280,A2_44,21,0.48576
,,00110.625520,A3_34,6,0.11984
,,00110.871760,A1_43,7,0.06384
,,00111.583120,D1_22,6,0.1708
,,00112.244320,C3_24,7,0.12984
,,00112.296240,C3_22,7,0.16736
,,00113.758080,C1_11,6,0.07456
,,00113.394080,A2_44,6,0.32152
,,00113.771760,C1_42,5,0.13208
,,00114.564240,B5_13,6,0.08328
,,00114.486160,B5_22,12,0.15768
,,00114.583600,B5_11,5,0.1692
,,00114.740720,B1_14,5,0.2328
,,00115.021920,C3_12,5,0.1056
,,00114.887360,C3_13,6,0.15816
,,00115.046400,C3_24,8,0.08104
,,00114.478560,B5_12,45,0.6348
,,00114.863280,B5_11,5,0.26664
,,00114.551440,B5_24,16,0.4396
,,00114.540560,B5_44,62,0.48912
,,00115.226080,B5_12,5,0.12672
,,00115.124400,B5_22,5,0.13792
,,00115.329920,D5_13,6,0.05512
,,00115.315120,D5_33,7,0.07288
,,00115.331280,D5_43,8,0.16184
,,00115.878000,B5_12,5,0.19552
,,00116.151040,A1_43,8,0.25232
,,00116.495600,D2_31,10,0.16776
,,00116.474320,D2_23,22,0.27488
,,00116.395280,A1_41,24,0.60184
,,00116.634160,A2_44,22,0.27232
,,00116.447520,D2_34,40,0.82816
,,00116.428800,D2_21,45,1.0812
,,00117.850080,A1_43,10,0.20168
,,00118.116960,C3_24,7,0.08168
,,00118.110800,C3_43,8,0.17648
,,00118.759920,A1_44,5,0.16544
,,00119.103040,B3_22,6,0.14096
,,00119.315840,D2_34,5,0.13968
,,00121.603840,B3_22,6,0.08144
,,00122.908240,B5_12,5,0.17304
,,00122.928640,B5_22,6,0.15408
,,00122.988560,B3_22,12,0.17744
,,00123.578400,C3_12,8,0.11688
,,00123.671440,C3_22,5,0.09856
,,00123.642480,C3_14,5,0.02896
,,00123.630720,C3_24,6,0.03832
,,00124.879440,D2_21,14,0.22216
,,00124.892960,B5_12,9,0.21232
,,00124.935120,B5_22,5,0.09824
,,00125.564960,B3_44,10,0.2676
,,00125.257120,B3_22,72,0.79768
,,00125.389600,B3_42,38,0.75392
,,00126.734960,B5_13,6,0.13296
,,00126.659920,B5_22,14,0.22736
,,00127.037680,D2_21,5,0.08056
,,00126.632160,B5_12,36,0.48752
,,00126.815120,B5_11,5,0.20136
,,00126.984720,B5_24,7,0.29368
,,00126.740800,B5_44,45,0.41152
,,00126.441600,B3_22,55,1.4844
,,00128.068160,A2_44,5,0.23848
,,00128.064800,D3_22,8,0.0988
,,00128.239520,B3_22,9,0.27584
,,00128.748320,D5_13,9,0.10456
,,00128.872080,B3_22,5,0.17984
,,00128.772800,D5_33,8,0.13272
,,00128.776960,D5_43,11,0.14904
,,00129.389680,B6_23,5,0.10184
,,00130.189600,B3_22,5,0.16064
,,00131.203280,B2_31,9,0.0976
,,00131.212240,B2_32,11,0.1616
,,00131.399680,A1_41,5,0.1108
,,00131.406800,A1_43,7,0.12168
,,00131.068320,A2_44,19,0.35848
,,00131.497120,D3_42,5,0.1316
,,00134.252960,A1_43,6,0.13136
,,00134.583120,A2_44,12,0.23336
,,00135.523840,C3_24,8,0.04128
,,00135.508000,C3_43,6,0.02104
,,00136.832080,D5_13,5,0.06248
,,00136.933280,B2_34,5,0.116
,,00136.820400,D5_33,10,0.09936
,,00136.854000,D5_43,5,0.10632
,,00137.160240,C1_11,19,0.17192
,,00137.216000,C1_22,8,0.11424
,,00137.225200,C1_23,6,0.05872
,,00137.178800,C1_43,6,0.1392
,,00137.250880,C1_42,12,0.06632
,,00136.897280,B2_32,12,0.35048
,,00138.785680,C3_43,6,0.10136
,,00138.798640,C3_24,9,0.11216
,,00140.065040,A2_44,14,0.18584
,,00142.189440,D2_21,10,0.21336
,,00142.563280,C3_24,13,0.18144
,,00142.709920,C3_43,8,0.0464
,,00145.204160,A2_33,5,0.0272
,,00145.223600,B5_12,14,0.15336
,,00145.259200,B5_44,7,0.0308
,,00145.221760,B5_22,7,0.10272
,,00145.100800,A2_44,18,0.46248
,,00146.043680,B2_31,5,0.17736
,,00147.106960,C3_12,8,0.088
,,00147.162320,C3_22,15,0.2192
,,00147.125760,C3_14,6,0.0648
,,00147.088720,C3_24,7,0.08184
,,00147.836000,A2_44,7,0.20472
,,00147.958080,B3_22,5,0.15496
,,00150.034240,A2_44,7,0.14704
,,00151.869840,D2_21,7,0.19456
,,00151.889600,D2_31,6,0.1712
,,00151.851520,D2_23,16,0.16272
,,00151.890240,D2_34,18,0.61088
,,00152.768640,D5_13,7,0.08912
,,00152.773520,D5_33,6,0.08144
,,00152.806240,D5_43,6,0.09848
,,00153.168400,D2_23,6,0.10624
,,00153.315680,D2_21,6,0.1964
,,00153.273280,D2_34,15,0.45488
,,00153.885600,D6_32,17,0.25968
,,00153.696880,D2_21,15,0.46872
,,00153.809520,D6_33,20,0.41488
,,00154.843040,B6_41,5,0.2492
,,00155.605360,D2_34,5,0.18432
,,00155.896560,A5_13,7,0.1176
,,00156.371920,A5_13,8,0.31704
,,00157.334080,B1_13,7,0.06104
,,00157.354320,B1_32,5,0.0308
,,00156.928160,A5_13,10,0.2496
,,00157.342720,B1_21,6,0.06256
,,00157.329920,B1_31,12,0.09864
,,00157.337360,B1_12,7,0.07768
,,00157.287120,B1_14,33,0.18656
,,00157.307360,B1_43,34,0.23752
,,00157.353520,B1_42,5,0.05648
,,00157.580560,B1_14,19,0.68656
,,00158.254400,A3_34,5,0.13792
,,00158.831600,A1_41,6,0.08144
,,00158.811600,A1_44,7,0.14992
,,00158.882400,D2_21,15,0.28608
,,00160.144640,C3_12,5,0.05408
,,00160.169840,C3_14,6,0.0484
,,00159.918080,C3_43,8,0.30424
,,00160.198320,C3_22,12,0.28912
,,00160.699520,D5_33,7,0.1608
,,00160.762480,C1_11,15,0.14352
,,00160.777680,C1_22,11,0.19624
,,00160.787840,C1_23,5,0.11632
,,00160.784080,C1_42,15,0.15112
,,00160.996480,B3_22,6,0.02048
,,00161.008880,B3_32,6,0.08016
,,00161.187680,C3_12,9,0.10416
,,00161.197200,C3_14,20,0.11072
,,00161.207040,C3_24,12,0.10296
,,00161.197920,C3_43,18,0.07448
,,00161.216480,C3_22,14,0.23048
,,00163.089200,B5_11,5,0.16992
,,00163.125600,B5_23,5,0.08432
,,00163.093040,B5_22,11,0.1476
,,00163.486240,C3_43,6,0.14608
,,00163.169760,B5_24,17,0.44736
,,00163.171200,B5_44,40,0.46656
,,00163.487760,C3_24,13,0.2044
,,00163.092000,B5_12,49,0.69688
,,00163.938240,A2_44,10,0.298
,,00164.792640,B5_44,12,0.0748
,,00164.594240,B5_22,13,0.39872
,,00165.150480,D2_21,7,0.15616
,,00165.438400,C3_12,7,0.10296
,,00165.416480,C3_24,6,0.0828
,,00165.378560,C3_43,6,0.06776
,,00165.121520,B5_22,18,0.49576
,,00165.472160,C3_22,10,0.19384
,,00165.272880,B5_23,18,0.41528
,,00164.633680,B5_12,145,1.46
,,00165.160960,B5_44,93,0.8312
,,00166.554880,A6_24,7,0.3132
,,00166.883360,B5_12,5,0.142
,,00167.224720,B3_22,5,0.11848
,,00167.039200,A6_24,11,0.332
,,00167.647920,A5_13,6,0.06696
,,00167.801040,B6_23,10,0.28232
,,00167.932320,B6_41,9,0.4296
,,00168.831120,D5_13,5,0.11424
,,00168.855280,D5_33,8,0.11496
,,00168.890480,D5_43,7,0.09232
,,00169.224560,D4_21,6,0.12008
,,00169.448320,C3_12,5,0.09168
,,00169.495920,C3_22,7,0.1092
,,00169.442640,C3_24,7,0.06144
,,00169.763600,B6_23,5,0.05136
,,00170.063440,B2_41,7,0.04368
,,00169.893680,B2_31,14,0.40632
,,00169.979440,B2_22,10,0.3024
,,00169.872080,B2_32,10,0.31488
,,00170.528000,B1_14,5,0.09192
,,00170.372720,A1_41,7,0.0852
,,00170.354080,A1_43,8,0.09912
,,00169.312000,A2_44,63,1.43688
,,00170.706320,B2_32,6,0.31144
,,00170.905440,B2_31,13,0.44696
,,00171.054080,B2_34,9,0.3964
,,00171.690240,B2_11,7,0.05536
,,00171.484960,B2_32,7,0.22568
,,00172.655680,B2_31,14,0.3468
,,00172.789840,A2_44,6,0.26064
,,00173.203840,B2_31,6,0.16576
,,00173.234080,A2_44,7,0.19864
,,00173.058880,C3_13,6,0.36168
,,00173.575040,A2_44,11,0.37632
,,00174.619120,B2_31,6,0.25216
,,00174.869280,A2_44,8,0.37072
,,00175.347840,A2_44,7,0.25096
,,00175.478320,B2_31,5,0.20224
,,00176.531200,D4_21,6,0.09456
,,00176.918400,A4_41,10,0.14064
,,00177.835920,C3_24,6,0.05864
,,00177.841280,C3_12,6,0.1016
,,00178.053760,A2_44,7,0.19296
,,00178.784560,D5_33,9,0.11888
,,00178.801840,D5_43,8,0.17088
,,00179.185520,A2_44,8,0.31576
,,00179.512480,B5_12,20,0.23032
,,00179.534240,B5_22,9,0.11584
,,00180.909280,D6_33,6,0.10448
,,00181.206080,B5_12,14,0.18984
,,00181.232640,B5_22,5,0.06024
,,00181.351360,A1_43,5,0.07936
,,00181.781120,C3_12,5,0.0924
,,00181.816480,C3_43,6,0.02128
,,00181.774560,C3_22,10,0.23904
,,00182.417360,A2_33,5,0.07048
,,00182.248640,A2_44,13,0.2996
,,00182.637680,B5_12,9,0.12656
,,00182.676720,A2_44,6,0.232
,,00182.820160,B6_23,8,0.30128
,,00184.493200,A1_41,24,0.5656
,,00185.012720,D5_33,14,0.11456
,,00185.097280,D5_43,5,0.05144
,,00185.126960,A2_44,5,0.16744
,,00185.087760,A1_44,12,0.42944
,,00185.021280,A1_43,26,0.7324
,,00185.832400,D4_44,9,0.05912
,,00185.863200,D4_43,10,0.21272
,,00185.873040,D4_32,12,0.1708
,,00185.784560,D4_21,17,0.29112
,,00185.934720,A1_43,8,0.22536
,,00186.414080,D5_12,5,0.0728
,,00186.429520,D5_13,8,0.08688
,,00186.302160,D5_33,33,0.30256
,,00186.483920,D5_34,7,0.07456
,,00186.433840,D5_43,22,0.15712
,,00186.462720,D5_44,8,0.11448
,,00186.378960,D5_21,8,0.16304
,,00186.462000,D5_41,30,0.17664
,,00187.796400,D5_41,19,0.34592
,,00187.805760,D5_33,45,0.54264
,,00187.862400,D5_43,23,0.35744
,,00187.803440,D5_21,11,0.34736
,,00191.572400,D5_13,7,0.13736
,,00194.827840,D5_13,7,0.06536
,,00194.622800,B6_23,6,0.12192
,,00194.834160,D5_43,6,0.09048
,,00194.646800,B6_41,8,0.39632
,,00196.165760,B3_22,8,0.15128
,,00196.222080,A4_33,13,0.19136
,,00196.306160,D5_13,8,0.1612
,,00196.284240,D5_33,15,0.1676
,,00196.275440,D5_43,10,0.22232
,,00196.252000,D5_21,6,0.17032
,,00197.169200,B6_41,5,0.24296
,,00197.561120,A4_41,9,0.2228
,,00198.002320,B1_31,9,0.04544
,,00198.004880,B1_12,8,0.08144
,,00198.007600,B1_32,6,0.0776
,,00197.950640,B1_43,27,0.27736
,,00198.433440,D5_13,5,0.08096
,,00198.307040,D5_33,10,0.176
,,00198.345200,D5_43,6,0.15632
,,00197.716720,B1_14,55,0.9992
,,00199.055200,B1_14,6,0.21968
,,00200.044640,B6_14,6,0.10504
,,00199.978240,B6_21,14,0.16936
,,00199.978400,B6_23,16,0.23464
,,00200.045440,B6_24,6,0.13112
,,00200.498240,D1_42,5,0.19184
,,00200.540640,A3_34,5,0.20408
,,00200.748240,B1_14,5,0.19736
,,00200.911600,A4_41,6,0.06912
,,00200.335520,B6_23,18,0.72176
,,00200.006080,B6_41,34,1.02696
,,00200.821600,A4_33,24,0.52464
,,00201.692720,B6_14,5,0.14256
,,00201.321120,B6_41,11,0.59896
,,00202.035920,B6_41,8,0.32464
,,00201.396560,B6_23,37,1.04376
,,00202.544000,B6_23,5,0.16912
,,00203.412880,A4_41,6,0.17152
,,00203.205040,A4_33,9,0.52232
,,00203.637040,B6_23,6,0.23904
,,00204.212800,C4_42,6,0.1368
,,00204.422000,B6_23,7,0.21016
,,00204.482320,B6_14,5,0.22024
,,00204.300960,B6_41,7,0.35064
,,00206.456480,D2_21,7,0.13328
,,00206.861200,B1_14,9,0.17288
,,00207.024560,B6_23,12,0.41064
,,00206.989680,B6_41,10,0.5684
,,00208.037840,C3_12,7,0.10912
,,00208.034560,C3_14,7,0.09136
,,00208.047040,C3_22,9,0.19856
,,00208.829760,A3_34,21,0.18848
,,00209.212400,A2_44,7,0.16168
,,00209.806560,D1_33,6,0.19616
,,00209.757040,D1_42,10,0.20112
,,00209.681200,B6_23,11,0.38968
,,00209.736640,B6_41,8,0.44136
,,00210.288480,D1_42,5,0.18512
,,00210.490560,A3_44,5,0.08752
,,00210.984080,D1_22,14,0.22456
,,00211.100640,D2_21,5,0.0836
,,00210.420800,A3_34,58,0.88376
,,00211.117840,A3_44,5,0.1944
,,00211.405360,A3_34,6,0.26552
,,00212.562960,B1_14,12,0.27672
,,00212.327920,A3_34,11,0.39832
,,00212.836480,C1_11,26,0.19392
,,00212.864720,C1_22,12,0.15984
,,00212.892720,C1_23,10,0.08832
,,00212.837920,C1_43,9,0.116
,,00212.874000,C1_42,25,0.14072
,,00213.342880,C4_42,11,0.26896
,,00213.412000,C4_41,5,0.08728
,,00216.064800,B1_14,29,0.23584
,,00216.074320,B1_43,10,0.19464
,,00216.344160,D2_21,7,0.20768
,,00216.355680,D2_31,9,0.19352
,,00216.266160,D2_23,26,0.43128
,,00216.741440,B3_22,8,0.07808
,,00216.842640,A6_24,5,0.04568
,,00216.920480,D3_41,8,0.21392
,,00216.895440,D3_32,7,0.23888
,,00216.212480,D2_34,41,1.09936
,,00216.971920,D2_21,29,0.77312
,,00217.572800,C3_12,12,0.13488
,,00217.679840,C3_22,6,0.04976
,,00217.571280,C3_24,21,0.22296
,,00217.649360,C3_43,10,0.06784
