Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00039.259600,B5_12,11,0.18336
,,00039.335120,B5_44,10,0.12888
,,00040.222640,A1_43,10,0.09616
,,00040.216320,A1_44,6,0.11152
,,00040.439760,B4_13,6,0.05864
,,00040.435760,B4_23,10,0.05008
,,00040.423600,B4_43,12,0.08528
,,00040.434160,B4_44,7,0.0548
,,00040.457280,B4_31,7,0.10888
,,00040.595680,B3_22,15,0.16232
,,00041.342640,B4_31,5,0.2272
,,00041.677200,C3_24,7,0.07352
,,00041.984480,B3_22,15,0.11808
,,00042.101600,C3_22,8,0.25592
,,00043.344960,C3_43,6,0.41552
,,00045.984640,B1_31,12,0.06944
,,00045.990320,B1_34,6,0.09464
,,00045.987440,B1_42,7,0.0744
,,00045.959440,B1_43,22,0.24784
,,00045.952480,B1_14,66,0.61656
,,00046.700160,D3_24,5,0.04552
,,00046.670640,B1_14,13,0.5256
,,00048.975600,A3_34,9,0.14576
,,00050.490640,A1_43,6,0.07248
,,00052.255600,A4_33,8,0.09128
,,00053.260640,D2_34,5,0.138
,,00053.167600,D2_21,7,0.2372
,,00053.522720,B5_22,10,0.10288
,,00053.515200,B5_12,20,0.1736
,,00053.927680,B3_22,8,0.12464
,,00054.715600,A1_43,10,0.23224
,,00054.714080,A1_44,8,0.26672
,,00055.322240,B5_12,5,0.09928
,,00055.797440,C3_43,10,0.04848
,,00055.842000,C3_24,7,0.1232
,,00056.341760,C3_22,5,0.12448
,,00057.230560,A6_14,5,0.0804
,,00057.202960,A6_24,6,0.11368
,,00059.000080,B3_22,10,0.06336
,,00060.696720,A1_43,6,0.20448
,,00063.641200,D2_21,6,0.13704
,,00064.057280,B1_14,19,0.23984
,,00064.117200,B1_43,8,0.1424
,,00064.980400,B3_22,8,0.08488
,,00067.821040,C3_14,7,0.05432
,,00067.696240,C3_22,6,0.2644
,,00069.034400,C3_24,8,0.0752
,,00068.986560,C3_43,7,0.07512
,,00069.753440,D2_31,5,0.12456
,,00069.682960,D2_23,13,0.12448
,,00069.762560,D2_21,8,0.1756
,,00069.762080,D2_34,28,0.7296
,,00070.609040,D2_23,6,0.11928
,,00070.447840,B3_22,13,0.2348
,,00070.453040,B3_42,8,0.25384
,,00070.774800,D2_34,5,0.21376
,,00071.057600,D2_21,10,0.37496
,,00071.906400,C3_24,5,0.06424
,,00071.870000,C3_43,5,0.0684
,,00073.461920,A2_44,22,0.27664
,,00074.517120,B1_31,10,0.0524
,,00074.520080,B1_12,5,0.03896
,,00074.491520,B1_43,14,0.0904
,,00074.491200,B1_42,8,0.10216
,,00074.690240,C3_12,5,0.05088
,,00074.680880,C3_24,9,0.05584
,,00074.619680,C3_43,6,0.05664
,,00074.378560,A2_44,12,0.57736
,,00074.440560,B1_14,65,0.7844
,,00075.164400,C3_22,6,0.13688
,,00075.804320,B3_22,9,0.10304
,,00077.008880,C3_12,5,0.04944
,,00077.011920,C3_24,7,0.06632
,,00076.979760,C3_43,9,0.06608
,,00076.755920,B3_22,12,0.26664
,,00077.263760,B2_32,8,0.16048
,,00078.428560,A4_33,7,0.0712
,,00079.010560,C1_21,13,0.07224
,,00079.036880,C1_31,5,0.06592
,,00079.027600,C1_11,14,0.11432
,,00079.032960,C1_42,7,0.044
,,00079.030080,C1_22,24,0.12512
,,00079.008560,C1_23,19,0.23248
,,00079.046560,C1_43,7,0.13048
,,00079.087120,B5_12,23,0.1812
,,00079.133280,B5_13,5,0.09104
,,00079.200240,B5_44,7,0.06568
,,00079.082240,B5_22,11,0.1856
,,00079.768640,D2_21,7,0.13576
,,00080.333760,C3_12,5,0.032
,,00080.315680,C3_43,7,0.07544
,,00080.349360,C3_14,6,0.08848
,,00080.328640,C3_24,17,0.11728
,,00080.861680,B5_12,23,0.17736
,,00080.894240,B5_24,6,0.10728
,,00080.927840,B5_44,19,0.15768
,,00080.895280,B5_22,7,0.10608
,,00081.702480,A2_44,12,0.18984
,,00081.700640,C3_24,6,0.06128
,,00081.678720,C3_43,5,0.06904
,,00081.846720,C3_22,9,0.28856
,,00082.669440,B1_14,9,0.14112
,,00082.672720,A2_44,13,0.46672
,,00082.792960,D3_24,6,0.21984
,,00082.877200,B3_22,16,0.162
,,00083.508160,C3_24,7,0.05712
,,00083.492000,C3_43,5,0.02136
,,00083.247040,B6_23,8,0.17264
,,00083.325920,D3_24,8,0.35976
,,00084.589440,D3_24,8,0.23624
,,00084.944080,A2_44,6,0.222
,,00085.826320,C3_43,10,0.06872
,,00085.860800,C3_24,7,0.0508
,,00086.510640,A2_44,9,0.29288
,,00087.071840,B3_22,6,0.0412
,,00088.475920,A1_43,9,0.16864
,,00088.546320,A1_41,8,0.10976
,,00089.078640,A3_34,6,0.26648
,,00089.402560,C3_24,8,0.04176
,,00089.385040,C3_43,5,0.04272
,,00089.638400,B5_12,23,0.2016
,,00089.702240,B5_44,9,0.09536
,,00089.627360,B5_22,10,0.16784
,,00090.640400,B2_32,5,0.16336
,,00091.505600,D2_21,5,0.13176
,,00091.479280,B5_12,5,0.12392
,,00092.522320,A2_44,7,0.13424
,,00093.853520,D1_22,6,0.07056
,,00094.270240,C3_43,10,0.04944
,,00094.472560,A2_44,7,0.17064
,,00095.088720,B1_14,5,0.1148
,,00095.509520,A1_43,5,0.08968
,,00095.408880,A2_44,5,0.184
,,00096.418880,A2_44,7,0.10792
,,00097.411680,A2_44,12,0.17856
,,00097.577680,A1_43,9,0.33032
,,00098.527680,C3_24,15,0.10536
,,00098.553920,A2_44,8,0.22
,,00098.663200,D5_43,8,0.22992
,,00098.818160,B5_12,16,0.27664
,,00098.941440,B5_44,11,0.10176
,,00098.855840,B5_22,11,0.22176
,,00098.791040,D5_33,7,0.14312
,,00098.745280,D5_41,9,0.1584
,,00099.734880,B2_32,7,0.23744
,,00099.798240,A2_44,13,0.27872
,,00101.228720,B3_22,6,0.1
,,00101.583520,A1_41,7,0.05768
,,00101.286960,A2_44,15,0.18104
,,00101.530960,A1_43,10,0.14888
,,00101.530000,A1_44,6,0.13832
,,00102.416720,C3_43,5,0.07496
,,00102.927920,A2_44,12,0.20736
,,00103.043200,D2_21,6,0.20384
,,00103.213840,B3_22,13,0.22992
,,00104.757920,A2_44,17,0.38448
,,00105.247760,A2_44,5,0.22408
,,00105.728960,A4_33,5,0.06512
,,00105.753280,B6_23,11,0.20248
,,00107.932320,A1_43,7,0.16424
,,00108.510400,C1_23,7,0.146
,,00109.479200,B2_32,6,0.13096
,,00110.096320,B3_22,15,0.15496
,,00110.847120,A2_44,5,0.11824
,,00111.322400,D2_21,5,0.11592
,,00114.299920,B3_42,6,0.09152
,,00114.199680,B3_22,14,0.24992
,,00114.623600,B3_22,5,0.11392
,,00114.761280,B1_14,29,0.22832
,,00114.814560,B1_43,8,0.15416
,,00114.928240,B3_22,7,0.16144
,,00115.342080,A1_41,9,0.0724
,,00115.188960,A1_43,12,0.25984
,,00115.344240,A1_44,8,0.23888
,,00115.933920,A4_33,10,0.19688
,,00116.417520,D2_21,5,0.12976
,,00117.438400,D1_22,5,0.07944
,,00117.319360,B2_11,5,0.08416
,,00117.360320,B2_34,5,0.14776
,,00117.214800,B2_32,9,0.19256
,,00117.897120,B2_34,6,0.26584
,,00118.213040,B3_22,11,0.162
,,00119.251680,B2_11,5,0.08128
,,00119.265040,B2_34,6,0.23432
,,00120.841440,C3_22,6,0.1808
,,00121.280720,A1_43,8,0.06904
,,00121.290400,A1_44,5,0.13872
,,00121.204240,C3_22,6,0.23904
,,00121.733360,D1_42,11,0.1724
,,00121.790720,B5_12,15,0.19144
,,00121.798080,B5_42,6,0.12808
,,00121.888960,B5_44,5,0.0792
,,00121.793200,B5_22,12,0.12976
,,00122.907920,B6_23,6,0.18224
,,00123.030880,D2_21,9,0.16072
,,00123.376240,A1_22,5,0.14936
,,00123.296560,A1_43,6,0.18704
,,00123.396880,A1_41,17,0.3812
,,00123.926480,A1_44,16,0.6448
,,00124.723680,B6_23,9,0.07352
,,00124.729440,B6_21,10,0.1552
,,00123.927680,A1_43,36,1.08832
,,00124.788960,A1_44,11,0.46784
,,00125.617280,B1_14,8,0.1524
,,00126.384560,B3_22,7,0.27592
,,00127.311760,C3_22,8,0.28304
,,00128.226080,B1_14,11,0.1432
,,00128.425760,D2_21,6,0.11232
,,00128.413520,A6_24,7,0.23208
,,00128.615760,A1_43,6,0.12216
,,00129.727200,B3_22,13,0.12136
,,00129.731680,B3_42,6,0.11792
,,00129.933360,A1_43,9,0.1832
,,00130.774880,D1_22,9,0.11424
,,00130.774480,D1_11,5,0.13168
,,00132.251120,D2_21,7,0.12288
,,00133.232080,B3_22,7,0.052
,,00133.354880,D2_31,5,0.0956
,,00133.353120,D2_23,8,0.11776
,,00133.644080,D2_31,9,0.38248
,,00133.721600,D2_21,24,0.47888
,,00134.102320,D2_23,10,0.25952
,,00133.359840,D2_34,44,1.11216
,,00135.183440,B5_13,6,0.1564
,,00135.186880,B5_42,6,0.09312
,,00135.263520,B5_44,8,0.12608
,,00135.195040,B5_22,11,0.13784
,,00135.447760,B1_14,6,0.07592
,,00135.139840,D2_21,6,0.32728
,,00135.248240,D2_23,7,0.29408
,,00135.057040,D2_34,10,0.46984
,,00135.187360,B5_12,26,0.24392
,,00135.758480,D2_34,5,0.24328
,,00136.143920,D2_34,5,0.31144
,,00137.553280,B5_12,18,0.22928
,,00137.672480,B5_44,16,0.116
,,00137.579760,B5_22,9,0.14296
,,00137.936480,A1_41,7,0.0712
,,00137.868960,A1_43,11,0.17952
,,00137.866880,A1_44,7,0.20744
,,00138.220400,B3_22,9,0.12736
,,00138.156240,B5_12,16,0.39936
,,00138.269440,B5_13,7,0.21424
,,00138.267760,B5_44,6,0.16472
,,00138.297360,B5_22,5,0.11792
,,00139.005760,B4_31,5,0.07096
,,00139.204080,B4_23,5,0.03704
,,00139.180720,B4_43,9,0.05424
,,00139.195520,B4_44,6,0.04672
,,00139.214080,B4_31,8,0.20008
,,00141.164000,A3_34,7,0.10784
,,00141.709360,C3_24,8,0.04168
,,00142.010800,C3_22,10,0.2736
,,00141.984880,B3_22,10,0.16584
,,00142.608960,D3_33,5,0.04152
,,00142.622400,D3_24,11,0.61984
,,00143.718720,B5_11,6,0.15304
,,00143.692560,B5_42,6,0.14424
,,00143.780640,B1_14,21,0.18888
,,00143.844400,B1_43,6,0.05904
,,00143.751920,B5_24,14,0.26256
,,00143.591280,B5_22,24,0.32488
,,00144.177360,A1_43,6,0.16384
,,00144.093920,B3_22,14,0.16408
,,00143.769760,B5_23,13,0.44272
,,00144.387360,B5_22,10,0.51128
,,00143.616960,B5_44,124,1.3012
,,00145.088160,B5_23,7,0.16056
,,00145.052880,B5_22,10,0.21008
,,00145.033760,B5_44,45,0.54464
,,00143.684000,B5_12,194,1.98784
,,00146.357360,A4_33,7,0.07512
,,00146.257600,B5_44,45,0.57584
,,00146.565440,B5_22,5,0.09864
,,00146.153040,B5_12,104,0.78784
,,00147.417600,B5_12,33,0.30496
,,00147.606960,B5_44,13,0.13352
,,00148.326880,B5_12,17,0.24488
,,00148.354000,B5_22,5,0.25064
,,00148.847600,B1_14,8,0.1756
,,00149.164560,B5_12,8,0.16912
,,00149.571280,A1_43,13,0.274
,,00149.568800,A1_44,6,0.27512
,,00150.078560,C3_24,6,0.14368
,,00150.052880,C3_43,8,0.15896
,,00150.022560,B5_12,28,0.29464
,,00150.044960,B5_22,6,0.17192
,,00150.150320,C3_22,10,0.28424
,,00150.285280,D5_34,6,0.20032
,,00150.218960,D5_43,8,0.2584
,,00150.276160,D5_41,11,0.12824
,,00150.731200,B6_23,5,0.11328
,,00150.984000,B5_12,6,0.08272
,,00151.830560,B5_12,30,0.29888
,,00151.807040,B5_22,7,0.26688
,,00152.886000,B5_12,23,0.29744
,,00152.953760,B5_22,8,0.2616
,,00154.068080,B1_14,16,0.15704
,,00154.295040,C3_14,7,0.10136
,,00154.288080,C3_24,15,0.0988
,,00154.231360,C3_43,9,0.15848
,,00154.030640,B5_12,31,0.3328
,,00154.060480,B5_22,9,0.20384
,,00154.534080,B3_22,5,0.11256
,,00154.605120,D2_21,5,0.12048
,,00154.757760,B3_22,6,0.0744
,,00154.877920,C2_41,25,0.25744
,,00154.771840,C3_22,6,0.21616
,,00155.424720,B5_22,7,0.14208
,,00155.422880,B5_12,26,0.24624
,,00156.320560,B3_22,8,0.11392
,,00157.045280,B5_44,8,0.07304
,,00156.898000,B5_12,37,0.352
,,00156.918080,B5_22,13,0.2464
,,00157.274320,B1_14,11,0.12616
,,00158.701120,B5_12,28,0.27176
,,00158.650240,B5_22,11,0.29544
,,00160.531120,B3_22,9,0.18888
,,00161.416720,B5_44,6,0.0984
,,00161.358400,B5_22,13,0.16888
,,00161.330640,B5_12,32,0.37864
,,00162.125760,B3_22,21,0.21576
,,00162.803280,B1_14,26,0.17712
,,00162.891440,B1_43,5,0.1424
,,00162.674160,B5_12,25,0.4604
,,00162.874560,B5_22,10,0.19104
,,00163.787680,A1_43,5,0.16432
,,00164.088080,A1_43,5,0.16528
,,00164.866560,B1_14,11,0.26624
,,00165.897040,B6_23,8,0.11024
,,00165.910960,B6_41,5,0.03792
,,00165.915760,B6_21,8,0.24184
,,00166.833600,A1_41,9,0.18288
,,00167.152160,A1_43,7,0.19464
,,00167.215760,A1_41,7,0.26744
,,00167.560720,B1_14,8,0.1988
,,00167.263120,A1_44,13,0.5116
,,00167.683360,C3_43,5,0.04616
,,00167.488000,A1_43,18,0.50096
,,00168.059840,C3_22,9,0.33104
,,00168.429600,A1_43,10,0.31544
,,00168.669760,A1_44,5,0.3108
,,00169.370800,B3_22,5,0.0188
,,00170.960480,B3_22,17,0.1884
,,00171.349840,C3_12,5,0.0236
,,00171.336960,C3_24,8,0.05624
,,00171.321520,C3_43,5,0.01224
,,00171.605760,A4_33,6,0.12784
,,00172.014480,B1_14,5,0.10336
,,00172.450160,B3_32,5,0.1672
,,00172.447920,B3_22,9,0.26392
,,00172.819440,B6_23,5,0.13352
,,00175.640160,B3_32,5,0.20296
,,00175.637040,B3_22,15,0.26352
,,00177.365200,B3_22,5,0.04504
,,00178.512080,B3_22,13,0.2312
,,00179.739520,A4_33,10,0.25904
,,00180.152160,B5_24,8,0.18016
,,00180.128800,B5_22,17,0.17912
,,00180.495120,A1_43,5,0.144
,,00180.108240,B5_12,37,0.34104
,,00180.163360,B5_11,5,0.27608
,,00180.153520,B5_44,33,0.32936
,,00182.311200,B6_23,7,0.1168
,,00183.478800,B3_22,17,0.1996
,,00184.063120,A3_34,5,0.13376
,,00185.639680,A6_24,14,0.20112
,,00186.278960,B1_31,7,0.08528
,,00186.105680,C3_22,7,0.212
,,00186.228640,B1_43,16,0.22296
,,00186.436400,C3_22,5,0.12632
,,00186.199920,B1_14,101,1.12672
,,00187.706400,A3_34,9,0.08848
,,00187.906080,B3_22,7,0.07552
,,00188.291120,C3_22,5,0.0436
,,00188.229280,C3_24,26,0.14336
,,00188.231840,C3_43,11,0.10312
,,00188.214000,C3_12,17,0.21816
,,00188.242720,C3_14,21,0.1876
,,00188.614240,B6_23,8,0.0832
,,00188.628000,B6_24,6,0.09016
,,00188.624240,B6_21,6,0.13264
,,00188.794400,C3_43,40,0.32504
,,00188.825280,C3_12,46,0.52616
,,00188.973360,C3_14,36,0.37736
,,00188.856640,C3_24,57,0.60928
,,00190.028800,C3_14,39,0.36296
,,00189.963360,C3_24,25,0.232
,,00189.845200,C3_43,39,0.51216
,,00189.906240,C3_12,62,1.06808
,,00190.948960,B3_22,5,0.1352
,,00190.729040,A3_34,8,0.19544
,,00191.343680,B3_42,37,0.77824
,,00191.358320,B3_22,101,1.14424
,,00192.649360,B3_22,7,0.1896
,,00193.215120,B3_22,38,0.57376
,,00193.246560,B3_42,13,0.50864
,,00193.904640,B3_22,6,0.18568
,,00194.452320,D2_21,6,0.11416
,,00194.195680,B3_22,21,0.65584
,,00195.451840,B6_23,8,0.11496
,,00195.407520,B3_22,7,0.29016
,,00196.262000,C1_21,7,0.09128
,,00196.231120,C1_11,7,0.12336
,,00196.259440,C1_23,5,0.07848
,,00196.259760,C1_42,9,0.1092
,,00195.837120,B3_22,7,0.32448
,,00196.255280,C1_22,8,0.17024
,,00196.692560,A1_41,11,0.07944
,,00196.445840,A1_43,7,0.2664
,,00196.906400,B3_22,8,0.23888
,,00197.762320,A1_43,9,0.17872
,,00197.760880,A1_44,9,0.24576
,,00198.410960,D1_42,10,0.10088
,,00198.452080,B3_22,16,0.31376
,,00198.836960,D1_42,5,0.28112
,,00200.439120,B3_22,16,0.1812
,,00200.812240,C3_43,5,0.01296
,,00200.830800,C3_24,5,0.09848
,,00201.086880,C3_24,5,0.0516
,,00201.017040,C3_43,14,0.1044
,,00200.948960,A3_34,7,0.06616
,,00201.888640,C1_11,6,0.07992
,,00201.726640,B3_22,14,0.25648
,,00203.120720,B3_22,19,0.3316
,,00204.120720,B1_14,15,0.25952
,,00204.700400,D5_33,6,0.09472
,,00204.678320,D5_43,8,0.13944
,,00204.696480,D5_41,8,0.17656
,,00205.133040,B2_34,7,0.1864
,,00205.175200,B2_32,5,0.09496
,,00204.963280,B3_22,14,0.2636
,,00207.002160,B3_22,16,0.27136
,,00207.556000,A3_34,10,0.10136
,,00208.839840,A6_24,5,0.25504
,,00209.112640,A2_44,6,0.09344
,,00209.355440,A3_34,12,0.08624
,,00209.411120,A3_32,7,0.17824
,,00209.932320,B3_22,9,0.16416
,,00209.792800,A3_34,13,0.49808
,,00210.736880,B6_23,5,0.15024
,,00212.485280,C3_24,7,0.04728
,,00212.479680,C3_43,5,0.0136
,,00212.701600,B3_22,9,0.0704
,,00212.720400,B5_11,5,0.15736
,,00212.716960,B5_24,6,0.1124
,,00212.594000,B5_22,13,0.25416
,,00212.614000,B5_44,55,0.61904
,,00213.366720,B5_44,7,0.14216
,,00213.351360,B5_22,11,0.20472
,,00212.581440,B5_12,113,1.216
,,00214.306800,C1_21,14,0.11248
,,00214.302960,C1_11,14,0.1056
,,00214.296320,C1_22,21,0.1356
,,00214.292800,C1_23,17,0.16696
,,00214.317840,C1_42,11,0.14688
,,00215.083920,D2_21,11,0.20456
,,00215.158080,D2_23,6,0.062
,,00215.093280,D2_34,8,0.43128
,,00215.778080,B2_32,5,0.22464
,,00216.099520,A1_41,5,0.08096
,,00215.897360,A1_43,12,0.35776
,,00215.894160,A1_44,9,0.3588
,,00219.218480,A3_34,5,0.13784
,,00219.468720,C3_24,6,0.02416
,,00219.455760,C3_43,9,0.1192
,,00220.282000,D2_21,7,0.13816
,,00220.311920,B6_23,7,0.16776
,,00222.560800,B5_12,9,0.20256
,,00223.602400,B5_12,6,0.0344
,,00223.605040,B5_13,5,0.14696
,,00223.595760,B5_22,7,0.1204
,,00224.473280,D2_21,7,0.07912
,,00225.370640,B6_23,5,0.0596
,,00225.340640,B6_24,8,0.11496
,,00225.378080,B6_21,6,0.07232
,,00226.003840,B6_23,5,0.16048
,,00226.390560,A3_34,10,0.10248
,,00227.642240,B1_14,9,0.12688
,,00228.390400,B3_22,12,0.1716
,,00228.391760,B3_42,5,0.0984
,,00230.832720,A4_33,9,0.18968
,,00231.713440,A3_34,8,0.12208
,,00231.376800,A4_41,7,0.29504
,,00232.972560,D2_34,5,0.11024
,,00233.030480,B6_23,9,0.11984
,,00235.948400,B5_24,6,0.14736
,,00235.783360,B5_22,13,0.20064
,,00236.101280,A1_43,8,0.13784
,,00235.849680,B5_44,50,0.44968
,,00236.424640,B2_32,5,0.16328
,,00235.764720,B5_12,60,0.66736
,,00236.722000,B5_12,14,0.38728
,,00236.811680,B5_13,6,0.25392
,,00236.916960,B5_44,14,0.22848
,,00236.717520,B5_22,9,0.26656
,,00237.089360,C1_21,10,0.10352
,,00237.132400,C1_11,7,0.06864
,,00237.154160,C1_22,11,0.06864
,,00237.161440,C1_23,6,0.06256
,,00237.156080,C1_42,8,0.12288
,,00237.269520,C3_24,10,0.15168
,,00237.562160,D2_21,6,0.256
,,00237.683360,D2_34,5,0.17768
,,00239.830480,B6_23,6,0.1656
,,00240.791840,A3_34,5,0.14432
,,00246.548880,B2_34,6,0.22592
,,00247.122720,B2_34,7,0.23296
,,00247.255680,B2_11,7,0.27904
,,00247.494960,B2_34,6,0.27392
,,00248.650320,B2_11,5,0.05968
,,00249.521040,A1_41,12,0.10312
,,00249.432880,A1_43,13,0.18264
,,00249.420240,A1_44,9,0.27016
,,00249.823120,B3_22,7,0.07552
,,00249.414720,A4_33,11,0.27152
,,00250.465360,B1_14,32,0.21088
,,00250.518400,B1_43,12,0.14912
,,00251.132640,A1_43,8,0.24456
,,00251.471040,B5_22,5,0.10952
,,00251.482480,B5_12,13,0.19496
,,00251.525680,B5_13,5,0.12456
,,00251.562720,B5_44,14,0.13528
,,00256.035280,D2_34,5,0.20104
,,00256.654160,B6_23,6,0.0348
,,00256.664160,B6_21,6,0.09144
,,00257.248320,A1_43,10,0.16944
,,00257.247440,A1_44,5,0.16832
,,00259.669440,B6_23,8,0.17112
,,00261.919520,C3_12,5,0.02144
,,00261.918000,C3_24,7,0.04984
,,00261.889040,C3_43,6,0.01528
,,00264.974880,B4_23,8,0.0704
,,00264.881200,B4_43,15,0.17304
,,00264.985360,B4_44,7,0.0604
,,00264.871920,B4_31,8,0.1928
,,00265.349360,B4_31,7,0.17272
,,00265.854080,A1_43,8,0.19016
,,00265.852480,A1_44,5,0.19008
,,00265.876000,B5_12,17,0.21856
,,00265.961520,B5_44,9,0.15192
,,00265.891200,B5_22,10,0.2036
,,00267.333680,B5_12,16,0.19408
,,00267.387120,B5_13,5,0.13408
,,00267.460880,B5_44,6,0.04144
,,00267.385920,B5_22,7,0.09536
,,00267.827520,D1_42,12,0.25088
,,00267.973120,D2_21,6,0.19096
,,00268.531120,A1_43,11,0.33608
,,00269.311600,B6_23,7,0.19848
,,00273.624080,A3_34,5,0.12016
,,00273.878880,A3_34,5,0.1584
,,00274.147360,A3_34,19,0.31096
,,00274.925360,A1_43,5,0.124
,,00276.089280,D2_21,8,0.19632
,,00277.190400,B1_31,9,0.07704
,,00277.218000,B1_12,7,0.0516
,,00277.194880,B1_34,9,0.08312
,,00277.217840,B1_42,6,0.07936
,,00277.192320,B1_43,18,0.26016
,,00277.367200,D3_41,8,0.14576
,,00277.180480,B1_14,75,0.90464
,,00277.548240,D3_24,13,0.37912
,,00278.212880,B1_14,8,0.26984
,,00278.087040,D3_24,11,0.4348
,,00278.616160,A1_43,6,0.1584
,,00278.666800,A1_44,7,0.18928
