Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00041.458160,B6_23,7,0.32608
,,00041.581440,B1_14,69,0.84064
,,00042.534080,B1_14,23,0.84984
,,00043.642560,A2_44,7,0.24312
,,00043.598480,C3_12,5,0.06096
,,00043.606640,C3_24,9,0.05456
,,00043.486480,B1_14,12,0.45688
,,00044.217680,B1_14,6,0.21336
,,00044.520000,D5_41,5,0.08592
,,00044.549360,D5_33,9,0.1472
,,00044.696400,B1_14,6,0.21712
,,00044.973920,D3_24,6,0.13632
,,00045.034080,A2_44,6,0.16656
,,00045.665280,A2_33,6,0.12456
,,00045.591520,A2_44,30,0.58592
,,00046.543680,B3_22,13,0.1628
,,00047.245280,C3_43,7,0.04432
,,00047.528640,D3_24,5,0.08808
,,00047.724640,C3_22,5,0.15552
,,00048.793040,D2_31,5,0.06456
,,00048.747280,D2_21,13,0.31952
,,00048.795920,D2_23,13,0.16112
,,00049.201680,D2_23,10,0.24896
,,00048.778320,D2_34,24,0.79816
,,00049.929840,A3_34,10,0.11944
,,00051.440560,A1_41,6,0.09112
,,00051.271520,A1_43,8,0.2332
,,00051.826880,C1_21,7,0.03272
,,00051.833280,C1_11,15,0.1096
,,00051.814560,C1_22,14,0.11376
,,00051.813200,C1_23,14,0.10968
,,00051.765360,C1_42,19,0.21424
,,00051.744400,D2_21,11,0.2248
,,00054.183440,B5_42,6,0.15064
,,00054.240240,B5_44,8,0.11712
,,00054.212400,B5_22,12,0.1836
,,00054.433440,C3_12,5,0.06832
,,00054.457360,C3_14,9,0.05544
,,00054.234720,B5_12,21,0.2056
,,00054.538160,A2_44,5,0.19232
,,00055.698720,B5_13,5,0.11848
,,00055.698800,B5_22,9,0.15968
,,00055.672080,B5_12,18,0.24408
,,00056.789840,B3_22,11,0.21
,,00056.831920,B3_32,6,0.10968
,,00057.355440,B5_12,17,0.29416
,,00057.456160,B5_13,6,0.23256
,,00059.721360,D2_21,5,0.068
,,00059.960880,B5_12,11,0.15048
,,00060.064800,B5_44,9,0.02664
,,00059.966160,B5_22,5,0.08664
,,00060.877600,C3_43,5,0.15912
,,00063.441040,C3_12,8,0.10264
,,00063.461360,C3_14,6,0.04472
,,00063.470720,C3_24,5,0.03128
,,00063.441120,C3_43,8,0.03776
,,00063.545200,B5_13,6,0.22
,,00063.710640,B5_11,6,0.15792
,,00063.699200,B5_42,5,0.06664
,,00063.829920,A2_44,8,0.27496
,,00063.807600,C3_22,5,0.17144
,,00063.709920,B5_23,11,0.43296
,,00063.625600,B5_22,22,0.42336
,,00063.667200,B5_44,69,0.54256
,,00063.653440,B5_24,20,0.76352
,,00064.665200,B3_22,8,0.18608
,,00064.345200,B5_44,18,0.4132
,,00063.613360,B5_12,150,1.52416
,,00064.894080,B5_23,6,0.19488
,,00064.949760,C3_22,7,0.21056
,,00064.876080,B5_44,24,0.29096
,,00064.399760,B5_22,21,0.7744
,,00066.092880,B3_22,10,0.05712
,,00065.708880,B5_12,6,0.25296
,,00066.095520,B2_32,6,0.15448
,,00066.321760,D1_22,7,0.14408
,,00066.419360,B5_12,18,0.22912
,,00066.857920,B5_22,15,0.27784
,,00066.937760,B5_23,17,0.38592
,,00066.934880,B5_24,9,0.3344
,,00067.246000,B3_22,8,0.18656
,,00066.932560,B5_44,81,0.53008
,,00067.969360,D2_21,8,0.12496
,,00066.784080,B5_12,138,1.13216
,,00068.212160,C3_12,7,0.11704
,,00068.348960,C3_14,8,0.0368
,,00068.188000,B5_12,7,0.2072
,,00068.219600,C3_24,20,0.18936
,,00068.336320,C3_43,10,0.07256
,,00068.858960,B3_22,6,0.13752
,,00068.821920,B5_23,5,0.13528
,,00068.906000,B5_44,14,0.13048
,,00068.736000,B5_22,10,0.23816
,,00069.306560,A1_41,9,0.06352
,,00069.268160,A1_43,8,0.07176
,,00069.267120,A1_44,6,0.09672
,,00068.771760,B5_12,71,0.586
,,00069.511680,C3_24,6,0.05416
,,00070.324880,C5_32,5,0.0336
,,00070.761440,D1_22,5,0.09448
,,00070.696080,B3_22,8,0.11528
,,00070.727200,B6_23,6,0.21872
,,00071.175120,C3_12,5,0.10304
,,00071.236320,C3_24,7,0.05584
,,00071.168080,C3_43,6,0.08624
,,00071.141840,A3_34,12,0.12336
,,00072.448880,D2_21,6,0.0932
,,00072.550480,B3_22,12,0.12552
,,00073.747360,C3_43,6,0.04312
,,00073.646160,B5_22,9,0.186
,,00073.543680,B5_12,31,0.36168
,,00074.417120,B3_22,10,0.09952
,,00075.018240,B5_12,24,0.32144
,,00075.168560,B5_22,8,0.09664
,,00075.565840,A3_34,5,0.17512
,,00076.830640,B5_12,21,0.18448
,,00076.868480,B5_22,7,0.11536
,,00077.451760,C3_24,7,0.07704
,,00077.444560,C3_43,6,0.0236
,,00077.610560,B3_22,8,0.09896
,,00079.263600,A1_43,5,0.06096
,,00079.886400,B5_22,10,0.25728
,,00080.105520,A3_34,8,0.10464
,,00079.900080,B5_12,27,0.30992
,,00082.412000,A4_41,5,0.12056
,,00082.760160,D6_32,6,0.28712
,,00083.800320,A4_33,16,0.43544
,,00084.621200,B6_23,11,0.38432
,,00084.730720,B6_41,7,0.406
,,00085.711040,A1_43,8,0.1328
,,00085.709840,A1_44,5,0.11648
,,00085.565840,B3_22,15,0.12512
,,00085.771760,D5_33,7,0.18328
,,00085.828720,D5_43,7,0.20048
,,00086.554560,C3_43,6,0.26632
,,00086.594320,B3_22,8,0.09304
,,00086.959120,A3_34,14,0.08792
,,00087.832320,C4_42,5,0.09056
,,00088.866160,A3_32,5,0.10072
,,00089.313760,C3_14,5,0.0752
,,00089.313680,C3_43,5,0.07168
,,00089.168240,C3_12,7,0.24528
,,00089.306240,C3_24,5,0.10288
,,00089.634320,D3_24,6,0.19296
,,00089.404160,C3_22,11,0.36744
,,00088.659920,A3_34,60,1.10736
,,00090.015040,D2_21,5,0.11184
,,00090.434880,D1_22,5,0.09904
,,00092.969600,C1_21,12,0.08464
,,00092.974320,C1_11,18,0.12432
,,00092.986560,C1_22,16,0.12904
,,00092.964880,C1_23,14,0.13352
,,00092.971760,C1_42,20,0.19944
,,00094.387040,C3_24,5,0.032
,,00094.347680,C3_43,11,0.0988
,,00094.288960,B5_12,15,0.18992
,,00094.323440,B5_22,7,0.10736
,,00096.243120,D2_21,15,0.30736
,,00096.934720,A2_44,9,0.21808
,,00097.822640,D1_22,6,0.08952
,,00097.712000,B2_32,7,0.22384
,,00100.705840,D1_42,5,0.23736
,,00101.833840,C2_23,5,0.04288
,,00101.833520,C2_33,8,0.0608
,,00101.872000,D1_22,5,0.18608
,,00101.808880,C2_41,24,0.27472
,,00101.848960,C2_21,12,0.05408
,,00101.832320,C2_31,6,0.1472
,,00101.787600,A6_24,10,0.23504
,,00102.370480,B3_22,11,0.08864
,,00102.357280,B3_42,5,0.0896
,,00102.651840,B6_23,6,0.20248
,,00103.679040,A3_34,15,0.19456
,,00103.782640,A3_32,5,0.064
,,00104.772320,C3_24,13,0.15632
,,00105.508640,A1_41,11,0.0796
,,00105.517840,A1_12,5,0.09648
,,00105.388880,A1_43,9,0.18728
,,00105.425040,A1_44,5,0.13104
,,00105.279440,C2_41,5,0.18288
,,00105.429040,D3_24,5,0.07232
,,00106.137040,B2_32,7,0.24768
,,00107.691840,C3_12,8,0.09016
,,00107.699520,C3_14,5,0.04808
,,00107.685040,C3_24,5,0.0684
,,00107.893920,D3_24,5,0.14296
,,00107.952560,C5_32,6,0.12824
,,00107.626720,C3_22,24,0.68296
,,00108.356160,D2_21,6,0.22648
,,00108.291600,D2_23,17,0.26544
,,00108.626720,D2_31,5,0.1068
,,00108.858000,D2_23,11,0.34656
,,00108.732800,D2_21,32,0.80984
,,00108.353600,D2_34,40,1.27336
,,00110.224720,B6_23,11,0.21392
,,00110.359840,D2_34,6,0.29752
,,00110.822240,D2_34,5,0.268
,,00113.719120,C3_43,5,0.15328
,,00114.440720,A3_34,7,0.12984
,,00117.588960,D5_33,12,0.10488
,,00117.554240,D5_34,6,0.13208
,,00117.591600,D5_43,9,0.15368
,,00119.465840,C3_12,8,0.12512
,,00119.555520,C3_14,5,0.08136
,,00121.424720,A1_43,7,0.20816
,,00121.576320,D5_33,6,0.09328
,,00121.914320,D5_13,7,0.058
,,00121.870400,D5_34,19,0.13744
,,00121.861440,D5_44,6,0.1068
,,00121.850480,D5_41,39,0.19456
,,00121.859040,D5_33,33,0.38704
,,00121.871840,D5_43,31,0.30088
,,00123.264400,A2_44,34,0.32688
,,00124.009280,B3_22,13,0.1216
,,00125.214960,B3_22,14,0.1292
,,00124.930720,B6_23,6,0.26168
,,00125.083200,B6_41,5,0.15728
,,00125.806880,B2_32,8,0.16624
,,00125.784960,A2_44,12,0.15464
,,00125.669120,A5_24,6,0.32744
,,00126.226560,A1_43,6,0.14016
,,00125.946240,C3_22,7,0.25808
,,00127.222000,C3_43,6,0.30152
,,00127.854720,B2_32,5,0.11752
,,00128.130320,B1_14,27,0.19432
,,00128.197920,B1_43,9,0.10632
,,00128.609600,B3_42,27,0.5076
,,00128.735920,B3_44,14,0.49952
,,00129.231840,B5_11,5,0.11832
,,00129.163840,B5_22,11,0.1336
,,00128.511840,B3_22,66,0.90864
,,00129.239840,B5_23,9,0.19672
,,00129.188320,B5_24,17,0.42472
,,00129.202240,B5_44,36,0.2076
,,00129.744960,C3_12,5,0.05656
,,00130.041280,B2_41,7,0.07528
,,00129.875600,B2_31,6,0.1756
,,00130.022240,B2_22,5,0.1228
,,00129.172880,B5_12,55,0.7636
,,00129.627440,B5_11,5,0.30296
,,00129.523040,B5_44,27,0.55392
,,00130.059600,B3_42,8,0.2268
,,00130.046320,B5_12,7,0.26176
,,00129.965680,B5_22,8,0.34336
,,00129.974160,B3_22,34,0.57464
,,00130.788320,A1_41,5,0.06792
,,00130.782400,A1_43,7,0.11648
,,00130.781440,A1_44,6,0.11576
,,00131.018880,A2_44,7,0.18288
,,00131.553920,D2_31,5,0.05712
,,00131.546320,D2_23,17,0.1588
,,00131.683600,D3_24,6,0.17552
,,00130.955040,B3_22,23,0.70112
,,00131.441280,B6_23,10,0.32736
,,00131.548080,B6_41,8,0.36448
,,00131.761120,B3_22,12,0.55016
,,00132.437600,B2_11,10,0.09992
,,00132.269120,B2_34,8,0.34448
,,00132.428240,B3_22,5,0.25272
,,00132.787920,B3_22,5,0.1436
,,00133.277360,C3_24,9,0.0652
,,00133.272160,C3_43,5,0.03688
,,00133.037840,B3_22,7,0.30288
,,00135.313920,B3_22,6,0.12352
,,00135.568400,A4_41,6,0.16088
,,00136.146320,B3_22,9,0.1988
,,00136.110400,B4_23,13,0.18288
,,00136.060080,B4_43,19,0.31496
,,00136.131200,B4_44,10,0.08224
,,00135.973360,B4_31,9,0.25056
,,00136.627760,A1_43,7,0.10016
,,00136.864160,D3_24,8,0.144
,,00136.565040,A1_41,30,0.69976
,,00137.187600,B3_22,11,0.22656
,,00137.027280,A1_43,25,0.77624
,,00137.109680,A1_44,15,0.69224
,,00137.300400,C3_22,7,0.36008
,,00137.559200,A3_34,7,0.13776
,,00137.986240,A1_43,15,0.45952
,,00138.419920,A1_44,5,0.1912
,,00138.402560,B3_22,9,0.12712
,,00138.260400,B6_41,5,0.29712
,,00138.473680,B3_42,6,0.19496
,,00139.129360,C3_24,11,0.11152
,,00140.712160,B3_22,10,0.1888
,,00143.561360,B5_12,14,0.12088
,,00143.620960,B5_44,8,0.13224
,,00143.560960,B5_22,8,0.17232
,,00145.822480,C3_24,6,0.0692
,,00146.534960,A2_44,17,0.23064
,,00147.608160,B2_32,7,0.28544
,,00148.764080,A2_44,5,0.14584
,,00148.863360,C3_43,9,0.054
,,00152.847360,B2_32,6,0.15192
,,00153.941280,D3_24,7,0.09504
,,00154.756240,D6_32,6,0.18664
,,00155.841200,A2_44,12,0.28728
,,00155.751600,B6_41,5,0.22272
,,00157.704000,B5_12,7,0.12816
,,00157.795680,B5_44,6,0.07688
,,00157.932880,D3_33,5,0.07032
,,00157.787280,D3_24,10,0.33184
,,00157.820160,D3_22,10,0.45888
,,00158.228720,D3_24,16,0.29192
,,00158.901440,A2_44,19,0.16592
,,00159.857200,D5_33,13,0.13536
,,00159.875040,D5_43,14,0.22232
,,00160.891200,A1_41,6,0.05808
,,00160.855920,A1_43,6,0.09352
,,00160.757280,B6_41,5,0.23296
,,00162.509200,A2_44,6,0.1096
,,00162.471200,C3_12,7,0.05856
,,00162.460720,C3_24,9,0.09272
,,00162.470640,C3_43,7,0.02152
,,00162.463840,C3_22,7,0.27328
,,00162.849520,D5_33,5,0.19488
,,00164.717120,A3_34,8,0.172
,,00165.428960,B3_22,11,0.04528
,,00165.788640,D3_24,8,0.15992
,,00166.404160,B3_22,7,0.10832
,,00166.399440,B3_42,6,0.13344
,,00166.750960,D4_23,5,0.14496
,,00167.626880,B2_32,9,0.41088
,,00167.852400,A2_44,15,0.2344
,,00168.774000,A1_43,9,0.216
,,00168.772960,A1_44,5,0.2132
,,00170.190080,A5_24,5,0.22488
,,00171.410000,D3_24,6,0.1016
,,00171.226800,A5_24,5,0.29664
,,00171.554160,A2_44,8,0.17656
,,00173.529440,A1_43,7,0.26784
,,00173.801520,A1_41,12,0.09984
,,00174.384400,B6_23,17,0.24144
,,00174.470720,B6_21,7,0.08528
,,00174.574160,A2_21,6,0.0784
,,00174.583680,A2_22,6,0.1268
,,00174.584560,A2_33,6,0.11168
,,00174.522400,B6_41,9,0.3236
,,00174.393920,A2_44,56,0.75976
,,00174.969840,B6_41,7,0.32672
,,00175.064080,B6_23,10,0.42696
,,00175.257520,A2_44,8,0.4
,,00175.414720,B6_41,8,0.392
,,00175.900000,C1_11,15,0.14624
,,00175.901280,C1_22,13,0.1632
,,00175.904080,C1_23,11,0.11488
,,00175.855120,C1_43,5,0.1068
,,00175.894160,C1_42,18,0.1384
,,00175.772800,A2_44,12,0.44328
,,00175.618400,B6_23,18,0.72872
,,00175.916560,B6_41,6,0.26736
,,00176.691920,A3_34,10,0.1456
,,00177.221440,B5_22,7,0.09944
,,00177.312000,D3_41,7,0.12096
,,00177.311680,D3_24,6,0.1312
,,00177.175840,B5_12,11,0.22944
,,00177.822800,B6_14,10,0.29648
,,00177.806960,B6_13,7,0.31416
,,00177.495280,B6_23,29,0.78488
,,00177.968240,B6_24,9,0.27032
,,00178.452960,C3_12,8,0.18208
,,00178.465760,C3_22,11,0.13992
,,00178.439040,C3_24,21,0.1368
,,00178.418960,C3_43,21,0.11144
,,00178.274480,B6_21,6,0.12984
,,00178.440000,C3_14,36,0.29448
,,00178.394640,B6_23,8,0.3056
,,00178.811200,C3_12,6,0.1288
,,00179.034960,C3_43,6,0.0436
,,00179.069200,C3_12,12,0.296
,,00179.048720,C3_24,23,0.41976
,,00179.613360,D2_21,5,0.05936
,,00179.574640,C3_12,10,0.32064
,,00179.415200,C3_22,14,0.29368
,,00179.570240,C3_14,5,0.19216
,,00179.502480,C3_43,16,0.16632
,,00180.305840,C2_21,6,0.03432
,,00180.136000,A2_44,5,0.18536
,,00180.034720,B6_41,5,0.26792
,,00180.256000,C2_41,28,0.15648
,,00180.327920,C2_31,7,0.0924
,,00180.414720,B6_23,5,0.21968
,,00180.700640,C3_43,17,0.30136
,,00181.239200,C3_43,10,0.04552
,,00181.305200,C3_11,6,0.15232
,,00181.479920,C3_22,8,0.04264
,,00181.425920,C3_43,24,0.2144
,,00181.793280,B2_41,5,0.04248
,,00181.770480,B2_32,5,0.09888
,,00181.463760,C3_14,56,0.35136
,,00181.282000,C3_24,42,0.50136
,,00181.816960,A3_42,5,0.0308
,,00181.903920,C1_21,11,0.17376
,,00181.878240,C1_22,17,0.15112
,,00181.896560,C1_23,18,0.12
,,00181.897840,C1_43,5,0.10784
,,00181.893920,C1_42,27,0.14664
,,00181.891920,C1_11,33,0.27176
,,00181.737200,A3_34,33,0.518
,,00182.084080,A6_24,8,0.17032
,,00181.946800,B6_23,11,0.4476
,,00182.116160,B6_41,5,0.22792
,,00182.344640,C3_24,7,0.11408
,,00182.372960,C3_11,13,0.39848
,,00181.306800,C3_12,96,1.58
,,00182.561120,C3_24,16,0.28576
,,00183.059440,C3_12,5,0.07496
,,00182.570800,C3_43,32,0.4776
,,00182.385760,A3_34,25,0.75776
,,00184.593680,B6_41,8,0.31408
,,00187.678560,A2_44,6,0.11376
,,00187.909280,A2_44,6,0.10728
,,00189.048720,C3_43,11,0.0704
,,00189.177680,A1_41,5,0.14688
,,00189.168400,A1_43,7,0.18432
,,00189.226640,C3_12,6,0.14888
,,00189.318000,B5_13,5,0.08024
,,00189.303200,C3_22,5,0.22528
,,00189.261760,B5_12,13,0.18432
,,00189.358160,B5_44,18,0.08936
,,00189.305520,B5_22,8,0.14712
,,00190.521440,A2_21,5,0.04312
,,00190.526400,A2_33,5,0.02392
,,00190.436800,A2_44,39,0.71224
,,00191.690320,D6_32,6,0.19
,,00196.122080,B6_21,6,0.09704
,,00200.627600,D5_33,14,0.16848
,,00200.642960,D5_43,10,0.14992
,,00200.615200,D5_41,5,0.14616
,,00201.782480,B2_32,6,0.2276
,,00201.962960,A3_34,11,0.13024
,,00202.128800,B3_22,12,0.13496
,,00203.205360,D1_22,7,0.1244
,,00203.234720,D1_42,5,0.07856
,,00203.262800,A1_41,7,0.09184
,,00203.851280,D2_21,6,0.16792
,,00203.714720,A2_44,8,0.30808
,,00204.781840,B3_42,14,0.2132
,,00204.781840,B3_22,24,0.42792
,,00204.887760,B3_44,17,0.50568
,,00205.285040,B3_32,5,0.22208
,,00206.276240,B3_22,7,0.23528
,,00206.577040,A3_34,5,0.14456
,,00206.863600,A1_41,13,0.1788
,,00208.681840,A6_24,6,0.13552
,,00209.815440,A3_34,10,0.1144
,,00210.375520,B3_22,14,0.17776
,,00210.406720,B3_42,5,0.14152
,,00210.966800,C6_41,5,0.07416
,,00211.349920,A2_44,9,0.41784
,,00212.310560,C2_41,26,0.24632
,,00212.390000,C2_31,5,0.04856
,,00212.383920,C2_43,5,0.08184
,,00213.855520,A1_41,9,0.1084
,,00213.870320,A1_12,5,0.10096
,,00213.866560,A1_43,10,0.12456
,,00213.865200,A1_44,6,0.15304
,,00213.983280,A2_44,16,0.24864
,,00215.059440,B3_22,7,0.14208
,,00215.684720,A2_44,7,0.18808
,,00216.830800,A6_24,7,0.05552
,,00217.586560,A3_34,6,0.10864
,,00218.317280,C3_12,5,0.03584
,,00218.180240,C3_24,21,0.18712
,,00218.298320,C3_43,9,0.09248
,,00218.238960,C3_14,17,0.16472
,,00219.403920,A4_41,5,0.07072
,,00219.858880,B3_22,7,0.11152
,,00220.177440,D2_21,5,0.08904
,,00220.587200,D3_41,7,0.11984
,,00220.630240,D3_33,5,0.05288
,,00220.591120,D3_24,10,0.20872
,,00221.268880,D3_24,6,0.22808
,,00222.089760,D1_42,7,0.09072
,,00222.605600,D1_22,7,0.21992
,,00223.063040,A1_41,7,0.10544
,,00223.038800,A1_43,8,0.166
,,00223.820880,D1_22,7,0.12224
,,00223.866240,B3_22,8,0.10456
,,00223.876080,B3_42,8,0.13416
,,00224.016640,B3_44,6,0.16672
,,00224.969360,D3_24,6,0.16912
,,00225.239520,B6_23,5,0.15624
,,00226.532880,B3_22,7,0.08496
,,00226.535200,B3_32,5,0.09576
,,00227.935120,C6_41,5,0.07616
,,00229.284160,A2_44,5,0.1412
,,00230.281600,D3_24,6,0.15256
,,00231.817840,D1_22,9,0.10464
,,00233.459760,B5_13,8,0.18952
,,00233.457360,B5_42,8,0.11592
,,00233.524320,B5_11,6,0.16368
,,00233.539600,B5_23,12,0.264
,,00233.465360,B5_22,18,0.26896
,,00233.516640,B5_24,24,0.47096
,,00234.340720,A2_33,5,0.04968
,,00234.087840,B3_22,12,0.14824
,,00234.071920,B3_32,6,0.14544
,,00234.436960,B5_11,5,0.27024
,,00234.263920,B5_22,16,0.5968
,,00234.289680,A2_44,42,0.83544
,,00233.445760,B5_12,102,1.49272
,,00233.526640,B5_44,135,1.3976
,,00235.274640,A2_44,11,0.35016
,,00235.410240,C5_13,5,0.18384
,,00235.467360,C5_32,11,0.22624
,,00236.336320,D3_24,5,0.20784
,,00238.106800,B2_32,6,0.20456
,,00237.905440,A2_44,12,0.3592
,,00238.427760,A1_43,8,0.208
,,00238.933040,C3_12,5,0.0876
,,00238.727440,C3_43,9,0.25816
,,00239.018800,C3_22,6,0.23632
,,00239.659440,A2_44,5,0.1084
,,00239.674960,B5_12,5,0.09712
,,00239.864000,D5_33,16,0.1692
,,00239.854480,D5_34,6,0.13384
,,00239.854640,D5_43,12,0.17784
,,00239.829120,D5_41,7,0.15
,,00240.629120,B6_23,5,0.09192
,,00240.636000,B6_21,8,0.1328
,,00241.841280,A2_44,9,0.30728
,,00241.897760,B3_22,8,0.12696
,,00241.894560,B5_13,7,0.20784
,,00241.882640,B5_12,43,0.4004
,,00241.971520,B5_11,5,0.1976
,,00241.960960,B5_44,28,0.26216
,,00241.902480,B5_22,14,0.30768
,,00242.376640,B1_31,11,0.09864
,,00242.375600,B1_12,9,0.09368
,,00242.420400,B1_34,6,0.10064
,,00242.378240,B1_32,6,0.08128
,,00242.333040,B1_43,29,0.46968
,,00242.520000,A1_43,7,0.19752
,,00242.670000,D5_33,6,0.11488
,,00242.665040,D5_43,6,0.11576
,,00242.715680,A5_24,6,0.32144
,,00242.316800,B1_14,90,1.41568
,,00243.607840,B3_22,8,0.19112
,,00244.111920,A4_33,6,0.28864
,,00244.454720,D2_31,11,0.30296
,,00244.439680,D2_23,22,0.36896
,,00244.509280,A4_33,6,0.28976
,,00244.468160,B1_14,10,0.55056
,,00244.486080,D2_21,24,0.45504
,,00244.413520,D2_34,31,0.78632
,,00244.861520,A2_44,15,0.4808
,,00245.173280,D2_21,9,0.2992
,,00245.571840,D3_24,5,0.11568
,,00245.720960,D2_21,13,0.42768
,,00246.289440,A1_43,6,0.08184
,,00245.871120,A4_33,8,0.398
,,00246.188080,B5_12,10,0.10888
,,00246.167760,B5_22,6,0.14072
,,00246.287920,A1_44,5,0.13624
,,00246.841360,A4_33,7,0.11096
,,00246.491120,A4_41,10,0.44512
,,00246.887440,D4_23,5,0.14576
,,00246.925520,D4_21,6,0.13928
