Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
   Coincidence Occurrence Threshold,4 Electrodes,00012.559680,D5_41,26,0.26464
   Coincidence Event Window,160 µs,00012.882560,C3_43,6,0.16824
   Allow Sample Overlap,false,00013.089840,B3_22,9,0.50336
   Spike Count Interval,1 s,00013.791440,C3_12,5,0.14808
,,00013.700080,B3_22,6,0.23616
Burst Detector Settings,,00015.020000,A3_34,6,0.14344
   Burst Detection Algorithm,Inter-Spike Interval (ISI) Threshold,00015.997360,A6_24,13,0.28
   Maximum Inter-Spike Interval,100 ms,00017.480000,B5_12,15,0.13112
   Minimum Number of Spikes,5,00017.547760,B5_44,10,0.04224
   Enable Network Burst Detection,True,00017.487680,B5_22,9,0.11784
   Maximum Inter-Spike Interval (network bursts),100 ms,00018.678560,B3_22,13,0.1468
   Minimum Number of Spikes (network bursts),50,00018.679360,B3_42,5,0.12008
   Minimum Participating Electrodes (%),35,00019.236880,D5_33,11,0.12896
   Synchrony Window,20 ms,00019.249840,D5_43,6,0.14728
,,00020.269120,D1_42,19,0.4996
,,00021.387120,A1_43,6,0.05984
,,00021.709360,A3_34,6,0.07744
,,00023.092320,C3_12,6,0.13784
,,00023.151360,C3_24,6,0.12168
,,00026.609120,D3_24,8,0.22448
,,00028.799360,D1_22,5,0.086
,,00029.189840,C3_12,10,0.0508
,,00029.184400,C3_24,11,0.0672
,,00029.159200,C3_43,25,0.11112
,,00029.212880,C3_22,15,0.18784
,,00029.182800,C3_14,26,0.2684
,,00029.446880,C3_12,16,0.328
,,00029.640480,B5_12,15,0.13424
,,00029.642800,B5_22,10,0.11544
,,00029.516240,D5_33,13,0.17896
,,00029.949760,C3_12,6,0.15776
,,00029.956240,C3_43,5,0.12384
,,00030.091920,C3_22,11,0.26256
,,00029.711680,C3_24,32,0.46488
,,00030.354160,C3_43,7,0.1924
,,00030.855200,A2_44,16,0.2312
,,00030.828720,C3_43,7,0.308
,,00033.020640,A1_41,8,0.11096
,,00033.229360,B5_12,14,0.1436
,,00033.240080,B5_22,7,0.11216
,,00033.723840,A2_44,14,0.38592
,,00035.561760,C3_43,9,0.084
,,00035.604800,C3_12,9,0.11688
,,00035.609200,C3_14,5,0.05848
,,00035.641760,C3_22,16,0.29152
,,00038.014960,C3_12,5,0.05216
,,00038.034880,C3_14,10,0.07776
,,00037.997760,C3_24,9,0.0704
,,00037.986640,C3_43,6,0.0144
,,00038.299280,C3_22,6,0.05912
,,00038.352480,C3_14,5,0.01944
,,00038.177040,C3_24,23,0.31688
,,00038.519920,C3_22,15,0.35784
,,00038.237360,C3_43,52,0.59728
,,00038.232480,C3_12,62,0.8104
,,00038.641520,C3_14,49,0.4056
,,00038.627280,C3_24,35,0.38088
,,00039.808400,C3_24,10,0.17632
,,00039.382080,C3_43,32,0.67464
,,00039.787520,C5_32,6,0.15176
,,00040.545680,A2_44,10,0.09456
,,00042.097120,A2_44,24,0.19688
,,00042.551200,B5_22,10,0.09432
,,00042.540480,B5_12,19,0.18024
,,00043.158640,D2_21,11,0.22616
,,00043.063040,A2_44,5,0.1964
,,00044.254960,B5_12,16,0.20752
,,00045.359920,B1_32,5,0.03384
,,00045.295840,B1_31,8,0.15568
,,00045.363120,B1_12,7,0.0748
,,00045.267360,B1_43,43,0.3424
,,00045.820400,B5_12,16,0.22768
,,00045.841120,B5_22,6,0.09944
,,00045.226320,B1_14,104,1.02408
,,00046.357280,B1_14,11,0.43048
,,00047.686080,B5_12,11,0.13448
,,00047.718480,B5_22,5,0.08288
,,00048.494160,D4_21,5,0.10336
,,00049.135360,B3_22,8,0.15424
,,00052.048800,A2_44,11,0.4624
,,00053.121040,C1_21,10,0.09696
,,00053.094080,C1_11,19,0.11752
,,00053.109280,C1_22,15,0.1172
,,00053.095840,C1_23,9,0.10008
,,00053.105600,C1_42,25,0.19384
,,00053.594400,A3_34,10,0.16608
,,00058.065280,A3_34,6,0.07768
,,00058.833040,A2_44,6,0.09688
,,00059.029440,B6_21,7,0.1948
,,00059.259440,B6_41,8,0.498
,,00060.111600,A2_44,19,0.20536
,,00059.892880,B6_41,8,0.3468
,,00060.402320,B6_41,8,0.37848
,,00061.437280,D5_33,9,0.15096
,,00061.485280,D5_43,7,0.10696
,,00061.669680,D1_22,8,0.1036
,,00061.628240,D1_42,5,0.11392
,,00062.474480,B3_22,6,0.064
,,00062.706720,B6_23,6,0.13384
,,00062.852160,D2_21,5,0.12568
,,00062.709120,B6_41,5,0.24904
,,00062.828720,A2_44,13,0.3396
,,00063.783840,D1_22,6,0.08768
,,00064.173600,A3_34,6,0.154
,,00065.184000,D3_22,5,0.0288
,,00065.472400,A1_41,13,0.11592
,,00065.470720,A1_43,5,0.07176
,,00065.848480,D3_42,6,0.16944
,,00065.117360,D3_24,30,1.042
,,00066.511760,D1_22,5,0.15496
,,00067.089280,A2_44,7,0.20976
,,00067.170160,B5_11,6,0.10488
,,00067.136480,B5_23,12,0.1892
,,00067.120800,B5_24,19,0.23592
,,00067.137760,B5_42,6,0.09488
,,00067.114720,B5_22,25,0.39352
,,00067.101120,B5_12,89,0.74952
,,00067.135920,B5_44,69,0.55912
,,00068.074320,B5_44,12,0.2048
,,00068.559280,B3_22,8,0.01912
,,00067.980320,B5_12,47,0.55768
,,00067.974480,B5_22,15,0.44168
,,00068.766880,A1_43,7,0.1796
,,00069.379600,B5_42,5,0.19096
,,00069.317440,B5_22,13,0.2988
,,00069.343040,B5_23,17,0.36912
,,00069.888000,C3_43,5,0.18736
,,00068.997760,B5_12,104,0.97376
,,00069.372080,B5_44,93,0.64496
,,00070.746080,B5_12,9,0.20832
,,00070.958480,A6_24,10,0.16768
,,00071.320240,A2_44,16,0.21584
,,00071.241520,B6_23,12,0.27832
,,00071.372000,B6_41,6,0.32704
,,00073.190720,C3_12,6,0.0828
,,00073.246640,C3_22,6,0.13232
,,00073.639760,B3_22,10,0.1472
,,00073.862320,A1_43,6,0.13072
,,00074.273440,D3_24,8,0.20192
,,00075.004000,D3_24,21,0.62976
,,00075.615120,D1_22,7,0.14208
,,00076.011040,B2_32,5,0.12976
,,00075.725520,A2_44,11,0.18544
,,00076.033680,B2_34,6,0.22928
,,00076.460880,A1_43,6,0.08664
,,00077.742880,A5_13,6,0.10224
,,00078.563920,B5_12,34,0.4408
,,00078.671920,B5_22,11,0.23936
,,00079.080800,D3_24,6,0.23928
,,00080.545120,A1_43,5,0.14144
,,00080.928960,D3_24,6,0.19456
,,00081.297840,A2_44,8,0.2028
,,00081.531200,B5_12,37,0.19024
,,00081.612000,B5_11,6,0.24408
,,00081.615760,B5_44,8,0.03736
,,00081.532960,B5_22,13,0.18936
,,00082.869680,D3_24,5,0.23
,,00083.122400,D2_31,6,0.14224
,,00083.073920,D2_23,24,0.37136
,,00083.514880,C3_12,9,0.08944
,,00083.519760,C3_14,6,0.05672
,,00083.549920,C3_24,6,0.02848
,,00083.534560,C3_43,8,0.02504
,,00083.578240,C1_21,11,0.0932
,,00083.622480,C1_11,12,0.05296
,,00083.608640,C1_22,10,0.0992
,,00083.591840,C1_23,14,0.13624
,,00083.616320,C1_42,21,0.12032
,,00083.127840,D2_21,30,0.61928
,,00083.046320,D2_34,31,0.7824
,,00083.505120,C3_22,8,0.15368
,,00084.007040,D3_24,8,0.18728
,,00084.705040,D2_31,8,0.15648
,,00084.677920,D2_23,9,0.12296
,,00084.786080,D2_21,9,0.19456
,,00084.701360,D2_34,18,0.47856
,,00085.076720,A3_34,9,0.14008
,,00085.432080,D3_24,5,0.15144
,,00086.505520,A2_44,11,0.1112
,,00086.418560,D3_24,5,0.2228
,,00087.976080,A2_44,9,0.17896
,,00089.454320,A2_44,13,0.26032
,,00090.894560,D2_21,5,0.1012
,,00092.307520,C3_43,6,0.28584
,,00092.582320,B2_32,5,0.09368
,,00092.654160,B5_12,20,0.19048
,,00092.689440,B5_44,10,0.03072
,,00092.656720,B5_22,11,0.14976
,,00092.904880,C3_12,5,0.08928
,,00092.975600,C3_24,6,0.03448
,,00092.993840,B6_23,9,0.17944
,,00094.028080,D5_33,20,0.2168
,,00094.100320,D5_34,6,0.06416
,,00094.080800,D5_43,14,0.14976
,,00094.081840,D5_41,11,0.08312
,,00094.251520,D3_24,7,0.1708
,,00094.481360,A2_44,10,0.2176
,,00095.533520,A2_44,8,0.31312
,,00096.294640,A2_22,10,0.1372
,,00096.788960,D1_22,7,0.10424
,,00096.084400,A2_44,49,0.838
,,00096.969280,A3_32,7,0.09384
,,00096.947360,A3_34,59,1.2388
,,00098.554000,B3_22,11,0.29352
,,00098.435360,A3_34,7,0.33408
,,00099.080080,C1_11,7,0.1016
,,00099.132960,C1_42,14,0.15008
,,00099.153360,A2_44,5,0.15976
,,00099.570400,C3_12,12,0.06576
,,00099.594240,C3_22,14,0.19344
,,00099.592400,C3_14,25,0.12048
,,00099.578400,C3_24,16,0.08496
,,00099.600880,C3_43,13,0.07976
,,00100.009840,A2_44,7,0.25928
,,00100.141360,C3_24,8,0.11816
,,00100.376240,B2_32,7,0.18184
,,00100.896800,A2_44,5,0.198
,,00100.490160,C3_43,50,0.61576
,,00100.953120,C3_22,13,0.32792
,,00100.947520,C3_14,48,0.35464
,,00100.369760,C3_24,57,0.93224
,,00101.364160,A2_44,7,0.41344
,,00101.550800,B5_12,14,0.2568
,,00101.583840,B5_22,10,0.18344
,,00101.886720,A2_44,5,0.11432
,,00100.487040,C3_12,80,1.86696
,,00101.796720,C3_24,21,0.50304
,,00101.553280,C3_43,33,0.72992
,,00102.562560,A2_44,5,0.25104
,,00102.828240,B4_23,12,0.12624
,,00102.707520,B4_43,25,0.29336
,,00102.848080,B4_44,7,0.112
,,00102.791760,B4_31,11,0.18744
,,00103.688880,B2_32,7,0.21344
,,00104.658480,A3_34,12,0.20256
,,00106.822640,A1_41,10,0.06176
,,00106.696640,A2_44,5,0.19064
,,00106.744880,A1_43,7,0.25984
,,00106.783840,A1_44,5,0.2188
,,00107.723840,B3_22,8,0.0796
,,00107.909600,B6_23,6,0.1436
,,00107.923120,B6_21,5,0.12208
,,00108.250240,B2_34,5,0.19392
,,00108.143120,B6_41,6,0.28904
,,00110.180240,A2_44,29,0.33112
,,00110.153680,A3_34,14,0.26456
,,00110.864560,D5_13,5,0.20432
,,00110.918960,D5_34,12,0.16264
,,00110.853440,D5_43,16,0.228
,,00110.837360,D5_41,30,0.28904
,,00110.856640,D5_33,29,0.38784
,,00110.697920,A2_44,42,1.04424
,,00112.254400,B2_34,6,0.16216
,,00112.255600,B2_32,7,0.21736
,,00113.546320,B3_22,8,0.15664
,,00114.407520,A3_34,5,0.13728
,,00114.383440,A2_44,11,0.2724
,,00115.315360,B3_22,6,0.1352
,,00115.634320,C3_12,6,0.08968
,,00118.563440,B5_12,13,0.1352
,,00118.629120,B5_44,16,0.08064
,,00118.568640,B5_22,8,0.10744
,,00119.835040,A4_41,5,0.07144
,,00119.929600,D5_33,15,0.20704
,,00119.947600,D5_41,8,0.12216
,,00120.018560,D5_43,9,0.18688
,,00121.481280,C3_43,6,0.02384
,,00122.524640,A2_44,5,0.17392
,,00123.999920,B2_32,6,0.11096
,,00126.655120,B3_22,13,0.0712
,,00127.942240,A3_34,6,0.10576
,,00128.297920,C4_42,6,0.19448
,,00128.871280,A2_44,26,0.34064
,,00129.426080,A1_41,14,0.11072
,,00129.296560,A1_43,9,0.26072
,,00129.295280,A1_44,7,0.23824
,,00129.044240,A6_24,11,0.41424
,,00129.584400,D2_21,10,0.10488
,,00129.595920,D2_34,5,0.08264
,,00130.306960,C3_43,5,0.17256
,,00131.068880,A1_22,6,0.26224
,,00131.142560,A2_44,6,0.17304
,,00131.015920,A3_34,7,0.21648
,,00131.363520,A1_43,19,0.27696
,,00131.021520,A1_41,23,0.70504
,,00131.702800,A1_12,5,0.14112
,,00131.393840,A1_44,17,0.53464
,,00131.900960,A4_33,5,0.0448
,,00131.912240,A1_43,10,0.3896
,,00132.174560,A4_33,18,0.45624
,,00132.212400,A4_41,10,0.42792
,,00132.646640,D4_23,10,0.48672
,,00134.350080,D5_33,9,0.15256
,,00134.322240,D5_43,7,0.29088
,,00134.976240,A4_33,5,0.12112
,,00135.216720,A4_33,13,0.23408
,,00135.974000,B1_31,14,0.07968
,,00135.979120,B1_12,5,0.08456
,,00135.971280,B1_34,7,0.08944
,,00135.992480,B1_32,5,0.0336
,,00135.981760,B1_42,5,0.1456
,,00135.964160,B1_43,31,0.23104
,,00136.016240,B2_32,5,0.24384
,,00135.916560,B1_14,71,0.79232
,,00136.812640,B1_14,12,0.44088
,,00137.480640,B1_14,9,0.4028
,,00137.805760,B3_22,7,0.07504
,,00138.294800,D2_21,6,0.13976
,,00138.340720,B1_14,6,0.32368
,,00139.468960,B3_22,5,0.09424
,,00139.813680,B3_22,9,0.07768
,,00140.425360,A4_41,7,0.20312
,,00141.141840,C1_11,6,0.09824
,,00141.160640,C1_42,8,0.08752
,,00141.372320,C3_12,7,0.16064
,,00141.371600,C3_24,10,0.14184
,,00142.896640,A4_41,5,0.09568
,,00143.976640,B2_41,6,0.04776
,,00143.971680,B2_32,6,0.08152
,,00143.830320,B2_31,10,0.32648
,,00143.996080,B2_11,11,0.186
,,00143.936000,B2_34,9,0.36904
,,00144.513920,B2_34,5,0.29144
,,00146.364000,B5_42,5,0.03304
,,00146.347600,B5_13,6,0.12352
,,00146.378000,B5_23,6,0.15056
,,00146.357440,B5_44,36,0.17088
,,00146.342880,B5_22,12,0.17288
,,00146.348160,B5_24,16,0.3384
,,00146.607280,B2_34,6,0.30016
,,00146.792880,B5_44,13,0.20032
,,00147.070000,B5_22,14,0.4712
,,00147.606080,A1_43,7,0.12824
,,00146.318560,B5_12,116,1.51768
,,00148.235200,B3_22,10,0.23936
,,00154.554320,B5_12,6,0.39144
,,00155.296640,B1_31,9,0.0348
,,00155.260400,B1_13,7,0.09888
,,00155.303760,B1_32,6,0.05464
,,00155.295760,B1_42,8,0.0756
,,00155.300960,B1_12,10,0.11976
,,00155.250240,B1_43,35,0.28864
,,00155.828080,B3_22,7,0.17864
,,00155.130880,B1_14,83,1.45952
,,00156.308720,B5_12,17,0.23184
,,00156.433760,B5_44,13,0.03784
,,00156.384160,B5_22,6,0.14136
,,00158.035680,B3_22,11,0.10208
,,00159.128240,A5_43,5,0.11816
,,00159.431600,D3_24,8,0.18416
,,00159.933520,C3_12,11,0.15592
,,00160.027680,C3_22,6,0.07504
,,00159.948720,C3_24,15,0.15216
,,00160.029280,C3_43,16,0.05856
,,00159.847840,B3_22,7,0.22504
,,00160.015840,C3_14,20,0.1752
,,00160.849200,C3_12,6,0.21592
,,00160.758880,C3_24,11,0.18264
,,00161.080400,B5_12,8,0.1332
,,00161.224640,B5_44,17,0.07448
,,00161.601840,C3_12,5,0.13472
,,00161.486960,C3_24,12,0.23024
,,00162.002720,D1_42,5,0.15064
,,00162.762640,B5_12,5,0.14184
,,00162.118640,A3_34,53,1.33336
,,00163.613680,B3_22,16,0.20408
,,00163.586080,A3_34,7,0.39816
,,00164.962480,D2_31,5,0.10864
,,00164.905520,D2_23,23,0.32216
,,00164.962400,D2_21,14,0.47136
,,00165.392880,D2_23,12,0.24856
,,00165.438880,D3_41,5,0.16096
,,00165.489360,D3_22,5,0.0856
,,00165.371680,C3_24,5,0.09824
,,00165.348000,C3_43,9,0.10664
,,00165.254560,B5_12,10,0.20568
,,00165.314560,B5_13,5,0.09
,,00165.378640,B5_44,15,0.08592
,,00164.984800,D2_34,26,0.68464
,,00165.447440,D3_24,17,0.45304
,,00165.543920,D2_21,22,0.778
,,00166.184720,D3_24,6,0.15384
,,00167.310320,D3_41,6,0.08816
,,00167.303120,D3_24,25,0.41688
,,00168.324320,B5_12,13,0.24336
,,00168.388000,B5_22,7,0.16256
,,00169.089440,A1_41,5,0.05208
,,00168.888160,A1_43,9,0.24272
,,00168.983120,B3_22,10,0.14136
,,00170.460160,B6_23,6,0.22384
,,00170.450720,B6_41,5,0.28016
,,00171.016800,B5_12,13,0.1652
,,00171.027600,B5_22,6,0.1496
,,00171.598160,A2_44,5,0.14688
,,00171.867040,A2_44,16,0.17712
,,00172.725280,D2_21,8,0.14064
,,00172.528080,B3_22,8,0.26832
,,00173.139360,C3_14,6,0.0492
,,00173.959840,B6_23,8,0.11992
,,00174.030800,B6_21,5,0.07608
,,00174.195280,B6_41,7,0.30216
,,00174.663920,B6_24,6,0.19152
,,00174.674240,B6_41,10,0.39088
,,00174.495440,B6_23,27,0.73784
,,00175.397040,D5_33,13,0.16176
,,00175.438480,D5_43,8,0.1156
,,00175.420720,D5_41,7,0.12208
,,00176.906800,B3_22,7,0.09576
,,00176.836640,A3_34,7,0.11016
,,00177.492480,B5_12,13,0.36152
,,00177.554160,B5_22,6,0.20704
,,00178.184400,B6_23,11,0.15264
,,00178.198800,B6_21,5,0.10032
,,00178.607120,D2_21,6,0.18248
,,00178.686960,B5_12,6,0.16296
,,00178.772240,B5_13,5,0.18744
,,00178.906720,B5_44,8,0.07224
,,00179.655760,A2_44,9,0.16336
,,00180.041440,A3_34,15,0.22552
,,00180.200400,B5_12,5,0.22352
,,00181.802400,B3_22,8,0.14768
,,00185.474800,B3_22,19,0.19256
,,00185.598880,B3_44,7,0.19016
,,00185.494480,B3_42,13,0.2312
,,00185.911200,B3_44,6,0.14888
,,00186.231840,B3_44,5,0.1236
,,00186.125040,B3_42,13,0.20936
,,00185.788160,B3_22,59,0.84832
,,00187.022000,B3_22,56,0.86648
,,00187.513520,B3_42,11,0.26664
,,00187.673280,B5_12,13,0.2232
,,00187.772240,B5_24,5,0.07936
,,00187.738560,B5_22,9,0.12808
,,00187.511840,B3_44,20,0.6624
,,00188.188480,B6_23,6,0.1884
,,00188.494880,D5_44,5,0.11856
,,00188.177600,D5_41,35,0.45632
,,00188.562960,B3_22,9,0.21696
,,00188.149680,D5_33,42,0.60832
,,00188.443280,D5_34,18,0.34128
,,00188.208000,D5_43,35,0.54496
,,00188.880720,B3_22,9,0.31728
,,00189.532720,B3_22,23,1.0684
,,00190.719920,B6_23,6,0.11592
,,00190.699760,B6_21,6,0.07968
,,00191.398000,C3_24,6,0.02728
,,00191.373040,C3_43,5,0.03712
,,00192.524560,D2_21,5,0.04736
,,00192.472240,D2_23,12,0.12336
,,00192.635520,B3_22,6,0.11376
,,00196.104960,B3_22,14,0.3728
,,00196.906800,A3_34,10,0.06704
,,00196.991840,A6_24,10,0.29704
,,00197.330320,B5_12,9,0.11336
,,00197.431440,B5_44,7,0.03808
,,00197.346640,B5_22,6,0.08008
,,00200.908240,C1_11,11,0.11592
,,00200.877840,C1_22,9,0.09008
,,00200.924720,C1_23,5,0.05696
,,00200.900640,C1_43,5,0.04808
,,00200.894480,C1_42,10,0.10752
,,00200.890480,C3_24,5,0.02432
,,00201.499840,D1_42,6,0.15752
,,00202.065440,D1_42,5,0.27008
,,00202.342160,D1_22,6,0.1168
,,00203.842480,A1_41,22,0.24056
,,00204.099920,C3_12,12,0.0576
,,00204.118480,C3_22,14,0.17632
,,00204.096560,C3_14,25,0.14232
,,00204.098400,C3_24,14,0.06376
,,00204.090080,C3_43,17,0.07224
,,00204.561440,B2_32,8,0.21976
,,00204.753360,A5_13,5,0.08416
,,00204.859440,C3_43,5,0.16712
,,00205.307440,C3_24,5,0.03304
,,00205.733280,C3_24,10,0.06064
,,00205.724480,C3_43,11,0.04264
,,00206.438480,D1_22,5,0.05896
,,00207.514880,C1_11,6,0.10984
,,00207.574000,C1_42,5,0.0508
,,00207.549520,C1_22,6,0.13528
,,00207.567120,A2_44,20,0.22928
,,00208.280800,A1_41,9,0.12904
,,00208.304720,A1_12,8,0.12576
,,00208.268560,A1_43,7,0.1692
,,00208.266880,A1_44,8,0.16888
,,00208.843520,C3_43,5,0.03184
,,00208.914800,C3_22,5,0.10104
,,00208.880000,C3_24,8,0.0588
,,00209.607920,A1_12,6,0.13912
,,00209.577920,A1_43,8,0.15872
,,00209.576320,A1_44,6,0.15888
,,00209.719840,A5_24,7,0.2996
,,00210.255840,A2_44,13,0.2884
,,00211.049040,C1_11,5,0.07232
,,00212.706480,C3_24,12,0.10624
,,00212.722480,C3_43,5,0.04032
,,00212.679040,B3_22,11,0.20488
,,00213.132160,C1_11,8,0.11696
,,00213.136080,C1_22,6,0.0576
,,00213.114640,C1_42,12,0.12552
,,00213.728080,A3_34,5,0.16064
,,00213.993680,A3_34,10,0.23512
,,00214.806720,B5_12,14,0.21472
,,00214.817520,B5_22,8,0.14232
,,00216.796480,C3_24,5,0.02432
,,00216.888000,C1_11,10,0.17208
,,00216.924960,C1_22,8,0.12528
,,00216.994240,C1_23,6,0.03464
,,00216.887760,C1_42,13,0.206
,,00218.984560,B6_23,7,0.21088
,,00219.233760,B1_14,27,0.25112
,,00219.322560,B1_43,11,0.1372
,,00219.259440,D6_32,5,0.16696
,,00220.694240,A1_43,5,0.1076
,,00221.793760,C1_11,6,0.14776
,,00221.819200,C1_42,6,0.15704
,,00221.907280,A2_44,19,0.248
,,00223.354000,B5_12,10,0.14944
,,00223.393040,B5_44,6,0.05504
,,00223.362560,B5_22,6,0.14448
,,00223.496080,D5_34,10,0.08424
,,00223.491520,D5_44,7,0.07016
,,00223.416080,D5_33,27,0.322
,,00223.445040,D5_43,17,0.22008
,,00223.420400,D5_41,26,0.24368
,,00224.598880,C3_14,5,0.02944
,,00224.554720,C3_12,5,0.1092
,,00224.574000,C3_22,10,0.24824
,,00224.943680,A1_44,5,0.16096
,,00226.062720,C1_42,6,0.09136
,,00226.583360,A2_33,5,0.05368
,,00226.572960,A2_21,7,0.14376
,,00226.570880,A2_22,7,0.14944
,,00226.317200,A2_44,62,0.8284
,,00227.105360,C3_24,9,0.10592
,,00227.100320,C3_43,10,0.05584
,,00227.261360,A2_44,6,0.16456
,,00227.274960,A3_34,6,0.12816
,,00227.727920,A2_44,8,0.19264
,,00227.883040,A4_41,6,0.15968
,,00228.134080,B3_22,6,0.17408
,,00228.155200,B3_42,7,0.16728
,,00228.060480,C4_42,5,0.19904
,,00229.320560,A1_43,6,0.12272
,,00229.754880,A2_44,5,0.27904
,,00231.554800,D2_21,5,0.1476
,,00232.090960,B1_31,8,0.03552
,,00232.100320,B1_12,7,0.07536
,,00232.099600,B1_34,6,0.06496
,,00232.063200,B1_43,30,0.17696
,,00232.091760,B1_42,5,0.06904
,,00232.173440,D5_33,10,0.14352
,,00232.189280,D5_43,6,0.12608
,,00232.156480,D5_41,5,0.06552
,,00232.044560,B1_14,73,0.9176
,,00233.077280,B1_14,14,0.9116
,,00234.169440,A1_43,7,0.18016
,,00234.205440,A1_44,5,0.1424
,,00235.971120,B4_23,11,0.1324
,,00236.017280,B4_44,5,0.09672
,,00235.966640,B4_43,24,0.23864
,,00235.893520,B4_31,14,0.40528
,,00236.562080,C3_24,6,0.03816
,,00236.643920,B2_32,9,0.31768
,,00236.976400,B4_43,5,0.09192
,,00237.501440,B2_31,10,0.4048
,,00237.754640,C3_43,6,0.2884
,,00238.607040,B2_11,6,0.1024
,,00238.511680,B2_34,7,0.30408
,,00238.538880,B2_32,5,0.1452
,,00239.887440,C3_24,12,0.09832
,,00242.291840,C3_12,5,0.10752
,,00243.699520,D2_21,6,0.11272
,,00243.819920,C3_24,8,0.0628
,,00243.738880,C3_43,14,0.12328
,,00243.826480,C3_14,9,0.08344
,,00244.341680,A3_32,5,0.03936
,,00244.615840,B5_12,18,0.21936
,,00244.707840,B5_44,14,0.10544
,,00244.701200,B5_22,9,0.12384
,,00244.313200,A3_34,56,1.41232
,,00245.867120,A3_34,6,0.26576
,,00246.380240,B5_12,9,0.15792
,,00246.394160,B5_22,5,0.094
,,00246.904720,D4_23,5,0.1992
,,00247.664800,A1_43,8,0.21312
,,00247.784240,A1_44,6,0.19728
,,00247.748160,B5_12,7,0.24992
,,00247.736320,B5_13,5,0.21496
,,00247.875920,B5_44,6,0.03232
,,00247.768800,B5_22,6,0.136
,,00248.711840,B1_31,9,0.06464
,,00248.711360,B1_12,8,0.07864
,,00248.712560,B1_13,5,0.0508
,,00248.740480,B1_42,5,0.108
,,00248.663200,B1_43,26,0.2412
,,00248.632400,B1_14,70,0.94464
,,00249.591680,B3_22,11,0.24816
,,00249.597280,B3_32,5,0.18424
,,00250.298800,C3_24,6,0.066
,,00251.005680,A2_22,5,0.08936
,,00250.962880,A2_44,27,0.3176
,,00251.448640,D2_21,6,0.0944
,,00251.409520,A2_44,9,0.23496
,,00251.858400,B1_14,13,0.37424
,,00252.836480,A3_34,14,0.17176
,,00253.634080,A1_41,8,0.11072
,,00253.720560,C3_24,14,0.17832
,,00256.105120,A3_34,15,0.16016
,,00257.632320,B6_23,5,0.13624
,,00257.796560,C3_12,7,0.18216
,,00257.865920,C3_14,10,0.13408
,,00257.834960,C3_24,6,0.1388
,,00258.785600,A2_44,8,0.2692
,,00259.173040,A2_44,8,0.24064
