Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00047.569120,B3_22,35,1.254
,,00048.929040,B3_22,9,0.51456
,,00049.655760,B3_22,5,0.18872
,,00050.440640,A2_44,13,0.14976
,,00050.338320,D3_24,6,0.12968
,,00051.722880,D3_24,7,0.11416
,,00052.000800,C5_32,5,0.08488
,,00052.382640,D1_22,9,0.06432
,,00052.962960,C3_22,5,0.10576
,,00053.036480,B3_22,9,0.24168
,,00053.882960,C3_24,6,0.08568
,,00054.562160,B3_22,15,0.29072
,,00054.710480,A2_44,11,0.26472
,,00055.036080,A1_43,5,0.16608
,,00055.333520,C3_24,10,0.0696
,,00055.897840,A3_34,8,0.08112
,,00056.358320,D2_21,5,0.10816
,,00056.209120,B3_22,16,0.2136
,,00056.295440,B3_42,5,0.1188
,,00057.133760,B5_12,36,0.2944
,,00057.382960,B5_44,12,0.18312
,,00057.162880,B5_22,11,0.26448
,,00058.292400,A4_41,6,0.09112
,,00059.163920,A3_32,6,0.08528
,,00060.113040,B3_22,17,0.23656
,,00059.064240,A3_34,50,1.1108
,,00060.449040,A1_41,5,0.0316
,,00060.675040,C3_12,7,0.08296
,,00060.702240,C3_22,9,0.19712
,,00060.675680,C3_14,9,0.06304
,,00060.694480,C3_24,5,0.01856
,,00060.917680,B5_12,9,0.08952
,,00060.935920,B5_22,7,0.12248
,,00061.051840,C3_22,9,0.17864
,,00062.486560,A1_41,31,0.85008
,,00062.940880,A1_43,23,0.36
,,00063.290240,A1_12,6,0.17704
,,00063.431840,A1_43,8,0.21312
,,00063.246080,A1_44,6,0.22968
,,00064.541440,A1_43,5,0.14816
,,00064.647920,D2_21,6,0.16072
,,00064.596560,D2_23,18,0.29528
,,00064.998400,D2_21,19,0.38848
,,00065.208400,D2_23,8,0.22896
,,00065.382240,A3_34,16,0.19424
,,00064.851440,D2_34,38,0.99872
,,00066.161120,D2_34,9,0.32448
,,00066.460720,C3_43,6,0.0184
,,00066.612080,C3_12,5,0.06776
,,00066.604000,C3_24,13,0.10984
,,00066.588240,C3_43,7,0.08
,,00066.588000,D2_34,12,0.72304
,,00067.579680,D2_34,5,0.25848
,,00067.662880,B6_23,7,0.09576
,,00069.242560,B2_32,6,0.13728
,,00069.409920,B5_12,18,0.1968
,,00069.511600,B5_44,15,0.09784
,,00069.454480,B5_22,9,0.1388
,,00071.525360,B2_32,5,0.1204
,,00071.283600,C5_32,5,0.27128
,,00071.659600,B3_22,6,0.04616
,,00073.196320,B1_31,13,0.05984
,,00073.213520,B1_12,11,0.09272
,,00073.228640,B1_13,5,0.03992
,,00073.212400,B1_34,5,0.072
,,00073.213680,B1_32,8,0.02576
,,00073.202240,B1_43,27,0.16488
,,00073.187120,B1_42,7,0.13704
,,00073.205920,B3_22,7,0.10984
,,00074.000480,A6_14,5,0.11952
,,00073.930080,A6_24,6,0.15384
,,00073.970320,C3_22,10,0.2168
,,00073.126160,B1_14,120,1.72504
,,00075.319840,C1_21,19,0.15992
,,00075.348240,C1_11,24,0.15704
,,00075.350640,C1_22,15,0.1368
,,00075.319680,C1_23,21,0.17232
,,00075.348800,C1_43,10,0.13008
,,00075.304080,C1_42,29,0.3272
,,00075.484320,B5_13,6,0.072
,,00075.404480,B5_42,6,0.1496
,,00075.456400,B5_44,28,0.16608
,,00075.409760,B5_22,13,0.17296
,,00075.387120,B5_12,29,0.30672
,,00075.418800,B5_24,9,0.29136
,,00077.100960,C3_14,6,0.13696
,,00077.131440,A6_24,9,0.19528
,,00079.277600,B5_12,15,0.20672
,,00079.329440,B5_22,8,0.13272
,,00080.834800,C3_43,7,0.05984
,,00080.963120,D1_22,5,0.10984
,,00080.850960,C3_24,11,0.14368
,,00081.079600,D1_42,8,0.30664
,,00081.495440,A2_44,34,0.358
,,00081.838800,A3_34,7,0.1708
,,00084.184160,D3_24,7,0.13832
,,00084.398400,A2_44,5,0.23776
,,00085.401040,B5_12,29,0.2004
,,00085.492560,B5_24,7,0.13136
,,00085.423920,B5_44,14,0.11368
,,00085.397120,B5_22,10,0.1492
,,00085.705680,A2_44,6,0.10944
,,00088.934160,C3_22,6,0.2156
,,00088.418800,A4_33,18,0.51304
,,00088.702160,A4_41,10,0.28232
,,00089.161600,B3_22,9,0.14544
,,00090.394800,B5_12,11,0.1684
,,00090.512720,B5_44,13,0.04856
,,00090.433280,B5_22,6,0.05984
,,00090.121280,A4_33,11,0.56656
,,00090.622640,A4_41,6,0.10312
,,00092.756640,B3_22,20,0.23312
,,00092.917760,B3_44,5,0.1672
,,00092.792720,B3_42,11,0.16336
,,00092.852240,A1_43,7,0.36352
,,00093.983760,B3_22,15,0.22024
,,00094.110720,B3_32,5,0.10184
,,00094.886640,A4_33,5,0.10792
,,00095.201200,A3_34,6,0.10432
,,00095.119760,A4_33,5,0.20072
,,00095.483120,C3_12,6,0.07192
,,00095.479120,C3_14,5,0.05952
,,00095.475280,C3_24,6,0.09888
,,00095.550480,C3_22,7,0.11304
,,00095.841200,C3_22,5,0.1252
,,00098.720560,B5_12,10,0.10168
,,00098.659920,B5_22,6,0.1932
,,00098.955520,B3_22,5,0.15248
,,00100.738400,C3_12,5,0.0704
,,00100.830320,C3_22,6,0.15512
,,00101.365040,B3_22,9,0.13728
,,00101.382560,B3_42,8,0.11248
,,00102.292240,C3_24,6,0.084
,,00102.344720,C3_22,9,0.15096
,,00102.510480,A4_41,5,0.17568
,,00103.391840,A1_41,10,0.07248
,,00103.377520,A1_43,5,0.0956
,,00104.271280,B1_31,5,0.1168
,,00104.098880,B1_14,32,0.29456
,,00104.245520,B1_43,17,0.16032
,,00104.993200,B3_22,6,0.0252
,,00105.211280,D3_24,10,0.20816
,,00105.281840,B4_23,11,0.16408
,,00105.313440,B4_43,19,0.19424
,,00105.207360,B4_31,10,0.27128
,,00107.668640,B3_22,7,0.11864
,,00108.265520,C3_24,9,0.06488
,,00108.250080,C3_43,6,0.01776
,,00108.272880,C3_12,11,0.28664
,,00108.439920,C3_24,10,0.10744
,,00108.411120,C3_43,15,0.29064
,,00108.876960,C3_43,26,0.17056
,,00108.923760,C3_22,16,0.3968
,,00108.896480,C3_14,49,0.37632
,,00108.868960,C3_24,47,0.44888
,,00109.241840,D2_23,15,0.28352
,,00108.887760,C3_12,55,0.8516
,,00110.031520,C3_22,5,0.10064
,,00109.658400,C3_24,17,0.29824
,,00109.639200,C3_43,25,0.27264
,,00110.181520,D2_23,10,0.2108
,,00109.609360,D2_34,20,0.66064
,,00110.131040,C3_24,9,0.25184
,,00110.022640,D2_21,23,0.51752
,,00110.132080,C3_12,11,0.43864
,,00110.325680,A3_34,17,0.17856
,,00111.332400,C3_43,6,0.03128
,,00110.675840,A3_34,24,0.75368
,,00111.589360,C3_43,7,0.0716
,,00113.571200,B1_31,6,0.04536
,,00113.564720,B1_42,7,0.06608
,,00113.569120,B1_12,5,0.15008
,,00113.539200,B1_43,28,0.19632
,,00113.504960,B1_14,40,0.51408
,,00113.827600,A1_43,6,0.25232
,,00113.884880,C3_43,8,0.098
,,00114.209680,C1_21,17,0.09488
,,00114.241680,C1_11,13,0.10136
,,00114.233760,C1_22,17,0.12248
,,00114.235120,C1_23,14,0.1228
,,00114.234480,C1_42,21,0.29928
,,00114.242720,B1_14,6,0.24536
,,00114.591920,B1_14,5,0.1736
,,00115.782800,D1_42,6,0.22936
,,00115.870400,D2_21,7,0.1472
,,00117.590640,B3_22,9,0.17144
,,00119.880720,A1_41,5,0.09936
,,00122.213040,B5_44,17,0.0908
,,00122.084080,B5_22,11,0.30464
,,00122.082480,B5_12,27,0.37016
,,00123.271280,D5_44,5,0.06112
,,00123.172560,D5_41,19,0.16952
,,00123.186240,D5_33,30,0.25352
,,00123.202320,D5_34,11,0.24208
,,00123.202640,D5_43,22,0.21664
,,00123.844720,B6_23,8,0.14792
,,00123.962080,B6_21,6,0.03632
,,00123.974960,B6_41,8,0.30672
,,00124.546800,B6_23,17,0.5268
,,00125.191600,B1_14,14,0.14656
,,00124.385600,B6_41,24,1.17072
,,00125.512160,B2_32,9,0.2328
,,00126.190640,B6_14,5,0.20568
,,00126.060480,B6_23,14,0.31488
,,00126.138160,B6_21,8,0.19128
,,00126.823440,B2_41,5,0.05032
,,00126.616880,A3_34,6,0.0864
,,00126.769120,D5_13,5,0.03792
,,00126.726240,D5_43,14,0.14552
,,00126.751440,D5_44,5,0.10552
,,00126.717680,D5_41,18,0.14384
,,00126.835200,B2_11,9,0.21416
,,00126.859440,B2_34,8,0.23808
,,00126.814240,B2_32,7,0.09904
,,00126.661600,D5_33,15,0.2936
,,00126.766640,D5_34,16,0.16328
,,00127.805760,B3_22,12,0.0416
,,00127.567120,B6_23,6,0.1516
,,00127.557280,B6_21,5,0.18464
,,00128.615520,D3_24,6,0.08408
,,00130.106240,A3_34,8,0.06632
,,00130.130000,B5_11,7,0.21992
,,00130.078400,B5_23,5,0.09328
,,00130.057920,B5_42,5,0.0996
,,00130.080000,B5_44,23,0.17864
,,00130.070880,B5_22,13,0.09912
,,00130.576640,B5_44,12,0.11568
,,00130.068400,B5_12,54,0.88832
,,00130.474640,B5_24,9,0.52432
,,00130.674640,B5_22,7,0.23952
,,00131.098160,B5_12,14,0.33704
,,00131.302000,B5_22,6,0.19392
,,00133.142160,C1_21,5,0.03504
,,00133.145920,C1_11,8,0.08696
,,00133.144560,C1_22,7,0.07024
,,00133.133520,C1_42,16,0.12008
,,00134.547680,D2_21,6,0.20744
,,00136.853360,B6_23,5,0.13656
,,00137.522240,D1_42,8,0.09512
,,00137.632320,B5_12,21,0.15168
,,00137.728800,B5_44,13,0.07152
,,00137.546000,B5_22,10,0.2368
,,00138.030560,A2_44,13,0.112
,,00138.001600,A5_24,7,0.28984
,,00141.414800,A2_44,11,0.3096
,,00142.229600,B5_12,8,0.27688
,,00142.302320,B5_22,8,0.2104
,,00142.510240,B1_14,31,0.2276
,,00142.578880,B1_43,8,0.09872
,,00143.317120,C5_32,5,0.2096
,,00143.292400,B6_23,6,0.12576
,,00143.567840,B5_12,9,0.14928
,,00143.814480,D1_22,8,0.11832
,,00144.435440,B5_12,7,0.20528
,,00144.457520,B5_22,5,0.12528
,,00145.916640,D3_24,9,0.2372
,,00146.168640,B3_22,5,0.12872
,,00148.963600,B5_12,5,0.02984
,,00148.972480,B5_22,5,0.08184
,,00149.068880,B5_44,12,0.09976
,,00149.297200,A1_43,6,0.17488
,,00149.999120,A2_44,16,0.15544
,,00151.211920,D1_42,5,0.07448
,,00151.256960,A2_21,5,0.07624
,,00151.243520,A2_22,8,0.12448
,,00151.108080,A2_44,53,0.57984
,,00152.625360,C3_12,6,0.16944
,,00152.647040,C3_24,6,0.09592
,,00154.703520,A2_44,5,0.1096
,,00154.899760,D1_22,7,0.11296
,,00154.991760,A1_41,17,0.17592
,,00155.820400,A2_44,5,0.17712
,,00156.288320,A2_44,6,0.2648
,,00156.456480,B5_12,5,0.1432
,,00156.730800,B5_12,9,0.15328
,,00156.728000,B5_42,5,0.08264
,,00156.746800,B5_22,6,0.10616
,,00156.832800,D1_22,6,0.06888
,,00156.833920,B5_44,10,0.10568
,,00156.980000,B2_32,7,0.18584
,,00158.900400,D3_24,7,0.14944
,,00158.810160,A3_34,7,0.11872
,,00159.787280,A2_44,6,0.31888
,,00160.129200,A6_24,16,0.36688
,,00161.457120,A1_43,8,0.10904
,,00161.525280,A2_44,5,0.2036
,,00161.990480,B3_22,11,0.17376
,,00161.993280,A3_34,12,0.19808
,,00162.323600,B1_14,21,0.17064
,,00162.572960,B5_12,12,0.11936
,,00162.620000,B5_44,10,0.09512
,,00162.594560,B5_22,9,0.13688
,,00163.292080,A3_34,10,0.22608
,,00163.843040,B3_22,6,0.13968
,,00164.197040,D2_21,6,0.14408
,,00167.017200,B3_22,9,0.0368
,,00168.553120,B5_12,11,0.186
,,00168.616160,B5_22,7,0.1284
,,00169.168880,A1_43,6,0.10728
,,00169.343680,B2_32,5,0.13712
,,00171.356960,B3_22,10,0.1064
,,00172.318160,B5_12,20,0.17952
,,00172.364400,B5_44,7,0.0572
,,00172.348960,B5_22,9,0.09624
,,00173.827520,D2_21,6,0.15592
,,00174.408400,B5_12,8,0.19248
,,00174.780080,D3_24,6,0.20128
,,00175.732560,D3_24,8,0.15784
,,00175.661680,A6_14,5,0.08624
,,00175.611840,A6_24,5,0.13184
,,00175.852080,B6_23,9,0.18312
,,00176.599040,C3_12,6,0.1488
,,00176.704000,C3_22,6,0.13712
,,00176.674320,C3_14,6,0.10696
,,00176.658240,C3_24,6,0.0792
,,00176.622800,A5_24,7,0.25616
,,00178.512880,C3_14,6,0.03704
,,00178.463680,C3_43,10,0.09728
,,00179.346880,A1_41,5,0.0792
,,00179.200560,A1_43,9,0.242
,,00179.274000,A1_44,5,0.16536
,,00180.546560,B5_22,5,0.09256
,,00180.500080,B5_12,11,0.168
,,00180.694320,B5_44,8,0.0232
,,00182.248800,C3_22,5,0.1248
,,00182.474560,C3_22,8,0.19664
,,00184.911120,A1_43,5,0.09536
,,00184.825200,A1_44,5,0.17912
,,00185.444560,D2_21,5,0.07464
,,00185.477360,B3_22,16,0.3116
,,00188.021120,C3_24,17,0.22744
,,00188.229760,B3_22,7,0.06416
,,00188.419440,A3_34,15,0.1172
,,00190.054240,B5_12,19,0.15952
,,00190.133200,B5_44,13,0.04264
,,00190.053840,B5_22,7,0.11936
,,00190.046560,B6_23,6,0.17176
,,00191.921760,A3_34,13,0.21008
,,00192.767520,C3_24,5,0.09184
,,00192.730320,C3_43,7,0.05544
,,00193.102080,A2_22,5,0.08224
,,00193.119040,A2_33,6,0.04464
,,00193.090800,A2_44,27,0.18696
,,00193.525200,A2_44,19,0.4948
,,00194.520080,B2_41,6,0.06264
,,00194.550320,B2_11,6,0.15232
,,00194.437840,B2_32,9,0.21736
,,00194.541760,B3_22,12,0.18768
,,00195.236240,D3_24,6,0.10384
,,00195.332960,D2_23,21,0.28992
,,00195.390480,D2_21,12,0.3104
,,00196.038640,D2_23,8,0.19416
,,00195.861280,D2_21,20,0.58752
,,00196.472960,B2_11,7,0.07744
,,00196.424000,B2_32,6,0.1696
,,00195.563120,D2_34,38,1.11304
,,00196.474640,B2_34,7,0.2164
,,00198.160880,B4_23,10,0.06624
,,00198.164560,B4_43,10,0.19456
,,00198.166880,B4_44,6,0.05712
,,00198.083040,B4_31,13,0.13792
,,00198.206960,A2_44,15,0.25
,,00198.549520,C3_12,5,0.0368
,,00198.556880,C3_43,5,0.01192
,,00198.574160,C3_24,8,0.0844
,,00199.136400,B3_22,11,0.05872
,,00199.246800,B4_43,6,0.12224
,,00199.309600,B3_22,7,0.11136
,,00199.793360,A1_43,7,0.124
,,00201.034560,D1_42,9,0.12024
,,00201.162560,A2_44,5,0.20264
,,00200.531360,D3_24,31,0.79736
,,00201.943440,A2_44,9,0.3256
,,00202.813760,D2_21,6,0.12992
,,00204.232880,A4_41,7,0.1228
,,00204.108320,A1_43,8,0.30776
,,00204.201680,A1_44,5,0.2112
,,00204.287920,C3_22,11,0.35432
,,00204.845600,D5_33,18,0.148
,,00204.918960,D5_34,7,0.09056
,,00204.847040,D5_43,14,0.2336
,,00204.869440,D5_41,6,0.1008
,,00206.107760,B3_22,11,0.13976
,,00206.178080,B5_12,15,0.28128
,,00206.231680,B5_22,8,0.18064
,,00207.140960,B3_22,6,0.19848
,,00207.574640,A4_33,6,0.18656
,,00207.475680,A4_41,7,0.21776
,,00208.189520,D3_24,8,0.23064
,,00208.856480,A1_43,7,0.14432
,,00210.688720,A4_33,8,0.19208
,,00212.022480,C3_12,13,0.13984
,,00212.113040,C3_22,10,0.1072
,,00212.112640,C3_14,23,0.2116
,,00212.046400,C3_24,21,0.17912
,,00212.105040,C3_43,12,0.10288
,,00212.361280,A3_34,5,0.12744
,,00212.490560,D5_44,6,0.09176
,,00212.615920,C3_12,7,0.16288
,,00212.557920,C3_43,6,0.14024
,,00212.396640,D5_33,34,0.41648
,,00212.525200,D5_34,20,0.25152
,,00212.439520,D5_43,22,0.40496
,,00212.411520,D5_41,30,0.32808
,,00212.624080,C3_24,19,0.32144
,,00213.112320,C3_43,14,0.2144
,,00213.119600,C3_24,17,0.32608
,,00213.776160,C3_12,5,0.06672
,,00213.543440,C3_22,8,0.19608
,,00213.679040,B2_32,9,0.32736
,,00214.122800,C3_43,5,0.01728
,,00213.939680,C3_22,11,0.3116
,,00215.704160,D3_41,5,0.02664
,,00215.638720,D3_24,5,0.10904
,,00216.301280,A1_41,18,0.17688
,,00216.672240,B3_22,13,0.14048
,,00217.066480,A3_34,10,0.10544
,,00217.059120,A3_44,5,0.09776
,,00217.876000,B3_22,10,0.15792
,,00218.417680,A4_41,7,0.22544
,,00218.687040,A3_34,13,0.15912
,,00220.554960,B3_22,12,0.206
,,00220.567440,B3_32,6,0.1564
,,00220.523520,B5_12,13,0.20904
,,00220.553920,B5_22,8,0.1764
,,00221.609840,C1_11,8,0.132
,,00221.639120,C1_22,6,0.07736
,,00221.650560,C1_42,13,0.08672
,,00223.089920,D3_24,7,0.2472
,,00223.160160,C3_24,10,0.05656
,,00224.688240,A2_44,8,0.12032
,,00224.789680,C4_42,5,0.17848
,,00226.359360,C3_43,7,0.10928
,,00226.708320,D1_22,6,0.07104
,,00226.636240,D1_42,6,0.26168
,,00226.761360,B3_22,8,0.10224
,,00227.210080,A1_43,6,0.12552
,,00227.288800,B6_23,6,0.18568
,,00228.744480,B5_12,14,0.19512
,,00228.744880,B5_22,8,0.17608
,,00228.752880,B3_22,15,0.41648
,,00229.833120,A2_44,24,0.30192
,,00231.556240,A3_34,10,0.11408
,,00232.805520,C3_43,5,0.012
,,00232.815280,C3_24,10,0.15488
,,00233.493840,C1_11,6,0.05296
,,00233.482000,C1_42,5,0.05712
,,00233.950720,C5_32,6,0.25296
,,00234.413920,B6_23,13,0.22
,,00234.464000,B6_41,7,0.3092
,,00235.482240,B5_13,5,0.13424
,,00235.480960,B5_42,6,0.09528
,,00235.454240,B5_22,10,0.1336
,,00235.410480,B5_12,25,0.24208
,,00235.524080,B5_44,21,0.14264
,,00235.993360,C3_24,5,0.09248
,,00236.029280,C3_22,5,0.17176
,,00236.354560,C3_22,6,0.16224
,,00236.402480,B3_22,12,0.10512
,,00237.398240,B5_12,11,0.15576
,,00237.407840,B5_22,6,0.15832
,,00238.174560,A1_41,10,0.07968
,,00238.143040,A1_43,5,0.14136
,,00238.586800,B3_22,15,0.262
,,00239.123760,D5_41,28,0.48704
,,00239.104480,D5_33,35,0.59712
,,00239.184800,D5_34,14,0.47176
,,00239.138880,D5_43,30,0.82816
,,00240.141200,D2_21,6,0.11744
,,00240.156400,A3_34,7,0.10112
,,00241.252880,B2_32,5,0.13016
,,00241.415440,A3_34,13,0.25072
,,00242.516800,B5_12,5,0.0248
,,00242.433520,A6_24,7,0.08384
,,00242.467600,A3_34,14,0.4224
,,00242.840480,C3_12,6,0.06408
,,00242.896000,C3_24,5,0.04512
,,00246.294800,D2_21,5,0.09632
,,00246.150960,B3_22,6,0.11616
,,00246.837680,A3_34,8,0.2084
,,00247.391600,C1_42,10,0.12752
,,00248.201680,A1_43,7,0.16744
,,00248.363440,A1_41,7,0.09432
,,00248.348720,A1_22,6,0.12192
,,00249.634960,B6_23,5,0.1108
,,00250.340880,A1_41,9,0.0624
,,00250.351920,A1_12,6,0.08464
,,00250.168800,A1_43,16,0.32272
,,00250.354880,A1_44,10,0.36696
,,00250.446240,A3_34,9,0.20808
,,00251.203120,A2_44,22,0.36688
,,00251.436800,C3_22,7,0.19592
,,00251.632000,D1_22,5,0.10144
,,00252.343280,A1_43,8,0.15256
,,00252.334720,B3_22,9,0.1628
,,00252.592160,B5_12,14,0.23184
,,00252.687120,B5_44,11,0.05952
,,00252.632080,B5_22,10,0.20552
,,00254.717200,C1_42,6,0.10368
,,00254.970320,B5_22,10,0.15096
,,00254.947760,B5_12,27,0.29896
,,00255.032320,B5_44,8,0.1256
,,00255.304720,B3_22,12,0.19488
,,00256.003040,B5_12,8,0.25392
,,00256.476480,B6_23,14,0.11136
,,00256.458640,B6_21,8,0.09168
,,00256.659360,A3_34,9,0.19088
,,00257.086240,C3_22,5,0.10904
,,00256.476560,B6_41,21,0.80816
,,00257.516080,D1_42,13,0.17128
,,00257.391440,B6_23,10,0.44104
,,00258.145920,C3_22,8,0.23776
,,00257.831280,B6_41,7,0.34456
,,00258.662000,D3_24,6,0.1232
,,00258.910560,D3_24,15,0.40488
,,00259.348560,B6_23,8,0.20568
,,00259.360480,B6_21,5,0.22528
,,00259.461360,A2_44,14,0.28408
,,00259.477360,D3_24,15,0.3524
,,00259.542160,D3_42,7,0.20888
,,00259.796640,A3_34,12,0.19768
,,00260.251840,C3_12,6,0.07024
,,00260.022400,C3_22,6,0.17144
,,00260.300640,C3_24,6,0.06056
,,00260.368720,A1_43,6,0.09928
,,00260.361520,C3_22,10,0.24888
,,00260.607280,B6_23,11,0.25296
,,00260.843920,D3_24,14,0.3264
,,00261.543280,C1_22,16,0.08472
,,00261.516320,C1_23,15,0.12416
,,00261.522160,C1_21,15,0.14488
,,00261.536480,C1_11,24,0.196
,,00261.548080,C1_43,9,0.11256
,,00261.523520,C1_42,24,0.2008
,,00261.740400,B5_42,5,0.132
,,00261.746960,B5_12,24,0.27504
,,00261.740640,B5_22,13,0.17968
,,00264.130000,B5_12,21,0.1996
