Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00061.626560,B6_23,8,0.07888
,,00061.627760,B6_21,10,0.15848
,,00061.832800,D3_41,8,0.1212
,,00061.764320,D3_24,15,0.29904
,,00062.027280,B5_44,10,0.12272
,,00062.207920,D3_24,6,0.15488
,,00062.153760,B5_12,7,0.11688
,,00062.495440,D3_24,9,0.32648
,,00063.296960,C3_24,8,0.05736
,,00063.280240,C3_43,9,0.0268
,,00063.690320,D3_41,5,0.1224
,,00063.668880,D3_24,32,0.65488
,,00064.031680,B6_23,6,0.21272
,,00064.387040,A1_41,7,0.06392
,,00064.325680,A1_43,9,0.19568
,,00064.324320,A1_44,6,0.19568
,,00066.580800,A1_43,7,0.20784
,,00066.849120,B5_12,14,0.25568
,,00067.016240,B5_44,7,0.03648
,,00067.014080,B5_22,6,0.1328
,,00067.222240,B6_23,6,0.12488
,,00068.212880,B5_42,5,0.18376
,,00068.312000,A1_41,18,0.19952
,,00068.262320,A1_43,8,0.16712
,,00068.134080,B5_12,15,0.3816
,,00068.249200,B5_22,9,0.22552
,,00068.699120,A2_44,6,0.17048
,,00068.962560,A1_43,5,0.1556
,,00068.820560,B6_23,10,0.13824
,,00069.550960,B5_22,5,0.0908
,,00069.469440,B5_12,11,0.18632
,,00069.875120,A1_12,8,0.22928
,,00069.590720,A1_44,17,0.75288
,,00069.392560,A1_43,39,1.16736
,,00071.512960,A1_44,5,0.23744
,,00072.004880,C3_12,6,0.09816
,,00072.052160,C3_14,7,0.05176
,,00072.040880,C3_24,5,0.0636
,,00072.083040,C3_22,21,0.4332
,,00073.650320,A2_44,5,0.07328
,,00076.261680,C3_43,5,0.016
,,00076.292480,C3_24,15,0.1992
,,00076.717200,D1_22,12,0.14264
,,00076.973840,B5_12,16,0.20184
,,00077.078720,B5_44,7,0.11376
,,00077.038640,B5_22,9,0.12688
,,00077.786720,C1_21,9,0.10224
,,00077.828240,C1_11,9,0.06248
,,00077.804160,C1_23,8,0.09384
,,00077.780640,A3_34,9,0.10104
,,00077.870960,D1_22,6,0.08936
,,00077.823280,C1_22,13,0.13632
,,00077.807440,C1_42,18,0.13552
,,00078.272080,D2_31,7,0.0744
,,00078.285760,D2_21,13,0.32
,,00078.224480,D2_23,18,0.20616
,,00078.421440,B6_23,5,0.09872
,,00078.289440,D2_34,16,0.52832
,,00078.746160,A2_44,5,0.21168
,,00079.022160,D1_42,9,0.1592
,,00079.164240,A1_12,8,0.20104
,,00079.179760,A1_43,9,0.11136
,,00079.178560,A1_44,6,0.13448
,,00079.237840,A2_22,5,0.056
,,00079.229760,A2_33,6,0.07232
,,00079.122560,B5_24,9,0.18688
,,00079.345600,B3_22,12,0.20688
,,00079.462880,B5_11,5,0.32472
,,00079.395920,B5_23,20,0.4628
,,00079.418960,B5_24,14,0.46016
,,00078.997520,B5_22,29,0.84696
,,00079.217360,A2_44,35,0.7712
,,00078.923040,B5_12,120,1.30416
,,00078.932080,B5_44,134,1.34296
,,00080.333280,B5_12,45,0.7064
,,00080.786720,B5_44,11,0.20768
,,00081.827920,C3_43,6,0.0708
,,00081.869600,C3_12,5,0.07768
,,00081.900560,C3_22,6,0.0868
,,00081.869520,C3_14,6,0.08088
,,00081.875200,C3_24,9,0.14128
,,00081.811920,A2_44,18,0.5864
,,00082.144560,C3_22,9,0.20184
,,00082.728080,C3_43,7,0.33992
,,00084.693760,D2_21,5,0.11088
,,00085.244400,C3_12,7,0.09264
,,00085.274400,C3_24,6,0.06208
,,00085.307840,C3_22,5,0.13024
,,00086.277920,A3_34,11,0.19872
,,00086.927840,B3_22,8,0.17744
,,00089.231520,B3_42,12,0.13064
,,00089.238560,B3_41,6,0.16624
,,00089.314080,B3_44,13,0.36416
,,00089.221520,B3_22,60,0.84224
,,00089.718960,B3_32,7,0.224
,,00090.410160,B3_22,53,0.544
,,00090.787280,B3_44,11,0.35032
,,00090.596320,B3_42,21,0.44304
,,00093.103760,A4_33,11,0.32872
,,00091.803120,B3_22,52,2.14848
,,00094.073920,B3_22,7,0.23704
,,00094.326720,B5_12,22,0.23584
,,00094.346080,B5_44,11,0.08128
,,00094.339600,B5_22,11,0.10368
,,00095.364880,B2_34,5,0.08456
,,00095.287520,B2_32,8,0.17784
,,00095.548720,A4_33,8,0.08016
,,00095.804720,D3_24,5,0.07832
,,00095.875520,C1_21,11,0.14568
,,00095.892560,C1_11,7,0.0872
,,00095.865040,C1_22,8,0.09416
,,00095.877360,C1_23,10,0.0716
,,00095.878000,C1_42,12,0.22616
,,00095.995680,B5_12,7,0.2212
,,00096.494160,A3_34,14,0.12912
,,00096.807280,A2_44,5,0.09208
,,00096.558240,B3_22,8,0.14528
,,00096.882080,C3_24,8,0.10088
,,00097.417920,B3_22,5,0.14128
,,00097.202960,B5_12,12,0.30392
,,00098.999920,C3_14,7,0.06944
,,00098.986720,C3_24,5,0.072
,,00098.976480,C3_43,5,0.01152
,,00098.782000,B5_12,8,0.22656
,,00099.027280,B3_22,11,0.27304
,,00099.280400,C3_22,10,0.27864
,,00099.587920,B6_23,11,0.24264
,,00100.722560,A1_43,6,0.16096
,,00101.559280,D1_22,8,0.08928
,,00101.619760,B2_32,5,0.23744
,,00102.062880,C3_43,8,0.072
,,00102.135440,C3_22,12,0.30872
,,00102.591760,B5_44,8,0.0472
,,00102.530320,B5_12,19,0.24648
,,00102.544080,B5_22,13,0.16248
,,00103.099040,A3_34,7,0.14608
,,00105.683440,A3_34,11,0.11336
,,00107.202480,A3_34,6,0.15384
,,00107.558720,C3_24,6,0.05144
,,00107.223200,B5_12,13,0.29136
,,00107.297920,B5_22,6,0.1324
,,00108.757360,D2_21,5,0.11144
,,00110.448800,D2_21,5,0.08544
,,00113.002800,C3_14,9,0.10968
,,00112.981600,C3_24,9,0.11376
,,00112.905040,C3_43,7,0.04704
,,00112.912800,B5_12,17,0.19536
,,00112.926480,B5_22,8,0.12544
,,00113.036400,C3_22,8,0.15536
,,00113.371840,A3_34,5,0.14848
,,00116.327280,C2_31,6,0.04704
,,00116.331440,C2_42,6,0.03112
,,00116.307040,C2_41,24,0.11944
,,00116.290640,A2_44,7,0.1448
,,00116.868800,A1_41,9,0.08
,,00116.841840,A1_22,5,0.1544
,,00116.804240,B5_12,18,0.1928
,,00116.891520,B5_44,6,0.05808
,,00116.798320,B5_22,5,0.14736
,,00117.405440,C3_24,12,0.14176
,,00117.764160,D5_44,5,0.106
,,00117.956560,A3_34,5,0.0744
,,00117.691200,D5_33,27,0.32632
,,00117.750560,D5_34,20,0.23176
,,00117.719600,D5_43,20,0.19248
,,00117.684080,D5_41,35,0.4124
,,00118.641840,A1_41,12,0.07224
,,00118.658160,A1_12,7,0.12344
,,00118.348880,D3_24,17,0.36216
,,00118.651760,A1_43,10,0.28704
,,00118.666400,A1_44,7,0.27104
,,00119.187440,A2_44,5,0.11368
,,00118.836240,D3_24,6,0.33496
,,00119.537600,C3_24,6,0.03528
,,00120.339760,B3_22,9,0.11104
,,00120.309200,B3_42,5,0.11848
,,00120.559440,B3_22,5,0.09608
,,00121.457360,B2_32,10,0.22088
,,00122.038640,A5_24,5,0.11344
,,00122.500400,D3_24,7,0.12144
,,00121.892320,A3_34,41,1.09432
,,00124.060400,B6_23,10,0.2128
,,00124.153680,B6_41,7,0.27576
,,00125.185120,D3_24,9,0.37616
,,00125.969120,A2_44,6,0.1132
,,00126.567520,D2_23,20,0.18792
,,00126.631040,D2_21,12,0.394
,,00127.347040,D2_21,15,0.1684
,,00127.351280,D2_23,8,0.1604
,,00127.269040,A6_23,7,0.14368
,,00127.279200,A6_24,10,0.21096
,,00127.628720,D2_21,5,0.24816
,,00126.499040,D2_34,45,1.33288
,,00128.518560,C3_24,7,0.04752
,,00128.508960,C3_43,6,0.01576
,,00128.460240,C5_32,9,0.24928
,,00128.788080,D2_34,10,0.51848
,,00129.636160,D2_34,8,0.54808
,,00130.513200,D3_24,5,0.11192
,,00130.789200,D2_31,7,0.20944
,,00130.738400,D2_23,9,0.3816
,,00132.102000,B2_32,9,0.34568
,,00135.968240,B2_32,8,0.22776
,,00136.991920,C5_32,5,0.1956
,,00139.161920,B5_12,20,0.1964
,,00139.149680,B5_13,7,0.1784
,,00139.237200,B5_44,7,0.05984
,,00139.169120,B5_22,10,0.12512
,,00139.424800,B6_23,8,0.08696
,,00140.405040,C3_14,5,0.08152
,,00140.345840,C3_24,8,0.11832
,,00140.951600,C3_22,6,0.09504
,,00143.451680,A3_34,9,0.18112
,,00145.592400,A1_41,8,0.05704
,,00146.283040,A1_41,12,0.3448
,,00146.261680,B5_12,18,0.24048
,,00146.277680,B5_13,5,0.14008
,,00146.269760,B5_44,17,0.1364
,,00146.278400,B5_22,10,0.14552
,,00146.199120,A1_43,25,0.6328
,,00146.337360,A1_44,9,0.36456
,,00147.337120,A1_44,6,0.26688
,,00147.338480,A1_43,16,0.49984
,,00148.189760,B5_12,13,0.18048
,,00148.226240,B5_22,7,0.12752
,,00148.572960,D2_21,8,0.11616
,,00149.792400,B5_22,5,0.06656
,,00149.740080,B5_12,14,0.17416
,,00152.444160,A2_44,15,0.28296
,,00152.490240,C3_22,9,0.2284
,,00154.580720,B6_23,9,0.19448
,,00157.443040,B6_23,5,0.11056
,,00157.537760,B6_21,5,0.08848
,,00157.742640,B6_41,13,0.56928
,,00158.437120,B6_41,7,0.33776
,,00161.048880,B6_23,13,0.1952
,,00161.038320,B6_21,8,0.20488
,,00161.137280,B6_41,8,0.19648
,,00162.427200,C3_12,16,0.1576
,,00162.532560,C3_22,10,0.05944
,,00162.337520,C3_24,31,0.25824
,,00162.459200,C3_43,16,0.15504
,,00162.766480,C3_12,14,0.26464
,,00162.942160,C3_24,6,0.08984
,,00162.742560,C3_43,15,0.28472
,,00163.049040,C3_22,9,0.2396
,,00162.473360,C3_14,49,0.6908
,,00163.353600,D2_21,5,0.08384
,,00163.264480,D2_23,11,0.19824
,,00163.530400,D1_22,10,0.1288
,,00163.491600,C3_12,10,0.20984
,,00163.581760,C3_22,5,0.1352
,,00163.310880,C3_24,32,0.4788
,,00163.304560,C3_43,27,0.4864
,,00163.900080,C2_41,20,0.24936
,,00163.812480,B3_22,11,0.18264
,,00163.822720,B3_32,5,0.08776
,,00164.258480,C3_22,9,0.22776
,,00163.924640,C3_43,29,0.68808
,,00164.399360,D2_21,18,0.26048
,,00164.372240,C3_14,60,0.5076
,,00164.167520,C3_24,26,0.52008
,,00164.217920,C3_12,45,0.72992
,,00165.011440,B6_21,13,0.13688
,,00165.000400,B6_23,12,0.15808
,,00165.029600,B6_24,6,0.13312
,,00165.047520,B6_41,9,0.2248
,,00166.287840,B5_22,6,0.09176
,,00166.098240,B5_12,23,0.36072
,,00166.692400,C3_12,5,0.1384
,,00168.683040,A2_44,9,0.1448
,,00168.620640,C3_12,6,0.16616
,,00168.750560,C3_22,8,0.14504
,,00169.759920,A1_43,6,0.19056
,,00170.604000,B2_32,7,0.11736
,,00170.933280,C3_12,8,0.18664
,,00170.927440,C3_43,8,0.03144
,,00171.443280,B2_32,5,0.12824
,,00171.416480,B6_23,6,0.214
,,00172.471360,B2_11,7,0.08064
,,00172.446080,B2_34,6,0.19688
,,00172.759120,C3_14,6,0.13848
,,00172.708480,C3_43,16,0.11672
,,00172.693840,B3_22,12,0.13112
,,00172.693920,B4_33,6,0.03216
,,00172.694480,B4_23,13,0.052
,,00172.690480,B4_43,15,0.08088
,,00172.688560,B4_44,6,0.05992
,,00172.691760,B4_31,9,0.07688
,,00172.802880,C3_12,7,0.10928
,,00172.891440,C3_22,8,0.24328
,,00173.741200,B4_31,5,0.07952
,,00176.297760,B3_22,5,0.09784
,,00179.181920,B5_12,6,0.17304
,,00179.254080,B6_23,5,0.08544
,,00179.430160,A1_41,7,0.06344
,,00179.400080,A1_43,5,0.1008
,,00179.454880,A5_24,5,0.1804
,,00179.263280,B5_44,11,0.1536
,,00181.620800,A2_44,22,0.28704
,,00182.246720,D2_23,12,0.12608
,,00182.729120,B3_22,5,0.05656
,,00183.811360,A2_44,13,0.18832
,,00184.845440,A5_24,7,0.13848
,,00185.443200,C3_43,7,0.01688
,,00185.777360,A2_44,9,0.08608
,,00187.312400,D3_24,6,0.122
,,00187.453200,B5_13,6,0.12144
,,00187.470240,B5_44,8,0.05456
,,00187.441920,B5_22,11,0.12272
,,00187.420720,B5_12,21,0.26288
,,00188.555040,B5_12,17,0.28944
,,00188.676800,B5_13,5,0.11552
,,00188.624640,B5_22,5,0.18168
,,00188.877120,A2_44,8,0.23776
,,00190.077200,B5_12,11,0.29288
,,00191.507840,A2_44,13,0.18872
,,00191.985680,B3_22,12,0.21368
,,00193.857840,B3_41,6,0.11888
,,00193.851920,B3_22,21,0.15056
,,00193.851680,B3_42,13,0.11
,,00194.148720,C3_22,10,0.23936
,,00194.117600,B3_22,5,0.07056
,,00193.878640,B3_44,11,0.30592
,,00194.113360,B3_42,6,0.136
,,00194.295680,B3_22,22,0.50344
,,00195.022080,B3_22,5,0.1
,,00195.235680,B3_22,20,0.34864
,,00196.365760,B3_22,6,0.12344
,,00196.958480,A1_44,5,0.14032
,,00197.281840,B5_22,6,0.108
,,00197.212400,B5_12,12,0.256
,,00197.385760,B5_44,14,0.0564
,,00197.566800,A2_44,24,0.24928
,,00199.219920,A2_44,10,0.20272
,,00199.404000,A6_24,7,0.10336
,,00200.012160,D3_24,8,0.11632
,,00201.614080,C5_32,6,0.22664
,,00202.493360,B5_12,14,0.3652
,,00202.541920,B5_22,8,0.27352
,,00203.201760,D1_22,11,0.15216
,,00203.212640,A3_34,8,0.10112
,,00204.043840,A2_44,6,0.12896
,,00204.141600,B3_22,11,0.0892
,,00204.164800,B3_42,6,0.1136
,,00204.409520,C3_24,13,0.21232
,,00205.553280,D3_24,7,0.15864
,,00205.859200,D3_24,21,0.62432
,,00206.613360,D1_42,10,0.20256
,,00206.510080,B2_32,5,0.19136
,,00207.931840,A2_44,14,0.20368
,,00207.824800,A4_33,6,0.2952
,,00207.742960,D3_24,25,0.59064
,,00208.612480,A1_41,7,0.06872
,,00208.576960,A4_33,12,0.17664
,,00209.057200,B3_22,5,0.06976
,,00210.547520,A4_33,16,0.51912
,,00212.347120,A4_33,7,0.14496
,,00212.620400,C5_32,8,0.2516
,,00213.215280,A1_43,5,0.1148
,,00213.413440,D3_24,5,0.116
,,00214.378160,D2_21,5,0.164
,,00214.565440,A2_44,13,0.29952
,,00214.572960,D3_24,5,0.14464
,,00215.324880,A3_34,5,0.10664
,,00217.377840,C3_22,5,0.12776
,,00217.781680,B5_13,5,0.06968
,,00217.726880,B5_42,8,0.11648
,,00217.900800,A3_34,7,0.17928
,,00217.783840,B5_11,6,0.17752
,,00217.777360,B5_44,37,0.21664
,,00217.734080,B5_22,15,0.17936
,,00217.762880,B5_24,19,0.5232
,,00218.124720,B5_44,45,0.5172
,,00218.655120,B5_22,6,0.278
,,00218.940080,A2_44,9,0.23752
,,00219.096080,B5_13,5,0.08912
,,00219.158720,B5_23,9,0.22056
,,00219.111760,B5_42,7,0.1244
,,00219.196000,B5_44,18,0.26472
,,00219.097680,B5_22,15,0.43136
,,00219.533840,D2_21,6,0.16384
,,00217.711040,B5_12,137,1.94424
,,00220.104000,B3_22,6,0.06248
,,00220.185760,B5_12,10,0.30304
,,00221.538320,B5_12,5,0.126
,,00221.922880,D3_24,6,0.1496
,,00222.280560,B3_22,9,0.16336
,,00222.339600,B3_42,7,0.1496
,,00222.874320,A2_44,24,0.1976
,,00222.833520,B6_23,8,0.1376
,,00223.560240,B3_22,13,0.14128
,,00224.178640,A1_44,5,0.238
,,00224.694080,B5_22,5,0.18848
,,00224.890400,A2_44,9,0.15216
,,00224.607760,B5_12,21,0.36136
,,00225.165920,D3_24,7,0.1936
,,00226.835120,B5_12,8,0.25864
,,00227.095440,B6_23,7,0.16368
,,00227.809760,A2_44,6,0.08448
,,00228.001840,C3_22,6,0.13496
,,00228.615680,B5_12,15,0.26328
,,00229.871360,A3_34,5,0.12048
,,00230.101360,A3_34,46,1.07088
,,00232.346000,D3_24,5,0.06328
,,00232.323520,B3_22,7,0.12608
,,00232.304000,A5_24,5,0.16312
,,00233.364640,B6_23,6,0.13728
,,00233.310080,B6_41,6,0.26968
,,00233.922960,D2_21,6,0.21896
,,00234.051680,D2_34,5,0.11064
,,00234.639840,A2_44,7,0.17632
,,00237.682080,C3_22,10,0.22528
,,00238.120800,D5_44,5,0.12936
,,00238.104880,D5_33,28,0.3428
,,00238.143680,D5_34,18,0.26592
,,00238.096800,D5_43,22,0.32504
,,00238.091360,D5_41,22,0.3096
,,00240.519200,A2_44,12,0.27584
,,00240.574800,B5_12,18,0.16272
,,00240.590480,B5_24,5,0.0696
,,00240.615440,B5_44,17,0.06176
,,00240.583840,B5_22,9,0.13384
,,00243.320720,B3_22,11,0.20112
,,00243.081680,A6_24,10,0.32816
,,00243.548400,C3_22,10,0.19104
,,00243.973120,A2_22,5,0.07328
,,00243.975280,A2_33,9,0.13528
,,00243.936320,A2_44,28,0.1508
,,00244.534560,A5_24,6,0.17568
,,00244.195600,A2_44,32,0.97816
,,00245.251120,B6_23,7,0.17176
,,00245.785760,C3_14,5,0.10184
,,00245.744960,C3_24,9,0.0812
,,00245.942080,C3_22,13,0.29472
,,00246.527360,B5_12,5,0.07024
,,00248.843760,A1_43,5,0.11168
,,00248.864880,A1_44,5,0.1632
,,00251.007280,A5_24,6,0.23472
,,00252.081360,B3_22,9,0.22672
,,00252.180240,B5_44,25,0.37064
,,00252.346000,B5_22,9,0.23832
,,00252.565120,C3_12,14,0.1692
,,00252.699040,C3_22,11,0.07992
,,00252.580800,C3_24,26,0.21744
,,00252.593600,C3_43,14,0.16248
,,00252.017520,B5_12,49,0.78736
,,00252.706720,C3_14,23,0.25944
,,00252.901680,C3_12,10,0.25304
,,00253.039200,C3_43,9,0.1428
,,00253.460480,C3_22,10,0.28536
,,00253.039680,C3_24,34,0.69248
,,00254.035920,C3_22,6,0.17328
,,00254.162160,B3_22,6,0.13944
,,00253.175920,A2_44,66,1.3344
,,00255.280560,A1_44,7,0.28576
,,00255.188000,A2_44,6,0.21544
,,00256.120880,A2_44,6,0.14696
,,00257.157040,A2_44,11,0.21568
,,00257.723600,B3_22,11,0.10088
,,00258.428800,A2_44,12,0.25504
,,00259.201920,A1_41,5,0.054
,,00259.154080,D2_34,5,0.11272
,,00260.494400,C3_43,11,0.0764
,,00260.448320,A2_44,18,0.214
,,00260.514240,C3_24,5,0.14096
,,00262.618640,B6_23,10,0.29232
,,00262.932160,B6_41,6,0.23088
,,00263.580720,C3_43,5,0.03416
,,00263.794640,A1_43,5,0.1912
,,00264.086720,D2_21,7,0.15304
,,00263.880080,D2_34,6,0.27392
,,00264.620400,A2_44,8,0.21304
,,00266.259600,C3_12,5,0.04064
,,00266.260000,C3_14,11,0.06208
,,00266.253600,C3_24,8,0.06648
,,00266.221040,C3_43,6,0.04792
,,00266.318880,B3_22,9,0.23072
,,00266.378560,B3_32,5,0.08488
,,00266.315440,B6_23,5,0.18056
,,00266.825040,A2_44,9,0.29808
,,00267.554720,B6_23,5,0.13808
,,00268.224160,C3_22,6,0.17064
,,00268.410720,C5_32,9,0.1964
,,00268.495840,C3_22,8,0.16848
,,00268.590160,A3_34,8,0.12064
,,00268.775520,B5_42,5,0.11344
,,00268.810720,B5_44,13,0.05552
,,00268.763840,B5_12,17,0.1916
,,00268.785360,B5_22,9,0.1388
,,00269.380320,B3_22,10,0.23712
,,00271.170640,C3_22,7,0.22416
,,00271.420320,C3_43,5,0.2536
,,00273.964880,B5_12,10,0.20616
