Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
   Minimum Participating Electrodes (%),35,00015.595040,B6_41,6,0.26576
   Synchrony Window,20 ms,00017.720240,B3_22,7,0.22064
,,00018.043680,B3_22,8,0.15072
,,00018.627200,C2_21,6,0.12184
,,00018.575040,C2_41,32,0.34512
,,00019.030240,B2_32,6,0.1736
,,00019.628800,C3_22,6,0.10816
,,00019.064400,A2_44,62,1.12448
,,00020.411120,B3_42,6,0.1508
,,00020.473120,B3_22,7,0.2064
,,00020.923280,C3_14,5,0.04976
,,00020.919040,C3_24,9,0.05552
,,00020.895920,C3_43,8,0.02368
,,00021.760400,D2_21,5,0.04832
,,00022.672480,C3_24,12,0.09272
,,00022.655120,C3_43,13,0.084
,,00022.946400,B6_23,6,0.16264
,,00023.296000,A2_44,7,0.24384
,,00024.229120,C3_43,6,0.07568
,,00024.195680,A2_44,9,0.36608
,,00024.257920,C3_24,8,0.14544
,,00024.507920,C3_24,11,0.11352
,,00023.906800,A5_24,14,0.71696
,,00024.491200,C3_43,9,0.21392
,,00025.614480,A2_44,8,0.15808
,,00026.206720,D2_21,7,0.0992
,,00026.308640,B5_12,10,0.19976
,,00026.342480,B5_22,6,0.16848
,,00026.870560,A2_44,12,0.28408
,,00027.750560,D2_21,5,0.11432
,,00028.232240,C3_24,10,0.0988
,,00028.220400,C3_43,8,0.11008
,,00028.113840,B3_22,11,0.15936
,,00028.449760,B2_32,9,0.24016
,,00028.671040,A2_44,5,0.23376
,,00032.147120,D2_21,5,0.07736
,,00032.514400,A6_14,5,0.15504
,,00033.016560,A4_41,5,0.15224
,,00033.858880,D2_21,8,0.16984
,,00033.686480,A2_44,9,0.2156
,,00034.217280,D1_22,5,0.09648
,,00034.678640,A4_33,7,0.27088
,,00035.122160,D3_24,12,0.24768
,,00035.555680,C3_24,8,0.0436
,,00035.338880,A4_33,5,0.17808
,,00035.768960,C3_24,8,0.05488
,,00036.000480,A2_44,19,0.2364
,,00035.516880,D3_24,26,0.66816
,,00036.886640,D3_24,28,0.66528
,,00037.443520,A4_33,13,0.51216
,,00040.839760,B5_12,14,0.2228
,,00040.953760,B5_44,9,0.04368
,,00040.828720,B5_22,8,0.2004
,,00041.034160,A1_41,8,0.15152
,,00041.034880,A1_22,6,0.18104
,,00041.356560,A1_12,5,0.1228
,,00041.418160,A2_44,8,0.22232
,,00041.379600,A1_41,20,0.27112
,,00041.606400,A1_44,8,0.23472
,,00041.688720,A1_12,6,0.24696
,,00041.349760,A1_43,42,0.9584
,,00042.787520,C3_24,5,0.06144
,,00042.564240,C3_43,5,0.10656
,,00043.695280,B5_12,22,0.20448
,,00043.739200,B5_22,10,0.156
,,00043.782560,B5_44,17,0.11784
,,00044.997920,D2_21,5,0.11504
,,00046.591680,A1_22,5,0.26944
,,00046.538960,A3_34,15,0.18424
,,00046.569920,A3_32,7,0.17112
,,00046.633280,A3_42,5,0.10968
,,00046.427200,A5_24,7,0.25056
,,00047.069440,A3_34,7,0.24736
,,00047.493200,A3_34,6,0.33544
,,00048.233600,B3_22,12,0.118
,,00049.403440,D2_21,5,0.08064
,,00052.286960,C3_24,8,0.05056
,,00052.257360,C3_43,8,0.02384
,,00053.106800,B2_32,7,0.11216
,,00054.384240,A3_34,14,0.14128
,,00054.382000,B3_22,11,0.28264
,,00056.193120,D1_42,10,0.20688
,,00058.910320,D2_21,5,0.1484
,,00058.918880,B2_32,7,0.15496
,,00058.701040,B5_12,18,0.28784
,,00058.802480,B5_22,10,0.15192
,,00059.272560,B6_23,9,0.21072
,,00059.335840,B6_21,6,0.15488
,,00059.344480,B6_41,7,0.30992
,,00060.532000,A1_41,5,0.05824
,,00060.287680,A1_43,12,0.35072
,,00060.492240,A1_44,5,0.14472
,,00060.277600,D2_21,5,0.12832
,,00060.890320,B2_32,5,0.11168
,,00061.525600,B5_42,6,0.10664
,,00061.534400,B5_13,6,0.14952
,,00061.596000,B5_11,7,0.2636
,,00061.577200,B5_23,5,0.13136
,,00061.534000,B5_22,13,0.13168
,,00061.810320,D2_21,8,0.13696
,,00061.556560,B5_24,23,0.4576
,,00061.534240,B5_44,51,0.40256
,,00062.041680,B5_44,22,0.33408
,,00062.329440,B5_13,5,0.24656
,,00062.361280,B5_22,9,0.22928
,,00061.531200,B5_12,120,1.56912
,,00063.797440,B5_44,23,0.20808
,,00063.970400,B3_22,21,0.19256
,,00063.978320,B3_42,16,0.40176
,,00063.607840,B5_12,47,0.74016
,,00063.619920,B5_22,20,0.62216
,,00064.271760,B3_22,8,0.17792
,,00064.061040,B3_44,15,0.42096
,,00064.254960,D5_33,25,0.22344
,,00064.276720,D5_34,14,0.34848
,,00064.248960,D5_43,18,0.19032
,,00064.219680,D5_41,12,0.35824
,,00064.878960,B5_12,6,0.1904
,,00064.601680,B3_22,67,1.16232
,,00065.539280,B5_12,25,0.2692
,,00065.587280,B5_22,6,0.17664
,,00065.807520,C3_24,7,0.11616
,,00065.843440,C3_43,5,0.07584
,,00066.576960,B5_12,5,0.0608
,,00065.974720,B3_22,62,0.81736
,,00066.175760,B3_42,19,0.49632
,,00066.478080,B3_44,16,0.4856
,,00067.206640,B3_22,17,0.53504
,,00067.873680,B3_22,7,0.24096
,,00067.713920,C5_32,10,0.29072
,,00068.214720,B3_22,14,0.39752
,,00068.856800,B3_22,11,0.47256
,,00069.464880,B3_22,14,0.51696
,,00070.118880,C3_24,14,0.13328
,,00070.108720,C3_43,6,0.06088
,,00070.284240,D2_21,5,0.19664
,,00071.166000,C1_21,12,0.18712
,,00071.083200,C1_22,22,0.28552
,,00071.163600,C1_23,20,0.18032
,,00071.206080,C1_43,9,0.18336
,,00071.167280,C1_42,21,0.20752
,,00070.990720,C1_11,18,0.40936
,,00071.327600,B3_22,7,0.23384
,,00071.693040,B5_22,8,0.13048
,,00071.647600,B5_12,23,0.27248
,,00073.023440,A1_41,5,0.06384
,,00073.037600,A1_12,6,0.06992
,,00072.810560,A1_43,10,0.30552
,,00072.919440,A1_44,8,0.19544
,,00073.460560,B3_22,6,0.114
,,00073.380160,B5_12,17,0.7636
,,00073.820880,C5_32,5,0.11424
,,00074.680800,B3_22,7,0.3028
,,00075.033520,D2_21,9,0.192
,,00075.734400,B5_12,6,0.21784
,,00077.501120,B3_22,10,0.1084
,,00077.656480,A2_44,6,0.1252
,,00078.039440,B5_12,15,0.28672
,,00078.110880,B5_22,5,0.09768
,,00078.134640,A2_44,27,0.4524
,,00078.780800,A5_24,5,0.10976
,,00078.811680,A2_44,22,0.47856
,,00079.094160,C5_32,5,0.13048
,,00079.156080,B6_23,6,0.05368
,,00079.987120,A6_23,5,0.1244
,,00080.023600,A6_24,11,0.18296
,,00080.518960,B5_12,20,0.23128
,,00080.551360,B5_22,9,0.2
,,00080.916000,A2_44,18,0.65576
,,00082.469120,D2_21,6,0.0672
,,00082.821840,C3_24,13,0.18256
,,00083.967520,B4_23,7,0.1044
,,00083.830320,B4_43,19,0.2464
,,00083.771760,B4_31,6,0.14728
,,00084.028000,B4_31,18,0.46544
,,00084.964960,B6_23,7,0.12576
,,00084.924160,B6_41,10,0.388
,,00087.489200,B6_41,5,0.18776
,,00087.998000,A2_44,9,0.25344
,,00088.361920,B2_32,5,0.1284
,,00088.384080,B2_11,8,0.28632
,,00089.363200,D2_21,18,0.22856
,,00089.336960,D2_31,10,0.12832
,,00089.347040,D2_23,29,0.478
,,00089.700640,D2_21,7,0.28032
,,00089.352720,D2_34,28,0.72784
,,00090.290960,D2_21,13,0.33384
,,00090.397520,D2_34,6,0.14768
,,00091.382400,B1_31,15,0.10872
,,00091.370240,B1_12,10,0.13936
,,00091.363920,B1_43,31,0.22552
,,00091.411120,B1_42,9,0.08688
,,00091.237520,D2_34,7,0.2684
,,00091.693280,D2_21,6,0.11104
,,00091.616320,D2_31,5,0.08232
,,00091.922000,D2_21,6,0.14096
,,00091.608080,D2_23,19,0.50752
,,00091.638480,D2_34,27,0.57248
,,00091.336640,B1_14,105,1.14608
,,00092.394880,B6_23,6,0.1468
,,00092.606480,B1_14,8,0.35352
,,00092.859920,D2_34,7,0.37176
,,00093.627600,D3_24,18,0.55976
,,00094.355440,D3_24,5,0.24256
,,00094.832960,B5_12,17,0.21312
,,00094.827760,B5_42,5,0.10696
,,00094.834000,B5_22,11,0.1484
,,00095.257920,D2_21,5,0.12024
,,00095.893440,D2_34,6,0.3728
,,00096.720400,C3_14,6,0.10664
,,00096.513680,B6_23,5,0.148
,,00096.506080,B6_21,6,0.20392
,,00096.776720,C3_22,5,0.15976
,,00097.111760,D2_21,5,0.10928
,,00096.843200,B6_41,7,0.36624
,,00097.428240,B6_24,7,0.19232
,,00097.310320,B6_23,17,0.41824
,,00097.314720,B6_41,17,0.75008
,,00098.193760,B6_41,7,0.36096
,,00098.646960,D3_24,16,0.22912
,,00100.375280,B6_13,5,0.1184
,,00100.354080,B6_23,13,0.17928
,,00100.371200,B6_24,5,0.18136
,,00100.375600,B6_21,7,0.13248
,,00100.358240,B6_41,7,0.23848
,,00100.836880,B6_41,5,0.276
,,00104.161840,A1_41,10,0.15136
,,00104.543040,B5_12,20,0.33232
,,00104.620960,B5_42,5,0.14024
,,00104.739600,B5_44,6,0.0764
,,00104.637280,B5_22,10,0.15672
,,00108.713680,C3_22,8,0.22552
,,00109.203200,C3_22,8,0.22992
,,00111.755040,A2_44,5,0.1188
,,00111.878960,B6_23,6,0.15984
,,00113.399280,A1_43,9,0.23784
,,00115.128880,B5_12,7,0.16336
,,00117.126240,C3_24,13,0.19192
,,00117.451040,B6_23,8,0.25488
,,00119.816800,A2_44,14,0.29072
,,00120.102560,A5_24,5,0.09312
,,00123.195840,B5_12,12,0.13288
,,00123.311040,B5_44,12,0.036
,,00123.208000,B5_22,5,0.10128
,,00123.740160,C3_24,7,0.04864
,,00123.909600,A2_44,8,0.2052
,,00123.794720,C3_22,10,0.36184
,,00125.959360,A1_41,5,0.09264
,,00125.896960,A1_43,6,0.12728
,,00126.803120,B6_23,6,0.18272
,,00127.835360,B2_32,7,0.27152
,,00128.636640,A2_44,15,0.1904
,,00128.864000,C3_24,5,0.09128
,,00131.671200,B3_22,27,0.2912
,,00131.872400,B3_44,8,0.12936
,,00131.776960,B3_42,12,0.2996
,,00132.182560,B3_22,15,0.57888
,,00132.499920,B3_32,7,0.35184
,,00133.234080,C3_22,5,0.08528
,,00133.200400,C3_24,8,0.10232
,,00135.166240,D1_22,10,0.11408
,,00135.845120,B3_22,17,0.2644
,,00135.831120,B3_42,6,0.2116
,,00136.321040,B1_14,16,0.20696
,,00136.370160,B1_43,5,0.15704
,,00137.380960,C3_43,7,0.03048
,,00138.279760,C3_24,6,0.06
,,00138.060880,A3_34,8,0.16944
,,00138.317200,C3_22,11,0.34032
,,00139.571440,D5_33,27,0.31024
,,00139.569840,D5_43,16,0.29536
,,00139.558640,D5_41,22,0.33784
,,00139.749680,A3_32,9,0.2076
,,00139.848960,B5_12,24,0.28536
,,00139.899600,B5_24,6,0.12864
,,00139.940720,B5_44,19,0.15712
,,00139.894080,B5_22,11,0.17136
,,00139.628080,D5_34,13,0.30056
,,00140.017600,D3_24,9,0.31312
,,00139.646800,A3_34,29,0.7396
,,00140.270480,A2_44,19,0.28904
,,00140.374080,D3_33,5,0.16384
,,00140.496480,A3_34,10,0.36136
,,00140.458240,D3_24,16,0.4888
,,00141.730240,A6_24,5,0.06712
,,00141.885440,D3_24,11,0.19464
,,00142.208400,D1_22,8,0.12936
,,00142.230160,D1_42,5,0.14856
,,00142.221520,D3_24,16,0.43032
,,00143.135680,D1_42,7,0.25648
,,00143.090640,A5_24,7,0.19192
,,00143.390080,B2_32,9,0.29576
,,00144.018400,D1_22,7,0.24872
,,00144.694320,A5_24,6,0.17168
,,00145.653360,B3_22,10,0.15664
,,00148.196480,B3_22,5,0.02896
,,00149.208720,A4_41,5,0.2372
,,00149.908720,D3_24,5,0.13208
,,00150.901280,A3_34,13,0.1496
,,00151.540000,C3_24,6,0.11104
,,00152.545600,A2_44,9,0.14648
,,00152.584800,C5_32,5,0.128
,,00152.854240,A4_41,5,0.16568
,,00153.077600,A4_33,9,0.44984
,,00154.741200,B5_12,5,0.08328
,,00154.825360,B5_44,10,0.14144
,,00155.199760,B5_13,6,0.19648
,,00155.288960,B5_42,7,0.08864
,,00155.266800,B5_11,7,0.19736
,,00155.339360,B5_23,11,0.12168
,,00155.283040,B5_24,15,0.17728
,,00155.282240,B5_44,82,0.56656
,,00155.185120,B5_22,31,0.50944
,,00155.738720,B3_22,13,0.27008
,,00155.746880,A3_34,7,0.20072
,,00156.027600,A1_43,7,0.19392
,,00156.243440,B5_44,6,0.07864
,,00156.244240,B5_22,7,0.34328
,,00155.169520,B5_12,193,1.96368
,,00156.719920,B5_44,7,0.206
,,00156.691040,B5_22,12,0.37
,,00159.484000,B4_44,5,0.15216
,,00159.762000,A1_41,7,0.12096
,,00159.427280,B4_43,19,0.36368
,,00159.435440,B4_31,9,0.27392
,,00160.260320,A1_44,7,0.098
,,00159.857360,B4_31,10,0.37472
,,00160.148000,A1_41,27,0.33208
,,00160.405840,A1_12,7,0.20688
,,00160.112480,A1_43,43,0.74352
,,00160.605680,D2_31,9,0.13632
,,00160.603120,D2_23,19,0.18128
,,00160.853600,A1_44,5,0.1984
,,00160.643600,D2_21,21,0.27752
,,00161.014320,A1_43,9,0.36688
,,00161.104480,D2_23,9,0.1936
,,00160.561440,D2_34,27,0.67376
,,00161.482320,A1_43,8,0.33408
,,00161.739840,D2_31,6,0.11976
,,00161.720800,D2_21,26,0.47816
,,00161.742560,D2_34,35,0.7432
,,00163.484080,C3_12,10,0.04608
,,00163.274000,C3_22,10,0.2512
,,00163.479920,C3_24,17,0.1372
,,00163.469360,C3_43,16,0.07968
,,00163.483040,C3_14,36,0.28936
,,00163.804240,C3_43,17,0.30376
,,00163.669600,C3_12,33,0.7092
,,00164.270320,C3_43,7,0.09096
,,00164.406880,C3_14,5,0.1572
,,00164.080720,C3_24,37,0.45856
,,00164.447600,C3_11,6,0.26456
,,00164.150640,C3_22,13,0.53624
,,00164.686080,C3_43,6,0.08544
,,00164.958560,B3_22,8,0.124
,,00165.861120,C3_43,5,0.01704
,,00166.631280,C3_43,13,0.11344
,,00168.037600,B5_12,6,0.1108
,,00169.799120,B1_14,21,0.17664
,,00169.837360,B1_43,9,0.10968
,,00169.845760,D3_24,5,0.07216
,,00170.505120,D2_21,7,0.15264
,,00170.622480,B6_23,8,0.14064
,,00170.618320,B6_21,6,0.06952
,,00170.976720,C3_14,10,0.07256
,,00170.922000,C3_24,10,0.13248
,,00170.883680,C3_43,19,0.14672
,,00172.072480,B2_32,8,0.20112
,,00172.466080,C3_24,8,0.14888
,,00172.381040,C3_43,12,0.17024
,,00173.507200,B3_42,6,0.13464
,,00173.407200,B5_12,12,0.22384
,,00173.456080,B5_22,5,0.07784
,,00173.440400,B3_22,19,0.22296
,,00174.600160,A2_44,11,0.26976
,,00176.264160,A2_44,12,0.12464
,,00177.028000,C3_24,6,0.09048
,,00177.009520,C3_43,5,0.0164
,,00180.171920,C3_24,12,0.12744
,,00180.155840,C3_43,6,0.01704
,,00180.021040,B3_22,14,0.24464
,,00181.703920,C1_11,13,0.1148
,,00181.708240,C1_22,8,0.08856
,,00181.714000,C1_23,7,0.06936
,,00181.720480,C1_42,11,0.07168
,,00182.513680,B3_22,12,0.15488
,,00183.815120,A1_41,7,0.08256
,,00183.696160,A1_43,7,0.16208
,,00183.790240,C3_24,13,0.06552
,,00183.759840,C3_43,8,0.03184
,,00184.301360,B6_23,10,0.26504
,,00184.428080,B6_24,5,0.14336
,,00184.384720,B6_21,7,0.12392
,,00184.387120,B6_41,11,0.47832
,,00185.470400,A2_44,7,0.23272
,,00185.419040,B6_23,8,0.45464
,,00187.809280,A2_44,8,0.17024
,,00189.005200,C3_43,6,0.02968
,,00189.021920,C3_24,13,0.14808
,,00191.349760,B2_32,5,0.12976
,,00192.531360,D3_24,5,0.1156
,,00192.752480,D3_24,6,0.14656
,,00192.962080,B3_22,15,0.20896
,,00193.007280,D3_24,11,0.57032
,,00194.517120,D3_24,27,0.78936
,,00194.958800,B5_12,17,0.282
,,00195.173920,B5_44,9,0.02408
,,00195.072640,B5_22,5,0.17464
,,00196.029280,B3_22,9,0.13344
,,00197.833760,A2_44,11,0.15392
,,00198.622720,A1_41,5,0.108
,,00198.424560,A1_43,9,0.29488
,,00199.160160,C1_42,8,0.10616
,,00199.370000,C5_32,8,0.17024
,,00200.495440,B3_22,15,0.26888
,,00200.799520,D3_24,5,0.14664
,,00201.787280,D3_24,5,0.15448
,,00202.412080,D2_21,9,0.23304
,,00202.344720,D2_23,17,0.24592
,,00202.544000,D2_34,9,0.44072
,,00203.437040,A1_43,7,0.12888
,,00203.609200,D2_31,5,0.2008
,,00204.895040,A5_24,7,0.14808
,,00205.267680,D3_24,5,0.13848
,,00207.322560,D2_21,6,0.11968
,,00208.341760,B6_23,9,0.16248
,,00208.411520,B6_41,6,0.25568
,,00209.153760,A1_43,6,0.17664
,,00209.462240,B5_12,17,0.1796
,,00209.558240,B5_44,7,0.08064
,,00209.507120,B5_22,11,0.136
,,00209.777360,A2_44,12,0.18896
,,00209.813760,B3_22,15,0.19552
,,00211.551760,B3_22,9,0.08912
,,00211.466880,A1_44,5,0.20984
,,00212.292160,A2_44,8,0.1792
,,00214.357360,A2_44,7,0.12472
,,00215.458240,B3_32,5,0.136
,,00215.439920,C3_43,5,0.26672
,,00215.395200,B3_22,9,0.27152
,,00215.739360,A6_24,11,0.28744
,,00217.489920,A1_43,5,0.07256
,,00217.286880,D2_23,8,0.15856
,,00217.586480,A2_44,13,0.196
,,00217.707680,B3_22,12,0.18528
,,00220.559600,A1_43,5,0.17184
,,00220.449040,A1_44,5,0.26912
,,00222.717440,B5_22,8,0.17736
,,00222.641680,B5_12,24,0.34232
,,00222.742240,B5_44,21,0.16448
,,00223.562400,B3_22,5,0.11424
,,00223.984560,B1_31,12,0.12616
,,00224.018400,B1_12,9,0.10376
,,00223.818480,A2_44,11,0.14984
,,00223.957760,B1_43,27,0.26504
,,00224.233840,B3_22,15,0.17816
,,00224.565040,B5_13,6,0.15024
,,00224.560320,B5_23,5,0.10848
,,00224.485600,B5_22,13,0.17184
,,00224.483760,B5_12,84,0.63472
,,00224.555280,B5_11,9,0.43584
,,00224.524480,B5_24,21,0.4548
,,00224.542880,B5_44,52,0.37152
,,00224.754880,B6_23,5,0.15608
,,00223.921760,B1_14,123,1.4004
,,00225.253760,C3_24,10,0.10544
,,00225.261040,A1_43,8,0.18872
,,00225.472240,A5_24,6,0.12016
,,00225.401840,B5_22,6,0.22576
,,00225.449680,B1_14,10,0.43224
,,00225.385760,B5_12,13,0.37864
,,00225.789600,B2_32,6,0.15104
,,00225.885040,B3_22,9,0.18008
,,00226.543200,D2_21,6,0.13968
,,00226.562320,B1_14,7,0.37984
,,00227.460720,A2_44,14,0.19552
,,00228.803600,B3_22,6,0.05792
,,00229.409200,A2_44,7,0.14656
,,00230.183360,A1_43,5,0.118
,,00230.226400,A1_41,9,0.18232
,,00230.322560,A1_22,6,0.15472
,,00230.964400,A4_33,7,0.34352
,,00232.272080,B6_23,10,0.09968
,,00232.232400,B6_21,5,0.10432
,,00232.266320,B6_41,5,0.19744
,,00233.050880,B2_32,6,0.08672
,,00233.084560,B2_34,6,0.14296
,,00233.067840,A4_33,6,0.26744
,,00233.395280,B5_12,10,0.18392
,,00233.533520,B3_22,10,0.20728
,,00233.626000,A4_33,22,0.53616
,,00234.260640,B2_11,6,0.2284
,,00234.229120,B2_34,7,0.23952
,,00234.226320,B2_32,10,0.27768
,,00234.568800,A3_34,5,0.1156
,,00235.784240,C1_11,5,0.10544
,,00235.854240,C1_42,5,0.07392
,,00235.976320,B5_22,8,0.15904
,,00235.942560,B5_12,23,0.24816
,,00236.634080,A2_44,11,0.23888
,,00236.879120,B6_23,5,0.09552
,,00236.900080,B6_21,5,0.08328
,,00237.424400,B2_11,5,0.27576
,,00240.919040,A2_44,15,0.19576
,,00241.021600,D3_24,22,0.69832
,,00242.183920,A1_44,5,0.18736
,,00242.636400,D5_33,24,0.25576
,,00242.667520,D5_41,16,0.18712
,,00242.887520,A5_24,5,0.1252
,,00242.734640,D5_34,12,0.22432
,,00242.656800,D5_43,22,0.2464
,,00243.266480,D3_24,21,0.45472
,,00244.277040,C3_22,6,0.18856
,,00244.658880,B6_23,10,0.26152
,,00245.785600,C3_24,7,0.14784
,,00246.363200,B3_22,6,0.11264
,,00247.188720,C3_43,5,0.04616
,,00247.214160,B5_44,12,0.148
,,00247.147280,B5_22,9,0.24992
,,00247.365280,D3_24,5,0.11664
,,00247.402160,C3_24,5,0.05976
,,00247.118000,B5_12,19,0.3116
,,00247.389520,C3_22,10,0.2752
,,00247.850960,C3_22,5,0.18448
,,00248.253280,A3_34,7,0.146
,,00248.527120,A1_43,10,0.15864
,,00248.525600,A1_44,5,0.19976
,,00248.732240,B5_42,6,0.0924
,,00248.728400,B5_22,12,0.10976
,,00248.504080,C5_32,10,0.20976
,,00248.696720,B5_12,38,0.4164
,,00248.767520,B5_44,47,0.37408
,,00248.762400,B5_24,15,0.48376
,,00250.068640,D2_21,6,0.11208
,,00251.225200,B6_23,5,0.11152
,,00252.324960,A2_44,15,0.13352
,,00253.375280,B1_21,5,0.04432
,,00253.396640,B1_31,7,0.05048
,,00253.392880,B1_12,11,0.10008
,,00253.397920,B1_13,5,0.0352
,,00253.364880,B1_43,32,0.20912
,,00253.397360,B1_42,9,0.08984
,,00254.132640,B3_22,11,0.15304
,,00253.367840,B1_14,68,1.17688
,,00255.020560,B5_42,5,0.08584
,,00255.026560,B5_12,17,0.23088
,,00255.116000,B5_44,6,0.0468
,,00255.031520,B5_22,7,0.1628
,,00255.386400,A1_43,5,0.25136
,,00255.492880,A2_44,12,0.14456
,,00255.568320,C3_24,7,0.07152
,,00255.228960,C5_32,7,0.2412
,,00255.360400,B6_23,7,0.20656
,,00255.463600,B6_21,6,0.16472
,,00255.449600,B6_41,10,0.2276
,,00257.220320,A3_34,10,0.1152
,,00257.654880,D2_31,6,0.05896
,,00257.758800,C3_43,6,0.016
,,00257.689840,D2_21,16,0.30344
,,00257.661600,D2_23,19,0.2452
,,00257.641200,D2_34,16,0.59696
,,00258.651120,A3_32,5,0.11104
,,00258.465840,A3_34,30,0.51256
,,00259.016560,D2_21,21,0.30224
,,00258.930960,D2_31,8,0.23544
,,00259.042160,A2_44,12,0.14048
,,00259.102000,A3_34,8,0.21792
,,00258.913280,D2_23,16,0.58784
,,00258.955360,D2_34,33,0.85624
,,00259.825520,C3_14,7,0.07384
,,00259.566080,A5_24,9,0.30832
,,00260.284320,A1_43,7,0.22392
,,00260.471280,A2_44,11,0.2256
,,00260.389040,D2_34,8,0.57392
,,00261.297840,B2_32,5,0.08912
,,00261.925040,C1_21,14,0.14544
,,00261.941040,C1_11,22,0.11944
,,00261.942800,C1_22,15,0.2068
,,00261.935600,C1_42,18,0.14032
,,00261.946160,C1_23,20,0.24528
,,00262.498960,B3_22,10,0.11088
,,00263.020000,A2_44,6,0.10816
,,00263.440240,B5_12,13,0.26456
,,00263.525360,B5_22,6,0.15216
,,00264.698560,A1_41,6,0.04776
,,00264.693040,A1_43,9,0.14448
,,00265.794800,C3_24,6,0.02904
,,00265.885760,A2_44,11,0.2032
,,00266.048880,C3_43,6,0.02296
,,00266.071040,C3_24,12,0.14072
,,00266.198160,A3_34,5,0.09112
,,00266.545520,B3_22,8,0.12064
,,00267.469440,B1_31,8,0.04904
,,00267.471200,B1_12,7,0.0776
,,00267.449360,B1_43,23,0.11608
,,00267.425200,B1_42,8,0.10208
,,00267.271040,C3_43,5,0.22016
,,00267.407760,B1_14,46,0.69248
,,00269.991200,B3_22,9,0.056
,,00270.390880,A2_44,10,0.2536
,,00270.583440,C3_22,6,0.15576
,,00270.568320,C3_24,8,0.11856
,,00270.881680,C3_22,6,0.16224
,,00271.177840,B3_22,5,0.13352
