Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00090.132720,B4_43,22,0.29328
,,00090.299360,A2_44,29,0.67992
,,00090.905520,B6_21,10,0.16744
,,00090.914800,B6_23,9,0.34936
,,00091.336960,D2_21,10,0.10048
,,00091.345040,B6_41,7,0.3132
,,00092.140560,B3_22,6,0.04952
,,00094.077920,C3_12,6,0.06456
,,00094.084240,C3_43,7,0.03608
,,00094.087760,C3_22,10,0.28016
,,00094.105120,C3_14,11,0.05232
,,00094.100720,C3_24,6,0.06144
,,00094.081120,B3_22,11,0.22944
,,00094.067280,B3_32,7,0.19696
,,00094.703280,B2_32,6,0.16568
,,00094.714880,A2_44,8,0.19192
,,00095.032240,B5_22,7,0.07432
,,00095.011040,B5_12,10,0.1484
,,00095.211840,B6_23,10,0.08672
,,00095.200080,B6_21,5,0.07904
,,00095.467360,C3_12,8,0.0452
,,00095.490720,C3_24,6,0.03616
,,00095.400240,C3_43,8,0.09672
,,00095.238400,B6_41,7,0.24152
,,00095.485200,C3_22,9,0.18304
,,00096.357840,D6_33,13,0.3164
,,00096.516400,D6_32,10,0.19048
,,00097.248880,B1_14,5,0.12144
,,00098.415040,D2_21,5,0.1048
,,00098.335120,B2_32,6,0.18952
,,00098.710320,B2_31,6,0.17096
,,00099.938080,A2_44,8,0.29616
,,00100.235120,C3_12,12,0.08
,,00100.248240,C3_24,20,0.12032
,,00100.253440,C3_43,10,0.0736
,,00100.285360,C3_22,18,0.29848
,,00100.282000,C3_14,30,0.19496
,,00100.356800,B3_44,10,0.26344
,,00100.774720,C3_43,7,0.03696
,,00100.828400,C3_12,8,0.2628
,,00100.782880,C3_24,33,0.45704
,,00101.344960,C3_43,24,0.15976
,,00101.422560,C3_12,9,0.292
,,00101.171040,C3_22,30,0.57624
,,00101.963920,C3_22,5,0.15192
,,00102.803840,C3_22,10,0.10576
,,00102.771920,C3_14,50,0.35624
,,00102.562240,C3_43,34,0.35024
,,00102.582240,C3_24,43,0.59672
,,00102.638400,C3_12,61,0.84496
,,00103.360240,C3_24,20,0.28632
,,00103.343920,C3_43,6,0.1368
,,00103.437040,D1_42,12,0.266
,,00104.075200,D1_42,6,0.12144
,,00104.531600,C3_43,8,0.45512
,,00105.157280,A4_33,10,0.28488
,,00106.042320,A2_44,17,0.30784
,,00106.058000,C3_43,7,0.25776
,,00107.319200,D1_22,7,0.13688
,,00108.247120,A4_41,10,0.12904
,,00108.367760,B5_12,10,0.10648
,,00108.357120,B5_22,9,0.08192
,,00108.505280,A3_34,28,0.29264
,,00108.612640,A3_32,7,0.11632
,,00108.509600,A3_44,5,0.20656
,,00108.177360,A4_33,22,0.53384
,,00108.899360,A3_34,12,0.25392
,,00109.415120,A1_41,5,0.0416
,,00109.342240,A1_12,6,0.12912
,,00109.291440,A1_44,5,0.17952
,,00109.256880,A3_34,8,0.2332
,,00109.624800,A3_34,9,0.28
,,00111.002960,B2_31,7,0.14096
,,00110.823280,B5_12,12,0.2972
,,00111.408400,A4_33,9,0.39608
,,00112.687440,B3_22,10,0.13376
,,00112.702080,B3_32,5,0.10256
,,00114.327360,D2_31,12,0.14344
,,00114.327360,D2_23,24,0.27016
,,00114.341680,D2_21,20,0.55432
,,00114.636800,B3_22,10,0.13328
,,00114.657760,B3_44,7,0.19448
,,00114.643040,B3_42,10,0.12544
,,00114.348320,D2_34,26,0.60168
,,00114.984400,A6_24,9,0.12928
,,00115.398480,A5_13,7,0.1752
,,00115.232960,A6_24,6,0.20776
,,00116.230720,D1_42,5,0.14176
,,00116.097200,D2_21,18,0.27288
,,00115.912240,D2_34,13,0.46648
,,00116.063760,A3_34,7,0.20808
,,00115.835840,A5_13,22,0.90112
,,00117.177040,D2_21,5,0.12872
,,00117.083680,D2_34,5,0.1628
,,00117.670400,A1_44,5,0.2628
,,00119.995440,B3_22,8,0.12672
,,00120.017600,B3_32,6,0.11888
,,00120.291760,A2_44,6,0.17816
,,00120.260880,A4_41,9,0.1916
,,00121.993600,C2_21,14,0.12664
,,00121.982000,C2_31,9,0.08264
,,00121.990560,C2_22,7,0.06632
,,00121.954560,C2_33,9,0.12736
,,00121.957520,C2_43,9,0.1088
,,00121.961120,C2_41,31,0.25904
,,00124.797120,C3_43,5,0.01536
,,00124.869360,C3_12,8,0.10032
,,00124.945760,C3_22,6,0.12544
,,00124.943840,C3_14,14,0.0528
,,00124.840800,C3_24,21,0.17872
,,00124.946800,C3_43,10,0.03712
,,00125.541840,C3_24,24,0.43008
,,00128.279440,D4_21,5,0.124
,,00128.478160,B6_41,6,0.28672
,,00129.208400,D6_33,5,0.17264
,,00131.736000,B6_23,9,0.08744
,,00131.758640,B6_21,8,0.07856
,,00131.757760,B6_41,11,0.37528
,,00132.296960,D5_33,8,0.08168
,,00132.306560,D5_43,5,0.16416
,,00132.266400,B6_41,7,0.2736
,,00137.451520,A2_44,15,0.41568
,,00138.149440,B5_14,5,0.138
,,00138.144960,B5_23,7,0.1396
,,00138.143200,B5_42,7,0.11304
,,00138.129440,B5_22,12,0.16864
,,00138.173600,B5_24,23,0.65416
,,00138.174560,B5_44,74,0.71872
,,00138.820240,B5_22,22,0.58968
,,00139.205040,A5_13,21,0.62976
,,00139.489600,B5_23,16,0.5368
,,00139.442000,B5_44,77,0.64968
,,00139.548320,B5_22,19,0.55664
,,00138.130560,B5_12,233,2.09344
,,00139.949840,A5_13,11,0.5176
,,00140.921440,B5_12,8,0.1356
,,00141.066160,B3_22,12,0.14904
,,00141.311840,D2_21,7,0.16056
,,00141.951680,A5_13,6,0.22904
,,00142.853360,C3_22,6,0.11888
,,00143.108080,B3_22,14,0.10528
,,00143.101920,B3_32,5,0.11008
,,00144.103920,B6_41,5,0.2576
,,00144.284160,B3_22,5,0.14304
,,00146.900640,A1_43,5,0.13984
,,00146.789280,A1_44,5,0.25256
,,00148.233920,C3_24,6,0.03624
,,00149.126560,B6_23,6,0.13776
,,00150.270240,B5_22,8,0.11256
,,00150.102400,B5_12,27,0.42296
,,00151.188320,D5_33,7,0.22256
,,00151.928800,B3_22,13,0.1612
,,00152.187040,D2_21,11,0.10792
,,00153.147840,B3_42,11,0.11848
,,00153.158960,B3_22,15,0.2592
,,00153.174000,B3_44,8,0.23048
,,00153.871680,B3_22,10,0.1892
,,00154.045040,A2_44,11,0.22152
,,00154.540640,D6_33,9,0.19432
,,00154.622720,B3_22,6,0.30664
,,00155.284960,B3_22,5,0.2732
,,00155.407040,B5_12,13,0.1656
,,00155.502160,B5_44,10,0.02664
,,00155.415520,B5_22,6,0.12488
,,00156.040160,B3_22,11,0.09312
,,00156.095440,B3_42,8,0.08256
,,00157.622640,A2_44,12,0.26072
,,00158.994640,C3_24,6,0.04608
,,00159.945200,C3_43,9,0.37504
,,00160.607040,B5_13,6,0.15224
,,00160.594880,B5_22,11,0.1048
,,00160.669520,B5_24,14,0.44368
,,00160.658640,B5_44,36,0.3304
,,00161.304160,D3_22,8,0.08704
,,00161.262240,D3_24,5,0.06432
,,00160.985040,B3_22,11,0.1884
,,00161.020000,B3_42,7,0.23352
,,00160.594000,B5_12,52,0.79264
,,00161.282000,D3_41,10,0.16528
,,00162.552640,D1_22,5,0.03136
,,00162.335440,C2_41,6,0.0976
,,00162.623120,D3_42,6,0.0676
,,00162.896640,B5_12,5,0.2104
,,00163.525520,D5_33,7,0.10184
,,00163.554640,D5_13,5,0.13408
,,00163.564480,D5_43,6,0.1124
,,00164.223280,B1_21,6,0.07432
,,00164.221360,B1_31,11,0.07128
,,00164.242400,B1_12,9,0.06024
,,00164.193440,B1_13,6,0.06832
,,00164.220080,B1_43,20,0.20968
,,00164.384320,C3_12,8,0.09224
,,00164.422160,C3_22,10,0.22072
,,00164.021680,B1_14,60,0.63912
,,00164.769120,B3_22,10,0.22728
,,00164.912320,B3_42,5,0.08064
,,00164.840560,D5_33,6,0.15704
,,00165.502160,A3_34,5,0.06736
,,00165.303200,C4_42,9,0.25816
,,00165.592240,D2_21,5,0.0644
,,00167.309840,B3_22,6,0.04928
,,00167.404160,B2_32,7,0.2268
,,00170.427520,B6_23,7,0.21184
,,00170.821920,C4_42,5,0.13104
,,00171.684320,B2_32,8,0.18824
,,00172.217200,D2_21,5,0.09528
,,00172.439600,A1_43,5,0.06184
,,00173.266000,C3_24,6,0.04272
,,00173.286960,B3_22,9,0.2404
,,00174.175040,B2_31,6,0.07832
,,00174.167760,B2_32,8,0.14768
,,00175.024160,A6_24,6,0.1952
,,00175.809360,C3_12,6,0.06264
,,00175.796800,C3_43,8,0.04544
,,00175.575120,A3_34,14,0.12256
,,00175.880640,C3_14,9,0.05576
,,00175.841200,C3_24,18,0.19248
,,00176.777920,A3_34,21,0.544
,,00177.980080,B2_32,5,0.23568
,,00178.701680,B5_12,21,0.4368
,,00178.873280,B5_13,6,0.18632
,,00178.949920,B5_44,20,0.11344
,,00178.870880,B5_22,13,0.2912
,,00179.109120,D5_34,9,0.1916
,,00179.164000,D5_44,8,0.1864
,,00179.038480,D5_33,29,0.408
,,00179.126960,D5_43,21,0.41272
,,00179.171920,D5_41,24,0.27408
,,00179.632560,B2_31,6,0.07904
,,00179.602320,B2_32,5,0.16888
,,00180.158800,B3_22,6,0.03552
,,00180.404720,A1_44,5,0.1932
,,00180.898640,D4_32,6,0.18984
,,00181.388480,A3_34,11,0.16048
,,00182.209040,B1_14,5,0.16264
,,00182.797600,B3_22,8,0.11536
,,00183.246880,D1_22,5,0.04912
,,00184.056080,A1_43,10,0.17432
,,00184.054960,A1_44,6,0.22384
,,00184.556720,D1_22,5,0.04256
,,00184.489600,A2_44,15,0.162
,,00185.656640,D5_13,9,0.06104
,,00185.559760,D5_33,31,0.28256
,,00185.623520,D5_34,5,0.07832
,,00185.619680,D5_43,17,0.13984
,,00185.619200,D5_21,5,0.07248
,,00185.643680,D5_41,19,0.12368
,,00186.719840,B2_32,7,0.18096
,,00187.649600,D1_42,5,0.11624
,,00188.894080,D2_21,8,0.0912
,,00189.477920,D1_42,23,0.76344
,,00190.428240,C3_22,5,0.09016
,,00190.533200,D1_22,6,0.16464
,,00191.067040,A3_34,8,0.14784
,,00191.503440,C3_12,7,0.10032
,,00191.514080,C3_43,5,0.0616
,,00191.542240,C3_22,18,0.23864
,,00192.689360,C2_41,27,0.142
,,00192.709280,C2_21,7,0.09344
,,00192.716640,C2_31,7,0.07848
,,00192.714720,C2_22,11,0.06912
,,00192.711840,C2_23,8,0.09416
,,00192.700960,C2_33,13,0.122
,,00192.699840,C2_43,9,0.08784
,,00192.464800,A2_44,5,0.21528
,,00192.755120,C3_12,11,0.0992
,,00192.749520,C3_22,12,0.1492
,,00192.724880,C3_43,20,0.08616
,,00192.752480,C3_14,29,0.18552
,,00192.747840,C3_24,20,0.15592
,,00193.298640,C1_22,11,0.0796
,,00193.246160,C1_24,5,0.10592
,,00193.286560,C1_11,19,0.15992
,,00193.297920,C1_23,7,0.10832
,,00193.290640,C1_42,20,0.15544
,,00193.206320,C3_12,8,0.2108
,,00193.344320,C3_43,8,0.06008
,,00193.684080,C2_41,7,0.1944
,,00193.598480,C3_22,8,0.23608
,,00193.376720,C3_24,27,0.41648
,,00194.109440,C3_22,5,0.13664
,,00194.015600,C3_43,23,0.17328
,,00194.490800,C3_22,8,0.13224
,,00194.126640,C3_12,59,0.76792
,,00194.115040,C3_24,43,0.62096
,,00194.374080,C3_43,25,0.28456
,,00194.561360,D6_33,6,0.16272
,,00194.485520,C3_14,52,0.41896
,,00194.942240,A1_41,14,0.27768
,,00195.409120,C4_42,7,0.12856
,,00195.549760,A1_43,7,0.20456
,,00195.639840,A1_44,5,0.08112
,,00195.667280,C3_43,11,0.09648
,,00195.808480,D5_41,6,0.07248
,,00195.826560,D5_33,10,0.10944
,,00195.824880,D5_43,10,0.07672
,,00196.105600,D4_23,5,0.0916
,,00196.114240,D4_32,8,0.26472
,,00196.096880,D4_21,11,0.26592
,,00196.359680,A1_43,16,0.37144
,,00196.976960,A1_43,5,0.254
,,00197.670560,D5_43,8,0.12664
,,00197.690560,D5_41,5,0.08312
,,00198.446320,D1_22,5,0.07688
,,00199.716480,D6_33,5,0.10736
,,00200.165280,C1_21,12,0.14392
,,00200.148720,C1_22,19,0.1804
,,00200.152320,C1_23,22,0.16952
,,00200.144400,C1_43,7,0.12296
,,00200.148240,C1_42,37,0.15848
,,00200.151680,C1_11,27,0.27416
,,00201.609360,C1_11,6,0.10792
,,00201.602560,C1_42,5,0.11368
,,00203.000240,B2_32,7,0.29816
,,00205.480400,B6_23,10,0.35624
,,00205.638960,B6_41,9,0.32544
,,00206.110480,B2_32,9,0.26112
,,00206.091760,B2_31,15,0.49272
,,00206.604080,B3_22,9,0.16568
,,00207.046480,B2_31,14,0.52848
,,00207.658720,D4_21,6,0.08584
,,00207.920240,B2_31,10,0.32
,,00208.148960,B2_11,5,0.0712
,,00210.072240,B2_31,7,0.23272
,,00211.556960,A6_24,5,0.21528
,,00212.090880,A2_44,23,0.25568
,,00213.199440,B2_31,5,0.08968
,,00214.088800,B3_22,6,0.02496
,,00214.257920,A3_34,6,0.05392
,,00214.975760,D2_31,9,0.1144
,,00214.998960,D2_21,20,0.33992
,,00214.960160,D2_23,20,0.2692
,,00215.100720,A2_44,16,0.15672
,,00214.994400,D2_34,32,0.7236
,,00215.651280,D2_21,12,0.3208
,,00216.225520,C3_24,8,0.13176
,,00216.808160,A3_34,12,0.10632
,,00217.842400,D2_34,5,0.1492
,,00218.638400,B6_23,10,0.17072
,,00218.776160,B6_21,8,0.06584
,,00218.927440,D6_33,14,0.2164
,,00218.972880,D6_32,12,0.15504
,,00219.079040,B3_22,7,0.12656
,,00219.244160,A2_44,13,0.29376
,,00219.485680,B6_23,6,0.2332
,,00219.987280,D2_21,17,0.31416
,,00218.778080,B6_41,37,1.41792
,,00220.771280,A2_44,9,0.0816
,,00220.838880,B6_14,7,0.24136
,,00220.758400,B6_13,5,0.19872
,,00220.865520,B6_24,8,0.21616
,,00220.787760,D6_32,9,0.18
,,00221.190240,B5_42,7,0.13368
,,00221.161840,B5_22,16,0.17696
,,00220.762880,B6_41,17,0.61944
,,00221.092400,B5_23,16,0.42216
,,00221.167200,B5_24,17,0.41552
,,00220.813760,B6_23,28,0.60136
,,00221.116080,B5_12,67,0.77768
,,00221.486480,B6_41,6,0.28704
,,00221.861440,A3_32,7,0.07224
,,00221.208080,B5_44,81,0.8592
,,00222.128240,A2_44,9,0.21368
,,00221.706800,A3_34,59,1.18096
,,00222.048400,B5_12,22,0.75992
,,00222.917840,B5_12,20,0.46712
,,00222.852800,B5_22,8,0.32136
,,00224.357760,C3_43,5,0.212
,,00224.658720,B6_41,5,0.2344
,,00224.672240,B6_23,8,0.282
,,00225.067040,D2_21,7,0.28632
,,00226.054720,A2_44,15,0.14
,,00227.466400,D4_21,5,0.05072
,,00227.706720,C3_12,7,0.1236
,,00228.755840,B3_22,7,0.02464
,,00229.128240,C1_11,6,0.13888
,,00229.175840,D2_21,6,0.11128
,,00229.566800,A2_44,10,0.31576
,,00231.439840,B3_22,11,0.10752
,,00231.697280,A2_44,14,0.19224
,,00232.513760,B5_12,6,0.11944
,,00232.871680,D3_41,5,0.05
,,00232.845600,D3_22,9,0.18432
,,00232.877360,D3_33,6,0.04728
,,00232.783040,D3_24,6,0.1332
,,00233.171760,D4_21,7,0.08328
,,00233.658880,B5_44,8,0.03992
,,00233.390480,B5_22,15,0.34632
,,00233.273120,B5_12,46,0.64416
,,00234.153920,B1_14,24,0.21728
,,00234.223680,B1_43,7,0.12344
,,00234.219200,A2_44,12,0.22336
,,00234.445040,D3_24,6,0.1788
,,00234.417200,B3_22,11,0.21064
,,00235.407040,B1_14,21,0.1976
,,00235.411280,B1_43,10,0.21448
,,00235.828400,C3_24,10,0.06248
,,00235.813200,C3_43,5,0.0204
,,00236.401440,B5_12,12,0.13312
,,00236.416560,B5_22,9,0.0928
,,00236.808400,A2_33,6,0.066
,,00236.839040,A2_21,7,0.07456
,,00236.611760,A2_44,52,0.61808
,,00237.365680,A2_44,7,0.31672
,,00238.211200,D2_23,15,0.13808
,,00237.786960,A2_44,10,0.39232
,,00238.228880,D2_34,8,0.28816
,,00238.293840,A2_44,6,0.23368
,,00238.563360,B5_12,8,0.12
,,00239.592240,D2_34,5,0.17672
,,00239.637840,A2_44,5,0.20584
,,00239.581120,D2_21,34,0.5268
,,00240.390080,A2_44,6,0.24216
,,00240.982880,A1_43,5,0.07536
,,00240.940480,A2_44,8,0.38024
,,00241.840320,A2_44,5,0.19992
,,00242.164240,A2_44,6,0.32296
,,00243.247600,B5_22,10,0.10448
,,00243.515360,A4_41,5,0.04808
,,00243.257200,B5_12,17,0.17208
,,00243.827040,D5_13,7,0.18856
,,00243.900000,D5_34,8,0.06264
,,00243.898080,D5_43,9,0.13496
,,00243.868320,D5_44,5,0.05928
,,00243.910160,D5_41,20,0.19856
,,00243.766560,D5_33,26,0.43272
