Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00194.698320,A4_33,7,0.0816
,,00194.441920,B5_22,8,0.2608
,,00194.562400,B5_12,23,0.47592
,,00195.134800,A4_41,5,0.16016
,,00195.314400,A3_34,31,0.9888
,,00196.682320,B3_22,10,0.13552
,,00197.260800,A4_33,8,0.21896
,,00197.820000,A1_43,6,0.12552
,,00198.134640,B2_32,7,0.22792
,,00198.532640,C3_43,5,0.0132
,,00198.536560,C3_14,5,0.11784
,,00198.778880,B3_22,11,0.31528
,,00200.072080,D1_42,11,0.17888
,,00200.114400,A1_43,12,0.20072
,,00200.090160,A1_44,6,0.22728
,,00200.757360,D1_11,5,0.24176
,,00201.923200,A1_43,7,0.15176
,,00201.966640,B3_22,7,0.118
,,00202.784400,D3_41,6,0.07552
,,00202.938160,A5_24,5,0.19256
,,00202.928960,B5_12,6,0.03096
,,00203.071600,B5_12,16,0.17712
,,00203.087840,B5_13,5,0.09992
,,00203.110000,B5_44,8,0.10032
,,00203.089200,B5_22,8,0.1204
,,00203.224480,B6_23,6,0.0736
,,00203.201840,B6_21,5,0.09144
,,00203.555280,B3_44,6,0.0856
,,00203.017520,A6_24,11,0.4116
,,00203.674160,A1_43,5,0.14728
,,00203.475440,B3_42,19,0.4836
,,00204.034720,B3_32,5,0.15256
,,00203.346720,B3_22,75,1.22928
,,00204.947280,D2_21,7,0.13536
,,00204.390800,D3_24,19,0.58184
,,00204.750480,B3_22,19,0.53408
,,00205.709920,D1_22,5,0.13968
,,00205.624320,B3_42,6,0.09968
,,00206.605120,B5_12,16,0.14448
,,00206.644320,B5_44,13,0.06296
,,00206.647280,B5_22,7,0.0944
,,00207.786720,A1_43,8,0.14136
,,00205.449280,B3_22,112,2.92464
,,00208.747040,D2_21,11,0.1968
,,00208.663360,B3_22,22,0.91528
,,00209.821440,B3_22,7,0.28136
,,00210.211840,B3_22,14,0.58592
,,00210.915920,B3_22,5,0.21632
,,00211.303440,B3_22,21,0.28896
,,00211.364000,B3_42,8,0.29656
,,00211.903520,B6_23,5,0.05656
,,00212.455120,B3_22,8,0.25032
,,00212.899360,B3_22,17,0.23464
,,00213.887600,A1_43,6,0.0764
,,00214.068480,B3_22,12,0.13728
,,00215.493920,D2_21,5,0.14344
,,00215.293200,B3_22,8,0.12784
,,00215.376800,B6_23,9,0.16352
,,00216.718320,B3_22,11,0.09056
,,00218.916400,B3_22,12,0.1308
,,00218.813040,C5_32,8,0.29352
,,00221.463440,C1_11,7,0.16584
,,00221.540160,C1_23,5,0.04824
,,00221.534880,C1_42,5,0.06648
,,00221.500000,B5_22,7,0.1172
,,00221.428560,B5_12,17,0.24864
,,00222.025520,A1_43,5,0.09992
,,00222.798240,A4_33,8,0.23872
,,00223.238160,B3_22,6,0.04256
,,00224.538640,B5_12,21,0.28728
,,00224.548080,B5_44,6,0.12072
,,00224.535760,B5_22,9,0.22096
,,00225.271040,D2_21,10,0.10672
,,00226.753760,D2_21,7,0.14392
,,00226.724800,D2_34,6,0.14648
,,00228.656400,A1_41,9,0.07328
,,00228.523360,A1_43,6,0.20472
,,00229.338640,A1_43,6,0.14568
,,00230.224560,B6_23,12,0.23552
,,00231.843520,B5_12,17,0.12664
,,00231.912960,B5_24,7,0.0756
,,00231.941680,B5_44,10,0.18952
,,00231.848320,B5_22,8,0.23496
,,00231.897920,A2_44,19,0.31976
,,00233.035280,A1_41,9,0.10384
,,00233.009600,A1_43,8,0.19464
,,00233.008240,A1_44,7,0.16776
,,00233.022160,D2_21,14,0.13336
,,00235.089600,D1_42,5,0.16728
,,00235.552160,B1_31,9,0.0856
,,00235.548320,B1_12,7,0.066
,,00235.560560,B1_34,6,0.04552
,,00235.540800,B1_32,9,0.0668
,,00235.543200,B1_42,6,0.06704
,,00235.508240,A1_43,7,0.12112
,,00235.539200,B1_43,20,0.1708
,,00236.483440,B3_22,6,0.0412
,,00235.525440,B1_14,88,1.25272
,,00236.896800,B1_14,14,0.67208
,,00237.356560,B2_32,6,0.18056
,,00237.926400,C3_24,12,0.06024
,,00238.142080,A1_43,6,0.15
,,00238.126000,A1_44,5,0.13544
,,00238.162080,A3_34,9,0.12488
,,00238.246960,A4_33,11,0.30312
,,00238.606320,A3_34,6,0.13456
,,00238.448800,B1_14,8,0.46784
,,00238.871120,D2_21,5,0.11224
,,00238.901440,B5_12,20,0.33144
,,00239.130320,B5_44,6,0.06848
,,00238.914240,B5_22,11,0.29184
,,00240.161920,C2_41,5,0.08552
,,00240.766560,B2_32,8,0.20272
,,00240.836720,B5_12,8,0.17792
,,00241.386320,B6_23,6,0.10768
,,00243.358160,A1_43,7,0.192
,,00244.512000,D2_21,8,0.25368
,,00244.498160,D2_34,7,0.24696
,,00245.083680,C3_14,11,0.05328
,,00245.022640,C3_24,8,0.0824
,,00245.516000,B5_12,13,0.18848
,,00245.622000,B5_44,6,0.06456
,,00245.523360,B5_22,7,0.1552
,,00245.516160,D5_33,8,0.16584
,,00245.538480,D5_34,7,0.15968
,,00245.484480,D5_43,11,0.18632
,,00245.488000,D5_41,14,0.23312
,,00246.213680,A1_43,7,0.112
,,00246.045840,D2_21,8,0.13312
,,00247.344880,B6_23,6,0.13848
,,00249.862880,A1_43,5,0.1
,,00252.312480,D2_21,6,0.09328
,,00253.360880,B5_12,24,0.25728
,,00253.363840,B5_42,5,0.15224
,,00253.454960,B5_44,13,0.05712
,,00253.376400,B5_22,8,0.16448
,,00253.680080,C3_14,6,0.09216
,,00253.719440,C3_22,6,0.19728
,,00254.279120,C1_11,5,0.0872
,,00254.512160,B1_14,14,0.23208
,,00255.068480,C3_24,6,0.05072
,,00255.812640,C1_21,13,0.14176
,,00255.852640,C1_31,5,0.17
,,00255.832480,C1_11,16,0.17704
,,00255.836800,C1_22,20,0.20152
,,00255.822080,C1_23,16,0.20376
,,00255.850960,C1_42,12,0.1088
,,00256.897920,D2_21,7,0.13272
,,00256.885600,D2_34,6,0.11976
,,00257.440800,B3_22,6,0.02656
,,00258.811040,B5_44,5,0.01376
,,00258.754320,B5_22,8,0.11888
,,00258.977360,C3_24,10,0.08248
,,00258.736640,B5_12,18,0.18024
,,00259.699440,A1_41,7,0.07744
,,00259.658080,A1_43,7,0.1988
,,00259.656880,A1_44,5,0.1244
,,00260.994240,B5_44,10,0.06392
,,00261.004400,B1_14,17,0.25968
,,00261.249600,B5_12,9,0.26856
,,00261.260320,B5_13,6,0.28776
,,00261.372720,B5_44,22,0.18648
,,00261.752000,B6_23,6,0.12232
,,00264.907040,A6_24,7,0.21408
,,00265.063760,B2_32,8,0.24112
,,00266.180560,B1_14,13,0.20864
,,00267.643120,C1_21,6,0.04944
,,00267.642720,C1_22,5,0.06896
,,00267.658880,C1_23,5,0.07456
,,00267.598160,C1_42,7,0.158
,,00268.259280,D2_21,5,0.1312
,,00268.162720,D2_34,5,0.23328
,,00268.036960,B3_22,13,0.18672
,,00268.182960,A4_33,8,0.12936
,,00268.366640,C3_22,6,0.2456
,,00268.622960,A1_43,6,0.17544
,,00269.686240,B2_32,10,0.25392
,,00270.607920,D1_42,5,0.06688
,,00271.108640,A4_33,10,0.21976
,,00271.474240,B3_22,11,0.06288
,,00272.448080,C3_24,5,0.04824
,,00272.451680,C5_32,6,0.18
,,00273.286080,C3_12,14,0.0812
,,00273.282640,C3_22,6,0.0804
,,00273.266800,C3_24,28,0.31264
,,00273.200880,C3_43,22,0.238
,,00273.254240,C3_14,48,0.49792
,,00273.861440,C3_14,21,0.26768
,,00273.569680,C3_12,35,0.69992
,,00273.854080,C3_24,41,0.49248
,,00273.848640,C3_43,25,0.31616
,,00274.784880,B4_23,5,0.0248
,,00274.709200,B4_43,21,0.13568
,,00274.723040,B4_44,5,0.0928
,,00274.623040,B4_31,24,0.34512
,,00274.839360,C3_12,40,0.5152
,,00274.950400,C3_14,37,0.38864
,,00274.873520,C3_24,31,0.29568
,,00274.708480,C3_43,37,0.53448
,,00275.101120,B4_31,6,0.24592
