Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
   Minimum Number of Spikes (network bursts),50,00020.397680,B5_12,15,0.29208
   Minimum Participating Electrodes (%),35,00020.458720,B5_22,9,0.23152
   Synchrony Window,20 ms,00020.360960,D2_21,29,0.68304
,,00020.353280,D2_34,30,0.9088
,,00021.533360,D4_43,15,0.31576
,,00021.565120,D4_32,6,0.15272
,,00021.515040,D4_21,20,0.29256
,,00022.129360,D2_34,5,0.14144
,,00022.141600,B3_22,9,0.09352
,,00022.182080,D4_21,7,0.26496
,,00022.570720,D4_21,5,0.16088
,,00022.746160,D2_21,8,0.20384
,,00023.575280,D2_34,7,0.216
,,00025.845280,A3_34,6,0.10296
,,00026.048400,A6_24,5,0.03952
,,00026.010320,D4_43,10,0.18712
,,00026.062400,D4_32,5,0.11144
,,00025.932560,D4_21,15,0.23984
,,00026.660800,A5_13,6,0.13664
,,00026.645600,A5_24,7,0.2116
,,00029.186240,D3_42,5,0.0832
,,00029.937280,B2_32,6,0.11632
,,00031.200640,D6_33,5,0.07416
,,00031.168640,D6_32,10,0.22448
,,00031.827360,D1_42,5,0.05432
,,00032.084000,D4_43,18,0.24544
,,00032.156480,D4_32,7,0.19528
,,00032.046480,D4_21,16,0.24776
,,00031.898320,D6_33,5,0.25176
,,00033.074000,D2_21,6,0.13896
,,00032.692320,D6_33,9,0.46552
,,00033.330320,B1_14,12,0.22224
,,00033.505200,A1_41,13,0.3228
,,00033.626960,C3_43,6,0.26416
,,00034.105920,B3_22,8,0.14984
,,00034.723040,B5_12,9,0.17424
,,00034.730160,B5_22,6,0.17128
,,00037.412800,A5_13,7,0.2676
,,00037.906720,A5_13,9,0.39328
,,00038.412480,A5_13,5,0.11856
,,00039.281120,D1_42,5,0.08416
,,00040.131200,D4_43,5,0.07408
,,00040.002320,D4_21,15,0.2424
,,00041.257280,B5_12,14,0.21832
,,00041.315440,B5_44,11,0.10736
,,00041.272400,B5_22,6,0.2164
,,00041.779840,C3_24,5,0.04552
,,00041.781680,C3_12,6,0.12104
,,00041.814560,C3_22,9,0.1744
,,00041.812400,B6_21,6,0.156
,,00042.989360,C3_12,5,0.11384
,,00042.979760,C3_24,7,0.12752
,,00043.211680,A2_21,8,0.17312
,,00043.018320,C3_22,9,0.14776
,,00042.896160,C3_43,11,0.47224
,,00043.130320,A3_34,5,0.1908
,,00042.917680,A2_44,12,0.59376
,,00043.283200,C3_22,8,0.22816
,,00043.622320,A2_44,8,0.30264
,,00044.384560,C3_13,5,0.20928
,,00044.563680,C3_24,7,0.07208
,,00044.466080,C3_43,18,0.148
,,00044.523200,C3_22,6,0.12992
,,00045.263120,D4_21,8,0.20616
,,00046.157280,C3_22,8,0.12776
,,00046.523680,A1_41,10,0.1896
,,00046.537760,A1_12,5,0.14768
,,00046.466720,A1_43,9,0.23848
,,00046.943120,D3_41,7,0.12048
,,00046.919120,D3_32,13,0.1504
,,00046.965040,D3_42,11,0.27896
,,00047.036400,B6_23,5,0.12384
,,00047.307760,D3_12,5,0.22048
,,00047.357680,D3_42,6,0.23792
,,00048.718720,C3_14,8,0.06192
,,00048.690640,C3_24,12,0.09968
,,00048.673040,C3_43,7,0.04424
,,00048.819520,D3_42,23,0.57592
,,00049.462640,D4_21,5,0.03864
,,00049.508960,D4_43,5,0.19296
,,00049.813200,D4_21,10,0.27896
,,00050.127600,D3_42,5,0.22176
,,00050.773200,C3_43,10,0.07224
,,00050.842400,C3_24,13,0.0716
,,00051.983120,D2_21,7,0.12944
,,00051.922880,D3_42,5,0.25208
,,00052.656480,A5_13,7,0.14424
,,00054.222880,D2_21,5,0.17352
,,00054.186480,C3_43,5,0.1776
,,00054.245280,C3_12,5,0.17856
,,00054.280800,C3_22,8,0.14784
,,00054.463200,B5_14,7,0.23576
,,00054.413600,B5_12,20,0.292
,,00054.614960,B5_44,5,0.0508
,,00054.471760,B5_22,10,0.24
,,00055.343200,A3_34,9,0.15896
,,00056.274560,B3_32,6,0.0928
,,00056.286400,D2_21,11,0.19408
,,00056.265840,B3_22,10,0.15856
,,00057.858800,A2_44,7,0.318
,,00058.477920,C3_22,5,0.15424
,,00058.478080,C3_43,10,0.17464
,,00058.856560,B3_22,7,0.09104
,,00058.897760,B3_32,5,0.02696
,,00059.009280,D4_21,9,0.20736
,,00059.499280,D4_21,9,0.22776
,,00059.897200,C1_21,8,0.04408
,,00059.879840,C1_11,19,0.14944
,,00059.896560,C1_22,14,0.16944
,,00059.895760,C1_23,12,0.1068
,,00059.891040,C1_43,5,0.0856
,,00059.895120,C1_42,29,0.18808
,,00060.106880,B6_23,11,0.2668
,,00060.330480,D2_21,5,0.1348
,,00060.310880,D2_31,5,0.15744
,,00060.125120,B6_21,8,0.2976
,,00060.045440,C1_24,12,0.68416
,,00060.261120,D2_23,28,0.45232
,,00060.877280,B5_11,5,0.09192
,,00060.778000,B5_42,12,0.2264
,,00060.742480,B5_22,17,0.38648
,,00060.983600,D2_34,5,0.19928
,,00061.270800,A5_13,6,0.11592
,,00060.796640,B5_23,27,0.43168
,,00060.844480,B5_24,16,0.46856
,,00060.849280,B5_44,82,0.49472
,,00060.767200,B5_12,109,0.80168
,,00061.263440,A4_33,13,0.41064
,,00061.908800,B5_14,5,0.1868
,,00062.036080,B5_23,5,0.22944
,,00062.253200,B5_42,5,0.22632
,,00062.449280,D2_34,13,0.26216
,,00062.473840,D4_21,12,0.24448
,,00061.689920,B5_12,127,1.17816
,,00062.423200,B5_23,12,0.2824
,,00062.355040,B5_44,46,0.35432
,,00061.938160,B5_22,36,0.93184
,,00062.774000,D3_42,9,0.21672
,,00063.006000,B6_23,6,0.21456
,,00063.004000,B6_21,11,0.2104
,,00063.817520,A4_23,7,0.31144
,,00063.820240,B5_12,13,0.19128
,,00063.754560,B5_22,5,0.22712
,,00063.679760,A4_33,26,0.62968
,,00064.776800,B5_12,5,0.18696
,,00065.704720,B6_21,6,0.14048
,,00066.692240,A2_44,6,0.24832
,,00067.557520,B3_22,6,0.13016
,,00068.701920,A2_44,7,0.2844
,,00068.816720,A3_32,11,0.14008
,,00068.749920,A3_34,34,0.46312
,,00069.323280,A3_34,5,0.15496
,,00069.578720,A3_34,7,0.2896
,,00070.115280,A3_34,5,0.178
,,00070.124720,D4_43,15,0.19912
,,00070.047200,D4_21,17,0.2256
,,00070.845600,A2_44,7,0.17648
,,00070.964800,C3_24,6,0.03992
,,00071.029840,C3_22,14,0.31184
,,00071.418080,D3_42,5,0.17688
,,00071.598160,D2_21,11,0.40768
,,00072.405040,B5_12,7,0.1352
,,00072.529200,D4_43,8,0.15832
,,00072.768640,B6_21,8,0.1732
,,00072.356880,D4_21,33,0.94208
,,00073.630000,D2_21,8,0.18096
,,00075.915920,D4_21,5,0.07176
,,00077.515840,D4_43,7,0.2756
,,00077.550160,D4_21,7,0.10536
,,00077.794240,A2_44,9,0.17704
,,00078.947680,C3_24,6,0.07232
,,00080.428800,D5_13,12,0.14648
,,00080.490240,D5_33,31,0.15576
,,00080.541920,D5_34,5,0.06032
,,00080.493040,D5_21,14,0.09296
,,00080.505600,D5_12,15,0.34216
,,00080.517840,D5_43,19,0.14056
,,00080.518320,D5_41,23,0.13832
,,00080.666320,B2_32,8,0.28392
,,00080.920400,D4_43,7,0.08088
,,00080.842000,D4_21,12,0.16192
,,00081.297680,D5_33,6,0.0744
,,00081.255120,D5_41,5,0.11024
,,00081.236720,B6_21,6,0.11568
,,00081.299840,D1_33,9,0.14888
,,00081.345040,D4_21,7,0.17248
,,00081.180320,D1_42,28,0.81312
,,00081.930240,D2_21,5,0.20736
,,00081.331120,D5_12,19,0.62952
,,00082.831920,A2_44,5,0.158
,,00083.140560,D4_43,10,0.11336
,,00083.136240,D4_32,6,0.08616
,,00083.068160,D4_21,18,0.2268
,,00084.373440,B2_32,7,0.21296
,,00084.580400,A2_44,6,0.29952
,,00086.353360,A2_44,6,0.1624
,,00086.320000,D2_23,20,0.59912
,,00086.976880,B6_21,12,0.11592
,,00086.999920,B6_13,11,0.33416
,,00086.895520,B6_23,13,0.35408
,,00087.030560,B6_14,9,0.43264
,,00087.036880,B6_24,10,0.38952
,,00087.386240,B6_23,19,0.79704
,,00089.002720,D4_21,10,0.14048
,,00089.058000,D4_43,5,0.19672
,,00089.464800,B1_43,12,0.15168
,,00089.313600,B6_21,5,0.22976
,,00089.408720,B1_14,38,0.466
,,00089.177520,B6_23,17,0.51664
,,00090.235600,D3_42,6,0.22768
,,00090.521520,A2_44,5,0.166
,,00091.727440,D2_21,7,0.1764
,,00092.223680,B1_14,30,0.26728
,,00092.377600,D4_43,15,0.17376
,,00092.437280,D4_32,7,0.1116
,,00092.371840,D4_21,18,0.46616
,,00092.697680,C6_33,5,0.10784
,,00092.959840,B6_21,6,0.24024
,,00093.116320,D6_32,7,0.12376
,,00092.942800,D4_21,15,0.4956
,,00094.061120,A5_13,12,0.26584
,,00094.224880,A1_41,15,0.24304
,,00094.214720,B3_22,7,0.20816
,,00094.224320,B3_32,9,0.1908
,,00094.482560,B5_14,6,0.2416
,,00094.504320,B5_12,19,0.208
,,00094.565920,B5_23,5,0.0944
,,00094.562880,B5_22,7,0.11184
,,00094.813040,B1_14,10,0.24584
,,00095.647360,D4_43,5,0.16472
,,00096.255840,D2_21,7,0.11472
,,00095.959360,D4_21,9,0.20256
,,00096.316640,A1_41,8,0.20768
,,00096.299760,A1_12,6,0.12312
,,00096.310160,A1_43,13,0.25904
,,00096.238960,D3_42,6,0.2036
,,00096.940560,B1_14,7,0.164
,,00097.446960,B1_14,6,0.11392
,,00097.420000,D4_43,7,0.13976
,,00097.418480,D4_21,10,0.278
,,00097.763840,D2_21,6,0.22656
,,00097.823840,D4_21,7,0.2628
,,00098.933360,D4_43,10,0.11224
,,00098.827280,D4_21,12,0.27152
,,00099.450080,B1_14,7,0.22704
,,00100.577360,D2_34,7,0.0804
,,00100.549600,A2_44,7,0.23064
,,00102.091280,C3_12,5,0.1336
,,00102.176880,C3_22,12,0.18448
,,00102.160640,C3_43,13,0.18688
,,00102.166400,C3_24,15,0.24984
,,00103.254080,B3_41,5,0.10816
,,00103.129600,B3_32,8,0.21488
,,00103.105600,B3_22,31,0.32584
,,00103.120640,B3_42,26,0.44296
,,00103.538640,B3_22,7,0.18488
,,00103.726800,B6_21,8,0.1492
,,00103.834640,B1_14,15,0.35864
,,00104.260640,D5_13,10,0.12712
,,00104.295120,D5_33,18,0.1004
,,00104.282000,D5_41,5,0.10224
,,00104.297120,D5_12,5,0.11744
,,00104.323440,D5_43,7,0.10024
,,00104.510320,B3_42,9,0.32416
,,00104.176000,B3_22,38,0.91056
,,00105.423200,B3_22,14,0.48016
,,00106.137440,B3_22,7,0.23936
,,00106.472800,A5_13,7,0.20808
,,00107.524000,B2_32,7,0.23584
,,00108.394160,D4_21,9,0.2224
,,00108.205040,A6_23,8,0.24784
,,00108.182480,A6_24,15,0.40024
,,00109.769920,B2_11,9,0.27984
,,00109.736000,B2_22,7,0.31776
,,00109.433360,B2_32,15,0.56312
,,00109.731200,D4_21,17,0.62688
,,00110.463840,D5_33,7,0.13632
,,00110.437680,B2_31,10,0.35232
,,00110.428240,B2_32,15,0.55736
,,00111.524560,B2_31,6,0.30432
,,00111.397920,C3_22,14,0.42176
,,00112.030560,B2_31,5,0.12112
,,00112.144160,A2_44,10,0.18544
,,00112.359200,B2_32,8,0.2844
,,00112.440240,D4_21,18,0.1708
,,00112.747840,C2_31,8,0.14336
,,00112.759520,C2_23,6,0.10264
,,00112.761920,C2_33,5,0.10984
,,00112.748320,C2_44,9,0.09376
,,00112.755280,C2_42,6,0.06328
,,00112.487920,D4_43,13,0.16856
,,00112.738400,C2_41,30,0.20328
,,00112.753040,C2_21,24,0.168
,,00112.762000,C2_22,11,0.23216
,,00112.759200,C2_43,10,0.15216
,,00113.189200,B2_31,6,0.16888
,,00113.920000,D1_42,6,0.064
,,00114.314000,C2_41,15,0.1924
,,00114.340000,C2_21,6,0.07784
,,00114.322400,C2_22,5,0.0956
,,00114.362080,C2_43,10,0.18456
,,00114.277040,C2_44,9,0.2064
,,00114.405760,B3_22,6,0.2148
,,00114.516240,B3_42,5,0.07264
,,00115.224640,C3_24,9,0.08528
,,00115.310960,C3_22,13,0.3196
,,00115.243600,D4_21,11,0.24192
,,00115.794640,B2_31,6,0.22008
,,00120.155520,C3_24,8,0.15592
,,00120.136320,D4_32,5,0.12456
,,00119.929600,D4_21,13,0.27856
,,00121.554480,B5_12,10,0.19768
,,00122.196560,A2_44,6,0.29352
,,00124.199920,D4_43,6,0.11656
,,00124.118320,D4_21,8,0.14856
,,00126.218720,D4_32,7,0.1776
,,00126.288480,D4_43,5,0.1328
,,00126.211440,D4_21,15,0.19096
,,00126.836720,D4_21,10,0.30512
,,00127.699120,A1_41,7,0.16792
,,00128.193360,D5_12,7,0.12512
,,00128.143920,D5_13,9,0.10032
,,00128.167360,D5_33,21,0.162
,,00128.186720,D5_43,13,0.12768
,,00129.077760,A1_41,5,0.02336
,,00129.074480,A1_12,5,0.0884
,,00129.094240,A1_43,5,0.13288
,,00129.907360,D4_21,12,0.21024
,,00129.960320,A2_44,10,0.2648
,,00129.949520,D4_43,5,0.22624
,,00130.375520,A5_13,12,0.21904
,,00131.882640,A6_24,7,0.2408
,,00132.429040,C6_33,16,0.3788
,,00132.632720,C6_34,7,0.10616
,,00132.594880,C6_41,6,0.16808
,,00132.876640,D3_42,8,0.20688
,,00133.623120,D4_21,8,0.12296
,,00135.452880,A2_44,7,0.2008
,,00135.687280,B5_12,7,0.13728
,,00137.079760,D4_43,6,0.13192
,,00137.127760,D4_21,11,0.16128
,,00139.199440,A3_32,7,0.09144
,,00139.226960,A3_43,7,0.0856
,,00139.015520,A3_34,52,1.05128
,,00139.842400,C4_42,10,0.17984
,,00139.765040,C4_21,6,0.17
,,00140.505280,D4_32,5,0.0344
,,00140.313200,D4_21,16,0.2948
,,00140.498640,D4_43,8,0.1752
,,00140.867600,D4_21,9,0.29
,,00143.163040,A2_44,6,0.19472
,,00143.534160,C4_42,14,0.27856
,,00143.550400,C4_41,10,0.14792
,,00144.558000,B5_14,6,0.19728
,,00144.669440,B5_11,5,0.11648
,,00144.615840,B5_24,15,0.27712
,,00144.638240,B5_22,15,0.1376
,,00144.612320,B5_23,24,0.32056
,,00144.673520,B5_42,11,0.2588
,,00144.612640,B5_12,86,0.72176
,,00144.619840,B5_44,87,0.56488
,,00145.109600,D5_33,11,0.14112
,,00145.134400,D5_43,7,0.14232
,,00145.659760,D3_42,7,0.20664
,,00146.084160,B5_23,20,0.2256
,,00145.967840,B5_42,6,0.26056
,,00146.119760,D4_43,13,0.32816
,,00146.163920,D4_21,12,0.24024
,,00145.460720,B5_12,81,1.12976
,,00145.899200,B5_44,52,0.58528
,,00145.965360,B5_22,21,0.47472
,,00146.796160,C3_12,6,0.13712
,,00146.837840,C3_22,6,0.18312
,,00147.168720,D3_42,6,0.18856
,,00147.993920,C3_12,9,0.14272
,,00148.045040,C3_24,5,0.06544
,,00148.173120,A2_44,11,0.18496
,,00147.920240,C3_43,11,0.37688
,,00148.040800,C3_22,22,0.46216
,,00148.496240,A5_13,6,0.18352
,,00148.943760,C3_43,5,0.10112
,,00149.326720,C3_24,6,0.04928
,,00149.195440,C3_43,13,0.13888
,,00149.151840,A6_24,7,0.18928
,,00149.342320,C3_22,7,0.20048
,,00149.463520,A6_24,8,0.29808
,,00149.856000,A4_33,9,0.19192
,,00148.806720,A5_13,30,1.27304
,,00150.763840,A5_13,7,0.36712
,,00152.469760,D4_43,10,0.16184
,,00152.411440,D4_21,14,0.18552
,,00154.031680,C3_22,7,0.20472
,,00154.191280,D5_12,5,0.08784
,,00154.162000,D5_33,13,0.12272
,,00154.173200,D5_43,7,0.12144
,,00154.179040,D5_41,6,0.07568
,,00155.404400,C3_43,5,0.17824
,,00155.542240,B3_22,7,0.0636
,,00155.315920,A3_34,6,0.2108
,,00155.561680,D4_21,18,0.222
,,00155.659600,D4_31,5,0.23696
,,00155.536960,D4_43,29,0.48648
,,00156.780480,B3_22,6,0.06696
,,00156.654320,D3_42,8,0.2616
,,00156.790560,B3_32,5,0.1328
,,00156.232000,D4_21,17,0.744
,,00157.189040,C3_24,14,0.17672
,,00157.172320,C3_43,7,0.06064
,,00158.820080,B5_14,6,0.20472
,,00158.821600,B5_12,16,0.22856
,,00158.846320,B5_22,7,0.17672
,,00159.982080,C3_24,8,0.11672
,,00159.734240,D4_43,19,0.20336
,,00159.640560,D4_21,17,0.29448
,,00160.270160,A2_44,6,0.19784
,,00160.564560,A3_34,7,0.2064
,,00161.777280,B3_22,8,0.08752
,,00161.745440,B3_32,7,0.13336
,,00161.620560,D4_21,8,0.18296
,,00161.422480,D4_43,14,0.48064
,,00162.200960,B2_32,5,0.11608
,,00163.798560,D4_43,9,0.28
,,00163.814640,D4_21,7,0.18496
,,00164.115200,C3_14,6,0.10648
,,00164.295520,C3_12,6,0.1068
,,00164.295040,C3_22,9,0.13664
,,00164.184160,C3_43,13,0.26336
,,00165.346160,D3_42,7,0.12096
,,00165.847120,D4_43,7,0.10008
,,00166.421920,C3_24,6,0.07336
,,00166.023200,D4_21,13,0.5132
,,00166.596800,D3_41,9,0.24088
,,00166.617840,D3_12,7,0.28192
,,00166.593040,D3_32,19,0.29592
,,00166.477120,C3_22,8,0.2032
,,00166.569520,D3_42,18,0.33576
,,00167.194720,A1_41,5,0.12344
,,00167.890480,B3_34,6,0.13664
,,00167.899360,B3_32,6,0.1016
,,00167.884880,B3_42,15,0.13656
,,00167.885280,B3_22,22,0.44864
,,00168.687840,D4_43,14,0.11968
,,00168.724160,D4_32,5,0.07776
,,00168.634800,D4_21,20,0.2064
,,00168.620560,C6_33,8,0.14312
,,00168.802320,C3_43,5,0.19624
,,00169.338080,A2_44,11,0.25856
,,00169.101120,B3_22,20,0.69728
,,00171.154560,D4_21,11,0.3736
,,00172.618800,C3_43,5,0.03088
,,00172.659920,C3_12,5,0.0432
,,00172.635600,C3_24,10,0.10152
,,00173.465760,B3_22,8,0.21784
,,00173.521440,D4_43,16,0.27112
,,00173.522560,D4_21,9,0.16832
,,00174.756000,B5_12,15,0.14056
,,00174.792880,B5_44,5,0.05168
,,00174.762240,B5_22,8,0.0824
,,00174.760320,B5_14,5,0.14384
,,00175.494080,A4_33,12,0.2348
,,00176.540480,D4_43,5,0.06712
,,00176.373760,D4_21,14,0.26792
,,00176.748960,D2_34,9,0.14056
,,00177.200240,C3_24,12,0.07808
,,00177.183440,C3_43,6,0.05112
,,00177.689920,C4_42,5,0.20528
,,00178.560080,A4_33,5,0.17088
,,00179.930720,C3_24,6,0.03168
,,00179.939760,C3_22,12,0.32144
,,00181.069360,D4_21,8,0.14912
,,00182.782160,A1_43,5,0.11832
,,00183.468240,A5_13,6,0.15344
,,00184.001440,A5_13,5,0.16728
,,00184.582640,C5_13,5,0.11192
,,00185.247600,A3_34,8,0.19368
,,00186.482640,B3_22,10,0.17728
,,00188.164240,C3_12,5,0.134
,,00188.170560,C3_24,5,0.02208
,,00188.043120,C3_43,10,0.29104
,,00188.186880,C3_22,18,0.3512
,,00188.742960,A1_41,7,0.14304
,,00188.518640,D3_42,5,0.13416
,,00189.978160,B3_22,11,0.208
,,00191.742480,B2_31,5,0.14928
,,00191.765120,B2_32,5,0.15408
,,00191.972960,B5_42,5,0.08072
,,00191.900400,B5_22,14,0.17152
,,00192.044000,B5_11,5,0.1076
,,00192.022960,B5_23,9,0.13728
,,00191.895280,B5_12,54,0.60264
,,00191.996880,B5_24,18,0.46912
,,00191.959520,B5_44,59,0.52856
,,00192.515920,D4_43,16,0.1764
,,00192.588080,D4_32,5,0.08352
,,00192.503920,D4_21,21,0.28608
,,00192.910960,D4_21,11,0.36168
,,00193.076880,B5_12,7,0.2664
,,00192.998000,D5_33,10,0.21968
,,00194.846800,A2_21,5,0.04144
,,00194.837760,A2_33,6,0.1172
,,00194.698320,A2_44,16,0.4776
,,00197.740320,B1_14,20,0.32328
,,00198.016800,D2_21,22,0.3316
,,00197.980240,D2_23,24,0.28928
,,00198.324160,D4_43,9,0.10608
,,00198.166480,D4_21,14,0.28896
,,00198.021360,D2_34,29,0.90744
,,00199.663440,C1_43,7,0.22032
,,00199.778000,C1_11,14,0.16368
,,00199.748800,C1_22,8,0.24104
,,00199.675920,C1_24,6,0.26704
,,00199.763920,C1_42,11,0.14056
,,00199.915840,D2_34,6,0.18256
,,00199.985840,C3_24,6,0.05952
,,00200.417920,D2_21,6,0.18976
,,00200.345760,D3_42,8,0.19816
,,00200.726640,D2_21,22,0.34816
,,00201.485520,D2_34,14,0.42272
,,00202.914640,B3_22,5,0.03352
,,00203.145920,B3_22,8,0.15976
,,00203.158720,B3_42,7,0.20856
,,00204.664560,A2_44,7,0.2612
,,00205.532000,B2_32,6,0.1676
,,00206.186560,C3_12,5,0.12136
,,00206.215360,C3_14,8,0.0792
,,00206.174640,C3_24,8,0.12128
,,00206.260720,C3_22,10,0.24768
,,00206.260080,C3_43,7,0.16248
,,00207.666400,A5_13,11,0.30832
,,00207.707760,A5_24,5,0.2068
,,00208.223280,A5_13,5,0.18696
,,00208.558560,B5_12,15,0.32928
,,00208.864320,B5_44,6,0.056
,,00208.872080,B5_22,5,0.1108
,,00209.469840,D4_43,11,0.18968
,,00209.556240,D4_32,5,0.13648
,,00209.398560,D4_21,17,0.27144
,,00210.624640,D1_33,5,0.03088
,,00210.597600,D1_42,13,0.14552
,,00210.526320,A2_44,13,0.2324
,,00211.757760,B6_23,6,0.2176
,,00211.748720,B6_21,13,0.27224
,,00212.910240,D3_42,7,0.148
,,00213.724880,D2_21,7,0.21792
,,00214.855840,A2_44,5,0.1792
,,00214.818160,B6_21,7,0.2164
,,00216.739680,A2_44,11,0.33536
,,00217.754240,C1_22,8,0.1448
,,00217.775840,C1_42,12,0.11504
,,00217.729120,C1_11,16,0.18824
,,00217.738720,C1_24,6,0.17992
,,00217.777760,D2_21,8,0.16184
,,00218.878720,A2_44,11,0.21744
,,00220.624800,D6_33,11,0.20312
,,00220.700560,D6_32,12,0.17704
,,00220.913360,C3_24,8,0.06536
,,00221.161840,B2_32,6,0.18992
,,00220.996640,A2_44,5,0.21432
,,00221.332240,C3_22,7,0.15488
,,00221.490960,A5_13,7,0.15456
,,00222.366000,B3_32,6,0.07872
,,00222.428960,B3_42,5,0.13136
,,00222.565840,A2_44,6,0.12704
,,00222.400720,B3_22,10,0.30768
,,00221.975360,D6_33,17,0.75616
,,00222.791040,B2_31,6,0.1332
,,00222.828400,B2_22,9,0.2748
,,00222.900320,D4_21,10,0.18352
,,00222.885680,B2_32,10,0.34248
,,00223.623840,D2_21,5,0.19008
,,00223.799840,B3_32,5,0.0808
,,00223.778800,B2_31,10,0.22688
,,00223.866080,B2_11,7,0.20648
,,00223.781040,B3_22,21,0.20544
,,00223.802320,B3_34,5,0.13672
,,00223.798720,B3_42,17,0.12664
,,00223.732400,B2_32,14,0.45256
,,00224.657360,B3_22,5,0.18672
,,00224.841040,B3_42,5,0.25416
,,00224.742400,A3_34,15,0.21232
,,00224.942080,B2_31,8,0.37152
,,00225.189760,B5_12,5,0.06952
,,00225.398560,B3_34,8,0.27768
,,00225.365120,B3_42,19,0.46008
,,00225.000160,B3_22,69,1.13672
,,00226.188800,B2_31,5,0.11208
,,00226.416960,C4_23,5,0.1016
,,00226.442480,C4_21,6,0.11
,,00226.502160,C4_41,6,0.03912
,,00226.608400,B3_22,6,0.16736
,,00226.479680,C4_42,8,0.23032
,,00226.868160,C1_11,5,0.10232
,,00226.925360,D2_21,7,0.196
,,00227.066960,B6_23,10,0.23928
,,00227.134640,B6_21,6,0.05544
,,00227.351760,A2_44,8,0.22
,,00227.133680,B3_22,13,0.42464
,,00227.966160,B3_22,5,0.17776
,,00228.391200,B2_31,6,0.23504
,,00229.431280,B6_21,7,0.19592
,,00229.489440,B6_23,7,0.2604
,,00229.976160,A3_34,5,0.0788
,,00230.023760,B6_13,9,0.1768
,,00229.962960,B6_23,17,0.33368
,,00230.576720,D4_43,9,0.17328
