Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00131.089760,C1_11,5,0.06848
,,00132.130640,D1_22,7,0.09424
,,00132.529520,C1_11,12,0.13264
,,00132.576000,C1_22,7,0.09696
,,00132.548640,C1_42,18,0.13136
,,00132.713200,D3_24,7,0.14696
,,00132.835600,D3_41,7,0.08136
,,00132.816480,D3_22,7,0.22016
,,00132.845280,D3_33,7,0.0752
,,00133.221040,D3_24,12,0.35352
,,00133.262000,D3_42,5,0.20456
,,00135.571840,D5_33,12,0.23416
,,00135.769760,D5_43,5,0.1088
,,00137.478480,D1_22,5,0.1004
,,00137.391120,C1_11,6,0.12304
,,00137.392240,C1_43,5,0.12864
,,00137.460800,B3_22,11,0.17744
,,00138.257600,C3_22,12,0.366
,,00140.683440,C3_22,8,0.2792
,,00141.906160,D3_41,7,0.11648
,,00141.608160,C3_22,15,0.49216
,,00141.863600,D3_24,14,0.33152
,,00142.327360,A3_34,7,0.1588
,,00144.058640,D3_24,11,0.23176
,,00144.424960,D6_33,6,0.14152
,,00146.066640,D3_24,5,0.14384
,,00148.282800,D3_24,5,0.1316
,,00149.262960,A1_41,5,0.02496
,,00148.961600,A1_43,11,0.33888
,,00149.105680,A1_44,6,0.23808
,,00149.458000,C3_12,6,0.07928
,,00149.459040,C3_24,7,0.074
,,00151.319360,D1_22,6,0.07816
,,00151.181040,B5_12,11,0.13496
,,00151.187200,B5_44,9,0.09872
,,00151.174560,B5_22,9,0.10968
,,00154.058400,C3_22,7,0.32632
,,00155.176240,B1_14,21,0.21472
,,00155.226400,B1_43,6,0.09736
,,00155.485040,B3_32,6,0.14704
,,00155.501120,B3_22,11,0.19424
,,00156.246960,C3_24,6,0.06672
,,00159.499120,A1_43,6,0.24184
,,00159.969360,B6_23,11,0.38312
,,00160.402320,B5_12,15,0.2184
,,00160.433840,B5_44,8,0.09688
,,00160.399280,B5_22,9,0.14104
,,00160.054480,B6_41,8,0.3712
,,00160.952240,B2_32,8,0.17496
,,00161.488560,D2_31,5,0.15784
,,00161.441840,C3_24,13,0.1792
,,00161.489440,D2_23,16,0.208
,,00161.851760,D2_23,11,0.27472
,,00161.916640,D2_21,22,0.418
,,00162.237920,A1_41,15,0.2016
,,00161.510080,D2_34,46,1.07256
,,00163.036800,B3_22,11,0.1464
,,00163.078720,B3_32,5,0.1308
,,00163.169040,D2_34,7,0.37896
,,00163.992320,A2_44,14,0.08288
,,00164.195440,A1_41,8,0.12856
,,00164.195920,A1_12,8,0.12024
,,00164.177200,A1_44,6,0.13456
,,00164.394880,A3_34,7,0.10144
,,00164.160480,A1_43,25,0.49056
,,00165.837760,A1_43,5,0.16304
,,00166.123120,A2_44,7,0.24608
,,00166.579440,C3_12,7,0.11512
,,00166.626880,C3_24,6,0.13456
,,00166.950720,B3_22,14,0.21336
,,00167.062080,C5_32,11,0.30016
,,00167.682080,B1_14,5,0.11872
,,00169.844000,D2_21,6,0.09448
,,00169.967600,B3_22,8,0.08944
,,00170.510160,C3_22,5,0.10424
,,00170.445760,C3_24,10,0.07776
,,00170.425600,C3_43,6,0.02088
,,00171.327680,C3_43,7,0.30624
,,00171.989600,A1_41,6,0.12672
,,00173.235520,D1_42,13,0.18328
,,00174.653200,B5_12,15,0.19248
,,00174.644800,B5_22,9,0.11712
,,00175.166560,D1_22,5,0.0844
,,00175.468960,B3_22,10,0.1436
,,00175.791520,C3_24,6,0.04128
,,00175.807680,B3_22,6,0.06944
,,00176.143440,B6_23,8,0.31776
,,00176.150960,B6_41,6,0.30056
,,00178.814400,C3_22,5,0.14288
,,00178.898720,B3_22,18,0.18368
,,00178.908240,B3_42,10,0.09544
,,00179.460560,B5_12,18,0.17896
,,00179.464640,B5_22,9,0.10936
,,00179.526640,B5_44,14,0.18168
,,00179.718080,B1_14,10,0.20256
,,00179.762720,B3_22,10,0.25688
,,00180.222480,B3_22,7,0.19624
,,00180.545200,B3_22,57,0.48088
,,00180.755680,B3_44,10,0.328
,,00180.665360,B3_42,28,0.32088
,,00181.431360,A2_44,17,0.16208
,,00182.072960,A1_43,7,0.1876
,,00182.061040,A1_44,5,0.2176
,,00181.642400,B3_22,33,0.83544
,,00181.788000,A3_34,57,1.0564
,,00182.823920,B3_22,5,0.20304
,,00183.819360,A2_33,6,0.06936
,,00183.572160,C3_12,8,0.18448
,,00183.686720,C3_24,6,0.03144
,,00183.660000,C3_43,5,0.05288
,,00183.127520,B3_22,14,0.55352
,,00183.818560,B6_23,8,0.1804
,,00183.558800,A2_44,52,0.72056
,,00183.953360,B6_41,6,0.28952
,,00184.711120,A2_44,12,0.36248
,,00184.868800,B5_12,23,0.21704
,,00184.918480,B5_44,9,0.06016
,,00184.858640,B5_22,12,0.1212
,,00185.444640,A1_43,6,0.11832
,,00186.111440,A2_44,6,0.27896
,,00186.322640,B5_13,5,0.16544
,,00186.500880,B5_44,6,0.09496
,,00186.325680,B5_12,16,0.38712
,,00186.357360,B5_22,11,0.29528
,,00186.562960,A2_44,8,0.4044
,,00187.487760,C3_12,18,0.19528
,,00187.592080,C3_22,14,0.18896
,,00187.431680,C3_24,34,0.27664
,,00187.510800,C3_43,22,0.16736
,,00187.583120,C3_14,48,0.4516
,,00187.915680,C3_12,9,0.29192
,,00188.226240,A2_44,12,0.35248
,,00188.338480,C3_12,9,0.21848
,,00188.059280,C3_22,25,0.64168
,,00188.518880,B3_22,8,0.30248
,,00188.741120,B5_22,8,0.1172
,,00188.962560,C3_12,6,0.14464
,,00189.024880,C3_22,5,0.09096
,,00188.975600,C3_14,5,0.08816
,,00188.138320,C3_24,46,0.77032
,,00188.758160,B5_12,10,0.1608
,,00189.051120,D2_21,14,0.24664
,,00188.452960,C3_43,50,0.74088
,,00189.160000,A2_44,5,0.27784
,,00189.378560,B5_12,15,0.39208
,,00189.511600,B5_13,5,0.194
,,00189.458240,B5_22,11,0.36624
,,00190.057360,C3_43,15,0.15968
,,00190.374320,A2_44,5,0.1168
,,00190.759360,C4_42,5,0.08952
,,00191.158400,B3_22,11,0.16864
,,00191.069520,B5_12,9,0.17536
,,00191.022000,B5_22,7,0.13168
,,00191.518640,A2_44,5,0.11424
,,00192.572160,C1_23,5,0.06808
,,00192.475200,C1_11,9,0.19248
,,00192.529040,C1_43,6,0.13832
,,00192.550960,C1_42,8,0.11136
,,00194.668160,B6_23,8,0.1916
,,00194.913680,B5_12,15,0.20376
,,00194.950720,B5_22,8,0.14136
,,00194.722400,B6_41,5,0.2312
,,00195.344240,D5_13,6,0.1052
,,00195.322800,D5_33,14,0.13976
,,00195.363920,D5_34,6,0.1188
,,00195.343120,D5_43,8,0.1372
,,00195.303200,D5_41,7,0.11216
,,00195.995520,C3_12,7,0.14696
,,00196.070560,C3_22,6,0.19152
,,00196.224720,B5_12,8,0.15456
,,00196.247920,B5_22,9,0.14872
,,00196.352160,A3_34,8,0.12056
,,00196.912000,B4_23,18,0.16976
,,00196.952160,B4_44,7,0.14816
,,00196.868720,B4_43,21,0.3188
,,00198.261280,B5_22,8,0.11232
,,00198.245200,B5_12,10,0.24912
,,00198.816480,B4_43,5,0.08904
,,00199.236400,C2_41,11,0.0956
,,00199.489040,C2_21,7,0.10736
,,00199.523440,C2_31,6,0.06552
,,00199.499520,C2_41,27,0.1776
,,00199.966080,C1_21,11,0.08384
,,00199.963520,C1_22,18,0.1036
,,00199.951200,C1_23,18,0.10288
,,00199.948960,C1_43,9,0.08224
,,00200.017520,A1_41,6,0.08848
,,00199.878320,C3_12,9,0.14672
,,00199.926160,C3_22,6,0.1244
,,00199.958240,C1_11,27,0.2612
,,00199.930640,C1_42,36,0.29888
,,00200.170560,B5_13,5,0.12088
,,00200.084240,B5_42,8,0.22736
,,00200.260800,B5_23,18,0.33112
,,00200.263760,B5_24,14,0.17904
,,00200.104720,B5_22,32,0.4504
,,00200.190400,B5_44,86,0.62232
,,00200.962640,A3_34,10,0.10072
,,00200.113440,B5_12,124,0.96392
,,00201.224080,C1_11,7,0.28872
,,00201.271920,C1_42,7,0.17
,,00201.438160,B5_44,10,0.12288
,,00201.257600,D6_33,12,0.29136
,,00201.472320,D6_32,6,0.124
,,00201.210160,B5_12,52,0.59808
,,00201.449040,B5_23,8,0.208
,,00201.406000,B5_22,10,0.2772
,,00202.389440,B5_12,9,0.14528
,,00203.018640,B5_12,10,0.28216
,,00203.794720,B5_12,13,0.18744
,,00204.160080,D2_21,11,0.11744
,,00204.291440,D6_33,8,0.28728
,,00205.445840,C3_22,5,0.078
,,00206.782800,B2_32,7,0.16472
,,00207.584240,B6_23,6,0.13592
,,00207.992240,D2_21,5,0.14304
,,00209.109760,D5_33,10,0.08544
,,00209.095760,D5_43,6,0.14048
,,00210.740240,C3_43,8,0.02336
,,00211.886080,A5_43,5,0.10168
,,00213.348000,A6_24,9,0.22568
,,00213.830640,A2_44,15,0.38016
,,00215.795680,C3_24,6,0.0324
,,00216.693040,D2_31,5,0.03984
,,00216.655520,D2_23,18,0.2292
,,00216.597760,B6_23,9,0.08104
,,00216.618640,B6_24,6,0.08432
,,00216.597920,B6_21,14,0.14056
,,00216.714080,D2_34,15,0.49208
,,00217.144560,D2_23,10,0.27664
,,00217.162640,B6_23,8,0.25744
,,00216.620800,B6_41,33,1.02656
,,00217.593360,B6_23,8,0.24984
,,00217.750160,B6_41,6,0.22512
,,00219.224240,B6_21,6,0.15968
,,00219.223680,B6_24,5,0.25576
,,00219.382720,B6_14,9,0.27312
,,00219.398960,B6_41,7,0.26184
,,00219.141840,B6_23,41,1.27248
,,00222.171280,B6_23,5,0.04392
,,00222.019600,B6_41,5,0.17528
,,00223.164080,C3_22,11,0.34544
,,00224.398960,B6_41,5,0.18576
,,00226.720240,C3_22,6,0.1448
,,00227.623920,A4_41,5,0.12216
,,00228.171280,C3_43,6,0.14808
,,00228.787520,C1_21,8,0.09536
,,00228.804880,C1_22,12,0.06384
,,00228.802480,C1_23,11,0.0956
,,00228.818560,C1_43,5,0.06616
,,00228.817760,C1_11,8,0.1252
,,00228.801680,C1_42,23,0.1424
,,00230.542880,C3_14,5,0.04232
,,00230.481680,C3_24,5,0.13056
,,00231.821840,B3_22,5,0.06768
,,00232.726560,D1_22,6,0.07864
,,00233.253440,D5_13,5,0.08144
,,00233.159120,D5_33,17,0.2216
,,00233.250720,D5_41,5,0.09656
,,00233.257440,D5_43,11,0.23648
,,00233.532000,A4_33,5,0.19952
,,00234.475280,A3_34,8,0.10616
,,00234.521440,A2_44,6,0.1428
,,00236.895280,A1_41,5,0.05744
,,00236.582720,A1_43,11,0.31768
,,00237.466880,D3_24,5,0.0496
,,00237.379600,A1_41,12,0.28136
,,00237.334240,A1_43,30,0.54032
,,00237.538000,A1_44,10,0.32168
,,00237.661120,D3_41,7,0.21568
,,00237.729200,A1_12,5,0.22056
,,00237.939520,D1_42,12,0.23664
,,00237.974560,A1_43,9,0.26704
,,00237.619760,D3_24,22,0.77416
,,00238.005840,D3_42,9,0.31568
,,00238.287840,D1_42,12,0.3892
,,00238.722480,D5_41,5,0.04992
,,00239.034960,D2_34,6,0.07592
,,00238.869120,D5_13,5,0.13728
,,00238.824480,D5_34,23,0.3172
,,00238.821520,D5_43,33,0.32168
,,00238.884080,D5_44,7,0.17208
,,00238.890400,D5_41,33,0.18288
,,00238.663040,D1_22,12,0.59928
,,00238.692640,D5_33,43,0.49208
,,00239.594160,D2_21,6,0.05336
,,00239.454000,D6_33,17,0.38784
,,00239.529440,D6_32,9,0.23784
,,00239.898720,A4_41,5,0.06568
,,00240.757920,B3_22,6,0.01504
,,00242.464480,C3_24,6,0.0604
,,00242.293680,A4_41,8,0.14296
,,00242.783680,B2_31,6,0.13472
,,00242.828960,B2_32,9,0.24072
,,00245.806400,D4_32,6,0.09544
,,00245.728400,D4_21,10,0.20864
,,00247.099840,D4_23,5,0.19368
,,00248.589040,B3_22,10,0.21624
,,00249.101040,B2_32,6,0.284
,,00249.141920,A3_34,11,0.11192
,,00250.623200,D1_22,6,0.1388
,,00251.647680,C3_24,12,0.05616
,,00252.741520,B3_22,6,0.12096
,,00253.424240,B2_31,6,0.09688
,,00253.430880,B2_32,8,0.13232
,,00254.783200,C3_43,5,0.24512
,,00255.939440,B2_32,5,0.18616
,,00256.523120,B2_32,6,0.1684
,,00259.109680,B2_32,7,0.21056
,,00260.823440,A2_44,23,0.2828
,,00261.687680,A6_23,6,0.11224
,,00261.702480,A6_24,5,0.10024
,,00261.981680,C4_42,5,0.24352
,,00263.008240,A4_41,6,0.1076
,,00263.165200,B5_12,20,0.1948
