Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00035.386960,A2_44,5,0.15512
,,00037.159360,D4_21,13,0.39184
,,00037.750160,C6_33,9,0.16408
,,00038.376960,D2_21,7,0.17776
,,00038.667680,D3_42,8,0.22168
,,00038.629360,B5_12,15,0.1544
,,00038.648720,B5_23,5,0.06728
,,00038.630160,B5_22,9,0.1468
,,00039.572960,C4_42,5,0.08776
,,00040.053920,B6_23,5,0.2004
,,00040.229440,B6_41,6,0.29408
,,00040.699600,A2_44,7,0.29296
,,00041.833840,A6_23,6,0.14672
,,00041.833920,A6_24,5,0.06672
,,00042.943680,B2_32,7,0.312
,,00043.508240,B5_12,16,0.23592
,,00043.502160,B5_23,5,0.14928
,,00043.612960,B5_44,7,0.04176
,,00043.515680,B5_22,8,0.19784
,,00044.210800,D1_33,5,0.09848
,,00044.167760,D1_42,9,0.146
,,00044.705040,B2_32,7,0.16224
,,00044.502800,D1_42,13,0.52656
,,00045.087840,B3_22,7,0.09104
,,00045.092080,B3_32,5,0.06992
,,00045.557040,B6_23,9,0.16104
,,00045.560000,B6_24,5,0.10032
,,00045.490880,B6_21,11,0.20768
,,00045.607520,B6_14,12,0.54088
,,00045.781680,B6_24,5,0.1648
,,00046.051920,B6_23,7,0.226
,,00045.561440,B6_41,34,1.19968
,,00048.279040,A2_44,7,0.322
,,00047.983360,B6_41,11,0.76552
,,00049.304880,D2_34,5,0.04872
,,00050.350800,B6_21,5,0.16664
,,00050.851040,B2_31,5,0.05536
,,00052.591040,B6_21,5,0.10304
,,00053.101600,D4_43,12,0.16688
,,00053.110080,D4_21,13,0.17104
,,00053.554880,C2_41,5,0.11248
,,00053.765600,A2_44,12,0.32792
,,00053.650240,D4_21,10,0.41712
,,00055.351040,D4_43,11,0.13728
,,00055.327360,D4_21,10,0.1024
,,00055.776480,B2_31,5,0.07768
,,00055.633440,B5_12,9,0.1456
,,00056.233840,A1_41,5,0.12672
,,00056.773680,C1_24,5,0.05664
,,00056.764000,C1_43,8,0.10472
,,00056.796640,C1_21,6,0.13616
,,00056.795840,C1_11,31,0.18992
,,00056.788240,C1_22,21,0.16184
,,00056.784400,C1_23,16,0.1532
,,00056.780640,C1_42,38,0.24792
,,00056.893200,A2_44,6,0.20808
,,00058.392160,B6_13,7,0.25504
,,00059.297120,D2_31,9,0.12848
,,00059.246240,D2_23,21,0.19272
,,00059.229040,A2_44,11,0.20352
,,00059.316800,D2_21,33,0.56032
,,00059.296000,D2_34,25,0.5876
,,00059.897600,B5_12,10,0.17392
,,00059.995600,B5_44,6,0.09928
,,00060.125520,D4_43,10,0.2908
,,00060.233760,D4_21,12,0.2028
,,00060.881520,A5_13,10,0.3432
,,00061.560160,D2_34,6,0.10744
,,00061.486720,A3_34,16,0.18128
,,00062.111920,A1_41,12,0.29312
,,00062.349600,D2_21,5,0.24648
,,00062.687520,D4_21,10,0.18464
,,00062.844080,D2_34,8,0.26064
,,00063.227600,D2_21,6,0.1668
,,00063.023920,A2_44,8,0.17392
,,00065.183280,D4_43,6,0.0836
,,00065.165440,D4_21,8,0.14288
,,00065.321760,C3_12,14,0.11712
,,00065.404720,C3_22,11,0.13016
,,00065.393280,C3_14,23,0.1276
,,00065.328720,C3_24,22,0.1704
,,00065.392080,C3_43,11,0.04136
,,00065.560560,A1_41,7,0.1696
,,00065.603120,A1_12,8,0.1496
,,00065.576960,A1_43,7,0.2052
,,00065.574320,A1_44,8,0.2056
,,00066.522400,C3_13,6,0.2716
,,00066.523520,C3_22,9,0.3252
,,00066.478800,C3_43,38,0.37216
,,00066.439440,C3_14,56,0.53664
,,00066.144160,C3_24,74,0.858
,,00066.907600,B5_14,5,0.06344
,,00066.927920,B5_23,11,0.13784
,,00066.842880,B5_42,7,0.16224
,,00066.871120,B5_22,10,0.12544
,,00066.312640,C3_12,55,0.85128
,,00066.903520,B5_24,19,0.40808
,,00066.853280,B5_12,66,0.72648
,,00066.898960,B5_44,65,0.5532
,,00067.541760,D5_12,5,0.08496
,,00067.492080,D5_13,14,0.11216
,,00067.504000,D5_33,15,0.10592
,,00067.545120,D5_43,12,0.10392
,,00067.555520,D5_41,11,0.0852
,,00068.140480,C3_24,6,0.09592
,,00067.949360,C3_43,16,0.28128
,,00068.023040,B5_44,22,0.292
,,00067.760080,B5_22,13,0.42216
,,00067.778880,B5_12,41,0.81856
,,00068.085920,B5_24,7,0.36496
,,00068.970640,B5_12,56,0.41544
,,00069.005120,B5_23,14,0.24152
,,00069.067360,B5_42,5,0.1464
,,00069.052400,B5_44,12,0.24176
,,00069.322160,D4_43,15,0.24912
,,00069.214640,D4_21,20,0.22144
,,00068.990400,B5_22,19,0.4216
,,00069.875920,A1_41,5,0.10248
,,00070.183520,B5_12,16,0.27848
,,00070.216480,B5_22,7,0.21552
,,00070.806640,A3_34,7,0.09296
,,00071.476160,B2_32,8,0.21104
,,00071.515440,A2_44,9,0.15176
,,00073.129440,B2_32,6,0.17592
,,00074.816000,D4_43,12,0.16984
,,00074.745920,D4_21,17,0.2212
,,00077.013920,D4_43,17,0.23184
,,00077.049920,D4_21,11,0.13112
,,00077.869680,C3_12,7,0.15328
,,00080.125120,D3_41,10,0.10208
,,00080.148400,D3_32,8,0.1572
,,00080.208800,D3_42,8,0.1608
,,00080.650720,A3_34,14,0.20544
,,00080.745040,D4_43,6,0.18968
,,00080.767760,D4_21,7,0.21328
,,00082.258880,D3_42,23,0.46248
,,00082.968320,C3_12,7,0.15608
,,00083.039840,C3_22,5,0.0916
,,00082.962640,C3_24,7,0.12056
,,00083.472000,D4_32,7,0.06256
,,00083.307040,D4_21,24,0.30288
,,00083.468480,D4_31,6,0.0256
,,00083.426720,D4_43,28,0.23624
,,00083.807360,D4_21,14,0.61048
,,00085.116320,D2_21,6,0.17
,,00086.218640,D4_43,8,0.13312
,,00086.184160,D4_21,10,0.18816
,,00086.180160,A2_44,7,0.27528
,,00086.370640,C3_24,6,0.05712
,,00088.902320,C4_23,7,0.0644
,,00088.979040,C4_42,6,0.15392
,,00088.919520,C4_21,6,0.11944
,,00088.959680,C4_41,9,0.13376
,,00089.915280,D4_21,8,0.20776
,,00090.434800,C1_21,9,0.1096
,,00090.426560,C1_22,23,0.22344
,,00090.422560,C1_23,21,0.17448
,,00090.422160,C1_24,5,0.12008
,,00090.409360,C1_43,10,0.19432
,,00090.421280,C1_42,36,0.20528
,,00090.311840,B3_22,10,0.12312
,,00090.432720,C1_11,32,0.27544
,,00091.174960,B5_12,22,0.20984
,,00091.174960,B5_22,9,0.1296
,,00091.734320,B2_32,6,0.24384
,,00091.964000,D4_43,20,0.14824
,,00091.907760,D4_21,26,0.18664
,,00091.995120,D4_31,5,0.04248
,,00091.995280,D4_32,10,0.2336
,,00092.477920,A2_44,7,0.15064
,,00092.458080,A6_23,5,0.14416
,,00092.424960,A6_24,13,0.30552
,,00092.295120,D4_21,16,0.64016
,,00095.772480,D1_42,5,0.11552
,,00095.740560,D4_43,12,0.14792
,,00095.671040,D4_21,8,0.10192
,,00096.260960,A2_44,10,0.12848
,,00097.711040,B3_22,8,0.05992
,,00097.713440,B3_32,6,0.0752
,,00097.911280,B5_12,13,0.22192
,,00098.001520,B5_22,5,0.10016
,,00098.462240,D4_21,7,0.19168
,,00099.929440,B3_22,8,0.10904
,,00100.705520,A3_34,6,0.08432
,,00101.064000,B3_22,7,0.19384
,,00101.114400,B3_32,9,0.14744
,,00101.155120,B3_42,6,0.10376
,,00101.877520,D4_43,7,0.18792
,,00101.902160,D4_32,5,0.10904
,,00102.121120,A2_44,9,0.1636
,,00104.124560,B2_32,9,0.21016
,,00104.578720,B1_14,27,0.1824
,,00104.608640,B1_43,10,0.13448
,,00104.860080,C2_41,24,0.21008
,,00104.877360,C2_21,13,0.1048
,,00104.890160,C2_31,6,0.0848
,,00104.886160,C2_22,17,0.09512
,,00104.891040,C2_23,11,0.12616
,,00104.890160,C2_33,6,0.0448
,,00104.878240,C2_43,10,0.07968
,,00104.892320,C2_42,5,0.08296
,,00104.751280,A2_44,10,0.2216
,,00104.942560,D3_42,5,0.0748
,,00105.410320,D4_21,8,0.20408
,,00106.018320,C2_41,11,0.12904
,,00105.847840,B3_22,9,0.20976
,,00105.852560,B3_32,5,0.11192
,,00106.890320,C3_12,6,0.242
,,00106.875760,C3_24,8,0.048
,,00107.207680,D4_43,5,0.11872
,,00107.141120,D4_21,12,0.20336
,,00107.568880,C3_22,6,0.1676
,,00109.760880,B3_22,5,0.13128
,,00110.271840,A2_44,6,0.15448
,,00112.476960,B3_22,8,0.14488
,,00112.492400,B3_32,5,0.13984
,,00113.156080,B2_31,5,0.07968
,,00113.107200,B2_32,8,0.37688
,,00113.657840,D5_12,11,0.10864
,,00113.628640,D5_13,9,0.07688
,,00113.612400,D5_33,24,0.1776
,,00113.633760,D5_43,15,0.1996
,,00113.677840,D5_41,8,0.06544
,,00115.733600,B3_22,6,0.1324
,,00115.754400,B2_32,8,0.22272
,,00116.175920,D5_13,7,0.1084
,,00116.235680,D5_33,6,0.04488
,,00116.227440,D5_43,6,0.09448
,,00117.268320,B1_43,12,0.10264
,,00117.216640,B1_14,29,0.22256
,,00117.233520,A2_44,11,0.26776
,,00117.854000,D4_43,13,0.26032
,,00117.981120,D4_32,7,0.094
,,00117.843120,D4_21,14,0.24248
,,00119.251440,B3_22,5,0.04264
,,00120.523040,D2_21,9,0.32288
,,00120.589520,D2_31,8,0.18776
,,00120.688560,B3_22,8,0.08056
,,00120.677520,B3_32,5,0.13392
,,00120.588480,D2_23,23,0.35496
,,00120.667280,D2_34,24,0.80592
,,00121.836800,A5_13,21,0.75576
,,00122.417760,B6_21,7,0.18392
,,00122.569840,B3_22,8,0.15232
,,00122.643840,A3_34,13,0.21208
,,00122.755840,D2_34,10,0.206
,,00122.715280,D2_21,25,0.53184
,,00123.143440,A5_13,7,0.17672
,,00123.422800,A5_13,6,0.20224
,,00123.650080,D2_34,11,0.26112
,,00123.845680,D4_43,26,0.29744
,,00123.813200,D4_21,25,0.22664
,,00124.175760,D4_21,18,0.7584
,,00125.530480,D4_43,10,0.26032
,,00125.554480,D4_21,11,0.25016
,,00125.866480,C1_24,5,0.14848
,,00126.389760,B3_22,6,0.1
,,00126.516800,B1_14,17,0.22184
,,00127.231280,B2_32,12,0.30136
,,00127.835680,D4_43,7,0.17616
,,00128.443840,B3_22,10,0.09112
,,00128.462160,B3_32,8,0.134
,,00128.842160,B1_14,30,0.25616
,,00128.854560,B1_43,15,0.16808
,,00129.560320,D5_21,16,0.08376
,,00129.517760,D5_13,8,0.15624
,,00129.548240,D5_33,31,0.22328
,,00129.560640,D5_34,6,0.12232
,,00129.589920,D5_43,22,0.17936
,,00129.576640,D5_41,26,0.16024
,,00129.901440,B2_31,6,0.14104
,,00129.860560,D4_21,8,0.16272
,,00129.980800,A5_13,5,0.09024
,,00129.574000,D5_12,18,0.46344
,,00130.535040,D5_41,9,0.14136
,,00130.670640,A2_44,5,0.23584
,,00131.214800,A3_34,9,0.13944
,,00130.552720,D5_12,21,0.60344
,,00130.582560,D5_13,17,0.57888
,,00130.523680,D5_33,26,0.66056
,,00130.991280,D5_43,9,0.22424
,,00131.379520,B2_32,10,0.26224
,,00131.442800,B2_31,6,0.21656
,,00131.464720,B2_11,8,0.23816
,,00131.798880,D5_12,5,0.26328
,,00132.105840,D4_21,7,0.0972
,,00132.352640,A3_44,7,0.24264
,,00131.902560,A3_34,47,0.84016
,,00132.919360,D1_33,5,0.08552
,,00132.910640,D1_42,8,0.10648
,,00132.962640,B2_11,5,0.10448
,,00132.789200,B2_32,8,0.25584
,,00133.047760,B2_31,5,0.20768
,,00133.393200,D1_42,10,0.2576
,,00133.584560,A2_44,14,0.27608
,,00133.798880,D4_21,13,0.18904
,,00134.098320,B2_31,6,0.10776
,,00134.373440,B2_31,9,0.26656
,,00133.800560,A3_34,19,0.894
,,00134.830080,B2_32,8,0.43136
,,00135.756160,B2_31,8,0.38896
,,00136.825520,D4_21,10,0.20616
,,00137.699600,C3_24,6,0.02728
,,00137.494160,B5_12,18,0.19368
,,00137.552000,B5_22,10,0.14008
,,00137.755120,C3_22,8,0.20672
,,00138.124720,D2_21,7,0.09512
,,00138.016800,A6_24,9,0.25544
,,00138.954160,B5_12,10,0.15584
,,00138.960160,B5_22,6,0.08704
,,00139.145840,A2_44,5,0.17264
,,00139.182320,B3_22,8,0.10736
,,00139.364240,D2_21,6,0.17152
,,00140.274400,D4_43,8,0.09728
,,00140.283040,B2_31,5,0.27424
,,00140.257680,D4_21,14,0.19984
,,00140.612000,B3_22,9,0.2284
,,00140.389520,A4_33,14,0.33696
,,00140.971040,C3_24,6,0.05512
,,00140.760240,B6_23,8,0.26208
,,00140.763040,B6_21,9,0.1612
,,00141.213440,C3_22,5,0.1032
,,00140.855200,B6_41,8,0.3332
,,00142.677920,B3_22,9,0.14024
,,00142.708720,B3_42,5,0.19064
,,00142.916880,A2_44,5,0.18248
,,00143.578960,D3_42,11,0.172
,,00144.861760,B3_22,6,0.1216
,,00147.407360,B1_14,32,0.28552
,,00147.575680,B1_43,12,0.11448
,,00147.537440,B4_23,17,0.19464
,,00147.492000,B4_43,33,0.3044
,,00147.544800,B4_44,5,0.1752
,,00148.080320,B3_42,5,0.07448
,,00149.437520,D4_43,9,0.15144
,,00149.338480,D4_21,13,0.20528
,,00149.605200,A2_21,10,0.11152
,,00149.611200,A2_33,6,0.11656
,,00149.596240,A2_44,23,0.482
,,00152.124480,C3_12,11,0.1416
,,00152.210000,C3_22,11,0.13168
,,00152.230240,C3_14,22,0.13224
,,00152.120000,C3_24,25,0.17416
,,00152.237600,C3_43,11,0.03728
,,00152.588800,A5_13,6,0.20392
,,00153.233120,C3_24,10,0.19184
,,00153.357440,D4_21,12,0.1976
,,00154.176800,C3_12,6,0.10968
,,00154.239600,C3_22,8,0.16184
,,00155.410480,D5_12,6,0.13344
,,00155.401840,D5_13,11,0.13944
,,00155.417520,D5_33,17,0.13144
,,00155.419520,D5_43,10,0.11568
,,00155.440000,D5_41,14,0.1152
,,00156.157200,B1_14,10,0.26224
,,00157.521680,D5_13,8,0.06312
,,00157.707680,C3_24,11,0.1364
,,00157.692160,C3_43,8,0.07528
,,00157.524480,D5_33,8,0.14184
,,00157.759200,B1_14,21,0.32944
,,00157.971600,A1_41,9,0.13688
,,00157.997840,A1_12,5,0.094
,,00158.413440,D6_32,11,0.15384
,,00158.545920,B6_23,6,0.11536
,,00158.549360,B6_24,6,0.22368
,,00158.483680,B6_21,12,0.22496
,,00158.967440,A2_44,7,0.13912
,,00158.434080,D6_33,13,0.63232
,,00159.054160,B6_23,6,0.24616
,,00159.410240,B6_23,5,0.26376
,,00158.551200,B6_41,40,1.32624
,,00160.401920,A2_44,5,0.15624
,,00160.284160,B6_14,5,0.16344
,,00160.153520,B6_23,15,0.25456
,,00160.167120,B6_21,8,0.29816
,,00160.641920,C2_41,11,0.12584
,,00160.848960,D4_43,10,0.22344
,,00160.890800,D4_32,6,0.16128
,,00160.847440,D4_21,6,0.12288
,,00160.594800,B6_21,10,0.43512
,,00160.233440,B6_41,17,0.73208
,,00160.603680,B6_23,14,0.56496
,,00161.175120,D6_32,11,0.19336
,,00161.311520,D4_43,42,0.2816
,,00161.435120,D4_32,10,0.07384
,,00161.390320,D4_31,7,0.1364
,,00161.737120,B3_41,5,0.07232
,,00161.755440,B3_32,5,0.10952
,,00161.269520,D4_21,48,0.39128
,,00161.532240,B3_22,63,0.57832
,,00161.735680,B3_34,6,0.23536
,,00161.722720,B3_42,29,0.19584
,,00160.923600,D6_33,39,1.20176
,,00162.475360,D5_33,9,0.11024
,,00162.606640,D4_21,8,0.2768
,,00162.341760,B6_41,7,0.48208
,,00162.518560,A1_41,26,0.39448
,,00162.968480,C3_12,5,0.0652
,,00162.661440,B3_42,18,0.33952
,,00162.734240,D4_43,7,0.17432
,,00162.494400,D6_33,12,0.45152
,,00162.789440,A1_44,7,0.36656
,,00162.691280,B3_22,54,0.68304
,,00163.506800,C5_34,6,0.06616
,,00163.540800,B3_22,10,0.40448
,,00163.811840,D4_21,9,0.33512
,,00164.181840,C3_12,5,0.06816
,,00164.047360,B3_22,6,0.1808
,,00164.135360,B1_14,15,0.34192
,,00164.348560,B1_43,5,0.12336
,,00164.661840,A2_44,7,0.23176
,,00164.330080,B3_22,17,0.92264
,,00166.235840,B6_21,5,0.06088
,,00166.697200,A2_44,9,0.15968
,,00166.628000,B6_21,6,0.168
,,00166.987600,D2_21,7,0.16072
,,00166.852160,C3_22,8,0.10712
,,00166.799120,C3_24,6,0.12072
,,00166.657840,B3_22,10,0.40048
,,00167.341840,C1_21,11,0.07824
,,00167.333680,C1_11,37,0.29392
,,00167.343360,C1_22,13,0.09088
,,00167.335040,C1_23,17,0.2228
,,00167.332800,C1_43,11,0.15392
,,00167.317840,C1_42,42,0.25936
,,00168.799360,C1_11,25,0.33456
,,00168.863520,C1_23,9,0.1124
,,00168.824320,C1_42,26,0.23576
,,00170.607360,D2_34,9,0.13424
,,00170.986000,C6_33,5,0.16064
,,00171.558960,C3_24,6,0.0328
,,00172.630000,B6_23,10,0.46064
,,00172.650800,B6_21,11,0.31976
,,00172.718480,B6_41,5,0.24736
,,00173.536080,C6_33,15,0.18688
,,00173.617760,C6_34,8,0.14872
,,00173.616560,C6_43,5,0.05408
,,00173.602480,C6_41,8,0.05752
,,00173.683760,A2_44,9,0.33288
,,00174.789520,B1_14,21,0.33784
,,00174.952960,B1_43,7,0.17872
,,00175.704160,D2_21,13,0.316
,,00177.696880,B6_21,7,0.21224
,,00178.132640,D3_41,9,0.126
,,00178.175520,D3_22,8,0.08
,,00178.192080,D3_23,6,0.14584
,,00178.177360,D3_32,7,0.11112
,,00178.189360,D3_42,17,0.3764
,,00178.563280,C3_24,7,0.07728
,,00178.786080,D2_31,5,0.07368
,,00178.657840,D2_23,26,0.34032
,,00178.783680,D2_21,32,0.49528
,,00178.791120,D2_34,22,0.58536
,,00179.860800,D5_13,5,0.12472
,,00179.905520,D5_33,7,0.17392
,,00179.990560,D3_42,27,0.7064
,,00181.187120,D2_34,5,0.12024
,,00181.418320,D2_21,6,0.20808
,,00181.370880,D3_42,7,0.3136
,,00182.072080,B3_22,6,0.07576
,,00181.941680,D2_34,6,0.29952
,,00183.870240,D3_42,5,0.28304
,,00184.910240,A2_44,9,0.1516
,,00184.767520,B3_22,12,0.16752
,,00184.772640,B3_42,6,0.1576
,,00186.496320,C3_12,16,0.12296
,,00186.503440,C3_24,20,0.13464
,,00186.519280,C3_43,10,0.08376
,,00186.563760,C3_22,6,0.1404
,,00186.561920,C3_14,21,0.09824
,,00187.217520,C3_24,11,0.09968
,,00187.067520,D5_13,5,0.11112
,,00187.143120,D5_33,8,0.10776
,,00187.168400,D5_43,5,0.07664
,,00187.975040,C3_14,62,0.37608
,,00187.672720,C3_24,58,0.69888
,,00187.909120,C3_43,35,0.42584
,,00187.602080,C3_12,62,0.94048
,,00187.886400,C3_22,21,0.8176
,,00189.085040,C3_43,37,0.55136
,,00189.166400,C3_24,25,0.59104
,,00191.055360,A2_44,7,0.20408
,,00191.210480,B5_14,6,0.11432
,,00191.202560,B5_12,18,0.1704
,,00191.205360,B5_13,5,0.1356
,,00191.204960,B5_23,7,0.10936
,,00191.256880,B5_44,7,0.06432
,,00191.223360,B5_22,9,0.08896
,,00192.242000,D3_42,5,0.22984
,,00194.483200,B5_12,5,0.09848
,,00197.044960,A2_44,5,0.16912
,,00198.499040,B5_22,5,0.09776
,,00198.487280,B5_14,6,0.2064
,,00198.486400,B5_12,14,0.2176
,,00198.505840,B5_23,6,0.1892
,,00198.603680,B5_44,7,0.05488
,,00198.862400,C3_12,6,0.0996
,,00199.718960,A2_44,7,0.18856
,,00200.034160,D4_43,23,0.24544
,,00200.102320,D4_32,8,0.14728
,,00200.057680,D4_21,11,0.19
,,00201.440400,B3_22,5,0.0592
,,00202.792480,A2_44,17,0.42592
,,00203.347200,B5_12,12,0.25944
,,00203.397520,B5_23,5,0.09624
,,00203.415760,B5_22,5,0.14152
,,00203.529520,A2_44,13,0.5824
,,00205.386160,C3_24,6,0.0452
,,00205.309680,A3_34,5,0.10352
,,00205.515280,D4_43,12,0.10408
,,00205.513680,D4_32,5,0.04424
,,00205.413680,D4_21,18,0.21272
,,00206.233280,D4_21,10,0.31488
,,00206.423280,A5_13,7,0.12368
