Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00051.103280,A2_33,6,0.07792
,,00051.090560,A2_44,19,0.18744
,,00051.398960,A2_44,5,0.17192
,,00051.773360,A2_44,15,0.42608
,,00052.394480,C1_21,8,0.05224
,,00052.395920,C1_11,22,0.1392
,,00052.386960,C1_22,14,0.12384
,,00052.361920,C1_43,5,0.0896
,,00052.398720,C1_42,17,0.11776
,,00052.305760,C2_41,9,0.0972
,,00052.306560,C2_33,7,0.1444
,,00055.203920,B2_41,5,0.0456
,,00055.247760,B2_11,5,0.05888
,,00055.158720,B2_32,8,0.12312
,,00055.419440,B2_31,6,0.15544
,,00055.914080,C1_21,6,0.04792
,,00055.918960,C1_31,5,0.0296
,,00055.908720,C1_11,28,0.1888
,,00055.912640,C1_22,10,0.06512
,,00055.902000,C1_23,17,0.11752
,,00055.877600,C1_43,11,0.14032
,,00055.897760,C1_42,40,0.18304
,,00056.131520,B2_31,7,0.29352
,,00056.225760,B2_32,5,0.17824
,,00056.391920,A2_44,7,0.14024
,,00057.559760,C1_11,16,0.18536
,,00057.553280,C1_23,8,0.10424
,,00057.529520,C1_42,17,0.158
,,00057.621920,D2_21,7,0.23064
,,00058.316640,A4_33,13,0.35256
,,00058.790320,A4_33,6,0.2944
,,00058.778960,D5_12,5,0.14704
,,00058.719360,D5_33,9,0.1908
,,00059.790000,C3_12,7,0.08536
,,00059.789200,C3_24,8,0.04776
,,00059.836480,C3_22,8,0.196
,,00059.997520,A2_44,17,0.29688
,,00061.190640,D2_21,6,0.09512
,,00061.454800,A5_13,12,0.17472
,,00061.859680,A6_24,8,0.14184
,,00062.007520,A4_33,16,0.22512
,,00061.772880,A5_13,11,0.3876
,,00062.666320,A3_34,14,0.15624
,,00062.337840,A4_33,13,0.4452
,,00062.262640,A5_13,10,0.39016
,,00062.734640,A2_44,10,0.33904
,,00064.183760,A4_33,15,0.44944
,,00066.182080,B1_31,10,0.06016
,,00066.206000,B1_12,12,0.1416
,,00066.191680,B1_32,5,0.03416
,,00066.144080,B1_43,29,0.25176
,,00066.430320,A1_41,7,0.15024
,,00066.404560,A1_43,5,0.10552
,,00066.403920,A2_44,7,0.14248
,,00066.729360,A3_32,8,0.1468
,,00066.765840,A4_33,5,0.11648
,,00066.674480,A3_34,29,0.3496
,,00066.042080,B1_14,58,1.13344
,,00067.016880,A1_41,17,0.38368
,,00067.054160,A1_43,17,0.3796
,,00067.275040,A1_44,5,0.15568
,,00067.126400,A3_34,23,0.62672
,,00068.094480,A1_43,7,0.23192
,,00068.746080,C3_12,6,0.15928
,,00069.426320,A1_41,11,0.12048
,,00069.441200,A1_12,7,0.16432
,,00069.430240,A1_43,10,0.12776
,,00069.399600,C6_33,6,0.09656
,,00069.380960,C6_34,8,0.08216
,,00069.594400,B3_22,8,0.13784
,,00069.610720,B5_12,20,0.25
,,00069.673120,B5_13,6,0.09936
,,00069.698080,B5_44,10,0.08544
,,00069.667680,B5_22,9,0.16008
,,00069.808640,B2_32,11,0.25808
,,00070.554640,A2_44,7,0.28928
,,00071.341840,B5_14,5,0.0536
,,00071.243600,B5_12,15,0.2512
,,00071.311440,B5_42,6,0.13312
,,00071.372480,B5_22,5,0.07864
,,00071.982400,D4_21,5,0.078
,,00072.067440,B3_22,8,0.1856
,,00072.143760,B3_32,5,0.10392
,,00072.502480,A3_34,7,0.1084
,,00073.248000,B2_32,6,0.0992
,,00073.345600,A2_44,5,0.13024
,,00074.487600,B5_12,9,0.13408
,,00074.522320,B5_22,5,0.04512
,,00076.103520,A2_44,21,0.18456
,,00076.326720,D5_13,7,0.14728
,,00076.325040,D5_33,7,0.10488
,,00076.379200,D5_43,6,0.0916
,,00077.611440,C3_12,14,0.14032
,,00077.663840,C3_22,10,0.1276
,,00077.701680,C3_14,27,0.18088
,,00077.643840,C3_24,22,0.1508
,,00077.667280,C3_43,12,0.0868
,,00077.738640,A3_34,5,0.1076
,,00077.702160,C5_13,6,0.14928
,,00077.777760,C5_32,5,0.1132
,,00077.972640,A3_34,5,0.12016
,,00077.890160,C3_12,10,0.29856
,,00078.310160,C3_24,19,0.26568
,,00078.700800,C3_24,11,0.1192
,,00078.698320,C3_43,9,0.05752
,,00078.826960,B1_14,8,0.1788
,,00079.120400,D4_21,6,0.12072
,,00079.761680,A2_44,5,0.0924
,,00081.584240,B4_43,7,0.214
,,00081.887600,B5_12,18,0.20968
,,00081.853600,B5_22,10,0.1724
,,00082.085600,B2_34,5,0.11784
,,00082.011280,B2_32,9,0.2812
,,00082.198000,C3_24,10,0.0788
,,00082.185520,C3_43,7,0.02664
,,00082.396960,D2_21,7,0.14048
,,00082.318800,A2_44,11,0.21024
,,00083.757920,D4_44,9,0.11984
,,00083.544320,D5_13,5,0.13064
,,00083.564800,D5_33,23,0.2052
,,00083.556000,D5_34,12,0.1652
,,00083.573200,D5_43,15,0.16208
,,00083.573120,D5_21,8,0.08448
,,00083.582640,D5_41,23,0.15424
,,00083.818640,D4_43,8,0.16488
,,00083.797360,D4_32,12,0.11224
,,00083.742400,D4_21,18,0.26256
,,00083.533520,D5_12,13,0.51912
,,00084.312320,D4_21,6,0.26456
,,00084.642160,C3_12,8,0.09672
,,00084.552400,C3_43,13,0.12216
,,00084.363520,D5_12,13,0.35424
,,00084.494640,D5_33,6,0.21712
,,00084.687760,C3_22,12,0.23928
,,00084.904080,A3_34,15,0.10536
,,00084.915440,D5_43,15,0.16008
,,00084.921760,D5_21,6,0.19512
,,00085.116080,B1_14,5,0.04968
,,00084.901920,D5_33,29,0.36784
,,00084.978320,D5_41,9,0.2
,,00085.646880,A2_44,6,0.13936
,,00086.219360,C3_43,10,0.05016
,,00085.965280,A3_34,17,0.28288
,,00086.289840,C3_22,8,0.14056
,,00086.621840,B1_31,11,0.13336
,,00086.627280,B1_12,6,0.06136
,,00086.636880,B1_13,6,0.0572
,,00086.523840,B1_14,46,0.36352
,,00086.610080,B1_43,28,0.15088
,,00087.059760,B1_14,6,0.16712
,,00088.128240,B1_43,5,0.16264
,,00088.332640,D4_21,6,0.064
,,00087.765440,B1_14,57,0.7416
,,00088.274720,D4_32,6,0.1324
,,00088.395680,D6_32,10,0.22352
,,00088.989200,D1_42,6,0.12208
,,00088.973280,A2_44,10,0.2988
,,00089.788480,B5_44,6,0.06368
,,00089.725040,B5_22,8,0.12976
,,00088.314080,D6_33,52,1.45888
,,00089.717840,B5_12,12,0.19352
,,00090.074800,C3_22,5,0.12744
,,00091.141200,D6_33,6,0.20432
,,00091.678640,B6_14,6,0.11896
,,00091.581440,B6_23,8,0.12424
,,00091.639840,B6_24,7,0.13864
,,00091.657440,B6_21,10,0.10392
,,00091.673440,B6_41,7,0.05
,,00092.299600,B6_23,7,0.25232
,,00091.829920,B6_41,25,0.92256
,,00093.051600,A2_33,5,0.0568
,,00092.990000,C3_14,6,0.0884
,,00092.963040,C3_24,11,0.07064
,,00092.873760,C3_43,9,0.0864
,,00093.040320,A2_21,7,0.1692
,,00092.834400,A2_44,27,0.73232
,,00093.301920,B3_22,14,0.12288
,,00093.307360,B3_32,5,0.17088
,,00093.125120,B6_23,11,0.31024
,,00093.668080,A2_44,17,0.44912
,,00094.693440,B6_13,5,0.1056
,,00094.693280,B6_23,9,0.17848
,,00095.121040,B3_41,5,0.13416
,,00095.107920,B3_32,7,0.10384
,,00094.999360,B3_22,35,0.52248
,,00095.002480,B3_42,13,0.51872
,,00095.525520,B3_32,5,0.13664
,,00095.658880,B3_22,11,0.31488
,,00095.961360,A3_34,19,0.1796
,,00096.413600,C3_12,6,0.09216
,,00096.504720,C3_22,7,0.14672
,,00096.587360,B3_42,13,0.25384
,,00096.417120,B3_22,58,0.76576
,,00097.931920,A2_44,5,0.24488
,,00097.718720,B3_22,14,0.54016
,,00098.618960,D5_12,6,0.11384
,,00098.599440,D5_33,19,0.15056
,,00098.635120,D5_43,8,0.06992
,,00098.644800,D5_41,10,0.0704
,,00098.371520,B3_22,13,0.7096
,,00099.207520,C3_24,6,0.05704
,,00099.179040,C3_43,8,0.09848
,,00099.278080,A2_44,16,0.31352
,,00099.558800,B3_22,5,0.15944
,,00099.822640,B3_22,5,0.21976
,,00101.471040,A2_44,11,0.46408
,,00101.807520,B5_12,5,0.13016
,,00101.770800,B5_22,5,0.13656
,,00102.363520,D1_42,6,0.14904
,,00102.679520,D1_42,8,0.29232
,,00103.760960,A2_44,7,0.08784
,,00104.156560,D4_43,7,0.10464
,,00104.036640,D4_32,11,0.22264
,,00104.099200,D4_21,8,0.10536
,,00104.544560,D4_21,6,0.29904
,,00107.224000,A3_32,8,0.16288
,,00107.159200,A3_44,6,0.12112
,,00107.194720,B6_23,5,0.14528
,,00107.140160,A3_34,30,0.29912
,,00107.216240,B6_41,5,0.24056
,,00107.737040,A3_34,15,0.3904
,,00108.345280,A2_44,7,0.27392
,,00108.691600,D2_21,13,0.14632
,,00108.822240,D5_12,5,0.17112
,,00108.817200,D5_13,7,0.14368
,,00108.799440,D5_33,9,0.11672
,,00108.841040,D5_43,9,0.17312
,,00109.419280,B3_22,12,0.27488
,,00111.149280,A2_44,11,0.23512
,,00111.103440,C3_24,6,0.0736
,,00111.492320,B2_32,9,0.2264
,,00111.630000,A3_34,7,0.11816
,,00113.152640,A1_43,5,0.19256
,,00114.076000,B1_21,6,0.04616
,,00114.061680,B1_31,6,0.0568
,,00113.858560,B3_22,7,0.08392
,,00113.939760,B1_14,38,0.292
,,00114.035440,B1_43,17,0.21304
,,00114.254880,C3_43,10,0.15928
,,00114.385360,B6_23,6,0.23032
,,00114.638960,C3_12,7,0.1576
,,00114.619200,C3_24,17,0.242
,,00114.558320,B1_14,19,0.45464
,,00115.677600,C4_42,13,0.18432
,,00115.730880,C4_41,10,0.11024
,,00116.762400,D2_21,21,0.54296
,,00116.738000,D2_23,24,0.42496
,,00117.174560,A3_34,6,0.112
,,00116.704720,D2_34,36,0.88472
,,00117.415760,D2_21,9,0.2696
,,00117.990320,C3_24,8,0.06696
,,00118.230960,B6_23,7,0.10384
,,00118.272720,B6_21,7,0.11288
,,00118.412240,B6_41,9,0.39648
,,00120.428240,A3_34,15,0.21344
,,00120.872000,D2_34,6,0.14408
,,00120.678720,D2_21,24,0.5752
,,00121.886480,D4_21,6,0.08992
,,00123.014400,D5_33,5,0.06024
,,00123.125520,B5_14,5,0.05512
,,00123.115600,B5_23,14,0.23456
,,00123.147680,B5_24,16,0.20496
,,00123.102320,B5_42,5,0.07496
,,00123.091680,B5_22,21,0.31384
,,00123.122480,B5_44,89,0.59328
,,00123.989680,B3_22,7,0.09056
,,00124.020480,A2_44,5,0.32496
,,00124.203920,B5_23,6,0.13264
,,00124.060640,B5_44,7,0.2464
,,00124.058640,B5_22,12,0.3096
,,00123.075920,B5_12,136,1.39328
,,00124.734240,B1_14,5,0.08904
,,00125.974240,B5_11,6,0.26432
,,00125.991520,B5_23,12,0.36376
,,00126.003440,B5_44,29,0.34496
,,00126.046160,B5_22,10,0.188
,,00125.795040,B5_12,99,0.76024
,,00126.982160,D2_21,12,0.1472
,,00127.275840,D1_22,7,0.07288
,,00128.497840,A6_24,15,0.2228
,,00128.894800,D3_41,11,0.08208
,,00128.890480,D3_22,5,0.05944
,,00130.437760,D3_42,6,0.15272
,,00130.417200,C3_22,5,0.10696
,,00130.299760,C3_24,11,0.10064
,,00132.818480,A1_41,8,0.09472
,,00133.376160,A1_43,13,0.23888
,,00133.372240,A1_41,24,0.33728
,,00133.558160,A1_12,8,0.25304
,,00134.638640,A1_43,12,0.40616
,,00135.014160,D6_33,6,0.11416
,,00135.180720,B4_33,5,0.0992
,,00135.138800,B4_23,14,0.31232
,,00135.102080,B4_43,32,0.38968
,,00135.880480,C3_12,6,0.09048
,,00136.110320,B4_43,10,0.24544
,,00137.560320,D4_21,6,0.03968
,,00138.553600,A3_34,8,0.06744
,,00138.216880,B5_12,6,0.21736
,,00138.449440,C5_13,5,0.10784
,,00138.444640,C5_32,6,0.14992
,,00138.462960,D5_13,5,0.1364
,,00138.570560,D5_43,5,0.10968
,,00139.941520,B5_22,5,0.09616
,,00139.848160,A5_13,8,0.32928
,,00140.827040,C3_12,6,0.11072
,,00140.314800,A5_13,45,1.80592
,,00142.300880,A3_34,5,0.14344
,,00142.849680,B5_12,12,0.20128
,,00142.847920,B5_22,9,0.17896
,,00143.160320,B3_22,9,0.24512
,,00144.232320,B2_32,7,0.32456
,,00145.909360,D4_21,5,0.09528
,,00149.359360,B3_22,7,0.06312
,,00149.386000,B3_32,5,0.10664
,,00149.699360,D4_21,12,0.26424
,,00150.059680,A2_44,18,0.25704
,,00150.624080,C3_12,13,0.062
,,00150.632560,C3_22,11,0.1304
,,00150.627760,C3_14,31,0.19128
,,00150.619600,C3_24,19,0.18208
,,00150.606960,C3_43,17,0.0884
,,00150.474000,B6_23,9,0.28832
,,00150.582240,B6_41,6,0.21904
,,00150.873440,C3_12,18,0.40288
,,00151.400720,C3_24,8,0.13552
,,00151.978560,C3_13,6,0.16264
,,00151.746160,C3_43,35,0.39296
,,00151.992160,C3_14,44,0.29416
,,00151.844800,C3_24,54,0.53672
,,00151.860800,C3_12,46,0.5596
,,00151.975600,C3_22,15,0.47656
,,00156.039680,D1_42,6,0.16712
,,00156.659280,D5_13,6,0.07864
,,00156.655120,D5_33,6,0.0736
,,00156.708560,D5_43,5,0.05256
,,00157.569520,A2_44,6,0.24544
,,00157.777520,D4_21,6,0.19656
,,00159.029200,B6_41,7,0.39544
,,00159.684320,B3_22,16,0.15784
,,00160.754560,A2_44,8,0.21928
,,00161.322640,D1_42,5,0.06176
,,00161.270160,D5_33,5,0.0652
,,00162.202240,B1_14,21,0.1448
,,00162.204240,B1_43,10,0.12832
,,00164.532800,D4_32,5,0.11336
,,00164.475040,D4_21,12,0.15696
,,00164.692720,A2_44,7,0.2008
,,00166.378960,B3_22,10,0.04016
,,00168.236640,B1_14,20,0.22336
,,00168.470800,B5_12,10,0.24944
,,00168.628160,B5_44,8,0.10528
,,00168.525760,B5_22,9,0.21504
,,00168.848960,A3_34,7,0.10392
,,00168.970240,B3_22,26,0.29344
,,00168.993200,B3_32,9,0.20304
,,00169.128240,B3_42,9,0.10376
,,00169.371840,B3_22,7,0.34072
,,00169.689040,A2_44,7,0.21312
,,00170.215360,B2_32,12,0.39056
,,00170.727440,B3_22,6,0.10672
,,00171.365200,D4_21,5,0.06984
,,00171.660720,B3_22,5,0.03112
,,00172.199200,D2_21,10,0.16552
,,00173.742880,D2_21,9,0.13592
,,00174.789680,D5_33,6,0.0652
,,00174.932640,B3_22,8,0.11376
,,00176.236240,D4_21,7,0.15464
,,00176.010080,B5_12,9,0.21368
,,00176.034880,B5_22,7,0.1872
,,00175.997840,B6_41,6,0.20376
,,00176.940480,B3_22,12,0.11296
,,00179.678240,B3_22,7,0.0512
,,00179.710640,B3_32,5,0.07376
,,00180.367840,A2_44,9,0.17888
,,00181.055680,D4_21,7,0.10728
,,00181.755280,B1_31,5,0.03776
,,00181.710320,B1_14,24,0.15768
,,00181.723120,B1_43,10,0.0988
,,00182.342720,A1_41,6,0.05872
,,00182.310080,A1_43,6,0.10248
,,00182.514800,D5_33,7,0.1032
,,00182.528800,D5_43,7,0.06104
,,00182.516560,D5_41,5,0.07488
,,00183.114400,B3_22,6,0.14552
,,00183.999520,C1_21,13,0.08864
,,00184.000880,C1_22,19,0.12312
,,00183.951680,C1_43,7,0.16592
,,00183.988640,C1_11,37,0.23472
,,00183.995280,C1_23,23,0.208
,,00183.988000,C1_42,42,0.41256
,,00185.451920,C1_11,5,0.08456
,,00185.433840,C1_23,13,0.10248
,,00185.423520,C1_42,22,0.16664
,,00186.061520,D6_33,5,0.104
,,00187.101760,C2_41,23,0.24568
,,00187.183120,C2_21,9,0.14904
,,00187.194960,C2_31,5,0.11936
,,00187.186080,C2_22,7,0.09784
,,00187.139120,C2_33,6,0.06608
,,00187.876880,D2_21,6,0.18008
,,00187.967440,D5_13,7,0.15472
,,00188.052080,D5_34,5,0.0976
,,00188.049360,D5_44,8,0.05416
,,00188.021200,D5_33,28,0.22024
,,00188.033840,D5_43,18,0.17576
,,00188.043120,D5_21,10,0.18
,,00188.034560,D5_41,20,0.2068
,,00188.004320,D5_12,16,0.6508
,,00189.317040,A3_32,8,0.1672
,,00189.753440,B1_31,8,0.09584
,,00189.752000,B1_12,7,0.08936
,,00189.747680,B1_42,7,0.12768
,,00189.539680,D5_33,7,0.1424
,,00189.731440,B1_43,25,0.23952
,,00189.527120,D5_12,9,0.39584
,,00189.240240,A3_34,60,1.05616
,,00190.086000,D5_12,5,0.20648
,,00190.043760,A6_23,8,0.19176
,,00190.017120,A6_24,11,0.2044
,,00189.832880,B6_23,15,0.33328
,,00190.052240,B6_41,5,0.13448
,,00189.653840,B1_14,58,0.75568
,,00190.234640,B2_32,8,0.2588
,,00190.533360,B1_14,9,0.38008
,,00190.840480,A2_44,11,0.212
,,00191.117040,C3_12,5,0.18576
,,00191.773600,D4_21,6,0.13632
,,00193.059520,B6_41,8,0.37344
,,00193.848480,B3_22,15,0.26656
,,00193.845680,B3_42,9,0.13912
,,00195.188240,B5_12,13,0.12688
,,00195.186960,B5_22,11,0.12728
,,00195.315760,D1_42,5,0.14016
,,00195.703280,C3_12,14,0.10864
,,00195.798320,C3_22,7,0.05072
,,00195.764080,C3_43,11,0.06968
,,00195.678000,D5_12,7,0.0876
,,00195.691120,D5_13,8,0.09056
,,00195.654160,D5_33,14,0.1336
,,00195.636320,D5_43,15,0.16568
,,00195.702800,D5_41,9,0.0932
,,00195.786960,C3_14,24,0.12624
,,00195.739120,C3_24,24,0.1792
,,00196.886160,D5_12,7,0.21704
,,00197.147520,B5_12,5,0.07576
,,00199.791680,D4_21,8,0.12608
,,00200.412720,A2_44,13,0.18624
,,00200.623440,B3_22,12,0.14432
,,00200.679360,B3_32,8,0.12568
,,00201.312720,D5_12,6,0.18
,,00201.310960,D5_33,10,0.1344
,,00201.326000,D5_43,6,0.10392
,,00202.039520,B1_14,11,0.12912
,,00202.640720,A1_43,6,0.06672
,,00203.040640,D5_33,6,0.22024
,,00203.379200,D4_23,5,0.22648
,,00203.456480,D4_43,7,0.10616
,,00203.456880,D4_32,10,0.10608
,,00203.440560,D4_44,10,0.05456
,,00203.295600,D4_21,22,0.28464
,,00204.121440,B3_22,5,0.08408
,,00204.959680,C2_41,9,0.12176
,,00205.031040,D4_44,7,0.0732
,,00205.076000,D4_21,10,0.1144
,,00205.411280,B1_14,22,0.37384
,,00205.662480,B1_43,5,0.09744
,,00205.605120,A2_21,5,0.12584
,,00205.585360,A2_33,9,0.17
,,00206.306320,A1_41,5,0.13904
,,00206.241600,A1_43,6,0.17648
,,00206.370400,B3_22,15,0.18344
,,00206.415680,B3_32,5,0.11528
,,00206.422560,B6_23,8,0.18464
,,00206.755840,D2_21,7,0.11944
,,00205.434320,A2_44,65,1.4128
,,00206.548800,B6_41,7,0.2972
,,00207.349280,A2_44,7,0.2776
,,00208.539680,D5_33,8,0.06584
,,00208.522800,D5_43,8,0.10808
,,00208.540000,D5_41,5,0.02888
,,00208.487520,D5_12,6,0.16384
,,00209.953840,B6_23,9,0.13936
,,00209.936880,B6_21,10,0.18864
,,00210.273520,D5_13,5,0.06208
,,00210.264800,D5_33,10,0.09584
,,00210.276320,D5_43,7,0.07896
,,00210.065760,B6_14,6,0.14104
,,00210.044240,B6_41,7,0.16464
,,00210.312880,B6_41,20,0.65632
,,00210.706640,B6_23,11,0.4812
,,00211.090560,B6_41,7,0.28464
,,00212.035760,A1_43,5,0.0328
,,00212.117440,A1_41,8,0.13248
,,00212.116640,A2_44,12,0.2636
,,00212.144560,D5_33,8,0.10728
,,00212.153200,D5_43,6,0.10376
,,00212.341760,C3_43,6,0.20024
,,00212.597040,D2_21,10,0.16416
,,00213.542960,A1_43,7,0.17448
,,00214.645280,A2_44,23,0.31544
,,00215.114880,C3_43,6,0.03024
,,00215.060240,C3_12,7,0.10856
,,00215.142080,C3_24,6,0.03656
,,00215.621760,D1_42,5,0.12752
,,00217.422240,D5_33,5,0.07968
,,00217.385280,D5_43,6,0.17528
,,00218.665760,B6_23,5,0.07168
,,00218.860720,A2_44,11,0.3216
,,00219.228480,D2_31,11,0.34912
,,00219.228400,D2_23,22,0.34648
,,00219.243680,A5_13,19,0.80296
,,00219.281840,D2_21,48,0.99728
,,00219.266480,D2_34,38,0.90872
,,00220.300880,A5_13,5,0.07864
,,00220.757360,A2_44,9,0.34232
,,00222.068000,B6_23,8,0.3336
,,00223.824640,A2_44,10,0.38752
,,00224.550160,B6_23,5,0.02928
,,00224.828240,B1_12,6,0.052
,,00224.830560,B1_32,5,0.04656
,,00224.539520,B6_21,6,0.1556
,,00224.803040,B1_31,7,0.14256
,,00224.807040,B1_13,5,0.10544
,,00224.744000,B1_14,37,0.36408
,,00224.789200,B1_43,22,0.19712
,,00226.416880,A2_44,14,0.43728
,,00228.079440,B6_23,6,0.22176
,,00228.692400,D2_21,8,0.14312
,,00229.647840,D6_33,6,0.19408
,,00230.092080,B2_31,10,0.15992
,,00230.122000,B2_32,9,0.15272
,,00230.460320,D1_42,9,0.20168
,,00230.992000,B3_22,9,0.12664
,,00231.125200,A2_44,15,0.25888
,,00231.241200,B3_22,5,0.11576
,,00231.097520,B3_42,9,0.17712
