Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00033.055040,C3_12,8,0.1424
,,00033.089040,C3_14,16,0.1228
,,00033.075280,C3_24,17,0.13832
,,00033.070880,C3_43,10,0.10344
,,00034.202240,B3_22,13,0.1656
,,00035.424960,A1_41,7,0.08136
,,00035.604720,A1_22,6,0.28464
,,00036.506400,A1_44,14,0.55768
,,00036.826000,B5_12,10,0.12064
,,00036.830560,B5_22,8,0.1564
,,00036.408560,A1_43,42,1.20904
,,00037.203040,A1_44,6,0.25848
,,00037.733360,A1_43,5,0.20712
,,00038.076000,B3_22,6,0.16
,,00038.217520,B3_32,5,0.16208
,,00038.132720,B1_14,20,0.29088
,,00040.353680,A1_44,6,0.24728
,,00040.457920,B5_12,5,0.12248
,,00041.280000,A1_43,5,0.1316
,,00043.228880,D1_11,7,0.11008
,,00044.020400,A2_44,5,0.15632
,,00044.956160,D2_21,11,0.10752
,,00044.959040,D2_34,5,0.12072
,,00045.910080,C1_21,12,0.08656
,,00045.892960,C1_11,18,0.12816
,,00045.922480,C1_12,6,0.07144
,,00045.915120,C1_22,20,0.07976
,,00045.912160,C1_23,17,0.08176
,,00045.930880,C1_43,6,0.03256
,,00045.916560,C1_42,13,0.06624
,,00046.906720,B5_12,12,0.19072
,,00046.997440,B5_44,11,0.12504
,,00046.983440,B5_22,7,0.13344
,,00048.854320,B3_22,9,0.07032
,,00049.607520,B6_23,11,0.27328
,,00049.931120,D2_21,7,0.11248
,,00049.950800,D2_34,5,0.10024
,,00051.484800,A2_44,6,0.07096
,,00054.045040,B1_43,7,0.1708
,,00054.337520,A2_44,7,0.1024
,,00053.942560,B1_14,91,1.1236
,,00055.179280,B6_23,5,0.1224
,,00055.322880,B3_22,15,0.13096
,,00055.836640,A1_41,6,0.03128
,,00055.767760,A1_22,10,0.33912
,,00056.608320,C3_12,6,0.16528
,,00056.723280,C3_14,5,0.05368
,,00056.685520,C3_24,5,0.01832
,,00057.174800,B3_44,5,0.07296
,,00057.094400,B3_42,17,0.23152
,,00057.500400,C3_43,5,0.23024
,,00057.837600,B3_32,5,0.22712
,,00057.043520,B3_22,87,1.14296
,,00058.535280,B2_32,8,0.19736
,,00058.397760,B3_22,50,0.58296
,,00058.618080,B3_44,9,0.36304
,,00058.397040,B3_42,23,0.55768
,,00059.538640,A2_44,8,0.19984
,,00059.912160,A2_44,25,0.56488
,,00059.391600,B3_22,35,1.06928
,,00060.575680,B3_22,20,0.77928
,,00061.510000,C1_21,13,0.138
,,00061.507360,C1_11,9,0.10032
,,00061.511040,C1_22,13,0.10168
,,00061.497280,C1_23,18,0.13208
,,00061.510400,C1_42,9,0.10392
,,00061.904320,B3_22,5,0.2272
,,00062.255120,A4_33,6,0.0624
,,00062.609440,B5_13,7,0.23032
,,00062.683040,B5_24,10,0.1324
,,00062.622080,B5_42,5,0.08928
,,00062.584880,B5_22,13,0.22048
,,00062.701760,B3_22,8,0.27448
,,00062.687680,B5_11,7,0.22192
,,00062.563760,B5_12,77,0.77136
,,00062.919360,B5_24,10,0.38624
,,00063.689040,C3_24,9,0.05472
,,00063.595200,C3_43,8,0.13312
,,00062.593440,B5_44,93,1.27496
,,00063.303520,B5_22,15,0.59504
,,00063.464480,B5_12,17,0.5116
,,00064.508640,A3_34,7,0.08168
,,00064.542800,B5_12,22,0.19912
,,00064.352560,B5_22,9,0.36672
,,00065.621760,B3_22,18,0.21192
,,00066.933200,B4_23,6,0.0432
,,00066.921840,B4_43,11,0.09944
,,00066.784960,B4_31,9,0.20736
,,00066.949600,B3_22,11,0.2172
,,00067.469040,B6_23,11,0.11496
,,00067.507680,B6_24,6,0.18192
,,00067.465360,B6_21,13,0.24472
,,00067.796080,B4_31,5,0.17872
,,00068.585760,B5_12,5,0.22632
,,00068.838080,B3_22,19,0.27
,,00070.241120,B3_22,13,0.11512
,,00070.243840,B3_42,8,0.13464
,,00070.686240,C3_12,5,0.03224
,,00070.686000,C3_24,6,0.04624
,,00072.083440,D5_43,9,0.23848
,,00072.153520,D5_41,5,0.0548
,,00072.365440,A3_34,11,0.1148
,,00072.282880,D5_34,5,0.164
,,00072.480160,B3_22,9,0.26152
,,00072.533520,B5_12,7,0.13016
,,00072.977360,B6_23,6,0.13744
,,00073.309520,B1_14,6,0.1156
,,00075.313600,B3_22,8,0.28
,,00076.628880,B3_22,13,0.3452
,,00077.814480,C3_12,5,0.07264
,,00077.820560,C3_14,5,0.05296
,,00077.804400,C3_24,6,0.09136
,,00077.762640,C3_43,7,0.06248
,,00078.103280,D2_21,7,0.20184
,,00078.603760,B5_12,11,0.15864
,,00078.659440,B5_44,14,0.15504
,,00078.620960,B5_22,6,0.14128
,,00079.363280,A1_43,8,0.17584
,,00079.362240,A1_44,6,0.22952
,,00079.156640,B3_22,10,0.32904
,,00080.071360,B6_23,7,0.14728
,,00085.069360,B6_23,5,0.0756
,,00085.397840,B2_32,5,0.1388
,,00086.457760,A1_43,7,0.14808
,,00086.824960,B1_14,5,0.10784
,,00087.981440,D2_21,5,0.15064
,,00087.854400,B5_12,18,0.19448
,,00087.864000,B5_13,5,0.148
,,00087.854320,B5_42,5,0.17248
,,00087.890080,B5_44,9,0.14344
,,00087.870000,B5_22,8,0.12016
,,00090.074800,A3_34,10,0.13752
,,00091.286720,B5_12,14,0.2072
,,00091.336080,B5_22,8,0.10408
,,00092.228400,A6_24,18,0.50928
,,00093.439360,C3_24,13,0.09968
,,00093.649840,B1_31,9,0.0624
,,00093.668880,B1_12,6,0.06872
,,00093.654480,B1_34,6,0.14072
,,00093.672480,B1_32,7,0.09552
,,00093.648400,B1_43,17,0.14704
,,00093.661280,B1_42,7,0.03728
,,00093.730240,B5_12,11,0.1436
,,00093.625520,B1_14,46,0.64096
,,00095.398000,B2_32,5,0.21816
,,00095.789360,C3_43,5,0.01288
,,00095.995200,D2_21,8,0.10816
,,00095.959120,D2_34,5,0.14208
,,00095.811520,C3_12,5,0.1592
,,00095.803120,C3_24,23,0.21392
,,00095.981040,A2_44,8,0.24736
,,00098.199040,C3_12,5,0.22072
,,00099.045520,C3_22,5,0.2272
,,00099.153760,C3_24,5,0.09112
,,00099.549920,C1_11,6,0.07224
,,00099.542400,C1_42,9,0.09512
,,00099.544160,C1_21,13,0.12784
,,00099.542480,C1_22,14,0.16496
,,00099.537840,C1_23,14,0.15192
,,00099.811520,A3_34,12,0.13352
,,00101.402720,C3_12,8,0.15768
,,00101.424000,C3_14,11,0.12592
,,00101.409840,C3_24,22,0.13424
,,00101.498240,C3_43,5,0.05608
,,00101.963520,C3_24,17,0.156
,,00101.934720,C3_43,7,0.08176
,,00102.179520,A1_41,11,0.16184
,,00102.063440,B2_32,9,0.2108
,,00102.538640,D3_24,6,0.1032
,,00102.443040,C3_43,7,0.27784
,,00102.852560,C3_43,5,0.0172
,,00102.763440,A1_41,9,0.22912
,,00102.426320,C3_12,18,0.57808
,,00102.349120,C3_24,39,0.7552
,,00102.965360,A3_34,8,0.11896
,,00102.914320,A1_44,13,0.44768
,,00103.205120,B6_23,6,0.14984
,,00102.671200,A1_43,26,0.88984
,,00103.204160,C3_14,18,0.41248
,,00103.451520,A4_33,8,0.15248
,,00103.320720,B5_12,18,0.1512
,,00103.368960,B5_44,23,0.27648
,,00103.331680,B5_22,9,0.10792
,,00103.730960,A1_43,10,0.3132
,,00103.794560,D2_21,7,0.14688
,,00104.481680,A6_24,5,0.1536
,,00105.213680,C3_14,45,0.42672
,,00105.202080,C3_24,34,0.30096
,,00105.166880,C3_43,25,0.24096
,,00105.336880,B5_12,6,0.09352
,,00105.560000,B5_44,5,0.05864
,,00105.197040,C3_12,52,0.7976
,,00105.988560,C3_24,26,0.37608
,,00105.987760,C3_43,24,0.2804
,,00106.070720,B3_22,8,0.2436
,,00106.096160,C3_12,36,0.48648
,,00106.990240,C3_43,5,0.07584
,,00107.639840,C3_43,7,0.06352
,,00108.038320,B1_14,5,0.08528
,,00107.938880,D2_21,7,0.1212
,,00107.809520,B6_23,6,0.16
,,00107.871680,B6_21,6,0.08456
,,00108.344720,C3_43,8,0.06272
,,00109.129680,C3_43,12,0.1708
,,00109.986000,C3_43,13,0.14352
,,00110.986960,A1_43,8,0.08576
,,00110.985520,A1_44,6,0.13888
,,00111.243920,C3_22,5,0.12896
,,00111.120720,C3_43,8,0.11448
,,00111.948000,B5_12,13,0.154
,,00111.952720,B5_22,9,0.14472
,,00112.421440,C3_43,8,0.11688
,,00112.811920,D1_11,5,0.0868
,,00112.854560,D1_42,15,0.30392
,,00114.057680,B6_23,7,0.14392
,,00115.727920,A2_44,8,0.18296
,,00115.831600,C3_22,5,0.19728
,,00116.319520,B2_32,8,0.24968
,,00117.800960,A1_43,7,0.13432
,,00118.807600,D2_21,5,0.13664
,,00118.801040,D2_34,5,0.18968
,,00118.983920,C2_41,25,0.29512
,,00119.144960,C2_21,6,0.05376
,,00119.151280,B6_23,5,0.05648
,,00121.235200,B5_22,9,0.16312
,,00121.239440,B5_12,14,0.21888
,,00121.250240,B5_13,6,0.17584
,,00122.217840,B3_22,7,0.04152
,,00123.645280,A1_43,9,0.23976
,,00124.344960,D2_21,8,0.14416
,,00125.800000,B6_23,9,0.08672
,,00125.850080,B6_24,6,0.15648
,,00125.805840,B6_21,9,0.13808
,,00126.890400,B6_23,14,0.318
,,00127.677680,A1_43,5,0.07544
,,00128.808240,D2_21,7,0.17272
,,00130.561600,C3_24,9,0.06264
,,00130.741040,D2_34,6,0.22984
,,00132.456240,D2_23,9,0.1248
,,00132.266480,B6_23,8,0.18864
,,00132.322240,B6_21,7,0.11176
,,00132.496320,D2_31,13,0.17016
,,00132.869280,D2_23,11,0.22144
,,00133.068560,B5_13,5,0.07584
,,00132.396240,D2_34,42,0.95008
,,00133.069760,B5_12,14,0.15568
,,00133.116960,B5_44,14,0.1116
,,00133.072640,B5_22,7,0.09792
,,00133.374080,A1_43,6,0.17944
,,00133.353040,A1_44,5,0.17736
,,00132.422000,D2_21,52,1.4932
,,00133.777680,B5_12,17,0.29736
,,00133.837520,B5_13,6,0.21832
,,00133.899680,B5_44,5,0.10912
,,00133.839760,B5_22,8,0.16488
,,00134.210880,D1_22,5,0.0808
,,00134.177680,D2_34,6,0.32696
,,00134.555200,D2_21,7,0.34344
,,00134.639600,D2_34,6,0.212
,,00134.974800,B5_22,9,0.16
,,00134.757200,B5_12,20,0.45992
,,00134.962240,B5_44,22,0.30504
,,00135.517280,C3_24,5,0.02288
,,00136.059360,A4_33,9,0.1124
,,00137.095280,B3_44,7,0.06496
,,00137.032880,B3_42,12,0.18808
,,00137.022160,B3_22,34,0.40496
,,00137.944400,B3_22,7,0.02088
,,00138.245840,B3_22,5,0.25648
,,00138.734960,B3_22,5,0.12016
,,00138.872640,B1_31,9,0.10904
,,00138.881680,B1_12,7,0.11688
,,00138.913600,B1_34,5,0.09592
,,00138.863600,B1_43,23,0.14552
,,00138.884960,B1_42,6,0.07432
,,00138.850240,B1_14,51,0.86416
,,00140.647360,B3_22,24,0.36072
,,00140.623920,B3_32,6,0.28856
,,00140.787680,B3_44,5,0.20664
,,00140.647360,B3_42,14,0.31384
,,00141.229120,C3_24,7,0.05832
,,00141.286800,D2_21,9,0.15728
,,00142.194320,B3_22,6,0.05224
,,00142.368000,D2_21,6,0.1524
,,00142.644080,B3_22,5,0.07168
,,00143.235360,A6_14,5,0.1432
,,00143.505360,D2_21,8,0.17152
,,00142.540640,A2_44,48,1.24376
,,00143.691520,B5_22,16,0.14584
,,00143.694320,B5_13,8,0.30216
,,00143.818560,B5_24,10,0.22392
,,00144.103360,B1_14,6,0.1604
,,00143.660240,B5_12,68,0.68616
,,00143.647680,B5_44,84,0.9168
,,00144.555920,A1_43,6,0.14736
,,00144.458000,B5_12,22,0.3272
,,00144.470800,B5_22,7,0.2968
,,00144.795920,D2_21,10,0.15328
,,00144.829760,B6_23,5,0.13512
,,00144.943360,B3_22,19,0.3864
,,00146.085280,B5_12,17,0.29008
,,00146.097360,B5_13,5,0.12048
,,00146.190880,B5_44,12,0.16312
,,00146.081840,B5_22,6,0.2404
,,00146.244320,D2_21,12,0.19104
,,00147.540800,B3_22,6,0.188
,,00148.090400,B5_12,9,0.27184
,,00148.055920,B5_22,5,0.2372
,,00148.658080,B2_32,7,0.1336
,,00149.235120,D2_21,11,0.14672
,,00150.419280,B5_12,11,0.16656
,,00151.062080,B3_22,6,0.11432
,,00152.009920,B5_12,18,0.2564
,,00152.024480,B5_42,5,0.18888
,,00152.171440,B5_44,8,0.13608
,,00152.043280,B5_22,8,0.1772
,,00152.195200,B2_32,6,0.29224
,,00152.786320,B3_22,7,0.102
,,00153.206880,B6_23,5,0.19728
,,00153.819840,B3_22,13,0.17992
,,00154.255920,B1_14,14,0.18608
,,00155.496160,B5_12,8,0.21528
,,00158.080400,B3_22,14,0.16768
,,00159.011360,A2_44,14,0.356
,,00159.575200,A1_41,12,0.28688
,,00160.186480,B3_22,9,0.16576
,,00160.339520,B1_14,19,0.17544
,,00160.192960,A1_41,7,0.26008
,,00160.257120,D2_21,5,0.20968
,,00160.437840,D2_34,5,0.15624
,,00160.909520,A1_44,5,0.19936
,,00161.209280,B3_22,6,0.09032
,,00161.090880,B6_23,6,0.14064
,,00161.035920,A1_43,12,0.39536
,,00161.686480,B5_12,15,0.15832
,,00161.710800,B5_42,5,0.09944
,,00161.708240,B5_22,6,0.08624
,,00162.028400,A1_44,7,0.21456
,,00162.031680,A1_43,21,0.50256
,,00162.407520,A1_44,6,0.1576
,,00163.313600,A1_44,5,0.13552
,,00163.540240,B3_22,8,0.1036
,,00164.938960,A1_43,7,0.12672
,,00164.929200,A1_44,5,0.13416
,,00165.505280,B3_22,14,0.26088
,,00166.865120,B5_12,8,0.12216
,,00166.947840,D3_24,10,0.22264
,,00167.282560,D3_24,6,0.12624
,,00167.245680,B3_22,12,0.248
,,00168.850480,B3_22,10,0.11368
,,00169.104240,B3_22,12,0.31176
,,00169.841920,B1_31,9,0.14752
,,00169.859280,B1_12,7,0.09168
,,00169.829440,B1_43,18,0.15624
,,00169.851760,B1_42,6,0.10312
,,00170.201040,B5_23,5,0.12392
,,00170.020960,B5_24,5,0.15144
,,00169.797440,B1_14,54,0.61616
,,00169.798400,B5_22,29,0.79296
,,00170.535120,B1_14,6,0.2184
,,00169.733440,B5_12,129,1.10696
,,00169.986560,B5_44,112,0.88752
,,00170.380480,B5_24,18,0.566
,,00170.979120,B5_44,39,0.6336
,,00171.231120,B5_22,9,0.35096
,,00171.005760,B5_12,48,0.89112
,,00171.932880,B2_32,7,0.20928
,,00172.560080,B5_12,6,0.14728
,,00173.381280,B6_23,6,0.15288
,,00173.556480,B5_12,10,0.21648
,,00175.499680,B2_32,5,0.11088
,,00175.209200,B5_12,10,0.2412
,,00175.998640,B5_12,19,0.21632
,,00175.955920,B5_22,7,0.2612
,,00177.157200,B6_23,5,0.05424
,,00177.508160,D1_11,5,0.08832
,,00178.251920,B3_22,13,0.12248
,,00178.125600,B4_23,5,0.07544
,,00178.086000,B4_43,14,0.12632
,,00178.183360,B4_44,5,0.13168
,,00178.254400,B3_42,7,0.15448
,,00178.079280,B4_31,20,0.50232
,,00178.241600,B5_12,27,0.26368
,,00178.272640,B5_22,11,0.16624
,,00178.449120,A3_34,35,0.99912
,,00179.174320,A3_44,10,0.35904
,,00179.644080,B5_12,5,0.10808
,,00179.412960,B5_22,7,0.36368
,,00179.869840,C3_24,8,0.05304
,,00180.997760,D2_21,7,0.2844
,,00180.920400,B5_12,20,0.32728
,,00181.020160,B5_42,5,0.16032
,,00181.051520,B5_22,6,0.166
,,00181.652800,B1_14,7,0.1136
,,00182.642560,A2_44,5,0.08304
,,00182.694400,B5_42,6,0.11608
,,00182.720160,B5_22,10,0.152
,,00182.696560,B5_12,21,0.27656
,,00183.632720,B5_42,6,0.2132
,,00183.674800,B5_22,8,0.184
,,00183.598560,B5_12,20,0.34488
,,00184.306480,B3_22,13,0.19688
,,00185.921680,B5_12,24,0.22528
,,00185.923920,B5_22,11,0.18136
,,00185.901360,D1_42,16,0.39536
,,00186.792880,B3_22,13,0.20056
,,00186.751360,B5_12,18,0.30328
,,00186.628720,B5_22,7,0.2828
,,00187.145280,D1_11,5,0.17872
,,00187.265200,A1_43,5,0.09368
,,00187.485680,A1_43,8,0.15064
,,00187.617360,B5_22,8,0.22352
,,00187.556320,B5_12,25,0.4588
,,00188.700800,A2_44,8,0.24856
,,00188.635760,B5_12,24,0.29688
,,00188.767280,B5_44,5,0.21376
,,00188.697440,B5_22,12,0.32984
,,00189.129840,A2_44,24,0.60136
,,00190.315440,B1_42,6,0.08224
,,00190.318880,B1_31,6,0.092
,,00190.279600,B1_43,14,0.212
,,00190.379440,D3_24,5,0.16088
,,00190.560080,B5_42,5,0.08968
,,00190.412800,A6_14,5,0.10376
,,00190.505200,B5_12,29,0.33744
,,00190.569200,B5_22,10,0.10576
,,00190.528640,A6_24,8,0.2144
,,00190.136880,B1_14,84,1.24416
,,00191.499280,B5_42,5,0.1028
,,00191.461040,B5_22,8,0.18352
,,00191.458560,B5_12,22,0.3748
,,00192.068720,B1_14,5,0.17336
,,00192.224640,A4_33,6,0.05248
,,00192.203920,D5_33,6,0.10896
,,00192.186320,D5_43,7,0.14464
,,00192.484320,B5_22,6,0.16016
,,00192.307520,B5_12,22,0.52224
,,00192.607120,A1_43,14,0.3136
,,00192.745600,A1_44,6,0.20232
,,00193.022640,B5_22,10,0.38928
,,00193.635120,B1_14,5,0.18528
,,00192.992480,B5_12,23,0.72304
,,00193.852560,A3_34,5,0.15096
,,00193.847040,B5_12,18,0.48744
,,00195.084880,B5_22,8,0.27432
,,00195.067520,B5_12,26,0.37112
,,00196.240880,C3_12,9,0.10296
,,00196.272320,C3_14,8,0.06912
,,00196.248000,C3_24,13,0.06624
,,00196.205920,C3_43,8,0.09848
,,00196.533040,A1_43,8,0.14608
,,00196.510880,D2_21,7,0.15872
,,00196.464480,B6_23,6,0.18944
,,00196.923920,B5_42,5,0.0932
,,00196.906240,B5_22,7,0.14872
,,00196.922560,B5_12,30,0.26936
,,00197.916560,B5_22,9,0.2224
,,00198.208880,A1_41,14,0.11104
,,00197.819360,B5_12,27,0.506
,,00198.341280,B5_44,7,0.04536
,,00198.749440,C3_24,6,0.05248
,,00198.459600,B5_12,33,0.63056
,,00198.845040,B5_44,7,0.07064
,,00199.034560,B5_44,5,0.10568
,,00198.348080,B5_22,12,0.57384
,,00199.390480,B3_22,5,0.0896
,,00199.785680,A3_34,5,0.16032
,,00199.715040,B5_12,21,0.28888
,,00199.750720,B5_22,7,0.16128
,,00201.552320,B5_22,6,0.03984
,,00201.462400,B5_12,30,0.37232
,,00201.918480,B3_22,13,0.10152
,,00204.539200,D2_11,5,0.08048
,,00204.918880,B2_32,6,0.0952
,,00205.393440,A1_43,5,0.13152
,,00205.358880,A1_44,8,0.2884
,,00206.051040,A2_44,8,0.07024
,,00207.208240,C3_14,11,0.05968
,,00207.211600,C3_24,9,0.07936
,,00207.225840,C3_43,6,0.01424
,,00207.844800,A3_34,5,0.13312
,,00209.474160,B3_44,5,0.092
,,00209.424160,B3_42,11,0.1648
,,00209.417680,B3_22,29,0.41088
,,00210.314720,B6_23,9,0.24688
,,00210.755600,B3_22,25,0.31952
,,00211.658880,A1_22,5,0.2228
,,00212.169200,B3_42,5,0.07064
,,00211.906240,B3_22,25,0.90008
,,00214.804720,B3_22,16,0.21752
,,00215.747520,C3_24,8,0.0504
,,00215.561520,B3_22,12,0.22336
,,00216.067680,C3_22,5,0.22016
,,00216.399760,B3_22,7,0.13496
,,00216.635440,B3_22,5,0.0748
,,00216.590080,B3_42,5,0.08432
,,00216.862640,B2_32,8,0.33936
,,00217.314240,A2_44,7,0.09592
,,00217.604160,B2_32,5,0.24
,,00218.032720,A1_43,8,0.10368
,,00217.818160,A2_44,6,0.30376
,,00218.805440,B2_11,9,0.12928
,,00218.774240,B2_34,5,0.1664
,,00219.167200,B3_22,6,0.05552
,,00219.308320,C3_24,14,0.13416
,,00221.932880,B3_22,13,0.16808
,,00221.863040,B6_23,5,0.12656
,,00223.139760,A1_43,5,0.13032
,,00223.242480,D2_21,7,0.16728
,,00223.570240,B3_22,11,0.2992
,,00223.799600,C2_41,20,0.28232
,,00224.396400,D2_23,19,0.24976
,,00224.342000,D2_31,19,0.40928
,,00224.862880,D2_31,8,0.20016
,,00224.857440,D2_23,9,0.23024
,,00224.457840,D2_21,34,0.8748
,,00224.295040,D2_34,44,1.15568
,,00225.390240,B3_22,9,0.1636
,,00226.491840,B1_14,12,0.14072
,,00226.346400,D2_21,11,0.22552
,,00226.275120,D2_31,7,0.16912
,,00226.306560,D2_34,10,0.33624
,,00227.577200,A1_43,8,0.15616
,,00227.575280,A1_44,5,0.14648
,,00227.560320,B3_22,12,0.13464
,,00228.574640,A1_44,6,0.31568
,,00229.628960,B3_22,15,0.20952
,,00233.036240,C3_24,10,0.05216
,,00233.128160,A2_44,5,0.06464
,,00233.620640,D2_21,7,0.2008
,,00234.839920,B3_22,6,0.03728
,,00234.583120,B6_23,8,0.17176
,,00235.009760,B3_22,10,0.27296
,,00235.476000,B3_22,6,0.03912
,,00236.258080,B2_32,10,0.27496
,,00236.928480,C3_24,5,0.03912
,,00236.886080,C3_43,5,0.04784
,,00239.472720,B3_22,11,0.192
,,00240.511440,D1_11,5,0.04128
,,00240.522160,D1_22,5,0.02984
,,00240.364720,B6_23,5,0.14616
,,00240.530240,D1_42,15,0.15632
,,00240.491920,A2_44,10,0.18112
,,00241.122000,A1_41,5,0.08024
,,00241.104560,A1_43,6,0.18632
,,00241.120800,A2_44,19,0.52328
,,00244.472560,B3_22,12,0.2192
,,00245.655440,A6_24,5,0.20328
,,00246.986560,A4_33,6,0.0608
,,00247.540480,A4_41,5,0.0968
,,00247.540400,B3_22,16,0.2896
,,00247.553440,B3_42,5,0.13848
,,00248.666320,A1_43,7,0.15088
,,00248.643920,A1_44,5,0.1712
,,00249.333920,D2_23,13,0.35824
,,00249.526560,D2_21,21,0.4168
,,00249.290880,D2_34,30,0.85872
,,00250.869840,A4_41,7,0.24544
,,00253.217920,C3_14,7,0.1212
,,00253.245200,C3_24,8,0.03704
,,00253.168400,B3_22,8,0.13648
,,00254.864880,B6_23,9,0.25632
,,00255.310640,C3_24,14,0.06744
,,00255.251440,C3_43,7,0.06072
,,00255.090960,B5_13,7,0.16344
,,00255.154400,B5_11,5,0.22384
,,00255.106160,B5_22,16,0.16344
,,00255.116640,B5_24,16,0.45696
,,00254.998000,B5_12,48,0.67064
,,00255.112080,B5_44,87,0.69664
,,00255.849600,B5_22,10,0.1892
,,00255.808320,B5_12,45,0.52872
,,00256.906800,B6_23,8,0.14056
,,00256.959840,B6_24,5,0.13888
,,00258.906400,B3_22,10,0.09072
,,00259.398960,A1_43,6,0.18368
,,00259.395840,A1_44,7,0.30952
,,00260.878720,C3_14,5,0.09504
,,00260.832480,C3_24,6,0.06824
,,00261.042880,B3_22,13,0.16264
