Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00074.542400,A1_41,6,0.2612
,,00075.367120,C3_12,5,0.05864
,,00075.384400,C3_14,6,0.03352
,,00075.326880,C3_24,9,0.07592
,,00075.283040,C3_43,19,0.13784
,,00075.474080,B1_14,11,0.1828
,,00075.431440,A1_44,5,0.22968
,,00074.266080,A1_43,57,1.772
,,00076.308720,A1_43,5,0.22872
,,00076.433680,C3_43,8,0.1032
,,00077.229440,D2_23,14,0.14744
,,00077.219040,D2_31,11,0.20848
,,00077.245760,D2_21,16,0.41712
,,00077.196240,D2_34,30,0.6932
,,00077.808880,C3_14,5,0.05976
,,00077.744240,C3_24,7,0.07816
,,00077.716640,C3_43,13,0.09728
,,00077.760080,D2_23,9,0.1884
,,00077.891600,B3_22,6,0.10264
,,00078.338960,D2_21,11,0.41952
,,00078.987600,C3_43,5,0.04408
,,00079.930160,B5_22,10,0.16352
,,00079.922240,B5_12,14,0.23936
,,00080.520560,C3_24,6,0.04896
,,00080.493680,C3_43,9,0.04768
,,00081.358480,B5_12,18,0.21768
,,00081.379440,B5_22,13,0.236
,,00081.654800,A1_43,5,0.23848
,,00082.091280,C3_24,8,0.05696
,,00082.069680,C3_43,9,0.02512
,,00082.227360,C1_22,5,0.0696
,,00082.867680,B3_22,11,0.16368
,,00083.523840,B1_14,27,0.20736
,,00083.590480,B1_43,6,0.11576
,,00083.835120,D2_21,9,0.1576
,,00084.557040,C3_24,6,0.0336
,,00084.491760,C3_43,6,0.08456
,,00085.721120,B2_32,5,0.17552
,,00086.067680,B5_12,22,0.23536
,,00086.140080,B5_44,9,0.02504
,,00086.088240,B5_22,9,0.12016
,,00086.430560,D2_21,5,0.13896
,,00086.985680,C3_24,6,0.05808
,,00086.950480,C3_43,5,0.02984
,,00087.866080,B6_23,7,0.11312
,,00088.619920,C2_41,24,0.21992
,,00090.064640,D1_22,5,0.11536
,,00090.000800,D1_42,11,0.18872
,,00090.288640,A1_43,6,0.13856
,,00090.730960,D5_34,10,0.1188
,,00090.628640,D5_43,7,0.07392
,,00090.632400,D5_41,15,0.14432
,,00090.684160,D5_33,16,0.2236
,,00090.979600,B1_14,15,0.2196
,,00091.254080,D1_22,8,0.15744
,,00091.744240,B5_12,5,0.11216
,,00092.865520,A2_44,25,0.42712
,,00094.572080,D2_21,13,0.20072
,,00096.726880,A3_34,5,0.10016
,,00096.953600,B3_22,9,0.2992
,,00097.025520,B3_32,5,0.226
,,00097.858240,B5_12,12,0.19072
,,00097.911680,B5_22,5,0.0696
,,00098.797760,D2_21,5,0.07352
,,00098.720560,D2_31,7,0.05928
,,00098.747600,D2_23,10,0.05392
,,00100.563600,D2_21,11,0.24064
,,00100.708880,D3_24,6,0.1244
,,00100.741920,B3_22,11,0.14672
,,00100.876000,C1_22,5,0.04944
,,00100.870720,C1_42,7,0.0844
,,00101.144560,D1_22,6,0.08912
,,00101.303440,A3_34,32,0.82872
,,00102.118960,A2_44,5,0.11832
,,00103.486560,C3_24,10,0.07328
,,00105.073200,B6_23,7,0.08232
,,00105.066000,B6_21,6,0.142
,,00108.104800,C3_14,10,0.15184
,,00108.122880,C3_24,17,0.12232
,,00108.112960,C3_43,14,0.06512
,,00108.100640,B3_22,18,0.24472
,,00108.111920,B3_42,8,0.15712
,,00108.524960,A3_34,6,0.05952
,,00108.392240,A6_24,11,0.3388
,,00109.022480,B3_22,5,0.14952
,,00110.424400,D1_22,7,0.16904
,,00111.111120,A3_34,6,0.0708
,,00111.990000,B3_22,9,0.15368
,,00111.832560,B5_12,25,0.25288
,,00111.994240,B5_44,15,0.12944
,,00111.922160,B5_22,10,0.1664
,,00113.558320,C3_12,5,0.05
,,00113.342880,B6_23,9,0.17968
,,00113.572720,C3_24,8,0.144
,,00114.872720,B5_12,15,0.2108
,,00114.879200,B5_22,8,0.1536
,,00115.530960,B3_22,10,0.10872
,,00115.253200,B6_23,8,0.17376
,,00116.002160,A5_24,5,0.12832
,,00116.321520,D3_41,7,0.17624
,,00116.451760,D3_33,5,0.07792
,,00116.308000,D3_24,5,0.20656
,,00116.799440,A3_34,8,0.15048
,,00116.635040,D3_24,16,0.60344
,,00117.536240,D2_23,7,0.20088
,,00118.747840,B3_22,6,0.086
,,00118.889840,D3_24,5,0.16104
,,00118.983680,D2_21,12,0.29576
,,00119.191680,B5_12,16,0.18224
,,00119.162960,B5_22,10,0.19632
,,00120.039040,C3_24,6,0.10776
,,00120.478400,A1_41,8,0.06392
,,00121.276880,A1_41,15,0.24856
,,00121.186400,A1_12,8,0.30376
,,00121.471760,D3_24,6,0.098
,,00121.597200,A1_12,5,0.11872
,,00121.424160,A1_44,15,0.43752
,,00121.264400,A1_43,40,0.88328
,,00122.305600,A1_43,6,0.2744
,,00122.703760,A1_43,13,0.49464
,,00122.771200,A1_44,8,0.45208
,,00123.084080,A2_44,6,0.13864
,,00125.898240,B5_12,26,0.23328
,,00125.938000,B5_44,14,0.16496
,,00125.876480,B5_22,12,0.1908
,,00126.962480,C2_41,23,0.2616
,,00127.579600,B5_44,5,0.01272
,,00127.405440,B5_22,5,0.12424
,,00127.466960,B5_12,10,0.21728
,,00127.794240,B2_32,8,0.21328
,,00128.257040,A3_34,6,0.11504
,,00129.000400,B5_12,12,0.13568
,,00129.051440,B5_22,5,0.08336
,,00129.496160,C3_43,5,0.1772
,,00130.217840,B1_31,13,0.12224
,,00130.200960,B1_32,5,0.07816
,,00130.186480,B1_43,14,0.1904
,,00130.144960,B2_32,9,0.23464
,,00130.136800,B1_14,33,0.27136
,,00130.839920,B1_14,7,0.2844
,,00131.021680,D2_21,9,0.17648
,,00131.313440,B1_14,20,0.25496
,,00131.988160,B2_32,7,0.34056
,,00132.310320,B1_14,13,0.1928
,,00134.059440,B2_32,5,0.2152
,,00135.339920,B5_12,21,0.29072
,,00135.401920,B5_24,5,0.04336
,,00135.427440,B5_44,11,0.08856
,,00135.355600,B5_22,11,0.14496
,,00135.959040,B1_14,11,0.2296
,,00136.351280,B6_23,7,0.1392
,,00136.748400,B3_22,10,0.16864
,,00138.266880,A1_43,5,0.0932
,,00138.808720,B3_22,13,0.12088
,,00139.120080,C3_24,6,0.03664
,,00139.955840,B1_14,6,0.11976
,,00141.794000,B2_32,5,0.12848
,,00142.392560,A4_33,11,0.17384
,,00142.914880,B1_14,16,0.17248
,,00142.839760,A4_33,10,0.44792
,,00143.933680,B5_12,16,0.14776
,,00143.932880,B5_22,6,0.0988
,,00147.658160,D5_33,10,0.13912
,,00147.614240,D5_41,12,0.2452
,,00147.658800,D5_43,11,0.26552
,,00149.084240,B1_14,16,0.20272
,,00150.042320,D2_23,14,0.26736
,,00150.380800,A1_43,5,0.19864
,,00150.491440,D2_31,7,0.16808
,,00150.840240,D1_42,7,0.08936
,,00150.122720,D2_34,27,0.80368
,,00150.091920,D2_21,38,1.23368
,,00150.862880,D2_23,10,0.31592
,,00151.036880,D2_34,6,0.26576
,,00151.642240,B6_23,9,0.12264
,,00151.675600,B6_21,8,0.1168
,,00152.119760,A1_41,5,0.06112
,,00152.143040,A1_43,6,0.11384
,,00152.314240,D2_34,10,0.54168
,,00153.634560,B3_22,7,0.06768
,,00153.613520,B3_42,5,0.0404
,,00154.661280,C3_13,5,0.25624
,,00155.869600,B3_22,6,0.1492
,,00156.776880,C3_14,5,0.0808
,,00157.954400,B5_13,8,0.12216
,,00157.981280,B5_11,7,0.13976
,,00157.957360,B5_42,6,0.10808
,,00158.013440,B5_23,9,0.14176
,,00157.966640,B5_24,21,0.3572
,,00157.953120,B5_22,16,0.24976
,,00158.359680,D2_21,10,0.16824
,,00158.588560,B5_11,8,0.50896
,,00158.635120,B5_22,12,0.44104
,,00159.004960,B5_23,12,0.29576
,,00157.937840,B5_12,132,1.53648
,,00157.966720,B5_44,124,1.44744
,,00159.246160,B5_22,6,0.3336
,,00160.081360,B5_23,14,0.4608
,,00160.014800,B5_22,17,0.63288
,,00159.860880,B5_12,97,0.91888
,,00160.078000,B5_44,95,0.8884
,,00161.365680,B5_12,9,0.14704
,,00161.401200,B5_22,5,0.12208
,,00162.127120,B5_12,17,0.2772
,,00162.600800,C1_21,15,0.16144
,,00162.598320,C1_11,12,0.10352
,,00162.606080,C1_22,16,0.17096
,,00162.607760,C1_23,14,0.13992
,,00162.604800,C1_42,24,0.24184
,,00163.166400,B3_32,5,0.17288
,,00163.156560,B3_22,17,0.24944
,,00163.059120,B5_12,20,0.38
,,00163.249600,B5_22,5,0.18872
,,00163.718320,D2_21,5,0.10616
,,00165.113600,B5_12,9,0.34976
,,00166.109440,A3_34,16,0.45312
,,00166.330800,B5_12,10,0.1876
,,00166.702400,A3_34,22,0.49808
,,00168.523120,B3_22,11,0.206
,,00169.242720,B1_31,6,0.09776
,,00169.175920,B1_43,12,0.14432
,,00169.159280,B1_14,33,0.286
,,00170.021360,B5_12,30,0.37424
,,00169.968720,B5_22,11,0.36176
,,00170.171520,B5_44,7,0.23352
,,00170.601360,B6_23,5,0.11544
,,00170.938960,B4_23,7,0.09376
,,00170.871280,B4_43,18,0.23456
,,00170.971680,B4_44,7,0.06424
,,00170.856640,B4_31,20,0.6504
,,00171.351520,B5_12,19,0.294
,,00171.362800,B5_22,10,0.2132
,,00172.441280,D2_21,8,0.126
,,00172.738720,B3_22,10,0.12872
,,00174.247920,B1_31,12,0.0932
,,00174.240480,B1_12,5,0.12568
,,00174.256960,B1_34,5,0.06592
,,00174.233840,B1_42,11,0.04352
,,00174.238560,B1_43,24,0.19632
,,00174.944560,B5_22,10,0.14768
,,00174.876880,B5_12,23,0.30624
,,00174.058480,B1_14,85,1.36024
,,00176.064960,B1_14,6,0.22248
,,00177.424320,B1_14,6,0.13264
,,00178.316160,C1_21,5,0.03904
,,00178.285040,C1_11,9,0.06336
,,00178.277440,C1_42,9,0.11216
,,00178.292560,C3_24,5,0.0348
,,00178.503040,C3_14,6,0.06584
,,00178.504640,C3_24,13,0.0892
,,00178.424880,C3_43,6,0.11624
,,00178.680400,A3_34,9,0.15496
,,00180.032640,B6_23,6,0.10832
,,00181.626960,B3_22,12,0.1952
,,00182.790400,B3_22,7,0.15824
,,00183.969680,A6_14,5,0.12776
,,00184.443840,C3_14,6,0.07528
,,00185.041280,A1_43,5,0.16032
,,00185.302480,A1_41,17,0.13664
,,00185.480640,B3_22,5,0.05848
,,00186.150400,A1_43,6,0.16112
,,00186.854320,B3_22,9,0.17024
,,00187.250800,A6_24,13,0.20232
,,00187.911440,D2_21,6,0.08368
,,00187.826400,B5_12,14,0.35824
,,00188.341680,A1_44,5,0.1228
,,00188.641680,B3_22,6,0.12448
,,00189.662000,B2_32,7,0.27344
,,00190.467840,C3_43,5,0.21744
,,00190.951120,C1_11,6,0.15296
,,00190.984480,C1_42,6,0.11704
,,00191.794640,A1_41,6,0.06632
,,00191.777360,A1_44,5,0.07664
,,00191.796720,A1_12,6,0.13744
,,00191.778800,A1_43,11,0.2484
,,00192.977840,D1_42,5,0.05752
,,00193.210320,D5_41,8,0.12192
,,00193.343920,B3_22,17,0.22336
,,00193.252560,D5_33,16,0.21536
,,00193.250320,D5_34,8,0.17472
,,00193.215440,D5_43,9,0.2276
,,00195.671040,A2_44,7,0.11192
,,00196.380080,A5_24,5,0.15104
,,00197.120080,B1_31,10,0.08664
,,00197.133280,B1_12,9,0.116
,,00197.093360,B1_43,27,0.19896
,,00197.094720,B1_42,5,0.15712
,,00197.105200,A1_43,7,0.19128
,,00197.120480,C3_14,9,0.06048
,,00197.126720,C3_24,5,0.04864
,,00197.156400,C3_43,6,0.01384
,,00197.159920,B3_22,6,0.0788
,,00197.068080,B1_14,68,1.01336
,,00198.967520,A1_43,8,0.28528
,,00199.333600,B5_12,13,0.22536
,,00199.358880,B5_22,7,0.10664
,,00199.232880,B6_23,8,0.17808
,,00199.947920,A3_34,7,0.19088
,,00200.835520,A1_43,9,0.18352
,,00201.228560,B2_32,8,0.2272
,,00201.395520,B6_23,5,0.10336
,,00201.402320,B6_21,7,0.102
,,00202.042160,D5_33,15,0.30504
,,00202.121920,D5_34,6,0.1192
,,00202.021360,D5_41,6,0.16944
,,00203.486320,C3_24,7,0.08768
,,00203.442640,C3_43,6,0.09784
,,00203.698560,A1_43,7,0.20144
,,00204.455600,B3_22,11,0.27848
,,00206.124320,C3_24,6,0.13528
,,00206.108080,C3_43,5,0.12464
,,00206.416480,B3_22,10,0.22744
,,00209.677360,C2_41,5,0.09408
,,00211.408560,B3_22,12,0.15688
,,00213.310720,A1_43,7,0.16664
,,00213.586960,C3_24,7,0.03552
,,00213.705040,B3_22,12,0.20416
,,00214.772560,B6_23,5,0.0736
,,00215.682560,C1_21,13,0.08072
,,00215.678720,C1_11,13,0.14616
,,00215.695920,C1_22,17,0.17776
,,00215.679600,C1_23,12,0.19544
,,00215.700560,C1_43,5,0.13976
,,00215.688000,C1_42,12,0.08328
,,00217.190320,A2_44,24,0.17032
,,00217.792960,C5_43,5,0.17944
,,00219.018960,D2_23,13,0.25616
,,00219.881920,D1_22,5,0.06624
,,00218.992240,D2_34,35,0.98112
,,00219.659280,D2_21,27,0.58384
,,00220.128480,D2_23,8,0.2896
,,00220.484240,B3_22,14,0.1804
,,00221.108880,A1_43,10,0.3072
,,00221.821760,B6_23,8,0.14648
,,00222.854320,A2_44,8,0.09504
,,00223.822240,C3_24,6,0.06216
,,00223.676320,B3_22,10,0.16432
,,00223.704320,B3_32,5,0.10856
,,00223.844560,C3_14,5,0.06192
,,00225.034320,A2_44,11,0.14264
,,00225.591920,C3_12,5,0.02456
,,00225.581680,C3_14,9,0.05072
,,00225.578720,C3_24,11,0.0908
,,00225.537280,D3_24,17,0.53992
,,00225.864960,B3_22,7,0.06888
,,00226.257920,D3_24,14,0.30392
,,00226.334560,B5_12,11,0.14304
,,00226.331440,B5_22,5,0.14472
,,00226.660960,B3_22,13,0.25744
,,00227.123040,C1_22,6,0.0772
,,00227.058560,C1_23,10,0.13584
,,00227.116240,C1_42,10,0.0872
,,00227.176800,D2_21,10,0.17528
,,00227.618800,A1_12,6,0.10616
,,00227.631680,A1_43,11,0.2424
,,00228.038160,B6_23,7,0.08392
,,00228.038320,B6_21,9,0.08344
,,00228.554240,A2_44,5,0.13792
,,00229.425120,B3_22,10,0.12768
,,00229.478960,B6_23,8,0.3424
,,00230.265840,D3_24,6,0.0692
,,00231.113040,C3_24,5,0.06032
,,00233.141840,A1_43,7,0.20896
,,00233.622080,B3_42,9,0.176
,,00233.922000,A2_44,8,0.08976
,,00233.506640,B3_22,28,0.51424
,,00234.161440,B3_22,8,0.19416
,,00234.544960,B3_22,7,0.20696
,,00234.877280,D2_23,11,0.1028
,,00234.973520,C3_24,35,0.37432
,,00235.033520,C3_43,15,0.17624
,,00234.971920,C3_12,28,0.51992
,,00235.060800,C3_22,13,0.42128
,,00234.996000,C3_14,58,0.5548
,,00235.939920,C3_12,9,0.20792
,,00236.112640,A2_44,8,0.13632
,,00235.985520,C3_22,6,0.30944
,,00235.870000,C3_24,32,0.50304
,,00235.691280,C3_43,30,0.46928
,,00236.078320,C3_11,9,0.44416
,,00236.496640,C3_24,6,0.07768
,,00236.263600,C3_43,17,0.40872
,,00236.801680,B3_22,11,0.194
,,00238.185920,B2_32,9,0.14352
,,00238.470080,A2_44,5,0.1504
,,00238.481840,B6_23,7,0.26176
,,00239.212320,C3_43,5,0.11424
,,00239.061920,B5_12,16,0.15952
,,00239.113360,B5_44,6,0.07488
,,00239.073920,B5_22,10,0.15032
,,00239.492240,B2_31,6,0.12392
,,00239.490400,B2_32,7,0.3404
,,00239.571040,B3_22,21,0.18552
,,00239.585760,B3_32,5,0.13872
,,00239.594400,B2_34,9,0.3736
,,00240.053520,A2_44,8,0.18432
,,00241.152480,B2_34,5,0.22088
,,00241.018800,B2_32,9,0.3908
,,00241.883680,B3_22,6,0.1192
,,00241.945040,D2_21,14,0.2332
,,00244.014480,A2_44,6,0.0816
,,00244.119680,C3_43,10,0.0352
,,00245.241120,A1_43,5,0.11208
,,00245.634880,B3_22,7,0.10352
,,00246.826000,C3_24,6,0.06992
,,00246.847120,C3_12,7,0.1892
,,00247.009440,C3_24,9,0.12928
,,00247.040480,A2_44,5,0.13184
,,00249.525760,A1_43,9,0.14688
,,00249.395520,A2_44,17,0.26672
,,00251.034720,B5_42,5,0.11352
,,00251.075360,B5_24,8,0.14464
,,00250.973600,B5_22,14,0.20656
,,00251.079360,B5_11,8,0.37368
,,00251.126880,B5_23,11,0.46824
,,00251.337120,B5_24,16,0.54648
,,00251.980560,A2_44,8,0.15536
,,00251.878160,C3_22,5,0.16896
,,00251.556160,B5_11,9,0.52256
,,00251.718640,B5_22,12,0.5356
,,00251.082320,B5_44,114,1.35448
,,00250.954560,B5_12,133,1.7488
,,00252.858480,B5_12,6,0.2852
,,00253.611680,B5_12,8,0.23208
,,00253.810160,A2_44,5,0.09624
,,00254.028560,C2_41,24,0.17208
,,00254.404000,B3_22,6,0.03432
,,00255.511680,C3_24,6,0.02776
,,00256.481280,A1_43,8,0.19176
,,00257.918960,A6_24,15,0.31704
,,00258.500240,C3_43,5,0.0128
,,00258.490400,C3_24,22,0.36416
,,00260.598800,B5_12,5,0.17872
,,00261.256960,B3_22,8,0.08704
,,00261.901040,B2_32,6,0.15672
