Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
   Maximum Inter-Spike Interval,100 ms,00020.543760,C3_24,6,0.11016
   Minimum Number of Spikes,5,00020.327360,A3_34,22,0.44488
   Enable Network Burst Detection,True,00020.600480,B5_12,22,0.28256
   Maximum Inter-Spike Interval (network bursts),100 ms,00020.522880,B5_42,6,0.254
   Minimum Number of Spikes (network bursts),50,00020.651840,B5_44,13,0.11352
   Minimum Participating Electrodes (%),35,00020.601680,B5_22,11,0.23832
   Synchrony Window,20 ms,00021.052000,D2_21,6,0.08512
,,00020.912000,A3_34,5,0.15176
,,00021.419680,A1_43,6,0.13336
,,00021.518480,B2_32,12,0.35
,,00021.212560,A3_34,12,0.59384
,,00022.289600,B6_23,5,0.09392
,,00022.801280,A1_43,8,0.14056
,,00022.791920,A1_44,5,0.14856
,,00022.959200,A2_44,12,0.14192
,,00025.032480,B6_23,7,0.08424
,,00025.266480,B5_22,5,0.08272
,,00025.037440,B6_24,5,0.11736
,,00025.042560,B6_21,7,0.13072
,,00025.037920,B6_41,9,0.25176
,,00025.242240,B5_12,11,0.1992
,,00026.249840,D2_21,7,0.148
,,00027.699120,C3_43,7,0.27296
,,00030.385520,A2_44,9,0.14288
,,00032.557520,D2_21,5,0.12768
,,00033.705600,B5_44,10,0.08824
,,00033.596320,B5_22,11,0.24464
,,00033.907840,A1_44,5,0.20968
,,00033.582800,B5_12,25,0.35144
,,00033.703840,A1_43,14,0.4488
,,00035.340720,B2_32,7,0.14632
,,00036.327040,C1_21,15,0.15496
,,00036.320080,C1_11,12,0.1292
,,00036.337440,C1_22,13,0.16528
,,00036.330560,C1_23,13,0.1028
,,00036.346560,C1_43,5,0.10456
,,00036.337200,C1_42,11,0.19136
,,00036.895280,C3_24,8,0.04872
,,00037.456880,A2_44,17,0.20856
,,00038.078880,C3_22,11,0.25152
,,00038.053200,C3_14,8,0.13328
,,00038.897280,B6_23,7,0.16392
,,00039.371280,A2_44,5,0.1104
,,00040.061440,C3_43,5,0.01352
,,00040.073760,C3_24,12,0.1208
,,00040.949040,A6_24,14,0.26976
,,00041.436880,A1_43,11,0.28872
,,00041.652800,A2_44,10,0.05968
,,00041.624560,C3_12,13,0.0872
,,00041.681360,C3_22,11,0.14928
,,00041.634880,C3_14,37,0.1908
,,00041.611840,C3_24,20,0.10936
,,00041.601600,C3_43,13,0.11992
,,00041.725040,D2_21,12,0.22904
,,00042.251920,D1_22,5,0.05224
,,00042.248960,C3_24,11,0.1668
,,00042.688480,B2_32,7,0.28792
,,00042.814080,C3_24,30,0.42496
,,00042.816080,C3_43,29,0.40352
,,00043.922480,C3_43,7,0.08176
,,00044.114480,C3_43,5,0.0328
,,00044.014720,B3_22,7,0.1156
,,00044.031360,B3_42,5,0.04944
,,00044.168000,C3_12,7,0.17712
,,00044.140000,C3_24,8,0.09976
,,00044.790800,C3_43,13,0.08176
,,00044.846160,A2_44,7,0.18056
,,00045.647920,C3_22,9,0.20952
,,00045.566800,C3_43,15,0.14768
,,00045.847920,A1_43,9,0.29304
,,00046.556000,C3_43,5,0.01352
,,00046.394560,B4_23,11,0.15424
,,00046.358080,B4_43,14,0.1804
,,00046.470320,B4_44,6,0.0844
,,00046.733920,A2_44,9,0.14696
,,00046.698080,C3_22,6,0.10928
,,00046.322720,B4_31,18,0.36528
,,00046.538480,B5_12,22,0.27456
,,00046.559360,B5_22,13,0.16712
,,00046.798160,B4_31,5,0.18904
,,00047.951760,C3_22,6,0.16408
,,00047.911920,C3_43,5,0.01968
,,00048.134080,C5_32,10,0.22896
,,00048.609520,D1_42,5,0.18968
,,00048.936320,D5_34,5,0.17888
,,00048.856880,D5_43,10,0.116
,,00048.847040,D5_41,17,0.25064
,,00049.328720,C3_43,6,0.04104
,,00048.864480,D5_33,24,0.31896
,,00049.450640,C3_22,5,0.10704
,,00049.349920,C3_24,5,0.068
,,00049.917760,A1_41,26,0.18536
,,00049.885360,A1_44,8,0.18472
,,00049.943920,A3_34,13,0.08912
,,00050.078720,A1_12,7,0.23472
,,00049.853200,A1_43,53,1.26328
,,00051.198160,C3_22,5,0.15336
,,00051.126560,C3_24,6,0.10288
,,00051.276480,A1_43,5,0.21632
,,00051.708400,A2_44,8,0.16248
,,00052.418800,D1_22,7,0.0812
,,00052.150400,A1_43,6,0.28568
,,00052.964880,A2_44,12,0.16168
,,00052.818720,A1_43,8,0.3388
,,00054.124480,B6_23,8,0.10016
,,00054.120800,B6_21,11,0.21344
,,00054.172480,B6_41,5,0.15312
,,00054.729840,B2_32,6,0.21232
,,00054.824640,A2_44,8,0.0836
,,00055.042640,B6_41,8,0.34824
,,00055.577760,B5_24,14,0.30896
,,00055.313440,B6_23,16,0.39072
,,00055.522880,B6_41,6,0.21144
,,00055.554960,B5_22,17,0.39816
,,00055.626080,B5_11,13,0.70192
,,00055.763120,B5_23,17,0.44848
,,00055.987120,B5_24,5,0.20048
,,00056.768320,B1_31,5,0.08512
,,00055.587120,B5_44,111,1.1696
,,00056.718000,B1_14,28,0.20224
,,00056.714480,B1_43,11,0.2628
,,00055.532400,B5_12,135,1.4748
,,00056.872640,B5_44,6,0.0748
,,00056.287760,B5_22,22,0.83096
,,00057.678320,B5_12,65,0.42776
,,00057.811200,B5_11,5,0.17704
,,00057.844960,B5_23,8,0.2048
,,00058.030080,B1_14,5,0.14312
,,00057.862800,B5_44,50,0.39752
,,00057.783200,B5_22,18,0.40824
,,00058.336560,B1_14,17,0.19712
,,00058.894640,B5_12,11,0.21472
,,00058.894320,B5_22,6,0.2576
,,00059.716640,B5_12,7,0.2276
,,00059.989600,A2_44,12,0.21152
,,00060.229920,C3_24,7,0.0652
,,00060.214480,C3_43,8,0.07144
,,00060.481120,B5_12,8,0.18488
,,00061.060160,B5_12,24,0.4164
,,00061.959360,B6_23,10,0.16504
,,00062.163680,B5_12,6,0.1472
,,00062.060720,B6_24,5,0.10808
,,00062.031600,B6_21,7,0.1748
,,00062.559920,D2_21,14,0.43408
,,00063.695440,A2_44,10,0.18352
,,00063.703360,B3_22,9,0.0788
,,00064.183440,C3_22,5,0.13928
,,00064.214400,B5_22,5,0.25416
,,00064.853200,B6_23,10,0.2596
,,00065.274560,C3_43,7,0.31712
,,00066.222080,B2_32,6,0.18936
,,00066.421840,B3_41,5,0.14064
,,00066.329600,B3_22,21,0.30848
,,00066.758160,D1_22,5,0.10056
,,00066.341040,B3_42,8,0.31976
,,00067.151440,A3_34,11,0.08848
,,00067.700160,B3_22,10,0.07488
,,00068.153360,A2_22,5,0.11064
,,00068.197200,A2_33,5,0.05376
,,00068.009520,B3_22,8,0.3212
,,00068.603120,B1_14,16,0.18104
,,00068.869280,A1_43,7,0.19856
,,00068.142400,A2_44,57,0.87848
,,00068.930960,A5_24,5,0.22144
,,00069.045840,B5_12,27,0.3024
,,00069.100720,B5_22,12,0.16648
,,00069.417520,C3_12,8,0.04064
,,00069.422960,C3_22,10,0.15512
,,00069.418000,C3_14,23,0.1328
,,00069.422560,C3_24,13,0.07496
,,00069.417040,C3_43,10,0.05904
,,00069.541200,B2_32,10,0.24472
,,00071.085760,D2_21,5,0.20704
,,00071.369120,C3_24,6,0.03672
,,00071.669440,B3_22,9,0.1292
,,00072.643040,B1_14,22,0.2548
,,00072.698720,B1_43,6,0.06544
,,00075.093760,B3_22,6,0.08968
,,00075.938880,B2_32,7,0.23576
,,00077.190240,B3_22,8,0.11664
,,00077.616960,B2_34,10,0.27168
,,00077.528000,B2_32,15,0.69912
,,00078.884720,A1_41,7,0.038
,,00078.910320,A1_43,7,0.0668
,,00079.430400,C3_43,8,0.0432
,,00081.858080,D2_21,10,0.22992
,,00082.887360,C3_24,6,0.03304
,,00083.268400,C3_24,14,0.1092
,,00083.281840,C3_43,6,0.13104
,,00084.950960,A2_22,6,0.0592
,,00084.960880,A2_33,5,0.048
,,00084.772320,A2_44,16,0.26944
,,00085.282640,A2_44,9,0.26096
,,00085.765280,A2_44,5,0.10024
,,00088.142960,B5_13,5,0.08856
,,00088.186240,B5_11,5,0.1768
,,00088.129520,B5_22,10,0.17184
,,00088.175360,B5_44,28,0.29208
,,00088.099760,B5_12,58,0.79952
,,00088.159520,B5_24,17,0.52728
,,00088.572160,B5_44,17,0.16968
,,00089.458320,B1_31,6,0.09984
,,00089.395200,B1_14,30,0.18688
,,00089.409600,B1_43,14,0.2332
,,00089.523760,C3_22,7,0.21792
,,00091.256800,D2_21,23,0.36112
,,00091.283600,D2_31,9,0.16136
,,00091.295840,D2_23,18,0.2272
,,00091.781440,D2_23,8,0.17488
,,00091.290320,D2_34,28,0.71184
,,00092.337440,B1_14,7,0.28472
,,00092.786960,D1_22,5,0.03168
,,00092.787520,D1_42,7,0.04344
,,00092.543360,D2_21,13,0.15072
,,00092.499440,D2_31,7,0.17504
,,00092.386880,D2_23,13,0.37728
,,00092.480560,D2_34,30,0.5792
,,00093.519520,B3_22,7,0.18376
,,00093.683040,D2_34,8,0.39416
,,00094.131280,B1_14,5,0.1472
,,00094.230240,D2_34,9,0.62032
,,00095.322800,D2_34,5,0.27664
,,00095.987440,C3_24,5,0.04648
,,00096.227280,A3_34,7,0.13752
,,00096.472640,D1_22,9,0.12
,,00097.747040,A1_43,7,0.1336
,,00097.739360,A1_44,5,0.14048
,,00097.959680,C5_32,9,0.26896
,,00098.851280,B1_14,18,0.17
,,00098.942560,B1_43,6,0.09176
,,00099.368560,A2_44,5,0.06216
,,00099.756480,A1_43,7,0.11664
,,00099.700000,C3_24,8,0.05328
,,00099.471040,C3_43,7,0.28112
,,00100.051360,B5_12,6,0.08016
,,00100.060880,B5_22,5,0.15168
,,00101.201840,B3_22,12,0.20744
,,00104.078880,D3_41,8,0.09944
,,00104.082080,D3_33,6,0.10936
,,00104.118160,D3_24,15,0.25232
,,00104.756560,A1_41,6,0.07632
,,00104.741040,B3_22,9,0.10624
,,00104.652800,D3_24,12,0.42984
,,00104.850880,A4_33,11,0.23248
,,00105.227600,A4_33,11,0.486
,,00106.938320,D1_22,5,0.09464
,,00107.353040,A4_33,19,0.64416
,,00108.228240,D1_22,6,0.09184
,,00108.600000,A6_14,5,0.14592
,,00109.880240,D5_33,20,0.21752
,,00109.891600,D5_34,11,0.23144
,,00109.859280,D5_43,17,0.196
,,00109.850560,D5_41,19,0.26216
,,00110.528080,B3_22,10,0.08888
,,00112.670800,A1_43,6,0.16144
,,00114.194880,A2_44,22,0.27568
,,00119.244320,A1_43,6,0.2316
,,00120.782880,C1_21,9,0.07264
,,00120.754080,C1_11,9,0.09912
,,00120.772240,C1_22,8,0.09888
,,00120.778800,C1_23,8,0.07464
,,00120.781680,C1_42,8,0.10408
,,00120.664720,B6_23,9,0.16624
,,00120.771840,D5_33,14,0.2224
,,00120.770880,D5_34,8,0.23592
,,00120.737360,D5_43,9,0.23392
,,00120.691600,D5_41,10,0.40176
,,00121.054720,C3_13,5,0.23184
,,00121.213840,B3_41,5,0.12904
,,00121.210000,B3_22,25,0.25944
,,00121.327760,B3_44,5,0.30584
,,00121.205440,B3_42,14,0.30296
,,00121.574160,B3_22,23,0.47888
,,00122.191120,B3_22,5,0.18208
,,00123.380960,A1_43,5,0.2064
,,00124.960960,D3_24,7,0.14624
,,00125.489360,A2_44,18,0.23216
,,00125.293840,D3_24,8,0.43784
,,00125.849840,A2_44,5,0.10032
,,00126.111600,A2_44,21,0.38152
,,00126.443280,B3_22,5,0.0604
,,00127.248080,C3_14,13,0.04464
,,00127.129680,C3_24,20,0.16152
,,00127.163200,C3_43,9,0.10144
,,00127.811520,B3_22,6,0.09576
,,00128.046240,B3_22,6,0.03312
,,00128.227520,A2_44,9,0.26504
,,00130.210960,B5_42,6,0.17808
,,00130.179200,B5_44,14,0.20216
,,00130.535920,B5_44,8,0.08712
,,00130.100560,B5_12,67,0.79024
,,00130.164800,B5_22,25,0.80368
,,00131.517120,C3_43,6,0.08336
,,00131.592320,C3_24,12,0.12528
,,00132.075200,C3_14,9,0.06368
,,00132.049440,C3_24,13,0.07952
,,00132.034720,C3_43,9,0.05048
,,00131.839040,B3_22,9,0.08592
,,00133.210560,A2_44,11,0.19752
,,00134.236960,D1_22,9,0.0808
,,00134.036320,B6_23,5,0.14528
,,00135.536320,C3_43,5,0.21584
,,00137.417040,B5_22,6,0.15664
,,00137.591520,D2_21,13,0.17544
,,00137.617120,D2_34,5,0.08944
,,00137.894560,C1_11,5,0.07856
,,00137.886400,C1_42,7,0.07376
,,00138.103360,A1_41,9,0.1028
,,00138.711920,C3_22,8,0.17456
,,00139.311040,D1_22,6,0.13408
,,00139.756400,C3_22,6,0.12912
,,00139.768320,B2_32,6,0.27904
,,00140.137680,A2_44,6,0.09144
,,00142.014160,A1_43,7,0.1344
,,00142.403360,B5_12,11,0.18352
,,00142.449520,B5_22,5,0.0808
,,00142.571920,C5_32,12,0.23136
,,00144.190960,D1_42,15,0.30152
,,00145.003040,D1_22,6,0.2672
,,00145.508960,B3_22,8,0.16008
,,00145.892880,B5_12,15,0.1496
,,00145.729760,B5_22,9,0.21976
,,00146.215360,A6_24,8,0.0992
,,00146.424240,C1_11,5,0.1
,,00147.272800,D2_21,8,0.19944
,,00147.638480,A1_43,8,0.24824
,,00147.637120,A1_44,7,0.24768
,,00147.700000,B4_23,6,0.15472
,,00147.679680,B4_43,8,0.13648
,,00148.029200,C3_14,6,0.08048
,,00147.757920,B4_44,5,0.14272
,,00147.562720,B4_31,31,0.74592
,,00148.046080,C3_22,15,0.58344
,,00151.015280,C3_43,5,0.16584
,,00151.721280,B3_22,5,0.04632
,,00152.256080,D1_22,7,0.11784
,,00151.825680,A1_43,9,0.34416
,,00152.346560,C1_11,5,0.12504
,,00152.416080,C1_42,5,0.08528
,,00154.140160,A3_34,9,0.13584
,,00154.290320,A1_43,6,0.17376
,,00155.133680,B6_23,10,0.12928
,,00155.433920,A3_34,12,0.1604
,,00157.767120,D1_22,5,0.056
,,00157.451280,B2_32,5,0.33736
,,00157.938720,A2_44,6,0.1056
,,00158.133680,C3_24,6,0.04544
,,00158.192320,C2_41,24,0.30112
,,00159.478240,B3_22,16,0.20712
,,00161.890160,A3_34,5,0.09904
,,00161.876000,B3_22,14,0.31864
,,00162.180400,B5_42,5,0.15608
,,00162.182240,B5_22,9,0.168
,,00162.182080,B5_12,19,0.23424
,,00162.746000,B2_32,6,0.14048
,,00163.085760,C3_24,7,0.09592
,,00165.042800,D3_41,5,0.12696
,,00164.965360,D3_24,21,0.86048
,,00166.800320,C3_24,8,0.06016
,,00166.856720,C3_22,6,0.19904
,,00166.881040,D3_24,21,0.51608
,,00168.024160,A1_43,6,0.13032
,,00167.913280,B2_32,6,0.242
,,00168.020480,A3_34,11,0.17168
,,00168.799040,B6_23,6,0.05384
,,00169.420080,C3_24,11,0.0548
,,00169.405520,C3_43,6,0.01312
,,00170.162960,D2_21,5,0.12064
,,00171.642880,D2_21,7,0.13352
,,00171.596320,A2_44,8,0.16152
,,00173.101440,A3_34,6,0.14832
,,00174.007520,C3_43,6,0.1152
,,00174.083440,A1_41,8,0.09064
,,00174.122160,A1_22,5,0.18656
,,00174.457040,A1_12,5,0.15528
,,00174.474080,A1_41,18,0.33032
,,00174.597520,A1_44,10,0.45712
,,00175.090640,B2_32,8,0.15512
,,00175.116080,B5_22,13,0.2792
,,00175.271520,A1_44,7,0.31664
,,00175.580080,C3_24,6,0.02624
,,00175.395120,C3_43,9,0.22984
,,00175.278640,B5_12,24,0.23312
,,00175.541280,C3_22,15,0.27512
,,00175.590720,C3_14,5,0.0784
,,00174.320000,A1_43,60,1.74944
,,00176.657600,B5_12,12,0.288
,,00177.723840,D3_24,8,0.17512
,,00178.012160,D5_33,12,0.09368
,,00177.998320,D5_43,14,0.17944
,,00177.999520,D5_41,14,0.25112
,,00178.239760,B5_12,11,0.20464
,,00178.249120,B5_22,8,0.19808
,,00179.248880,C3_24,6,0.05432
,,00180.163840,A1_43,5,0.14528
,,00180.413280,C3_43,9,0.45576
,,00181.040320,A1_43,6,0.13432
,,00181.048400,B2_32,6,0.20208
,,00181.456320,B3_22,5,0.06136
,,00184.488400,B6_14,6,0.13896
,,00184.344160,B6_21,8,0.2512
,,00184.400800,B6_23,19,0.34048
,,00184.849920,B6_23,5,0.14624
,,00184.439680,B6_24,15,0.484
,,00184.389040,B6_41,15,0.67848
,,00185.273760,B5_44,16,0.09032
,,00185.121680,B6_23,5,0.10712
,,00185.175520,B5_12,14,0.31352
,,00185.216720,B5_22,10,0.19744
,,00185.177520,B6_41,7,0.39336
,,00187.329920,B6_23,19,0.48432
,,00187.992080,B3_22,11,0.13488
,,00188.012000,B3_32,5,0.09976
,,00188.005680,B6_41,6,0.30656
,,00189.828080,B3_44,6,0.41784
,,00189.826640,B3_42,20,0.58328
,,00190.688880,D2_21,9,0.15456
,,00189.794000,B3_22,58,0.91712
,,00191.257840,A3_34,7,0.12672
,,00192.089360,A1_44,6,0.27608
,,00192.226320,A1_43,9,0.18048
,,00192.260560,A2_44,22,0.20376
,,00191.014080,B3_22,56,1.38848
,,00192.870320,B3_22,29,1.10872
,,00194.764080,D2_21,7,0.1268
,,00194.531040,A3_32,5,0.13216
,,00194.432960,A3_34,38,0.92624
,,00195.058800,A3_44,8,0.3388
,,00195.427040,A2_44,8,0.07352
,,00196.262720,B3_22,5,0.10744
,,00196.334320,C1_11,6,0.09984
,,00196.346960,C1_42,8,0.15168
,,00196.375440,B5_12,15,0.17776
,,00196.471520,B5_44,10,0.03392
,,00196.412320,B5_22,7,0.24368
,,00197.085360,B3_22,11,0.12448
,,00197.585040,A1_43,5,0.12936
,,00197.940800,D2_23,16,0.19608
,,00197.881680,D2_32,5,0.15496
,,00197.948960,D2_31,13,0.28328
,,00197.985120,D2_21,34,0.51896
,,00198.251760,D2_23,8,0.32392
,,00197.988080,D2_34,33,0.59648
,,00198.516240,B3_22,7,0.11744
,,00198.616560,C3_43,5,0.066
,,00199.506320,B6_23,7,0.10704
,,00199.459520,B3_22,15,0.20296
,,00199.775920,D2_23,5,0.16136
,,00199.460720,D2_34,13,0.58048
,,00199.744480,D2_21,13,0.47664
,,00200.336560,D1_22,6,0.0876
,,00200.753520,D2_34,6,0.33032
,,00200.753440,B3_22,14,0.20608
,,00200.676240,C5_32,8,0.26328
,,00202.028240,B3_22,12,0.28352
,,00203.344320,A1_43,7,0.22264
,,00203.333440,B3_22,13,0.15024
,,00206.179600,A1_41,11,0.06904
,,00206.051520,A1_43,7,0.17088
,,00206.160960,A3_34,8,0.16384
,,00207.301520,C3_24,6,0.04416
,,00207.118800,C3_43,7,0.16592
,,00207.734640,C1_11,6,0.07968
,,00207.711440,C1_42,5,0.076
,,00207.665440,A2_44,9,0.10184
,,00207.857280,B6_23,7,0.07872
,,00209.605280,B3_22,7,0.04536
,,00210.669760,D2_21,7,0.11968
,,00212.085680,B5_12,12,0.08152
,,00212.346320,B5_12,5,0.14536
,,00212.120400,B5_22,10,0.3304
,,00215.324240,B2_32,11,0.21936
,,00215.344560,D3_24,15,0.54856
,,00215.847840,C3_24,7,0.0452
,,00215.738320,C2_41,25,0.31232
,,00215.842400,C3_43,5,0.08312
,,00216.078880,D1_22,6,0.14784
,,00216.386880,A1_43,5,0.18128
,,00217.495280,D3_24,26,0.83256
,,00220.179680,C1_22,5,0.102
,,00220.211120,C1_42,7,0.11448
,,00221.859200,B1_42,10,0.04024
,,00221.642880,A1_43,7,0.16544
,,00221.862880,B1_31,13,0.0512
,,00221.865520,B1_12,10,0.05976
,,00221.868640,B1_32,9,0.06352
,,00221.844800,B1_43,24,0.17752
,,00221.841840,B1_14,56,0.48592
,,00222.440000,B1_14,31,0.87528
,,00223.295360,C3_24,6,0.08608
,,00223.717280,B1_14,7,0.32592
,,00224.709520,B5_12,20,0.16552
,,00224.763200,B5_24,5,0.02136
,,00224.767840,B5_44,12,0.04512
,,00224.736800,B5_22,11,0.12992
,,00224.734480,A6_23,5,0.04608
,,00224.728720,A6_24,12,0.3104
,,00226.218480,A2_21,9,0.0796
,,00226.187920,A2_22,5,0.10816
,,00226.698800,D3_24,6,0.14224
,,00226.828400,B5_44,9,0.03288
,,00225.978000,A2_44,40,0.96568
,,00226.714000,B5_12,20,0.2788
,,00226.735520,B5_22,8,0.1668
,,00227.111520,A2_44,7,0.22624
,,00227.529280,D1_22,6,0.1532
,,00227.540400,D1_42,10,0.19184
,,00227.443120,A2_44,8,0.36664
,,00227.899360,D2_21,7,0.18872
,,00228.247520,C3_14,5,0.0532
,,00228.242400,C3_24,15,0.09776
,,00228.229520,C3_43,6,0.0136
,,00228.510640,B2_32,10,0.22272
,,00229.141440,B5_12,9,0.16192
,,00229.139760,B5_13,5,0.18144
,,00229.143760,B5_22,6,0.12184
,,00229.366480,B6_23,5,0.09128
,,00231.505760,C3_22,8,0.0928
,,00231.497600,C3_14,6,0.10648
,,00231.279520,C3_43,6,0.2064
,,00233.022560,A1_43,7,0.29784
,,00234.644400,A2_44,20,0.37216
,,00235.622240,A2_44,6,0.31736
,,00235.973840,B5_42,5,0.07736
,,00235.763680,A6_14,5,0.13808
,,00235.990960,B5_12,16,0.21136
,,00236.059120,B5_44,16,0.14608
,,00235.980000,B5_22,11,0.22152
,,00238.908080,B2_32,6,0.2052
,,00239.586000,A2_44,6,0.12896
,,00240.185840,A1_43,5,0.1744
,,00240.140240,A1_44,5,0.28568
,,00242.834000,D2_23,19,0.30584
,,00242.949040,C3_14,6,0.09184
,,00242.517680,A4_33,7,0.3896
,,00242.786960,D5_33,22,0.20904
,,00242.863520,D5_34,9,0.20192
,,00242.778480,D5_43,17,0.27712
,,00242.854160,D2_21,16,0.33376
,,00242.769760,D5_41,22,0.40136
,,00242.745040,D2_34,27,0.92712
,,00244.380320,A1_43,7,0.17432
,,00244.274960,D2_34,13,0.43616
,,00244.723280,A4_33,9,0.0868
,,00244.340640,D2_21,29,0.56688
,,00244.609520,B2_32,7,0.29376
,,00245.204800,A2_44,7,0.1456
,,00245.563360,C1_42,5,0.1012
,,00247.459440,B5_12,21,0.18016
,,00247.502160,B5_44,10,0.12256
,,00247.459200,B5_22,10,0.1796
,,00247.529120,A2_44,7,0.22592
,,00248.988800,D2_21,5,0.1048
,,00249.412720,A1_43,7,0.15672
,,00249.934720,D1_22,10,0.09
,,00249.728320,A2_44,10,0.21112
,,00250.873040,B2_32,9,0.26504
,,00250.864160,C3_22,8,0.196
,,00250.823200,C3_14,6,0.08968
,,00251.443200,B3_22,8,0.13096
,,00252.713680,B6_23,6,0.1936
,,00253.243280,B2_32,7,0.07616
,,00253.255120,B2_34,5,0.17296
,,00253.426080,A5_24,5,0.13736
,,00254.735280,C3_24,7,0.11792
,,00254.847200,B2_32,6,0.17448
,,00254.830400,C3_22,8,0.2548
,,00255.513920,C5_32,8,0.20824
,,00256.842800,C1_11,5,0.13384
,,00256.700480,A2_44,12,0.37296
,,00256.949360,C3_14,10,0.02888
,,00256.931120,C3_24,17,0.09216
,,00256.917120,C3_43,6,0.03184
,,00257.197680,C3_22,6,0.17736
,,00258.424080,B5_13,6,0.19968
,,00258.447600,B5_11,6,0.12464
,,00258.426800,B5_42,6,0.11648
,,00258.678800,C3_24,11,0.0644
,,00258.661440,C3_43,6,0.01512
,,00258.426000,B5_23,16,0.38472
,,00258.433920,B5_24,19,0.34536
,,00258.453520,B5_44,88,0.75536
,,00259.329200,B2_32,11,0.39896
,,00259.535760,B5_23,5,0.23488
,,00258.369680,B5_12,179,1.7216
,,00259.466640,B5_44,62,0.5904
,,00258.422960,B5_22,45,1.5404
,,00260.194160,A3_34,10,0.16952
,,00260.518000,B2_32,5,0.19
,,00260.868240,C3_43,5,0.01312
,,00260.438480,B5_12,14,0.36832
,,00260.546320,B5_22,5,0.2048
,,00260.886400,C3_24,9,0.05744
,,00262.053680,A1_43,8,0.15112
,,00262.594560,B5_12,11,0.29048
,,00263.346480,C3_43,5,0.01288
,,00263.357280,C3_24,10,0.08064
,,00264.428720,C1_11,6,0.11888
,,00264.486560,C1_42,9,0.08232
,,00264.498080,A1_43,6,0.17536
,,00266.879840,C3_24,6,0.04184
,,00266.813600,A6_24,7,0.16648
,,00267.441360,A1_43,11,0.17904
,,00267.395040,A1_44,5,0.14296
,,00267.574000,A1_41,15,0.10896
,,00270.129600,A2_44,18,0.28488
,,00270.219360,B5_12,9,0.33776
,,00271.578080,C3_24,11,0.06224
,,00271.561200,C3_43,7,0.01688
