Investigator,Lena and Yossi,Time (s),Electrode,Size (spikes),Duration (s)
,,00207.663520,B1_14,45,0.33464
,,00207.765520,B1_43,25,0.14888
,,00208.108960,B1_14,14,0.4716
,,00208.950240,D5_13,5,0.05688
,,00208.862160,D5_33,5,0.11632
,,00208.864320,D5_43,5,0.21528
,,00209.549760,B3_22,6,0.07872
,,00209.782000,A2_44,7,0.16944
,,00210.524880,B6_41,5,0.19872
,,00211.226000,D2_21,6,0.22792
,,00211.435280,B3_22,7,0.13392
,,00212.303280,A2_44,7,0.20104
,,00213.822240,D3_41,8,0.228
,,00213.813440,D3_22,9,0.15992
,,00213.818560,D3_32,9,0.2004
,,00214.119440,D3_42,8,0.25832
,,00213.942160,B3_22,11,0.24088
,,00214.547920,D4_21,5,0.07392
,,00214.658640,D5_12,8,0.15712
,,00214.673760,D5_33,5,0.12136
,,00215.140720,A5_13,5,0.0908
,,00215.582480,A4_41,5,0.02744
,,00215.622720,A2_44,9,0.20584
,,00216.648000,B1_31,6,0.10576
,,00216.668000,B1_12,6,0.1016
,,00216.639760,B1_43,21,0.13568
,,00216.647280,C3_24,6,0.03856
,,00216.553200,B1_14,42,0.44968
,,00216.830320,C3_22,5,0.16856
,,00217.593120,A2_44,16,0.4108
,,00218.322800,A3_32,5,0.07504
,,00218.207440,A3_44,5,0.1316
,,00218.319680,A3_43,5,0.04248
,,00218.234880,A3_34,49,0.85592
,,00219.220400,A3_34,11,0.2916
,,00220.572560,D1_42,5,0.09472
,,00220.588560,C3_12,5,0.06728
,,00220.617520,C3_14,5,0.0636
,,00220.443040,C3_43,11,0.25208
,,00221.208960,D4_43,6,0.07712
,,00221.173360,D4_44,7,0.098
,,00221.183760,D4_21,19,0.2152
,,00221.210080,D4_32,9,0.20152
,,00221.729040,C3_12,5,0.1024
,,00221.772800,C3_14,12,0.05936
,,00221.767040,C3_24,11,0.05832
,,00221.665600,C3_43,14,0.13824
,,00221.762720,C3_22,8,0.17016
,,00221.719680,D4_21,8,0.24512
,,00223.166240,B6_14,8,0.14008
,,00223.084640,B6_13,5,0.16944
,,00222.880160,B6_23,16,0.39168
,,00223.040000,B6_24,7,0.23272
,,00223.025200,B6_21,7,0.192
,,00223.004720,B6_41,32,0.85392
,,00224.125920,B3_22,5,0.04192
,,00223.709600,B6_23,14,0.57552
,,00224.169680,A3_34,17,0.39208
,,00224.339520,D5_33,10,0.19448
,,00224.413840,D5_41,9,0.1632
,,00224.634160,B5_12,10,0.14992
,,00224.667120,B5_44,6,0.1876
,,00224.655760,B5_22,5,0.07016
,,00225.681840,D5_13,5,0.18088
,,00225.752480,D5_12,6,0.22472
,,00225.839440,D5_33,6,0.106
,,00228.290000,B6_41,5,0.12024
,,00228.772960,C2_41,24,0.11816
,,00228.823920,C2_22,9,0.0396
,,00228.807120,C2_23,12,0.06784
,,00228.794080,C2_33,9,0.07888
,,00228.800480,C2_43,12,0.08088
,,00228.694640,C3_24,5,0.01272
,,00228.727840,A3_34,12,0.14496
,,00228.811120,C2_21,14,0.08936
,,00228.878000,A6_23,5,0.1296
,,00228.915520,A6_24,13,0.2124
,,00231.016800,B2_32,11,0.3184
,,00231.304400,A4_41,8,0.05904
,,00231.232160,A2_44,11,0.20168
,,00231.308160,A4_33,14,0.30512
,,00233.009600,A2_44,8,0.238
,,00233.208640,D5_33,8,0.17568
,,00233.264720,D5_41,5,0.0876
,,00233.265120,B3_22,13,0.16584
,,00233.248560,B3_42,12,0.19632
,,00234.117280,B3_44,6,0.21232
,,00234.241120,A4_41,6,0.0972
,,00234.102640,A4_33,19,0.37288
,,00235.647360,B6_23,9,0.19568
,,00235.640960,B6_21,9,0.19864
,,00236.067120,A4_33,7,0.32
,,00236.227680,C4_42,8,0.24856
,,00237.344320,A2_33,8,0.07192
,,00237.328320,A2_44,13,0.15224
,,00237.804960,A2_44,6,0.18824
,,00239.284400,D1_22,6,0.11552
,,00239.284720,D1_42,5,0.0808
,,00239.580000,D5_12,5,0.11512
,,00239.578960,D5_43,6,0.1256
,,00240.269840,C3_12,10,0.0976
,,00240.314320,C3_22,6,0.07744
,,00240.285760,C3_14,11,0.05136
,,00240.304320,C3_24,6,0.03184
,,00240.282240,C3_43,8,0.02112
,,00241.210480,B6_23,5,0.12416
,,00242.111680,C3_12,5,0.06792
,,00242.151760,C3_14,5,0.04048
,,00242.138640,C3_24,5,0.02544
,,00242.106720,C3_43,11,0.04672
,,00242.395280,A1_41,11,0.10384
,,00242.307520,A1_22,5,0.24264
,,00242.166880,C3_22,13,0.27704
,,00242.913600,B2_32,8,0.21384
,,00242.941040,A2_44,5,0.1836
,,00245.739680,B2_32,7,0.28072
,,00245.924320,A2_44,5,0.1544
,,00247.751120,D2_21,5,0.05488
,,00247.535200,A2_44,17,0.34024
,,00247.983680,A1_41,13,0.10224
,,00247.981840,A1_43,7,0.06552
,,00247.999680,A1_12,7,0.1524
,,00247.884000,A1_44,8,0.3056
,,00248.086080,B5_13,5,0.11608
,,00248.116560,B5_11,5,0.07512
,,00248.104960,B5_23,12,0.24264
,,00248.087680,B5_42,6,0.0644
,,00248.086640,B5_22,11,0.12016
,,00248.118640,D5_33,7,0.1544
,,00248.441520,C1_21,12,0.07024
,,00248.435840,C1_11,30,0.19944
,,00248.420800,C1_22,17,0.12072
,,00248.442880,C1_23,25,0.1328
,,00248.400800,C1_43,9,0.19112
,,00248.059040,B5_12,54,0.38672
,,00248.098640,B5_24,19,0.3504
,,00248.420480,C1_42,41,0.41384
,,00248.100000,B5_44,101,0.8952
,,00249.129600,A3_34,7,0.09056
,,00248.696400,B5_12,20,0.61792
,,00249.129520,B5_22,5,0.07
,,00249.669840,C1_11,6,0.12456
,,00249.640800,C1_23,6,0.12216
,,00249.637760,C1_42,16,0.1716
,,00249.818480,B3_22,9,0.21848
,,00249.879120,B3_32,5,0.1016
,,00249.886800,B3_42,5,0.07672
,,00249.863600,B5_12,11,0.28328
,,00249.918960,B5_22,5,0.19816
,,00250.062160,C3_43,5,0.11944
,,00250.825600,A2_44,9,0.21504
,,00251.188160,B2_31,10,0.1952
,,00251.217760,B2_32,11,0.3508
,,00251.512160,A5_13,7,0.1092
,,00251.789840,B3_22,9,0.13864
,,00251.801680,A5_13,11,0.3432
,,00252.285920,B2_32,7,0.28216
,,00252.313680,B2_31,12,0.33976
,,00253.454320,A5_13,5,0.13696
,,00253.778480,C4_23,5,0.10864
,,00253.824240,C4_42,5,0.18344
,,00253.852960,C4_41,10,0.09624
,,00254.125760,D3_41,5,0.10496
,,00254.185600,D3_22,6,0.08144
,,00254.275040,A2_44,7,0.19096
,,00254.216320,D6_32,14,0.27488
,,00255.114880,A1_43,6,0.30152
,,00255.880880,D3_41,9,0.242
,,00254.218160,D6_33,65,1.85296
,,00255.779200,D6_32,16,0.27472
,,00255.967680,D3_42,8,0.20872
,,00256.328720,C3_12,7,0.14592
,,00257.890560,C3_12,5,0.08408
,,00257.954720,C3_22,7,0.05912
,,00257.932960,C3_24,7,0.08912
,,00257.719120,C3_43,9,0.21208
,,00258.120800,A2_44,10,0.17544
,,00258.060320,B4_33,5,0.15624
,,00258.104320,B4_23,12,0.18296
,,00257.997920,B4_43,24,0.25864
,,00258.127280,B4_44,6,0.14128
,,00258.881600,D2_21,5,0.1308
,,00258.948160,D4_21,8,0.10088
,,00260.001600,B3_22,15,0.10408
,,00259.857440,A6_24,11,0.12536
,,00260.337200,A2_44,16,0.2028
,,00261.401760,C3_24,6,0.03192
,,00262.785280,B5_12,9,0.10928
,,00262.802080,B5_22,7,0.0948
,,00263.032720,A2_44,5,0.10608
,,00263.770720,D5_12,5,0.12384
,,00263.782240,D5_43,9,0.166
,,00264.158160,C6_33,5,0.12336
,,00264.154480,C6_34,5,0.102
,,00264.144320,C6_43,5,0.08088
,,00264.139120,C6_41,8,0.08848
,,00264.987360,C3_24,6,0.10608
,,00265.042160,C3_43,5,0.01912
,,00265.010080,D4_21,10,0.15392
,,00267.900560,A1_41,7,0.14432
,,00267.828400,C2_41,34,0.23416
,,00267.878080,C2_21,12,0.09984
,,00267.900720,C2_22,6,0.06792
,,00267.873360,C2_23,7,0.09544
,,00267.845920,C2_33,10,0.16624
,,00267.861360,C2_43,9,0.1056
,,00267.969600,C3_12,6,0.10464
,,00269.510720,C2_41,6,0.09752
,,00269.359120,A2_44,8,0.21072
,,00270.091920,D5_33,17,0.1284
,,00270.145120,D5_34,6,0.05816
,,00270.112000,D5_43,9,0.1972
,,00270.134880,D5_21,6,0.05472
,,00270.104320,D5_41,13,0.20344
,,00270.610800,D4_43,12,0.12216
,,00270.611120,D4_32,12,0.17512
,,00270.545040,D4_44,13,0.12784
,,00270.479120,D4_21,26,0.3372
,,00270.128080,D5_12,18,0.64552
,,00270.935040,D5_12,6,0.13624
,,00271.234240,A2_44,5,0.14224
,,00271.091520,D4_21,7,0.24048
,,00271.216080,D5_12,5,0.19624
,,00272.710480,B6_23,8,0.0756
,,00272.702320,B6_21,8,0.1256
,,00273.201840,D5_12,8,0.1624
,,00273.186400,D5_13,5,0.10576
,,00273.211200,D5_33,9,0.11016
,,00273.220080,D5_43,10,0.16128
,,00273.306560,A2_44,16,0.24992
,,00272.732160,B6_41,21,0.73864
,,00273.767200,B6_41,5,0.23672
,,00275.574320,C3_12,12,0.11368
,,00275.612720,C3_13,6,0.15512
,,00275.658720,C3_22,13,0.15904
,,00275.592880,C3_14,32,0.26008
,,00275.594880,C3_24,22,0.16768
,,00275.636320,C3_43,13,0.06344
,,00276.084720,D5_12,5,0.20072
,,00276.189440,C3_12,7,0.24624
,,00276.642720,C3_22,8,0.20968
,,00277.020800,C3_22,6,0.05848
,,00277.046800,C3_14,39,0.32528
,,00276.953040,C3_43,36,0.26064
,,00277.109440,D5_12,6,0.17832
,,00277.165360,D5_13,7,0.1052
,,00277.131920,D5_33,7,0.09408
,,00277.177040,D5_43,10,0.12264
,,00277.180560,C3_22,10,0.39448
,,00276.396960,C3_24,65,1.03728
,,00276.852400,C3_12,66,1.01656
,,00278.077840,C3_43,13,0.18032
,,00278.246160,A2_44,15,0.19224
,,00278.423520,A3_34,13,0.07832
,,00278.365840,D5_33,5,0.16576
,,00278.581440,B5_12,14,0.25312
,,00278.794640,B5_44,5,0.0256
,,00278.715760,B5_22,9,0.13208
,,00279.429840,B2_31,5,0.0964
,,00279.818480,B2_32,6,0.1536
,,00280.381600,A2_44,7,0.2064
,,00281.899360,B3_22,14,0.21352
,,00281.904720,B3_32,5,0.08088
,,00281.893760,B3_42,6,0.13944
,,00282.984960,A2_44,9,0.15488
,,00283.021520,B3_22,17,0.26768
,,00283.128160,B3_32,7,0.20328
,,00283.116080,B3_42,7,0.15584
,,00284.165920,B3_22,15,0.38152
,,00284.589200,A2_21,6,0.22296
,,00284.403280,A2_44,21,0.35624
,,00284.931920,A2_44,8,0.20656
,,00285.134800,C5_13,10,0.18112
,,00285.133440,C5_32,5,0.1196
,,00285.247040,A2_44,11,0.21304
,,00285.460480,B3_22,9,0.1224
,,00285.458160,B3_32,5,0.12016
,,00285.966240,D5_12,5,0.13976
,,00286.016480,D5_13,5,0.06968
,,00285.899440,D5_33,7,0.1876
,,00286.000560,D5_43,8,0.10448
,,00286.284720,D4_32,8,0.29064
,,00286.286880,D4_21,8,0.11544
,,00286.698960,B3_22,15,0.066
,,00286.702400,B3_32,5,0.05976
,,00286.698000,B3_42,8,0.0572
,,00288.210800,D2_31,11,0.13488
,,00288.188000,D2_23,23,0.20864
,,00288.176080,D2_21,31,0.48416
,,00288.217600,D2_34,33,0.66696
,,00289.667280,A2_44,5,0.15792
,,00289.935280,D5_33,6,0.15272
,,00290.441360,D1_42,12,0.18048
,,00290.390480,A1_43,5,0.18432
,,00290.175120,D2_21,6,0.2664
,,00290.737600,D2_21,18,0.3364
,,00290.634960,A2_44,12,0.2728
,,00290.789840,B6_41,5,0.19752
,,00291.028240,D1_42,5,0.15216
,,00291.453600,D2_34,8,0.24712
,,00291.938480,B2_31,5,0.08752
,,00292.069520,D4_21,8,0.14568
,,00292.414640,D2_34,5,0.1144
,,00292.877280,B3_22,8,0.13504
,,00293.023200,B6_23,5,0.19112
,,00293.466720,B5_14,5,0.12048
,,00293.452480,B5_12,18,0.15136
,,00293.496320,B5_23,5,0.09864
,,00293.472400,B5_44,11,0.1232
,,00293.470640,B5_22,7,0.11832
,,00295.101440,B5_12,8,0.14408
,,00295.784880,A2_44,10,0.27544
,,00298.787600,B6_14,5,0.09616
,,00298.787520,B6_23,7,0.06416
,,00298.994000,B3_32,5,0.10576
,,00298.738880,B6_21,8,0.2064
,,00299.016960,B3_22,7,0.22544
,,00299.199760,A4_33,10,0.19824
,,00298.805680,B6_41,19,0.54088
,,00299.456400,B6_41,6,0.25112
,,00299.924800,A2_44,8,0.27288
,,00301.372080,C1_21,5,0.07152
,,00301.356880,C1_11,27,0.15064
,,00301.354800,C1_22,17,0.12224
,,00301.350800,C1_23,22,0.19552
,,00301.338000,C1_43,8,0.14216
,,00301.358400,C1_42,38,0.34528
,,00302.717840,D4_21,10,0.16536
,,00302.965520,D2_21,7,0.0768
,,00303.171360,C1_24,5,0.3656
,,00303.709760,A4_41,9,0.178
,,00304.325200,B6_23,10,0.31192
,,00305.590560,A3_44,5,0.05408
,,00305.582320,A3_34,12,0.1104
,,00306.093200,D5_33,8,0.19592
,,00306.281200,A2_44,14,0.33992
,,00306.810640,B5_12,15,0.16992
,,00306.874880,B5_13,5,0.07944
,,00306.794720,B5_42,5,0.11144
,,00306.849920,B5_44,7,0.09376
,,00306.871760,B5_22,8,0.08272
,,00306.848320,B6_41,7,0.34216
,,00308.729600,A2_44,5,0.22808
,,00308.828400,B3_22,11,0.13624
,,00310.296160,B3_32,7,0.0844
,,00310.272400,B3_22,10,0.17432
,,00313.047920,A2_44,7,0.2516
,,00313.129600,A5_13,5,0.13944
,,00312.950800,B6_23,9,0.23888
,,00313.030640,B6_41,7,0.35416
,,00313.644160,C3_12,10,0.13304
,,00313.743280,C3_22,5,0.06568
,,00313.741440,C3_14,23,0.10104
,,00313.652960,C3_24,25,0.15576
,,00313.750320,C3_43,10,0.03336
,,00314.077280,D5_13,5,0.11504
,,00314.096480,D5_33,21,0.18144
,,00314.143680,D5_43,7,0.21784
,,00314.164080,D5_21,7,0.07704
,,00314.132000,D5_41,15,0.20872
,,00314.526480,C3_12,6,0.1212
,,00314.253760,D5_12,12,0.50568
,,00315.364000,C3_43,5,0.20672
,,00315.764960,D5_13,6,0.07256
,,00315.777760,D5_33,11,0.0936
,,00315.760720,D5_41,11,0.10696
,,00316.029840,A3_34,11,0.10896
,,00315.778640,D5_12,6,0.20528
,,00315.832560,D5_43,5,0.14544
,,00316.125360,D4_43,7,0.05176
,,00316.049600,D4_21,12,0.12808
,,00316.785040,B3_42,8,0.1
,,00316.620480,D4_21,5,0.17344
,,00316.775440,B3_22,14,0.12664
,,00317.467600,A3_34,10,0.11288
,,00317.646000,D2_21,8,0.1152
,,00317.671680,B3_22,6,0.02008
,,00318.261760,C3_22,8,0.16728
,,00318.126240,B3_22,34,0.42216
,,00318.328320,B3_32,6,0.10192
,,00318.262240,A3_34,19,0.45056
,,00318.992080,D5_13,5,0.09544
,,00318.981680,D5_33,7,0.12248
,,00318.813120,A6_24,11,0.25608
,,00320.050320,A2_44,14,0.22032
,,00320.236560,D5_12,8,0.274
,,00320.274080,D5_13,6,0.16728
,,00320.239280,D5_33,8,0.226
,,00320.502880,D4_21,8,0.158
,,00321.984800,A2_44,12,0.27272
,,00322.178800,D5_13,5,0.02528
,,00323.291280,D5_12,7,0.31448
,,00323.382880,D5_33,5,0.08816
,,00323.410160,D5_43,5,0.15768
,,00323.501440,B6_23,6,0.06528
,,00323.645280,B6_41,6,0.30104
,,00324.238240,B3_22,7,0.09032
,,00324.455520,A1_41,16,0.11168
,,00324.506160,A1_12,5,0.07832
,,00324.454320,A1_43,9,0.11016
,,00324.245840,A3_34,8,0.22064
,,00324.519120,A1_44,5,0.19
,,00325.357280,D5_12,6,0.128
,,00325.329280,D5_33,5,0.18464
,,00326.044480,B3_32,5,0.104
,,00326.213520,A1_43,8,0.14432
,,00326.045280,B3_22,7,0.18592
,,00326.414000,C1_21,8,0.07848
,,00326.400000,C1_22,14,0.0844
,,00326.384320,C1_23,21,0.15464
,,00326.357600,C1_43,6,0.12224
,,00326.402080,C1_42,32,0.20016
,,00326.404720,C1_11,29,0.24848
,,00327.497760,A2_44,5,0.14808
,,00328.118080,B3_22,14,0.11264
,,00329.246960,D1_42,12,0.3908
,,00329.805120,D1_42,7,0.1484
,,00330.339680,A3_34,10,0.14872
,,00330.990800,B5_12,13,0.32008
,,00331.036560,B5_13,6,0.21984
,,00331.196320,B5_44,17,0.08264
,,00331.010880,B5_22,7,0.22416
,,00331.096800,B6_41,5,0.25608
,,00331.760160,A3_34,8,0.14504
,,00332.667920,A1_43,9,0.38864
,,00333.624880,D5_13,5,0.04208
,,00333.659920,D5_43,5,0.09104
,,00334.130000,B3_22,11,0.30864
,,00335.502160,B6_23,5,0.23328
,,00336.131680,A2_44,15,0.22216
,,00336.118480,D4_43,23,0.13016
,,00336.131840,D4_32,14,0.1288
,,00336.115440,D4_44,10,0.08664
,,00336.050960,D4_21,28,0.28456
,,00336.143040,D4_31,5,0.08824
,,00336.588880,D4_21,8,0.31328
,,00337.078640,B3_22,10,0.24024
,,00337.461920,D4_44,6,0.17288
,,00337.552320,D4_43,11,0.11232
,,00337.503520,D4_32,7,0.15064
,,00337.464960,D4_21,20,0.25616
,,00338.047280,A3_34,12,0.12352
,,00338.696640,D5_33,6,0.106
,,00338.717920,D5_43,6,0.07344
,,00339.228880,D4_21,6,0.2152
,,00339.419920,B5_12,14,0.172
,,00339.418800,B5_13,5,0.1552
,,00339.502720,B5_44,24,0.08192
,,00339.418160,B5_22,6,0.14192
,,00339.547680,A2_44,7,0.18808
,,00339.951760,A1_41,7,0.12968
,,00339.776640,A1_43,8,0.24248
,,00341.374080,A2_44,10,0.24368
,,00342.016480,A3_32,10,0.12504
,,00341.841680,B2_32,11,0.3528
,,00341.952400,A3_34,63,1.11544
,,00343.765360,A3_34,6,0.30792
,,00344.394880,B3_22,13,0.10552
,,00345.029920,A2_21,7,0.17224
,,00344.743440,A2_44,20,0.46448
,,00345.283760,C3_24,8,0.07944
,,00345.076720,C3_43,13,0.23912
,,00345.311040,A2_44,23,0.68448
,,00346.920960,A2_44,5,0.2332
,,00347.187840,D5_12,7,0.16976
,,00347.179920,D5_13,5,0.1196
,,00347.209200,D5_33,7,0.10504
,,00347.295600,D5_43,7,0.08544
,,00347.606800,C3_43,7,0.0188
,,00347.611840,C3_12,8,0.09808
,,00347.648640,C3_22,7,0.06064
,,00347.637040,C3_14,6,0.07232
,,00347.630880,C3_24,7,0.04936
,,00347.836000,C3_22,8,0.29456
,,00348.507680,B1_31,6,0.08176
,,00348.429040,B1_43,23,0.21072
,,00348.332000,B1_14,34,0.33992
,,00348.495040,A1_43,6,0.1616
,,00348.805120,B4_23,18,0.16552
,,00348.777600,B4_43,29,0.362
,,00349.192000,A2_44,9,0.38008
,,00350.002320,A2_44,13,0.4544
,,00351.358080,C3_12,5,0.11544
,,00351.401360,C3_24,6,0.07888
,,00352.848080,D5_33,6,0.0816
,,00352.862320,D5_43,9,0.14424
,,00352.962480,A2_44,15,0.3024
,,00354.611680,D6_33,7,0.16408
,,00354.615760,D6_32,10,0.18776
,,00355.056960,A3_34,11,0.16104
,,00354.898400,D6_33,9,0.36368
,,00355.533680,D5_13,7,0.06824
,,00355.583840,D5_43,7,0.13152
,,00355.951040,C3_24,15,0.17592
,,00356.115120,C3_43,7,0.02264
,,00355.501760,D6_33,13,0.63664
,,00356.000960,C3_12,6,0.1532
,,00356.251360,D6_33,6,0.2512
,,00356.971120,C1_21,11,0.08296
,,00356.974160,C1_22,11,0.14016
,,00356.972480,C1_23,17,0.16752
,,00356.945120,C1_43,8,0.0856
,,00356.763280,B1_14,21,0.33096
,,00356.964640,B1_43,7,0.12976
,,00356.955680,C1_11,33,0.23776
,,00356.966560,C1_42,41,0.29096
,,00357.337600,C1_24,5,0.22464
,,00358.775680,B3_22,8,0.03424
,,00358.726720,B3_42,8,0.33672
,,00359.385280,A2_44,10,0.26784
,,00360.262880,B1_14,29,0.24928
,,00360.301440,B1_43,14,0.1316
,,00360.932720,C3_24,5,0.01936
,,00361.086240,B1_14,6,0.22288
,,00361.351680,D5_33,5,0.0468
,,00361.370560,D3_41,11,0.15232
,,00361.384720,D3_22,8,0.1444
,,00361.335120,D5_43,8,0.15352
,,00362.559200,B5_12,8,0.15328
,,00362.558080,B5_22,7,0.1436
,,00362.529920,D5_13,7,0.23336
,,00362.606800,D5_33,17,0.1732
,,00362.644320,D5_43,5,0.21952
,,00362.671280,D5_21,5,0.13712
,,00362.670160,D5_41,16,0.29128
,,00362.683200,D5_12,23,0.70152
,,00363.222880,D5_13,11,0.13752
,,00363.163360,D5_33,43,0.42176
,,00363.309200,D5_34,6,0.15552
,,00363.277520,D5_43,21,0.34296
,,00363.263840,D5_41,20,0.19216
,,00363.538320,A2_44,14,0.24472
,,00364.182800,D5_12,7,0.17904
,,00364.271600,D3_42,9,0.15152
,,00364.856480,D5_12,5,0.24384
,,00367.563360,B1_14,20,0.4048
,,00368.323680,C3_24,6,0.03104
,,00368.372240,C3_22,8,0.22664
,,00368.664240,A2_44,11,0.15048
,,00368.539440,B3_22,6,0.1192
,,00368.899440,D4_21,5,0.08624
,,00369.536960,C3_43,9,0.16104
,,00369.612240,D5_12,6,0.26736
,,00370.475280,A2_44,5,0.10416
,,00371.176480,C5_14,6,0.112
,,00371.202400,C5_33,5,0.076
,,00371.207680,C5_32,5,0.18488
,,00371.442720,D5_12,5,0.16192
,,00371.399760,D5_33,8,0.14512
,,00371.418800,D5_43,9,0.17464
,,00371.780160,C2_31,6,0.05664
,,00371.777440,C2_22,9,0.11024
,,00371.741680,C2_41,31,0.1916
,,00371.810960,C2_21,6,0.09144
,,00371.793680,C2_23,10,0.1868
,,00371.753920,C2_33,11,0.15624
,,00372.446960,C2_41,8,0.1032
,,00372.652080,D2_31,10,0.20104
,,00372.554160,D2_23,29,0.33224
,,00373.018320,B1_14,13,0.204
,,00372.436320,D2_21,35,0.93144
,,00372.677600,D2_34,32,0.56344
,,00373.004080,A2_44,15,0.29096
,,00374.298640,D2_34,9,0.44128
,,00374.587200,D5_12,6,0.29096
,,00375.509200,D2_34,5,0.1748
,,00375.952640,D2_34,6,0.25008
,,00376.264000,A2_44,10,0.25752
,,00377.683520,D2_34,5,0.13128
,,00378.041360,D5_12,6,0.08112
,,00378.032240,D5_13,5,0.07464
,,00378.009520,D5_33,9,0.11592
,,00378.299360,A1_43,5,0.08664
,,00378.034400,D5_43,9,0.1512
,,00378.695680,A2_44,10,0.18896
,,00379.536640,D2_21,6,0.14216
,,00380.356800,B2_31,5,0.06488
,,00380.377520,B2_32,8,0.34448
,,00382.344240,A2_44,11,0.29312
,,00382.788880,D6_32,10,0.1876
,,00382.718880,D6_33,16,0.51696
,,00383.434160,A1_41,12,0.07736
,,00383.416080,A1_12,6,0.09632
,,00383.401920,A1_43,8,0.10832
,,00383.368480,A1_44,6,0.18424
,,00383.399920,B6_41,9,0.30632
,,00383.830320,B3_22,9,0.23376
,,00383.914320,C4_23,6,0.17968
,,00384.023920,C4_41,11,0.08184
,,00383.989680,A2_44,10,0.25008
,,00384.008560,C4_42,12,0.19952
,,00384.894560,A1_41,7,0.11624
,,00384.928400,A1_12,6,0.16056
,,00384.880800,A1_43,9,0.13888
,,00384.887120,A1_44,8,0.2248
,,00385.178560,B3_41,6,0.07648
,,00385.054240,B3_34,6,0.2044
,,00385.110800,B3_42,26,0.35992
,,00384.946400,B3_22,71,0.82336
,,00385.720080,B3_44,9,0.27784
,,00386.113920,B3_42,13,0.19192
,,00385.978480,B3_22,46,0.67256
,,00386.682880,B5_13,5,0.12368
,,00386.645840,B5_42,11,0.21136
,,00386.714960,B5_23,27,0.23336
,,00386.687840,B5_24,15,0.23616
,,00386.657040,B5_22,20,0.32408
,,00386.664320,B5_12,82,0.62944
,,00386.689280,B5_44,82,0.49176
,,00386.775920,B3_22,18,0.71888
,,00387.414160,B5_12,54,0.72368
,,00387.830240,B5_23,7,0.07048
,,00387.605600,B5_44,14,0.32288
,,00387.731360,B5_22,16,0.28984
,,00388.009840,A1_41,35,0.3348
,,00388.042480,A1_43,21,0.64
,,00388.095520,A1_44,13,0.5656
,,00388.928240,A2_44,8,0.19904
,,00388.763920,B5_12,5,0.18744
,,00389.091680,A1_43,7,0.1748
,,00389.015360,B3_22,5,0.30616
,,00391.567040,A5_13,12,0.20488
,,00391.752000,A2_44,15,0.33
,,00391.902800,C3_12,9,0.10376
,,00391.944240,C3_14,13,0.08144
,,00391.933200,C3_24,6,0.02544
,,00391.418000,C3_43,13,0.5148
,,00391.954160,C3_22,10,0.19656
,,00392.073280,D4_21,6,0.08448
,,00391.903840,A5_13,14,0.51944
,,00392.615200,C1_11,6,0.04848
,,00392.527920,C1_22,5,0.13824
,,00392.502000,C1_43,5,0.17312
,,00392.447680,A6_24,12,0.20552
,,00393.310000,C3_14,10,0.03296
,,00393.298880,C3_24,12,0.07696
,,00393.249280,C3_43,16,0.06888
,,00392.568880,A5_13,19,0.65248
,,00393.306720,D5_12,6,0.062
,,00393.321120,D5_13,5,0.03712
,,00393.281360,D5_33,12,0.11
,,00393.273360,C2_41,14,0.19912
,,00393.301440,C3_22,6,0.14656
,,00393.316480,D5_43,9,0.09208
,,00393.632000,C2_41,18,0.24752
,,00393.631280,C2_21,9,0.20656
,,00393.647360,C2_31,5,0.0848
,,00393.649680,C2_23,8,0.11144
,,00393.610240,C2_33,11,0.25984
,,00393.969120,C3_43,6,0.17472
,,00394.622000,D1_42,5,0.10488
,,00395.044960,C3_43,8,0.03368
,,00394.846960,D1_42,12,0.43408
,,00395.107760,C3_22,7,0.11672
,,00395.585280,C4_23,6,0.13912
,,00395.647280,C4_41,11,0.10408
,,00395.818640,A2_44,5,0.14056
,,00395.701280,C4_42,10,0.21568
,,00396.591280,C3_14,5,0.0404
,,00396.605920,C3_22,15,0.18376
,,00396.569760,C3_24,7,0.08096
,,00396.552800,B5_12,10,0.23504
,,00396.442160,B6_23,8,0.23032
,,00396.606560,B6_41,7,0.29384
,,00397.104080,A3_34,9,0.16968
,,00397.952160,D3_42,8,0.13384
,,00399.954560,B5_23,6,0.192
,,00399.765920,B5_22,15,0.32872
,,00399.662320,B5_12,72,0.67568
,,00399.945760,B5_24,10,0.38448
,,00399.763360,B5_44,53,0.5372
,,00401.294880,C3_24,7,0.04824
,,00401.894800,B3_22,7,0.09032
,,00401.895920,B3_42,5,0.20672
,,00402.071920,A2_44,9,0.21112
,,00402.337520,B6_23,5,0.10336
,,00402.573520,B6_41,5,0.1508
,,00402.856800,B5_12,6,0.26104
,,00403.248880,B2_31,5,0.13176
,,00403.280560,B2_32,9,0.16936
,,00403.310800,A4_41,6,0.10216
,,00403.395760,D5_12,5,0.12328
,,00403.339520,D5_13,5,0.08728
,,00403.412320,D5_43,5,0.1012
,,00404.993120,D2_31,6,0.048
,,00404.921840,D2_34,5,0.16304
,,00404.936240,C3_24,12,0.20112
,,00404.932000,D4_43,5,0.07328
,,00404.987600,D4_32,5,0.07472
,,00404.910800,D4_44,6,0.0984
,,00404.868480,D4_21,18,0.22624
,,00404.991520,D2_21,8,0.1912
,,00404.917280,D2_23,22,0.4108
,,00404.891920,A2_44,15,0.40488
,,00405.112720,C3_14,11,0.0588
,,00405.186560,D2_34,10,0.39984
,,00405.319920,D4_21,6,0.23072
,,00407.664240,C3_22,6,0.1512
,,00407.640480,C3_24,6,0.0688
